"FIPS","x","y","caves","WNS","tau"
1089,856489.669861,-264523.513749,460,Inf,176.2
1091,767710.549232,-554102.328884,0,Inf,141.3157895
1093,741700.562545,-344803.273309,2,Inf,177.6666667
1095,884061.081736,-306087.294093,332,Inf,168.5833333
1097,742639.127572,-717995.77191,0,Inf,122.5238095
1099,814564.134757,-625615.735758,11,Inf,147.3
1101,916509.800183,-542250.535475,0,Inf,155
1103,831977.536382,-301014.360717,299,Inf,160.0714286
1105,811082.967408,-505786.202267,1,Inf,153.25
1107,731277.524404,-441884.64094,0,Inf,153.1333333
1109,945386.009381,-585790.061589,1,Inf,146.2857143
1111,973308.180473,-416915.156249,0,Inf,175.6666667
1113,1011918.370483,-526611.580097,0,Inf,127.5
1115,889377.651425,-379066.243636,31,Inf,154.7272727
1117,863471.329426,-431819.146501,9,Inf,152.8461538
1119,726884.759664,-520008.465793,0,Inf,149.2352941
1121,907099.105313,-413688.678287,9,Inf,167.0625
1123,947865.737179,-469011.731216,0,Inf,171.9411765
1125,783261.057569,-435405.632789,2,Inf,150.4583333
1127,799719.036173,-377318.479369,0,Inf,168
1129,737594.369648,-651075.589431,0,Inf,148
1131,817254.646652,-577756.616472,4,Inf,146.7777778
1133,787549.865382,-339050.903482,0,Inf,165.3333333
4001,-1210546.4624,-150293.656545,5,Inf,247.337963
4003,-1290599.57193,-534832.945135,46,Inf,201.7094017
4005,-1405053.87037,-69303.799781,47,Inf,250.4317549
4007,-1356005.53574,-307611.647495,28,Inf,206.0549451
4009,-1286306.34558,-416570.956563,0,Inf,197.2197802
4011,-1222309.86833,-393907.334677,14,Inf,220.1666667
4012,-1645487.14457,-266411.306897,0,Inf,115.2906977
4013,-1516723.33321,-332452.786379,6,Inf,119.0614525
4015,-1584001.25704,-53262.514348,7,Inf,181.1814672
4017,-1284672.28484,-139466.786981,3,Inf,241.984375
4019,-1476357.58374,-480977.05689,18,Inf,141.9152542
4021,-1420535.45133,-399203.094304,16,Inf,147.9805825
4023,-1398659.18979,-558240.360022,34,Inf,206.28
4025,-1498522.93383,-193661.429428,10,Inf,219.5534591
4027,-1657917.30591,-372642.863706,0,Inf,108.3962264
5001,422158.689169,-348397.855396,0,Inf,149.5789474
5003,392243.58219,-473310.166206,0,Inf,155.25
5005,326568.357731,-130454.30005,46,Inf,192.6923077
5007,155735.082402,-128244.508169,121,Inf,158.2666667
5009,259361.979291,-129310.52505,81,Inf,194.8
5011,354161.575898,-444537.231817,0,Inf,162.75
5013,321751.881171,-435309.629722,0,Inf,166.1428571
5015,219697.273067,-127243.887794,131,Inf,178.9
5017,435371.395815,-463400.843338,0,Inf,133.3333333
5019,259065.260682,-382651.649641,0,Inf,174.8333333
5021,495144.521059,-112216.28205,0,Inf,172.3333333
5023,356770.767055,-212785.282405,7,Inf,177.8888889
5025,350371.008697,-396126.089483,0,Inf,155.5555556
5027,256795.528755,-475102.151835,0,Inf,160.6666667
5029,296810.362328,-245294.161127,0,Inf,176.5833333
5031,479347.853105,-173166.542857,0,Inf,172.5
5033,158534.628229,-212429.432156,46,Inf,174.9285714
5035,514478.663695,-240238.081136,0,Inf,159.8571429
5037,471307.356884,-233887.880914,0,Inf,160.5
5039,307164.894523,-389740.917045,0,Inf,167.6363636
5041,433057.280118,-400014.86999,0,Inf,139.0666667
5043,393100.793178,-429817.879704,0,Inf,148.8888889
5045,330894.661182,-256609.96329,0,Inf,174.2857143
5047,190952.412491,-220710.415979,5,Inf,176.9
5049,372111.744165,-117225.36411,14,Inf,193.5384615
5051,259799.870726,-323433.616543,0,Inf,177.3333333
5053,326671.450407,-352912.295099,0,Inf,166.8
5055,485187.747809,-141164.425731,0,Inf,171.4166667
5057,215555.453565,-418041.59011,0,Inf,156.7142857
5059,277608.490443,-352060.339581,0,Inf,170.6923077
5061,183634.298523,-380358.126743,0,Inf,167.3333333
5063,397613.215368,-188214.212244,60,Inf,177.5
5065,364383.454551,-149677.145931,64,Inf,191.7272727
5067,431802.521792,-201549.314396,0,Inf,163.9230769
5069,372428.487134,-353968.967866,0,Inf,153.375
5071,228279.203934,-212371.126241,7,Inf,175.6666667
5073,221739.063159,-473568.053612,0,Inf,159.5
5075,435806.325844,-151583.178352,12,Inf,176.7692308
5077,474065.989545,-291084.615598,0,Inf,155.1428571
5079,391424.913625,-388071.736572,0,Inf,149.5
5081,163494.83257,-424338.354113,0,Inf,142.1428571
5083,206641.575447,-253824.812973,0,Inf,175.6428571
5085,374534.565755,-299333.516053,0,Inf,155.0588235
5087,202728.978493,-164844.672306,158,Inf,167.1666667
5089,295928.828953,-133198.0854,117,Inf,196
5091,195198.104268,-466242.991276,0,Inf,150.3333333
5093,531934.570439,-178732.165685,0,Inf,165.6666667
5095,436433.240698,-304454.025415,0,Inf,154.8333333
5097,213258.151217,-328973.382066,0,Inf,180.9166667
5099,248265.849725,-425461.337888,0,Inf,164.7
5101,248663.431398,-172750.727471,254,Inf,184.75
5103,287036.370375,-431588.317782,0,Inf,165.8235294
5105,277456.221971,-281440.822237,0,Inf,174.1
5107,468928.180742,-330873.578351,0,Inf,152.2307692
5109,214093.533739,-370453.349903,0,Inf,175.25
5111,479243.172975,-202221.197557,0,Inf,155.2777778
5113,161576.975558,-336044.782978,0,Inf,175.2857143
5115,266564.225708,-224424.171977,3,Inf,172.3125
5117,404268.97561,-289519.40018,0,Inf,156.2
5119,334777.633178,-299121.682506,0,Inf,160.0555556
5121,440966.786432,-118563.375227,17,Inf,189.4
5123,474159.534418,-264184.666407,0,Inf,162.6363636
5125,302212.447233,-314489.396062,0,Inf,165.7857143
5127,175600.241965,-293959.145399,0,Inf,178.4666667
5129,295078.145683,-172985.923734,87,Inf,176.0909091
5131,156545.415425,-256094.936014,0,Inf,174.75
5133,160735.573715,-391265.676131,0,Inf,164
5135,402432.683379,-140958.366056,20,Inf,186.2
5137,345217.588583,-176519.192265,118,Inf,183.3846154
5139,315408.780717,-478796.020135,0,Inf,161.2777778
5141,313292.117869,-208683.610189,5,Inf,174.5333333
5143,159445.05556,-168221.755688,94,Inf,125
5145,384133.260437,-241927.421102,1,Inf,170
5147,428238.43823,-247410.938906,0,Inf,163.1
5149,235001.60303,-276193.34191,0,Inf,173.9047619
6001,-2234133.21565,321900.650168,1,Inf,171.2
6003,-2033504.20001,379139.25551,0,Inf,304.4285714
6005,-2107915.17495,379827.289604,11,Inf,226.3846154
6007,-2148732.14351,533828.287778,0,Inf,202.96875
6009,-2105993.09875,352233.295573,34,Inf,216.0555556
6011,-2218137.09448,495929.480753,1,Inf,204.952381
6013,-2229670.69122,352416.985766,1,Inf,192.3076923
6015,-2269652.2032,810696.547298,0,Inf,253.7222222
6017,-2087778.60082,413584.603022,8,Inf,255.0606061
6019,-2071411.95859,175638.263377,24,Inf,204.2389381
6021,-2215715.48128,544346.70634,0,Inf,200.0769231
6023,-2302536.73807,698248.137886,0,Inf,220.3770492
6025,-1785309.45282,-316551.119054,0,Inf,98.55294118
6027,-1883707.94336,102527.392403,7,Inf,179.7839196
6029,-2029031.636,2470.831677,9,Inf,185.4936709
6031,-2103512.55455,105403.831439,0,Inf,183.8148148
6033,-2262690.11303,499601.760862,0,Inf,229.04
6035,-2038843.56907,621527.012842,7,Inf,305.3666667
6037,-2011327.27324,-120364.570403,10,Inf,155.0609756
6039,-2067761.85232,228030.627858,0,Inf,213.8095238
6041,-2291539.50917,388612.588096,0,Inf,217.2222222
6043,-2069458.85623,270976.418,6,Inf,208.862069
6045,-2304259.61573,551965.102266,10,Inf,266.859375
6047,-2149327.99609,246584.735779,0,Inf,194.4473684
6049,-2022975.19887,722920.194491,9,Inf,285.7654321
6051,-1972819.60228,287898.028516,0,Inf,299.9047619
6053,-2222336.93768,153021.774036,0,Inf,250.3809524
6055,-2245280.64292,426366.589973,1,Inf,219.1764706
6057,-2092984.25654,476201.961936,0,Inf,246.3157895
6059,-1985543.33991,-196449.647369,4,Inf,86.64285714
6061,-2094702.77775,449093.215024,3,Inf,251.4666667
6063,-2076731.61584,553920.749805,3,Inf,327.1176471
6065,-1826115.52535,-227349.454373,13,Inf,116.028169
6067,-2164801.04652,396119.478208,0,Inf,175.35
6069,-2196245.26868,190605.89594,0,Inf,274.6296296
6071,-1816287.64497,-104186.333413,25,Inf,160.5769231
6073,-1909275.20106,-290591.473927,8,Inf,148.9166667
6075,-2277913.53155,347589.489142,0,Inf,141
6077,-2174370.14931,339420.301269,0,Inf,176.32
6079,-2173177.73183,43947.355475,3,Inf,206.03125
6081,-2278063.86845,308080.999031,0,Inf,201.9
6083,-2160372.58691,-42365.77265,27,Inf,209.3207547
6085,-2229534.7495,272526.901783,0,Inf,193
6087,-2260934.68942,260292.816456,13,Inf,226.6666667
6089,-2153407.19373,662817.133587,17,Inf,254.6891892
6091,-2063337.46945,501361.885924,0,Inf,294.8947368
6093,-2167643.83642,762881.059224,110,Inf,261.398374
6095,-2220201.52826,390746.755374,0,Inf,197.3529412
6097,-2290600.07844,441901.81146,0,Inf,230.483871
6099,-2161916.99418,292977.744673,1,Inf,176.2258065
6101,-2177117.63317,467824.540587,0,Inf,192.8333333
6103,-2188115.08144,598609.0815,8,Inf,225.6333333
6105,-2243768.12638,673954.982344,4,Inf,245.1355932
6107,-2011682.63726,99280.730305,43,Inf,218.0537634
6109,-2060032.55649,320441.881565,12,Inf,254.3333333
6111,-2082446.98552,-84656.096289,24,Inf,190.4411765
6113,-2202942.36131,434301.950429,0,Inf,186.7368421
6115,-2142168.71598,484309.072172,0,Inf,226.9230769
8001,-707581.236548,297027.023234,0,Inf,266.32
8003,-854121.27333,53023.780802,0,Inf,328.6666667
8005,-707535.41173,272081.352358,0,Inf,269
8007,-969399.027498,22075.503628,0,Inf,332.2307692
8009,-575434.598593,-350.885043,0,Inf,241.7959184
8011,-614988.468397,73885.625366,0,Inf,240.2
8013,-789654.922174,329429.450253,6,Inf,299.1333333
8014,-765617.493199,311539.493773,0,Inf,262
8015,-876364.155149,186771.400061,7,Inf,342.952381
8017,-567597.417502,168586.073912,0,Inf,254.8333333
8019,-817904.480127,286632.899261,2,Inf,344.125
8021,-893880.108141,14877.036968,1,Inf,331.68
8023,-826324.705912,16451.006696,0,Inf,307.5833333
8025,-673145.256936,119706.813973,0,Inf,254.9375
8027,-811931.446028,108135.612732,16,Inf,318.2352941
8029,-1017858.01721,216852.967583,0,Inf,288.1304348
8031,-760914.922326,284005.838532,0,Inf,252
8033,-1089264.05382,100056.072686,0,Inf,305
8035,-761778.246778,240785.673295,2,Inf,283.6470588
8037,-909444.970473,289895.871451,86,Inf,336.7575758
8039,-694376.408945,229988.113388,0,Inf,273.9428571
8041,-731756.527959,182185.345915,0,Inf,284.2820513
8043,-814209.559473,149510.819314,46,Inf,296
8045,-1010301.4114,298605.275665,216,Inf,309.8103448
8047,-805859.646576,304763.654416,0,Inf,330.25
8049,-852842.036707,336254.687576,0,Inf,356.2222222
8051,-949462.016128,185635.368,40,Inf,343.4918033
8053,-983660.655081,94784.792903,1,Inf,338.3181818
8055,-781368.402393,57124.399687,0,Inf,279.875
8057,-865315.629978,401194.578873,1,Inf,357.9393939
8059,-785911.103964,272429.073694,12,Inf,293.5714286
8061,-582290.059031,125268.050436,0,Inf,251.7428571
8063,-563728.203048,221948.325916,0,Inf,245.4418605
8065,-882995.115434,238970.414856,1,Inf,360.125
8067,-1038183.15606,41298.625329,15,Inf,314.8
8069,-791743.2738,394318.675064,8,Inf,319.4313725
8071,-704381.368557,9243.159101,8,Inf,265.9677419
8073,-644321.317228,192065.451102,0,Inf,259.4489796
8075,-595261.857987,383406.679449,0,Inf,265.4571429
8077,-1066767.69567,240554.746024,47,Inf,266.5645161
8079,-952198.657256,74088.740927,3,Inf,351.8235294
8081,-1021422.35669,415267.580792,12,Inf,312.2282609
8083,-1103405.28853,55042.779537,1,Inf,273.3421053
8085,-1058238.21325,169644.808538,4,Inf,283.5217391
8087,-658152.027463,336322.01548,0,Inf,267.4615385
8089,-671538.801325,71969.637027,3,Inf,240.3913043
8091,-1019874.87756,136673.729888,6,Inf,325.5454545
8093,-831006.804006,224054.485136,31,Inf,351.097561
8095,-532926.136391,364563.018453,0,Inf,261.4
8097,-931407.460662,245836.683634,2,Inf,338.1052632
8099,-555992.436485,69733.48166,0,Inf,240.5333333
8101,-737678.61763,108587.65332,33,Inf,257.6511628
8103,-1031117.33065,344149.399458,19,Inf,309.5166667
8105,-906289.12544,58846.966963,3,Inf,350.7777778
8107,-921844.133204,387720.714524,2,Inf,337.75
8109,-891326.285221,113578.6618,7,Inf,349.6451613
8111,-1017535.36574,91885.296729,19,Inf,341.7142857
8113,-1076422.50953,126853.374952,0,Inf,308.5909091
8115,-530565.526813,396087.731193,2,Inf,257.7
8117,-860223.442929,285305.288594,0,Inf,356.4166667
8119,-785744.689653,192412.161053,1,Inf,328.2142857
8121,-609214.138947,299943.432189,0,Inf,261.875
8123,-703906.380257,373420.019663,0,Inf,275.9342105
8125,-543311.16677,298919.761561,0,Inf,250.6136364
9001,1860971.567188,645418.509682,2,5,221.9166667
9003,1901214.504645,717739.223099,9,3,239.1428571
9005,1859669.634855,704997.046399,20,2,249.1111111
9007,1924452.100155,682803.584558,3,Inf,229
9009,1894911.907143,670554.585993,12,Inf,228.6428571
9011,1957854.692847,693989.915314,3,Inf,231.2666667
9013,1931122.831332,730953.217856,1,Inf,241.5
9015,1959109.759011,733818.243156,1,Inf,240.6363636
10001,1737700.688968,366230.790996,0,Inf,187.8461538
10003,1718866.391414,418006.632185,1,4,199.2857143
10005,1762675.149823,321909.883359,0,Inf,185.5789474
11001,1620402.109902,319981.750751,0,Inf,186
12001,1315877.158812,-778383.700481,203,Inf,102.4705882
12003,1312000.137044,-705775.106511,0,Inf,110.5
12005,995227.138977,-753623.954773,2,Inf,108.5294118
12007,1329069.579041,-745986.92782,0,Inf,101.1666667
12009,1495184.519015,-905668.657929,0,Inf,45.61538462
12011,1557574.421893,-1135024.6435,0,Inf,22.22727273
12013,1033513.118617,-733498.330287,0,Inf,114
12015,1403642.033921,-1075196.61494,0,Inf,46.92307692
12017,1318826.599057,-870895.112979,52,Inf,85.27272727
12019,1358542.067975,-737741.4118,1,Inf,88.46153846
12021,1473219.629717,-1152591.38395,1,Inf,33.70731707
12023,1281929.007442,-722690.766093,30,Inf,103.7857143
12027,1408936.812026,-1043243.89358,0,Inf,64.16666667
12029,1239861.432706,-796625.732191,1,Inf,99.85714286
12031,1370464.329285,-696537.194662,0,Inf,92.375
12033,824031.946086,-725541.678452,0,Inf,113.6428571
12035,1420048.026389,-786766.174807,0,Inf,68.45454545
12037,1078463.847271,-786278.313814,0,Inf,100.9
12039,1087406.218775,-707837.32802,4,Inf,99.36363636
12041,1273033.335128,-778628.950414,25,Inf,106.7142857
12043,1473006.843778,-1059093.60391,0,Inf,56.26315789
12045,1037644.874177,-781597.078762,3,Inf,108.4166667
12047,1246253.803609,-696496.827666,13,Inf,123.6
12049,1403877.698539,-1009792.90886,0,Inf,62.46153846
12051,1483293.76296,-1102203.25053,0,Inf,47.13636364
12053,1326645.516992,-902827.687423,21,Inf,60.25
12055,1452378.814546,-1018523.29705,0,Inf,62.23809524
12057,1348368.883091,-968937.564655,4,Inf,45.80952381
12059,969892.197319,-688814.104932,0,Inf,136.8888889
12061,1518244.760248,-969546.217763,0,Inf,44
12063,1027674.227987,-690791.901337,146,Inf,115.4210526
12065,1156994.171143,-715579.129341,19,Inf,116
12067,1232111.306935,-755893.263813,0,Inf,113.5833333
12069,1392497.986505,-870054.200062,2,Inf,74.1
12071,1419139.070593,-1110211.94088,1,Inf,34.73684211
12073,1120606.806177,-717729.174901,20,Inf,118.3571429
12075,1285640.27006,-821866.041493,89,Inf,95.63636364
12077,1066611.276738,-746897.131513,0,Inf,119.7333333
12079,1197447.760727,-709311.676222,7,Inf,116.3571429
12081,1354795.035642,-1019422.06099,0,Inf,52.26666667
12083,1351584.949655,-825925.544132,116,Inf,85.33333333
12085,1544834.461775,-1033797.33069,0,Inf,33.42857143
12086,1559835.620598,-1194634.40506,21,Inf,17.14634146
12087,1512529.578594,-1231310.3053,0,Inf,20.52380952
12089,1352223.925202,-668681.918121,0,Inf,106.0909091
12091,897663.30037,-716553.52472,1,Inf,133.7727273
12093,1496010.997046,-1007222.22286,0,Inf,49.5
12095,1433339.433265,-891228.952996,3,Inf,61.42105263
12097,1458088.7706,-937325.757346,0,Inf,51.34482759
12099,1551036.181942,-1080899.10139,1,Inf,27.95348837
12101,1333642.031889,-929106.722337,20,Inf,49.8125
12103,1309183.107843,-975183.747812,6,Inf,29
12105,1407531.388542,-959001.616034,0,Inf,51.64102564
12107,1375761.659467,-777865.732258,6,Inf,81.06666667
12109,1399377.63801,-741003.653653,0,Inf,70.92857143
12111,1537332.938315,-1001610.89467,0,Inf,38.41666667
12113,856441.728621,-719098.483623,0,Inf,125.5909091
12115,1357636.820494,-1050884.32025,2,Inf,49.33333333
12117,1438841.901726,-868280.021886,3,Inf,59.85714286
12119,1357503.684069,-881113.359871,0,Inf,72.18181818
12121,1246615.079864,-729666.138524,60,Inf,106.5
12123,1191003.251452,-754050.399619,0,Inf,111.8333333
12125,1310196.164956,-738133.35431,0,Inf,102.8
12127,1438567.76419,-829778.964564,0,Inf,60
12129,1112147.14896,-750503.924437,0,Inf,117.3636364
12131,937820.341605,-717591.163116,0,Inf,128.3809524
12133,986190.617602,-716051.169135,0,Inf,123.4545455
13001,1288557.378354,-549955.84076,0,Inf,133
13003,1240879.651437,-607690.420003,0,Inf,132
13005,1276355.50559,-573503.754301,0,Inf,130.2
13007,1092266.291041,-624771.594099,0,Inf,122.25
13009,1179125.166489,-416127.682705,0,Inf,164
13011,1139044.161294,-277825.478276,0,Inf,185
13013,1125608.68038,-319732.337189,0,Inf,172.6666667
13015,1017999.189915,-305220.125924,47,Inf,167.1111111
13017,1201889.416126,-561063.551298,0,Inf,121.4
13019,1207594.806743,-614527.165184,0,Inf,115.2222222
13021,1143377.515953,-450468.596566,0,Inf,155.25
13023,1182806.595973,-488158.34513,2,Inf,142.8333333
13025,1327380.562786,-606445.063797,0,Inf,137
13027,1180327.0127,-666050.733288,3,Inf,112
13029,1364006.827915,-508607.535064,0,Inf,113.875
13031,1329124.40249,-471582.770877,0,Inf,136.9230769
13033,1294725.921804,-400795.67544,0,Inf,157.5294118
13035,1110901.66404,-400720.143097,0,Inf,179
13037,1074096.546813,-602552.45067,0,Inf,115.6
13039,1359404.733915,-632176.098176,0,Inf,120.2307692
13043,1298515.909109,-474523.232744,0,Inf,131.8
13045,1005507.267684,-379755.786425,0,Inf,178.0909091
13047,983901.871938,-233423.53922,40,Inf,176
13049,1318379.392993,-654676.451454,0,Inf,120.1875
13051,1394347.906768,-507311.479131,0,Inf,108.5
13053,1047630.05615,-514411.133111,0,Inf,134.3333333
13055,969062.5545,-284520.469367,32,Inf,184.8571429
13057,1051191.640921,-300579.607201,3,Inf,178.5
13059,1156058.345763,-320203.439643,0,Inf,173
13061,1039789.118257,-595641.621964,0,Inf,128.6
13063,1071887.723363,-379626.471777,0,Inf,161.5
13065,1263025.272765,-647281.528799,0,Inf,135.1875
13067,1045524.952241,-336143.976504,0,Inf,176
13069,1239541.21244,-579253.69538,0,Inf,134.0714286
13071,1158119.627722,-629724.237472,0,Inf,128.5
13073,1262501.259969,-351843.779593,0,Inf,169.8
13075,1189928.018622,-629935.34526,0,Inf,117.2
13077,1036447.423897,-403473.457011,0,Inf,171
13079,1117977.405265,-465033.355242,0,Inf,155.7777778
13081,1147324.837886,-548993.211942,0,Inf,134.1666667
13083,950035.632938,-243877.956006,226,Inf,178.6666667
13085,1076480.049098,-273891.327659,0,Inf,189.75
13087,1086387.884032,-674500.161772,5,Inf,109.25
13089,1080012.558284,-349621.310054,2,Inf,166.2
13091,1200983.969985,-515722.618734,0,Inf,139.8571429
13093,1142645.832404,-524451.147292,0,Inf,145
13095,1111452.300264,-597733.80395,1,Inf,132.2857143
13097,1032599.806397,-362442.518175,0,Inf,168.6666667
13099,1050607.400711,-628729.614852,0,Inf,123.5555556
13101,1250795.047107,-672804.431176,0,Inf,124.6666667
13103,1367931.964653,-469628.366295,0,Inf,137.125
13105,1201595.948089,-294877.278358,0,Inf,186.75
13107,1274165.329967,-455972.9399,0,Inf,149.2857143
13109,1319771.916038,-500970.504389,0,Inf,123.6666667
13111,1055609.576153,-229948.243753,0,Inf,197
13113,1059567.154455,-393020.802397,0,Inf,166.6666667
13115,984445.572898,-305046.806077,63,Inf,175.2
13117,1082144.023238,-298212.695294,0,Inf,185
13119,1161885.346984,-271711.191207,0,Inf,176.5
13121,1058622.076071,-351404.986541,2,Inf,167.6
13123,1046656.236322,-250797.297467,0,Inf,192.2
13125,1236031.68236,-390192.286148,0,Inf,164
13127,1367446.153969,-596741.961224,0,Inf,105.2222222
13129,1012574.399012,-275121.894796,43,Inf,181
13131,1119055.961757,-670908.183508,8,Inf,116.125
13133,1178434.123798,-358550.754706,0,Inf,174.2857143
13135,1097695.090284,-325547.623707,0,Inf,175.5
13137,1131870.974484,-247238.407758,0,Inf,193.6666667
13139,1109364.302226,-284576.318178,0,Inf,185.5
13141,1199358.867749,-390951.565057,0,Inf,165
13143,989333.32864,-358449.067443,0,Inf,181
13145,1030575.594257,-472776.734649,0,Inf,161.5714286
13147,1186602.699874,-270352.147792,0,Inf,172
13149,1003582.913536,-412821.913326,0,Inf,172
13151,1090702.206419,-384625.566909,0,Inf,169.2
13153,1150081.213446,-489975.049372,6,Inf,146.625
13155,1198565.31008,-579304.978601,0,Inf,109.3333333
13157,1134718.195094,-302683.79847,0,Inf,179.3333333
13159,1135596.484866,-394639.142149,0,Inf,180.8888889
13161,1255547.140827,-547948.209966,0,Inf,138.2857143
13163,1256197.723111,-407669.727345,0,Inf,159.5833333
13165,1303343.904597,-429631.951792,0,Inf,152.4285714
13167,1238712.028758,-448782.772591,0,Inf,161.25
13169,1151225.168559,-425136.375465,0,Inf,160
13171,1097040.228341,-426935.647782,0,Inf,167
13173,1226975.782135,-638394.110158,0,Inf,129.25
13175,1219213.450524,-479100.509197,0,Inf,144.2777778
13177,1114822.206904,-569361.901139,2,Inf,137.5
13179,1360686.370864,-529156.789603,0,Inf,109.5
13181,1243042.9611,-326987.110132,0,Inf,169
13183,1339105.257207,-542103.1006,0,Inf,117
13185,1211854.100072,-664005.95224,0,Inf,119.9090909
13187,1090635.544213,-257659.932695,0,Inf,203
13189,1243709.616922,-362062.909888,0,Inf,169.3333333
13191,1375098.423702,-564944.089603,0,Inf,98.16666667
13193,1117495.086703,-505552.604,0,Inf,147.5
13195,1168149.491987,-298340.636577,0,Inf,184.4
13197,1072017.97002,-510259.302375,0,Inf,142.2857143
13199,1047835.609598,-437120.948057,0,Inf,164.3333333
13201,1066124.860386,-645537.119471,0,Inf,103.3333333
13205,1117938.63745,-631939.575431,0,Inf,132
13207,1118395.031689,-431272.415079,0,Inf,163.125
13209,1259787.53853,-506596.171272,0,Inf,131
13211,1149148.041231,-361754.051042,0,Inf,176.8333333
13213,1017936.664616,-243314.833541,9,Inf,183.7142857
13215,1036853.62516,-497718.671969,0,Inf,144.2
13217,1116638.280157,-369688.630299,0,Inf,177.2
13219,1151060.336453,-333476.147459,0,Inf,171.5
13221,1182967.614484,-323929.491801,0,Inf,175.8888889
13223,1019134.802425,-340674.735539,0,Inf,178.8571429
13225,1133795.945049,-480836.48544,0,Inf,149
13227,1048666.795386,-275665.780522,10,Inf,184.1666667
13229,1303303.125096,-591905.086567,0,Inf,132.2857143
13231,1074464.183346,-427957.440105,0,Inf,166
13233,989459.25256,-335091.242667,18,Inf,182.1666667
13235,1171121.504279,-512093.671185,0,Inf,141.75
13237,1164513.7011,-389707.56829,0,Inf,164.8333333
13239,1031798.134391,-569963.241202,0,Inf,126
13241,1138952.536238,-216934.790725,0,Inf,201.5
13243,1059042.636064,-577640.296602,2,Inf,138.375
13245,1282742.298474,-369121.838191,0,Inf,164.2857143
13247,1099256.158752,-360383.6926,0,Inf,171.5
13249,1091825.465548,-516541.909512,0,Inf,144
13251,1336141.607432,-430197.64083,0,Inf,156.4166667
13253,1058339.309999,-670496.550043,0,Inf,109.25
13255,1080006.602947,-407750.292476,0,Inf,170.3333333
13257,1153408.681521,-253080.547364,0,Inf,176.25
13259,1047146.119415,-545097.623112,0,Inf,126.2857143
13261,1106024.423857,-540633.787847,0,Inf,148.1
13263,1066030.780176,-471788.449997,0,Inf,159.5
13265,1204586.271974,-356779.832254,0,Inf,173.25
13267,1305625.48777,-514229.976172,0,Inf,126
13269,1094146.677057,-486441.985917,0,Inf,152.4285714
13271,1225655.391854,-537956.368865,0,Inf,137.8888889
13273,1086243.581885,-573116.426524,0,Inf,140.5
13275,1148983.436193,-667606.794899,0,Inf,107.5
13277,1177912.637337,-598240.399335,0,Inf,121.6
13279,1279223.514586,-508549.099286,0,Inf,127.2857143
13281,1108492.596959,-217733.896746,0,Inf,196.75
13283,1253565.465647,-481061.30505,0,Inf,138.3333333
13285,1016115.362457,-441089.779109,0,Inf,165.7
13287,1164536.992965,-570367.548647,1,Inf,103.8333333
13289,1169016.21334,-463526.480685,0,Inf,147
13291,1086180.712572,-229733.302154,6,Inf,205.1428571
13293,1085575.126598,-450966.641947,0,Inf,160.2
13295,970221.341675,-254070.678186,206,Inf,184.8
13297,1124817.962034,-343367.62614,0,Inf,173.5
13299,1288157.530224,-628217.92629,0,Inf,134.7222222
13301,1226487.127875,-371103.342045,0,Inf,169.5
13303,1222779.319001,-421470.142044,8,Inf,157.9166667
13305,1326555.292193,-566549.458387,0,Inf,126.75
13307,1072830.798692,-543935.394079,0,Inf,141.8
13309,1242308.861384,-514574.36086,0,Inf,134.6
13311,1112231.958038,-247763.122498,0,Inf,203
13313,997717.944192,-243095.417405,7,Inf,181.1666667
13315,1179013.868726,-539803.579047,1,Inf,139
13317,1215656.186569,-331798.507704,0,Inf,173
13319,1190857.925267,-444869.776806,0,Inf,147.5
13321,1146152.214264,-592408.08185,2,Inf,125.4
16001,-1618198.46304,839335.517439,3,Inf,235.047619
16003,-1601080.64775,999445.072225,9,Inf,278.7142857
16005,-1314727.72634,690314.850804,0,Inf,302.7142857
16007,-1250852.86702,637396.586034,4,Inf,327.8636364
16009,-1560684.20247,1255238.149796,0,Inf,256.3529412
16011,-1317518.76236,754041.270859,4,Inf,294.9047619
16013,-1440516.32407,799678.285853,1,Inf,306.2941176
16015,-1564016.2054,889255.596444,0,Inf,322.3589744
16017,-1530903.07016,1371162.927151,0,Inf,310.7948718
16019,-1252772.00707,762605.115229,0,Inf,313.7777778
16021,-1509794.83034,1419026.95794,0,Inf,287.9166667
16023,-1370258.11491,820837.792616,28,Inf,308.8666667
16025,-1504582.98532,817420.799382,0,Inf,287.5
16027,-1650670.05744,866154.361992,0,Inf,240
16029,-1260796.66479,694319.52772,3,Inf,328.6060606
16031,-1433669.69571,669007.412159,0,Inf,288.7708333
16033,-1294538.01026,870837.984212,0,Inf,322.5
16035,-1499121.46961,1180392.758223,0,Inf,328.5102041
16037,-1446717.90923,894384.194608,0,Inf,338.5154639
16039,-1560847.45984,813813.876577,19,Inf,257.2241379
16041,-1292148.6967,632042.71919,0,Inf,313.3333333
16043,-1227095.33964,854217.541492,2,Inf,331.75
16045,-1616189.61298,908105.390569,0,Inf,288
16047,-1515179.17418,762880.450442,13,Inf,268.3076923
16049,-1504252.86023,1087534.857856,6,Inf,305.1656442
16051,-1300240.40151,819190.114299,0,Inf,311.2272727
16053,-1478573.78581,723264.550396,0,Inf,277
16055,-1553062.02846,1305403.372389,0,Inf,275.5416667
16057,-1574638.82464,1212901.842059,0,Inf,305.3181818
16059,-1405206.0064,964994.694609,4,Inf,326.8139535
