"","d","theta","rho","offsets","logsdcounty","logsdyears","dgr","thetagr","rhogr","offsetsgr","logsdcountygr","logsdyearsgr"
"179",85,2.25,0.5,0.01,0,0,1.38483301440172e-88,5.59105148320346e-87,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"180",110,2.25,0.5,0.01,0,0,5.15623617560593e-113,2.6546666210598e-111,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"181",135,2.25,0.5,0.01,0,0,1.91985396232869e-137,1.20174588666499e-135,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"182",160,2.25,0.5,0.01,0,0,7.14831344248144e-162,5.2687933652885e-160,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"183",10,2.5,0.5,0.01,0,0,5.67240625065009e-17,3.59694277351355e-16,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"184",35,2.5,0.5,0.01,0,0,4.07720180649597e-44,6.6626057648869e-43,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"185",60,2.5,0.5,0.01,0,0,2.93060366911982e-71,7.71953927426119e-70,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"186",85,2.5,0.5,0.01,0,0,2.10645395373243e-98,7.65509029668237e-97,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"187",110,2.5,0.5,0.01,0,0,1.51407312628107e-125,7.01638495081671e-124,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"188",135,2.5,0.5,0.01,0,0,1.08828271686862e-152,6.13150707923882e-151,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"189",160,2.5,0.5,0.01,0,0,7.82233863924385e-180,5.18942732563191e-178,-0.592233951581421,15.0964336415787,-42.8322613850584,26.5266770124342
"190",10,0.5,0.75,0.01,0,0,0.000354813056429254,0.0103920762411491,-0.501919956865448,15.0066688505419,-42.8061025395594,26.8290303753568
"191",35,0.5,0.75,0.01,0,0,1.3222010545655e-09,1.0483577122145e-07,-0.502361509375661,15.0060294568155,-42.806119588781,26.8288344843508
"192",60,0.5,0.75,0.01,0,0,4.92738475323125e-15,6.37055796959729e-13,-0.502361511021361,15.006029454431,-42.8061195888446,26.828834483621
"193",85,0.5,0.75,0.01,0,0,1.83626540206818e-20,3.29221870756522e-18,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"194",110,0.5,0.75,0.01,0,0,6.84312428539569e-26,1.56905194324223e-23,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"195",135,0.5,0.75,0.01,0,0,2.55019508250981e-31,7.12240994269473e-29,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"196",160,0.5,0.75,0.01,0,0,9.50369259365457e-37,3.12945979026157e-34,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"197",10,0.75,0.75,0.01,0,0,1.25684160681214e-05,0.000255302658401423,-0.502351081236657,15.0060445685604,-42.8061191947918,26.8288392137741
"198",35,0.75,0.75,0.01,0,0,9.04187771028149e-14,4.85063884260447e-12,-0.502361511021435,15.0060294544311,-42.8061195888446,26.8288344836211
"199",60,0.75,0.75,0.01,0,0,6.50484710916997e-22,5.65789648129938e-20,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"200",85,0.75,0.75,0.01,0,0,4.67967354452971e-30,5.63025717733739e-28,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"201",110,0.75,0.75,0.01,0,0,3.36661940178418e-38,5.17268838013247e-36,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"202",135,0.75,0.75,0.01,0,0,2.42199078389099e-46,4.52863109440621e-44,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"203",160,0.75,0.75,0.01,0,0,1.74241238975334e-54,3.8387615837604e-52,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"204",10,1,0.75,0.01,0,0,3.58007703857987e-07,5.55041916697029e-06,-0.502361288154146,15.0060297776231,-42.8061195806892,26.8288345865707
"205",35,1,0.75,0.01,0,0,4.97199082227831e-18,2.01383679216766e-16,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"206",60,1,0.75,0.01,0,0,6.90507294369185e-29,4.52307346820528e-27,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"207",85,1,0.75,0.01,0,0,9.58972654254741e-40,8.67905067799094e-38,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"208",110,1,0.75,0.01,0,0,1.33181583903254e-50,1.53829564592933e-48,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"209",135,1,0.75,0.01,0,0,1.84961836109536e-61,2.59878094811235e-59,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"210",160,1,0.75,0.01,0,0,2.56873959704988e-72,4.25135729173471e-70,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"211",10,1.25,0.75,0.01,0,0,9.09762928311652e-09,1.13890205488437e-07,-0.502361506489354,15.0060294610088,-42.806119588686,26.8288344857464
"212",35,1.25,0.75,0.01,0,0,2.43907792903402e-22,7.93155667154128e-21,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"213",60,1.25,0.75,0.01,0,0,6.53917736156119e-36,3.4342888837056e-34,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"214",85,1.25,0.75,0.01,0,0,1.75315597984572e-49,1.27136537399859e-47,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"215",110,1.25,0.75,0.01,0,0,4.70021796279118e-63,4.34857907761248e-61,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"216",135,1.25,0.75,0.01,0,0,1.26013025376608e-76,1.41788178339661e-74,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"217",160,1.25,0.75,0.01,0,0,3.37841408425573e-90,4.4770293621947e-88,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"218",10,1.5,0.75,0.01,0,0,2.15827127686092e-10,2.26381401708931e-09,-0.50236151093146,15.0060294545612,-42.8061195888417,26.828834483663
"219",35,1.5,0.75,0.01,0,0,1.11702517108026e-26,3.03335801529862e-25,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"220",60,1.5,0.75,0.01,0,0,5.78122521579138e-43,2.53346866201197e-41,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"221",85,1.5,0.75,0.01,0,0,2.99210491052561e-59,1.80989479332609e-57,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"222",110,1.5,0.75,0.01,0,0,1.54858035475549e-75,1.19481773154994e-73,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"223",135,1.5,0.75,0.01,0,0,8.01476280694143e-92,7.51963869270092e-90,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"224",160,1.5,0.75,0.01,0,0,4.14808457657796e-108,4.58317779721263e-106,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"225",10,1.75,0.75,0.01,0,0,4.89470451716305e-12,4.41536086480815e-11,-0.502361511019163,15.0060294544334,-42.8061195888446,26.8288344836213
"226",35,1.75,0.75,0.01,0,0,4.89038326067361e-31,1.13977245945544e-29,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"227",60,1.75,0.75,0.01,0,0,4.88606581917629e-50,1.83677562185504e-48,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"228",85,1.75,0.75,0.01,0,0,4.88175218930247e-69,2.53254720692896e-67,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"229",110,1.75,0.75,0.01,0,0,4.87744236768772e-88,3.22708884600371e-86,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"230",135,1.75,0.75,0.01,0,0,4.87313635096936e-107,3.92040216848525e-105,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"231",160,1.75,0.75,0.01,0,0,4.86883413578852e-126,4.61248880186162e-124,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"232",10,2,0.75,0.01,0,0,1.07599342869502e-13,8.51082362997941e-13,-0.502361511021335,15.0060294544311,-42.8061195888446,26.8288344836212
"233",35,2,0.75,0.01,0,0,2.07532216200571e-35,4.23567768074423e-34,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"234",60,2,0.75,0.01,0,0,4.00277730444473e-57,1.31730343133155e-55,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"235",85,2,0.75,0.01,0,0,7.72035611738106e-79,3.50579330757582e-77,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"236",110,2,0.75,0.01,0,0,1.48906356876264e-100,8.62312776993289e-99,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"237",135,2,0.75,0.01,0,0,2.87203113185955e-122,2.02218952900563e-120,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"238",160,2,0.75,0.01,0,0,5.53942960892157e-144,4.59272644773896e-142,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"239",10,2.25,0.75,0.01,0,0,2.31293058458543e-15,1.6283353419001e-14,-0.502361511021318,15.0060294544309,-42.8061195888446,26.8288344836212
"240",35,2.25,0.75,0.01,0,0,8.61188044181437e-40,1.56316398083345e-38,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"241",60,2.25,0.75,0.01,0,0,3.20651580459763e-64,9.38302245792573e-63,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"242",85,2.25,0.75,0.01,0,0,1.1939022696149e-88,4.82019805638961e-87,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"243",110,2.25,0.75,0.01,0,0,4.44533168165845e-113,2.28866051067599e-111,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"244",135,2.25,0.75,0.01,0,0,1.65515840474363e-137,1.03605790378174e-135,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"245",160,2.25,0.75,0.01,0,0,6.16275576487765e-162,4.54237043148086e-160,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"246",10,2.5,0.75,0.01,0,0,4.89037416802282e-17,3.10103279530798e-16,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"247",35,2.5,0.75,0.01,0,0,3.51509421420901e-44,5.74404890404344e-43,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"248",60,2.5,0.75,0.01,0,0,2.52657300039707e-71,6.65526998247277e-70,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"249",85,2.5,0.75,0.01,0,0,1.81604552746585e-98,6.59970833231968e-97,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"250",110,2.5,0.75,0.01,0,0,1.30533388796223e-125,6.04906019137985e-124,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"251",135,2.5,0.75,0.01,0,0,9.38245508327242e-153,5.28617794653533e-151,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"252",160,2.5,0.75,0.01,0,0,6.74390393151052e-180,4.47397972450438e-178,-0.502361511021315,15.0060294544309,-42.8061195888446,26.8288344836211
"253",10,0.5,1,0.01,0,0,0.000301543221434808,0.00883193798680092,-0.410953683493705,14.9018135043866,-42.7981019956739,27.1121224517873
"254",35,0.5,1,0.01,0,0,1.12369205016503e-09,8.90965061715508e-08,-0.411362854177011,14.9012629116078,-42.7981163374444,27.1119563286718
"255",60,0.5,1,0.01,0,0,4.18761054242385e-15,5.41412304405216e-13,-0.411362855701833,14.9012629095564,-42.798116337498,27.1119563280526
"256",85,0.5,1,0.01,0,0,1.56057721113532e-20,2.79794448718181e-18,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"257",110,0.5,1,0.01,0,0,5.81573001415129e-26,1.33348337055321e-23,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"258",135,0.5,1,0.01,0,0,2.16732087051899e-31,6.05309046804562e-29,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"259",160,0.5,1,0.01,0,0,8.0768531970318e-37,2.65961953921373e-34,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"260",10,0.75,1,0.01,0,0,1.06811064115065e-05,0.000216967594983408,-0.411353191295583,14.9012759241457,-42.7981160051487,27.1119603387898
"261",35,0.75,1,0.01,0,0,7.68412316708709e-14,4.12226668690658e-12,-0.411362855701842,14.9012629095568,-42.798116337498,27.1119563280529
"262",60,0.75,1,0.01,0,0,5.52806042854271e-22,4.80830030272267e-20,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"263",85,0.75,1,0.01,0,0,3.97696021226131e-30,4.78480860684109e-28,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"264",110,0.75,1,0.01,0,0,2.86107808233191e-38,4.39594765833683e-36,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"265",135,0.75,1,0.01,0,0,2.05829763344441e-46,3.84860243599043e-44,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"266",160,0.75,1,0.01,0,0,1.4807666991003e-54,3.26232469023499e-52,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"267",10,1,1,0.01,0,0,3.04237693601841e-07,4.71683174076659e-06,-0.411362649201314,14.9012631878395,-42.7981163306028,27.1119564153327
"268",35,1,1,0.01,0,0,4.22523594820927e-18,1.71137992144186e-16,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"269",60,1,1,0.01,0,0,5.86798396649596e-29,3.84375081968508e-27,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"270",85,1,1,0.01,0,0,8.14942319272019e-40,7.37553535964975e-38,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"271",110,1,1,0.01,0,0,1.13178731832337e-50,1.30725704006955e-48,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"272",135,1,1,0.01,0,0,1.57181987439527e-61,2.20846620755535e-59,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"273",160,1,1,0.01,0,0,2.18293461814367e-72,3.61283912635572e-70,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"274",10,1.25,1,0.01,0,0,7.73096227313538e-09,9.6782218062876e-08,-0.411362851503019,14.9012629152186,-42.7981163373634,27.1119563298549
"275",35,1.25,1,0.01,0,0,2.07267397513304e-22,6.74008295925475e-21,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"276",60,1.25,1,0.01,0,0,5.55684694398238e-36,2.91838823708968e-34,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"277",85,1.25,1,0.01,0,0,1.48979281494884e-49,1.08037957812243e-47,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"278",110,1.25,1,0.01,0,0,3.99414029907145e-63,3.69532988743298e-61,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"279",135,1.25,1,0.01,0,0,1.07083055902737e-76,1.20488548389921e-74,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"280",160,1.25,1,0.01,0,0,2.8709008704912e-90,3.80448281666615e-88,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"281",10,1.5,1,0.01,0,0,1.83398899662875e-10,1.92368946525662e-09,-0.41136285561873,14.901262909667,-42.7981163374954,27.1119563280891
"282",35,1.5,1,0.01,0,0,9.49191093205876e-27,2.57760121949162e-25,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"283",60,1.5,1,0.01,0,0,4.91259071390416e-43,2.15281680843408e-41,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"284",85,1.5,1,0.01,0,0,2.54253834608027e-59,1.53795857195992e-57,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"285",110,1.5,1,0.01,0,0,1.31590470644985e-75,1.01529636965731e-73,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"286",135,1.5,1,0.01,0,0,6.810537190625e-92,6.38981174012299e-90,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"287",160,1.5,1,0.01,0,0,3.52483098491386e-108,3.89455404459153e-106,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"288",10,1.75,1,0.01,0,0,4.15914914907004e-12,3.75186384103256e-11,-0.411362855701167,14.9012629095588,-42.7981163374979,27.1119563280535
"289",35,1.75,1,0.01,0,0,4.15547727261922e-31,9.68494763737889e-30,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"290",60,1.75,1,0.01,0,0,4.15180863785945e-50,1.5607552544374e-48,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"291",85,1.75,1,0.01,0,0,4.14814324192896e-69,2.15196924401331e-67,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"292",110,1.75,1,0.01,0,0,4.14448108196815e-88,2.74213811864328e-86,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"293",135,1.75,1,0.01,0,0,4.14082215512032e-107,3.3312632628733e-105,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"294",160,1.75,1,0.01,0,0,4.13716645853112e-126,3.91934605961914e-124,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"295",10,2,1,0.01,0,0,9.14278114027762e-14,7.23172815569949e-13,-0.411362855701868,14.9012629095567,-42.798116337498,27.1119563280527
"296",35,2,1,0.01,0,0,1.76341377342778e-35,3.599086674867e-34,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"297",60,2,1,0.01,0,0,3.40118404739629e-57,1.11932179362042e-55,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"298",85,2,1,0.01,0,0,6.56003321431285e-79,2.97889589105707e-77,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"299",110,2,1,0.01,0,0,1.26526630647444e-100,7.32712788006991e-99,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"300",135,2,1,0.01,0,0,2.44038219624647e-122,1.71826745300052e-120,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"301",160,2,1,0.01,0,0,4.70688678998414e-144,3.90246893748402e-142,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"302",10,2.25,1,0.01,0,0,1.96529145200952e-15,1.3835935742853e-14,-0.41136285570185,14.9012629095571,-42.798116337498,27.1119563280526
"303",35,2.25,1,0.01,0,0,7.31749371590388e-40,1.32821698632115e-38,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"304",60,2.25,1,0.01,0,0,2.72456862454381e-64,7.97273261626597e-63,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"305",85,2.25,1,0.01,0,0,1.01445583393046e-88,4.09571100910984e-87,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"306",110,2.25,1,0.01,0,0,3.7771874407014e-113,1.94466942627793e-111,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"307",135,2.25,1,0.01,0,0,1.40638404206465e-137,8.80335936142657e-136,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"308",160,2.25,1,0.01,0,0,5.23647847724199e-162,3.85964130130107e-160,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"309",10,2.5,1,0.01,0,0,4.155362180348e-17,2.63494480686305e-16,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"310",35,2.5,1,0.01,0,0,2.986783639909e-44,4.88072445652929e-43,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"311",60,2.5,1,0.01,0,0,2.1468348905464e-71,5.65499310274942e-70,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"312",85,2.5,1,0.01,0,0,1.54309806230482e-98,5.60778367815053e-97,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"313",110,2.5,1,0.01,0,0,1.1091452073815e-125,5.13989771922302e-124,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"314",135,2.5,1,0.01,0,0,7.9722936675837e-153,4.49167566344563e-151,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"315",160,2.5,1,0.01,0,0,5.73031068422898e-180,3.8015494995727e-178,-0.41136285570186,14.9012629095571,-42.798116337498,27.1119563280526
"316",10,0.5,0,1.01,0,0,0.000213986718495308,0.00626889585439808,-0.653920626941202,24.2644058911845,-79.7646962600731,21.7839433414764
"317",35,0.5,0,1.01,0,0,7.97414200078204e-10,6.32314964979388e-08,-0.654123675593668,24.2640050937675,-79.7647131243508,21.7838245158834
"318",60,0.5,0,1.01,0,0,2.97168615762532e-15,3.84226164835889e-13,-0.654123676349224,24.2640050922742,-79.7647131244137,21.7838245154404
"319",85,0.5,0,1.01,0,0,1.1074443645737e-20,1.98559983826814e-18,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"320",110,0.5,0,1.01,0,0,4.12706105413913e-26,9.46317246283036e-24,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"321",135,0.5,0,1.01,0,0,1.53801251687701e-31,4.295602426092e-29,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"322",160,0.5,0,1.01,0,0,5.73163922471652e-37,1.88740400195423e-34,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"323",10,0.75,0,1.01,0,0,7.5737050199363e-06,0.000153877367023787,-0.654118884009581,24.2640145595609,-79.764712747987,21.7838273829031
"324",35,0.75,0,1.01,0,0,5.44861908179113e-14,2.92321954803537e-12,-0.654123676349171,24.2640050922741,-79.7647131244137,21.7838245154403
"325",60,0.75,0,1.01,0,0,3.91980905059747e-22,3.4096060474072e-20,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"326",85,0.75,0,1.01,0,0,2.81996277634707e-30,3.39290354072067e-28,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"327",110,0.75,0,1.01,0,0,2.02871873536073e-38,3.11713952155433e-36,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"328",135,0.75,0,1.01,0,0,1.45948724632987e-46,2.72900738799119e-44,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"329",160,0.75,0,1.01,0,0,1.049974540616e-54,2.31327573253358e-52,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"330",10,1,0,1.01,0,0,2.15563703674538e-07,3.34270048850743e-06,-0.654123574025987,24.264005294572,-79.7647131168689,21.7838245778137
"331",35,1,0,1.01,0,0,2.9937365694553e-18,1.21266650233846e-16,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"332",60,1,0,1.01,0,0,4.15768454230853e-29,2.72356556671707e-27,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"333",85,1,0,1.01,0,0,5.77416895318101e-40,5.22601480860669e-38,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"334",110,1,0,1.01,0,0,8.01913342885959e-51,9.26264338715484e-49,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"335",135,1,0,1.01,0,0,1.11369274905658e-61,1.56481390128407e-59,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"336",160,1,0,1.01,0,0,1.54669023817155e-72,2.55987732155772e-70,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"337",10,1.25,0,1.01,0,0,5.4735145925821e-09,6.85352149542125e-08,-0.654123674271313,24.2640050963868,-79.7647131242714,21.7838245167279
"338",35,1.25,0,1.01,0,0,1.46745137895113e-22,4.77233452115544e-21,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"339",60,1.25,0,1.01,0,0,3.93424282274982e-36,2.0663132955066e-34,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"340",85,1.25,0,1.01,0,0,1.05477202245848e-49,7.64933798221909e-48,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"341",110,1.25,0,1.01,0,0,2.82784787183927e-63,2.61636004599781e-61,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"342",135,1.25,0,1.01,0,0,7.58147108189966e-77,8.53076561921018e-75,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"343",160,1.25,0,1.01,0,0,2.03259532940485e-90,2.69362062790515e-88,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"344",10,1.5,0,1.01,0,0,1.29743803839907e-10,1.36117697969719e-09,-0.654123676309226,24.2640050923558,-79.7647131244111,21.7838245154663
"345",35,1.5,0,1.01,0,0,6.71496193433055e-27,1.82364495549123e-25,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"346",60,1.5,0,1.01,0,0,3.47536548529933e-43,1.52306505870303e-41,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"347",85,1.5,0,1.01,0,0,1.79869452344322e-59,1.08805311944711e-57,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"348",110,1.5,0,1.01,0,0,9.30924244471485e-76,7.18281917638509e-74,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"349",135,1.5,0,1.01,0,0,4.81804963349669e-92,4.52051584666057e-90,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"350",160,1.5,0,1.01,0,0,2.49360808988454e-108,2.75521919021313e-106,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"351",10,1.75,0,1.01,0,0,2.93986867927602e-12,2.65257194385396e-11,-0.654123676349017,24.2640050922753,-79.7647131244136,21.7838245154409
"352",35,1.75,0,1.01,0,0,2.93727323626946e-31,6.84633476205219e-30,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"353",60,1.75,0,1.01,0,0,2.93468008463217e-50,1.10326906430191e-48,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"354",85,1.75,0,1.01,0,0,2.93208922234104e-69,1.52116493964133e-67,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"355",110,1.75,0,1.01,0,0,2.9295006473751e-88,1.93832208203451e-86,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"356",135,1.75,0,1.01,0,0,2.92691435771486e-107,2.35474147013919e-105,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"357",160,1.75,0,1.01,0,0,2.92433035134293e-126,2.77042408146053e-124,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"358",10,2,0,1.01,0,0,6.45657307735078e-14,5.10824660439536e-13,-0.654123676349194,24.264005092274,-79.7647131244137,21.7838245154403
"359",35,2,0,1.01,0,0,1.24531143413079e-35,2.54189227882251e-34,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"360",60,2,0,1.01,0,0,2.40189423924748e-57,7.90504214537895e-56,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"361",85,2,0,1.01,0,0,4.63265314877406e-79,2.10376652720154e-77,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"362",110,2,0,1.01,0,0,8.93522905636758e-101,5.17454300153747e-99,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"363",135,2,0,1.01,0,0,1.72338216839923e-122,1.21346267379971e-120,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
"364",160,2,0,1.01,0,0,3.32397309528364e-144,2.75596258451159e-142,-0.654123676349224,24.2640050922739,-79.7647131244137,21.7838245154404
