"","d","theta","rho","offsets","logsdcounty","logsdyears","gridlikelihood"
"6975",60,2,0,0.01,1,0.5,1353.25913104191
"6976",85,2,0,0.01,1,0.5,1353.25913104191
"6977",110,2,0,0.01,1,0.5,1353.25913104191
"6978",135,2,0,0.01,1,0.5,1353.25913104191
"6979",160,2,0,0.01,1,0.5,1353.25913104191
"6980",10,2.25,0,0.01,1,0.5,1353.25913104191
"6981",35,2.25,0,0.01,1,0.5,1353.25913104191
"6982",60,2.25,0,0.01,1,0.5,1353.25913104191
"6983",85,2.25,0,0.01,1,0.5,1353.25913104191
"6984",110,2.25,0,0.01,1,0.5,1353.25913104191
"6985",135,2.25,0,0.01,1,0.5,1353.25913104191
"6986",160,2.25,0,0.01,1,0.5,1353.25913104191
"6987",10,2.5,0,0.01,1,0.5,1353.25913104191
"6988",35,2.5,0,0.01,1,0.5,1353.25913104191
"6989",60,2.5,0,0.01,1,0.5,1353.25913104191
"6990",85,2.5,0,0.01,1,0.5,1353.25913104191
"6991",110,2.5,0,0.01,1,0.5,1353.25913104191
"6992",135,2.5,0,0.01,1,0.5,1353.25913104191
"6993",160,2.5,0,0.01,1,0.5,1353.25913104191
"6994",10,0.5,0.25,0.01,1,0.5,1353.15896532685
"6995",35,0.5,0.25,0.01,1,0.5,1353.1597441049
"6996",60,0.5,0.25,0.01,1,0.5,1353.15974410778
"6997",85,0.5,0.25,0.01,1,0.5,1353.15974410778
"6998",110,0.5,0.25,0.01,1,0.5,1353.15974410778
"6999",135,0.5,0.25,0.01,1,0.5,1353.15974410778
"7000",160,0.5,0.25,0.01,1,0.5,1353.15974410778
"7001",10,0.75,0.25,0.01,1,0.5,1353.15972578116
"7002",35,0.75,0.25,0.01,1,0.5,1353.15974410778
"7003",60,0.75,0.25,0.01,1,0.5,1353.15974410778
"7004",85,0.75,0.25,0.01,1,0.5,1353.15974410778
"7005",110,0.75,0.25,0.01,1,0.5,1353.15974410778
"7006",135,0.75,0.25,0.01,1,0.5,1353.15974410778
"7007",160,0.75,0.25,0.01,1,0.5,1353.15974410778
"7008",10,1,0.25,0.01,1,0.5,1353.15974371739
"7009",35,1,0.25,0.01,1,0.5,1353.15974410778
"7010",60,1,0.25,0.01,1,0.5,1353.15974410778
"7011",85,1,0.25,0.01,1,0.5,1353.15974410778
"7012",110,1,0.25,0.01,1,0.5,1353.15974410778
"7013",135,1,0.25,0.01,1,0.5,1353.15974410778
"7014",160,1,0.25,0.01,1,0.5,1353.15974410778
"7015",10,1.25,0.25,0.01,1,0.5,1353.15974409988
"7016",35,1.25,0.25,0.01,1,0.5,1353.15974410778
"7017",60,1.25,0.25,0.01,1,0.5,1353.15974410778
"7018",85,1.25,0.25,0.01,1,0.5,1353.15974410778
"7019",110,1.25,0.25,0.01,1,0.5,1353.15974410778
"7020",135,1.25,0.25,0.01,1,0.5,1353.15974410778
"7021",160,1.25,0.25,0.01,1,0.5,1353.15974410778
"7022",10,1.5,0.25,0.01,1,0.5,1353.15974410763
"7023",35,1.5,0.25,0.01,1,0.5,1353.15974410778
"7024",60,1.5,0.25,0.01,1,0.5,1353.15974410778
"7025",85,1.5,0.25,0.01,1,0.5,1353.15974410778
"7026",110,1.5,0.25,0.01,1,0.5,1353.15974410778
"7027",135,1.5,0.25,0.01,1,0.5,1353.15974410778
"7028",160,1.5,0.25,0.01,1,0.5,1353.15974410778
"7029",10,1.75,0.25,0.01,1,0.5,1353.15974410778
"7030",35,1.75,0.25,0.01,1,0.5,1353.15974410778
"7031",60,1.75,0.25,0.01,1,0.5,1353.15974410778
"7032",85,1.75,0.25,0.01,1,0.5,1353.15974410778
"7033",110,1.75,0.25,0.01,1,0.5,1353.15974410778
"7034",135,1.75,0.25,0.01,1,0.5,1353.15974410778
"7035",160,1.75,0.25,0.01,1,0.5,1353.15974410778
"7036",10,2,0.25,0.01,1,0.5,1353.15974410778
"7037",35,2,0.25,0.01,1,0.5,1353.15974410778
"7038",60,2,0.25,0.01,1,0.5,1353.15974410778
"7039",85,2,0.25,0.01,1,0.5,1353.15974410778
"7040",110,2,0.25,0.01,1,0.5,1353.15974410778
"7041",135,2,0.25,0.01,1,0.5,1353.15974410778
"7042",160,2,0.25,0.01,1,0.5,1353.15974410778
"7043",10,2.25,0.25,0.01,1,0.5,1353.15974410778
"7044",35,2.25,0.25,0.01,1,0.5,1353.15974410778
"7045",60,2.25,0.25,0.01,1,0.5,1353.15974410778
"7046",85,2.25,0.25,0.01,1,0.5,1353.15974410778
"7047",110,2.25,0.25,0.01,1,0.5,1353.15974410778
"7048",135,2.25,0.25,0.01,1,0.5,1353.15974410778
"7049",160,2.25,0.25,0.01,1,0.5,1353.15974410778
"7050",10,2.5,0.25,0.01,1,0.5,1353.15974410778
"7051",35,2.5,0.25,0.01,1,0.5,1353.15974410778
"7052",60,2.5,0.25,0.01,1,0.5,1353.15974410778
"7053",85,2.5,0.25,0.01,1,0.5,1353.15974410778
"7054",110,2.5,0.25,0.01,1,0.5,1353.15974410778
"7055",135,2.5,0.25,0.01,1,0.5,1353.15974410778
"7056",160,2.5,0.25,0.01,1,0.5,1353.15974410778
"7057",10,0.5,0.5,0.01,1,0.5,1353.0670286206
"7058",35,0.5,0.5,0.01,1,0.5,1353.06771079058
"7059",60,0.5,0.5,0.01,1,0.5,1353.06771079315
"7060",85,0.5,0.5,0.01,1,0.5,1353.06771079315
"7061",110,0.5,0.5,0.01,1,0.5,1353.06771079315
"7062",135,0.5,0.5,0.01,1,0.5,1353.06771079315
"7063",160,0.5,0.5,0.01,1,0.5,1353.06771079315
"7064",10,0.75,0.5,0.01,1,0.5,1353.06769474068
"7065",35,0.75,0.5,0.01,1,0.5,1353.06771079315
"7066",60,0.75,0.5,0.01,1,0.5,1353.06771079315
"7067",85,0.75,0.5,0.01,1,0.5,1353.06771079315
"7068",110,0.75,0.5,0.01,1,0.5,1353.06771079315
"7069",135,0.75,0.5,0.01,1,0.5,1353.06771079315
"7070",160,0.75,0.5,0.01,1,0.5,1353.06771079315
"7071",10,1,0.5,0.01,1,0.5,1353.06771045117
"7072",35,1,0.5,0.01,1,0.5,1353.06771079315
"7073",60,1,0.5,0.01,1,0.5,1353.06771079315
"7074",85,1,0.5,0.01,1,0.5,1353.06771079315
"7075",110,1,0.5,0.01,1,0.5,1353.06771079315
"7076",135,1,0.5,0.01,1,0.5,1353.06771079315
"7077",160,1,0.5,0.01,1,0.5,1353.06771079315
"7078",10,1.25,0.5,0.01,1,0.5,1353.06771078619
"7079",35,1.25,0.5,0.01,1,0.5,1353.06771079315
"7080",60,1.25,0.5,0.01,1,0.5,1353.06771079315
"7081",85,1.25,0.5,0.01,1,0.5,1353.06771079315
"7082",110,1.25,0.5,0.01,1,0.5,1353.06771079315
"7083",135,1.25,0.5,0.01,1,0.5,1353.06771079315
"7084",160,1.25,0.5,0.01,1,0.5,1353.06771079315
"7085",10,1.5,0.5,0.01,1,0.5,1353.06771079297
"7086",35,1.5,0.5,0.01,1,0.5,1353.06771079315
"7087",60,1.5,0.5,0.01,1,0.5,1353.06771079315
"7088",85,1.5,0.5,0.01,1,0.5,1353.06771079315
"7089",110,1.5,0.5,0.01,1,0.5,1353.06771079315
"7090",135,1.5,0.5,0.01,1,0.5,1353.06771079315
"7091",160,1.5,0.5,0.01,1,0.5,1353.06771079315
"7092",10,1.75,0.5,0.01,1,0.5,1353.06771079314
"7093",35,1.75,0.5,0.01,1,0.5,1353.06771079315
"7094",60,1.75,0.5,0.01,1,0.5,1353.06771079315
"7095",85,1.75,0.5,0.01,1,0.5,1353.06771079315
"7096",110,1.75,0.5,0.01,1,0.5,1353.06771079315
"7097",135,1.75,0.5,0.01,1,0.5,1353.06771079315
"7098",160,1.75,0.5,0.01,1,0.5,1353.06771079315
"7099",10,2,0.5,0.01,1,0.5,1353.06771079315
"7100",35,2,0.5,0.01,1,0.5,1353.06771079315
"7101",60,2,0.5,0.01,1,0.5,1353.06771079315
"7102",85,2,0.5,0.01,1,0.5,1353.06771079315
"7103",110,2,0.5,0.01,1,0.5,1353.06771079315
"7104",135,2,0.5,0.01,1,0.5,1353.06771079315
"7105",160,2,0.5,0.01,1,0.5,1353.06771079315
"7106",10,2.25,0.5,0.01,1,0.5,1353.06771079315
"7107",35,2.25,0.5,0.01,1,0.5,1353.06771079315
"7108",60,2.25,0.5,0.01,1,0.5,1353.06771079315
"7109",85,2.25,0.5,0.01,1,0.5,1353.06771079315
"7110",110,2.25,0.5,0.01,1,0.5,1353.06771079315
"7111",135,2.25,0.5,0.01,1,0.5,1353.06771079315
"7112",160,2.25,0.5,0.01,1,0.5,1353.06771079315
"7113",10,2.5,0.5,0.01,1,0.5,1353.06771079315
"7114",35,2.5,0.5,0.01,1,0.5,1353.06771079315
"7115",60,2.5,0.5,0.01,1,0.5,1353.06771079315
"7116",85,2.5,0.5,0.01,1,0.5,1353.06771079315
"7117",110,2.5,0.5,0.01,1,0.5,1353.06771079315
"7118",135,2.5,0.5,0.01,1,0.5,1353.06771079315
"7119",160,2.5,0.5,0.01,1,0.5,1353.06771079315
"7120",10,0.5,0.75,0.01,1,0.5,1352.98458523718
"7121",35,0.5,0.75,0.01,1,0.5,1352.98517377241
"7122",60,0.5,0.75,0.01,1,0.5,1352.98517377462
"7123",85,0.5,0.75,0.01,1,0.5,1352.98517377462
"7124",110,0.5,0.75,0.01,1,0.5,1352.98517377462
"7125",135,0.5,0.75,0.01,1,0.5,1352.98517377462
"7126",160,0.5,0.75,0.01,1,0.5,1352.98517377462
"7127",10,0.75,0.75,0.01,1,0.5,1352.98515992621
"7128",35,0.75,0.75,0.01,1,0.5,1352.98517377462
"7129",60,0.75,0.75,0.01,1,0.5,1352.98517377462
"7130",85,0.75,0.75,0.01,1,0.5,1352.98517377462
"7131",110,0.75,0.75,0.01,1,0.5,1352.98517377462
"7132",135,0.75,0.75,0.01,1,0.5,1352.98517377462
"7133",160,0.75,0.75,0.01,1,0.5,1352.98517377462
"7134",10,1,0.75,0.01,1,0.5,1352.98517347962
"7135",35,1,0.75,0.01,1,0.5,1352.98517377462
"7136",60,1,0.75,0.01,1,0.5,1352.98517377462
"7137",85,1,0.75,0.01,1,0.5,1352.98517377462
"7138",110,1,0.75,0.01,1,0.5,1352.98517377462
"7139",135,1,0.75,0.01,1,0.5,1352.98517377462
"7140",160,1,0.75,0.01,1,0.5,1352.98517377462
"7141",10,1.25,0.75,0.01,1,0.5,1352.98517376861
"7142",35,1.25,0.75,0.01,1,0.5,1352.98517377462
"7143",60,1.25,0.75,0.01,1,0.5,1352.98517377462
"7144",85,1.25,0.75,0.01,1,0.5,1352.98517377462
"7145",110,1.25,0.75,0.01,1,0.5,1352.98517377462
"7146",135,1.25,0.75,0.01,1,0.5,1352.98517377462
"7147",160,1.25,0.75,0.01,1,0.5,1352.98517377462
"7148",10,1.5,0.75,0.01,1,0.5,1352.9851737745
"7149",35,1.5,0.75,0.01,1,0.5,1352.98517377462
"7150",60,1.5,0.75,0.01,1,0.5,1352.98517377462
"7151",85,1.5,0.75,0.01,1,0.5,1352.98517377462
"7152",110,1.5,0.75,0.01,1,0.5,1352.98517377462
"7153",135,1.5,0.75,0.01,1,0.5,1352.98517377462
"7154",160,1.5,0.75,0.01,1,0.5,1352.98517377462
"7155",10,1.75,0.75,0.01,1,0.5,1352.98517377462
"7156",35,1.75,0.75,0.01,1,0.5,1352.98517377462
"7157",60,1.75,0.75,0.01,1,0.5,1352.98517377462
"7158",85,1.75,0.75,0.01,1,0.5,1352.98517377462
"7159",110,1.75,0.75,0.01,1,0.5,1352.98517377462
"7160",135,1.75,0.75,0.01,1,0.5,1352.98517377462
"7161",160,1.75,0.75,0.01,1,0.5,1352.98517377462
"7162",10,2,0.75,0.01,1,0.5,1352.98517377462
"7163",35,2,0.75,0.01,1,0.5,1352.98517377462
"7164",60,2,0.75,0.01,1,0.5,1352.98517377462
"7165",85,2,0.75,0.01,1,0.5,1352.98517377462
"7166",110,2,0.75,0.01,1,0.5,1352.98517377462
"7167",135,2,0.75,0.01,1,0.5,1352.98517377462
"7168",160,2,0.75,0.01,1,0.5,1352.98517377462
"7169",10,2.25,0.75,0.01,1,0.5,1352.98517377462
"7170",35,2.25,0.75,0.01,1,0.5,1352.98517377462
"7171",60,2.25,0.75,0.01,1,0.5,1352.98517377462
"7172",85,2.25,0.75,0.01,1,0.5,1352.98517377462
"7173",110,2.25,0.75,0.01,1,0.5,1352.98517377462
"7174",135,2.25,0.75,0.01,1,0.5,1352.98517377462
"7175",160,2.25,0.75,0.01,1,0.5,1352.98517377462
"7176",10,2.5,0.75,0.01,1,0.5,1352.98517377462
"7177",35,2.5,0.75,0.01,1,0.5,1352.98517377462
"7178",60,2.5,0.75,0.01,1,0.5,1352.98517377462
"7179",85,2.5,0.75,0.01,1,0.5,1352.98517377462
"7180",110,2.5,0.75,0.01,1,0.5,1352.98517377462
"7181",135,2.5,0.75,0.01,1,0.5,1352.98517377462
"7182",160,2.5,0.75,0.01,1,0.5,1352.98517377462
"7183",10,0.5,1,0.01,1,0.5,1352.91278264419
"7184",35,0.5,1,0.01,1,0.5,1352.91328306711
"7185",60,0.5,1,0.01,1,0.5,1352.91328306896
"7186",85,0.5,1,0.01,1,0.5,1352.91328306896
"7187",110,0.5,1,0.01,1,0.5,1352.91328306896
"7188",135,0.5,1,0.01,1,0.5,1352.91328306896
"7189",160,0.5,1,0.01,1,0.5,1352.91328306896
"7190",10,0.75,1,0.01,1,0.5,1352.91327129447
"7191",35,0.75,1,0.01,1,0.5,1352.91328306896
"7192",60,0.75,1,0.01,1,0.5,1352.91328306896
"7193",85,0.75,1,0.01,1,0.5,1352.91328306896
"7194",110,0.75,1,0.01,1,0.5,1352.91328306896
"7195",135,0.75,1,0.01,1,0.5,1352.91328306896
"7196",160,0.75,1,0.01,1,0.5,1352.91328306896
"7197",10,1,1,0.01,1,0.5,1352.91328281817
"7198",35,1,1,0.01,1,0.5,1352.91328306896
"7199",60,1,1,0.01,1,0.5,1352.91328306896
"7200",85,1,1,0.01,1,0.5,1352.91328306896
"7201",110,1,1,0.01,1,0.5,1352.91328306896
"7202",135,1,1,0.01,1,0.5,1352.91328306896
"7203",160,1,1,0.01,1,0.5,1352.91328306896
"7204",10,1.25,1,0.01,1,0.5,1352.91328306388
"7205",35,1.25,1,0.01,1,0.5,1352.91328306896
"7206",60,1.25,1,0.01,1,0.5,1352.91328306896
"7207",85,1.25,1,0.01,1,0.5,1352.91328306896
"7208",110,1.25,1,0.01,1,0.5,1352.91328306896
"7209",135,1.25,1,0.01,1,0.5,1352.91328306896
"7210",160,1.25,1,0.01,1,0.5,1352.91328306896
"7211",10,1.5,1,0.01,1,0.5,1352.91328306885
"7212",35,1.5,1,0.01,1,0.5,1352.91328306896
"7213",60,1.5,1,0.01,1,0.5,1352.91328306896
"7214",85,1.5,1,0.01,1,0.5,1352.91328306896
"7215",110,1.5,1,0.01,1,0.5,1352.91328306896
"7216",135,1.5,1,0.01,1,0.5,1352.91328306896
"7217",160,1.5,1,0.01,1,0.5,1352.91328306896
"7218",10,1.75,1,0.01,1,0.5,1352.91328306895
"7219",35,1.75,1,0.01,1,0.5,1352.91328306896
"7220",60,1.75,1,0.01,1,0.5,1352.91328306896
"7221",85,1.75,1,0.01,1,0.5,1352.91328306896
"7222",110,1.75,1,0.01,1,0.5,1352.91328306896
"7223",135,1.75,1,0.01,1,0.5,1352.91328306896
"7224",160,1.75,1,0.01,1,0.5,1352.91328306896
"7225",10,2,1,0.01,1,0.5,1352.91328306896
"7226",35,2,1,0.01,1,0.5,1352.91328306896
"7227",60,2,1,0.01,1,0.5,1352.91328306896
"7228",85,2,1,0.01,1,0.5,1352.91328306896
"7229",110,2,1,0.01,1,0.5,1352.91328306896
"7230",135,2,1,0.01,1,0.5,1352.91328306896
"7231",160,2,1,0.01,1,0.5,1352.91328306896
"7232",10,2.25,1,0.01,1,0.5,1352.91328306896
"7233",35,2.25,1,0.01,1,0.5,1352.91328306896
"7234",60,2.25,1,0.01,1,0.5,1352.91328306896
"7235",85,2.25,1,0.01,1,0.5,1352.91328306896
"7236",110,2.25,1,0.01,1,0.5,1352.91328306896
"7237",135,2.25,1,0.01,1,0.5,1352.91328306896
"7238",160,2.25,1,0.01,1,0.5,1352.91328306896
"7239",10,2.5,1,0.01,1,0.5,1352.91328306896
"7240",35,2.5,1,0.01,1,0.5,1352.91328306896
"7241",60,2.5,1,0.01,1,0.5,1352.91328306896
"7242",85,2.5,1,0.01,1,0.5,1352.91328306896
"7243",110,2.5,1,0.01,1,0.5,1352.91328306896
"7244",135,2.5,1,0.01,1,0.5,1352.91328306896
"7245",160,2.5,1,0.01,1,0.5,1352.91328306896
"7246",10,0.5,0,1.01,1,0.5,1356.02803245223
"7247",35,0.5,0,1.01,1,0.5,1356.02838526795
"7248",60,0.5,0,1.01,1,0.5,1356.02838526928
"7249",85,0.5,0,1.01,1,0.5,1356.02838526928
"7250",110,0.5,0,1.01,1,0.5,1356.02838526928
"7251",135,0.5,0,1.01,1,0.5,1356.02838526928
"7252",160,0.5,0,1.01,1,0.5,1356.02838526928
"7253",10,0.75,0,1.01,1,0.5,1356.0283769677
"7254",35,0.75,0,1.01,1,0.5,1356.02838526928
"7255",60,0.75,0,1.01,1,0.5,1356.02838526928
"7256",85,0.75,0,1.01,1,0.5,1356.02838526928
"7257",110,0.75,0,1.01,1,0.5,1356.02838526928
"7258",135,0.75,0,1.01,1,0.5,1356.02838526928
"7259",160,0.75,0,1.01,1,0.5,1356.02838526928
"7260",10,1,0,1.01,1,0.5,1356.02838509243
"7261",35,1,0,1.01,1,0.5,1356.02838526928
"7262",60,1,0,1.01,1,0.5,1356.02838526928
"7263",85,1,0,1.01,1,0.5,1356.02838526928
"7264",110,1,0,1.01,1,0.5,1356.02838526928
"7265",135,1,0,1.01,1,0.5,1356.02838526928
"7266",160,1,0,1.01,1,0.5,1356.02838526928
"7267",10,1.25,0,1.01,1,0.5,1356.02838526567
"7268",35,1.25,0,1.01,1,0.5,1356.02838526928
"7269",60,1.25,0,1.01,1,0.5,1356.02838526928
"7270",85,1.25,0,1.01,1,0.5,1356.02838526928
"7271",110,1.25,0,1.01,1,0.5,1356.02838526928
"7272",135,1.25,0,1.01,1,0.5,1356.02838526928
"7273",160,1.25,0,1.01,1,0.5,1356.02838526928
"7274",10,1.5,0,1.01,1,0.5,1356.02838526919
"7275",35,1.5,0,1.01,1,0.5,1356.02838526928
"7276",60,1.5,0,1.01,1,0.5,1356.02838526928
"7277",85,1.5,0,1.01,1,0.5,1356.02838526928
"7278",110,1.5,0,1.01,1,0.5,1356.02838526928
"7279",135,1.5,0,1.01,1,0.5,1356.02838526928
"7280",160,1.5,0,1.01,1,0.5,1356.02838526928
"7281",10,1.75,0,1.01,1,0.5,1356.02838526927
"7282",35,1.75,0,1.01,1,0.5,1356.02838526928
"7283",60,1.75,0,1.01,1,0.5,1356.02838526928
"7284",85,1.75,0,1.01,1,0.5,1356.02838526928
"7285",110,1.75,0,1.01,1,0.5,1356.02838526928
"7286",135,1.75,0,1.01,1,0.5,1356.02838526928
"7287",160,1.75,0,1.01,1,0.5,1356.02838526928
"7288",10,2,0,1.01,1,0.5,1356.02838526928
"7289",35,2,0,1.01,1,0.5,1356.02838526928
"7290",60,2,0,1.01,1,0.5,1356.02838526928
"7291",85,2,0,1.01,1,0.5,1356.02838526928
"7292",110,2,0,1.01,1,0.5,1356.02838526928
"7293",135,2,0,1.01,1,0.5,1356.02838526928
"7294",160,2,0,1.01,1,0.5,1356.02838526928
"7295",10,2.25,0,1.01,1,0.5,1356.02838526928
"7296",35,2.25,0,1.01,1,0.5,1356.02838526928
"7297",60,2.25,0,1.01,1,0.5,1356.02838526928
"7298",85,2.25,0,1.01,1,0.5,1356.02838526928
"7299",110,2.25,0,1.01,1,0.5,1356.02838526928
"7300",135,2.25,0,1.01,1,0.5,1356.02838526928
"7301",160,2.25,0,1.01,1,0.5,1356.02838526928
"7302",10,2.5,0,1.01,1,0.5,1356.02838526928
"7303",35,2.5,0,1.01,1,0.5,1356.02838526928
"7304",60,2.5,0,1.01,1,0.5,1356.02838526928
"7305",85,2.5,0,1.01,1,0.5,1356.02838526928
"7306",110,2.5,0,1.01,1,0.5,1356.02838526928
"7307",135,2.5,0,1.01,1,0.5,1356.02838526928
"7308",160,2.5,0,1.01,1,0.5,1356.02838526928
"7309",10,0.5,0.25,1.01,1,0.5,1355.96506659961
"7310",35,0.5,0.25,1.01,1,0.5,1355.96537757518
"7311",60,0.5,0.25,1.01,1,0.5,1355.96537757635
"7312",85,0.5,0.25,1.01,1,0.5,1355.96537757635
"7313",110,0.5,0.25,1.01,1,0.5,1355.96537757635
"7314",135,0.5,0.25,1.01,1,0.5,1355.96537757635
"7315",160,0.5,0.25,1.01,1,0.5,1355.96537757635
"7316",10,0.75,0.25,1.01,1,0.5,1355.96537025953
"7317",35,0.75,0.25,1.01,1,0.5,1355.96537757635
"7318",60,0.75,0.25,1.01,1,0.5,1355.96537757635
"7319",85,0.75,0.25,1.01,1,0.5,1355.96537757635
"7320",110,0.75,0.25,1.01,1,0.5,1355.96537757635
"7321",135,0.75,0.25,1.01,1,0.5,1355.96537757635
"7322",160,0.75,0.25,1.01,1,0.5,1355.96537757635
"7323",10,1,0.25,1.01,1,0.5,1355.9653774205
"7324",35,1,0.25,1.01,1,0.5,1355.96537757635
"7325",60,1,0.25,1.01,1,0.5,1355.96537757635
"7326",85,1,0.25,1.01,1,0.5,1355.96537757635
"7327",110,1,0.25,1.01,1,0.5,1355.96537757635
"7328",135,1,0.25,1.01,1,0.5,1355.96537757635
"7329",160,1,0.25,1.01,1,0.5,1355.96537757635
"7330",10,1.25,0.25,1.01,1,0.5,1355.96537757318
"7331",35,1.25,0.25,1.01,1,0.5,1355.96537757635
"7332",60,1.25,0.25,1.01,1,0.5,1355.96537757635
"7333",85,1.25,0.25,1.01,1,0.5,1355.96537757635
"7334",110,1.25,0.25,1.01,1,0.5,1355.96537757635
"7335",135,1.25,0.25,1.01,1,0.5,1355.96537757635
"7336",160,1.25,0.25,1.01,1,0.5,1355.96537757635
"7337",10,1.5,0.25,1.01,1,0.5,1355.96537757629
"7338",35,1.5,0.25,1.01,1,0.5,1355.96537757635
"7339",60,1.5,0.25,1.01,1,0.5,1355.96537757635
"7340",85,1.5,0.25,1.01,1,0.5,1355.96537757635
"7341",110,1.5,0.25,1.01,1,0.5,1355.96537757635
"7342",135,1.5,0.25,1.01,1,0.5,1355.96537757635
"7343",160,1.5,0.25,1.01,1,0.5,1355.96537757635
"7344",10,1.75,0.25,1.01,1,0.5,1355.96537757635
"7345",35,1.75,0.25,1.01,1,0.5,1355.96537757635
"7346",60,1.75,0.25,1.01,1,0.5,1355.96537757635
"7347",85,1.75,0.25,1.01,1,0.5,1355.96537757635
"7348",110,1.75,0.25,1.01,1,0.5,1355.96537757635
"7349",135,1.75,0.25,1.01,1,0.5,1355.96537757635
"7350",160,1.75,0.25,1.01,1,0.5,1355.96537757635
"7351",10,2,0.25,1.01,1,0.5,1355.96537757635
"7352",35,2,0.25,1.01,1,0.5,1355.96537757635
"7353",60,2,0.25,1.01,1,0.5,1355.96537757635
"7354",85,2,0.25,1.01,1,0.5,1355.96537757635
"7355",110,2,0.25,1.01,1,0.5,1355.96537757635
"7356",135,2,0.25,1.01,1,0.5,1355.96537757635
"7357",160,2,0.25,1.01,1,0.5,1355.96537757635
"7358",10,2.25,0.25,1.01,1,0.5,1355.96537757635
"7359",35,2.25,0.25,1.01,1,0.5,1355.96537757635
"7360",60,2.25,0.25,1.01,1,0.5,1355.96537757635
"7361",85,2.25,0.25,1.01,1,0.5,1355.96537757635
"7362",110,2.25,0.25,1.01,1,0.5,1355.96537757635
"7363",135,2.25,0.25,1.01,1,0.5,1355.96537757635
"7364",160,2.25,0.25,1.01,1,0.5,1355.96537757635
"7365",10,2.5,0.25,1.01,1,0.5,1355.96537757635
"7366",35,2.5,0.25,1.01,1,0.5,1355.96537757635
"7367",60,2.5,0.25,1.01,1,0.5,1355.96537757635
"7368",85,2.5,0.25,1.01,1,0.5,1355.96537757635
"7369",110,2.5,0.25,1.01,1,0.5,1355.96537757635
"7370",135,2.5,0.25,1.01,1,0.5,1355.96537757635
"7371",160,2.5,0.25,1.01,1,0.5,1355.96537757635
"7372",10,0.5,0.5,1.01,1,0.5,1355.90475813451
"7373",35,0.5,0.5,1.01,1,0.5,1355.90502802442
"7374",60,0.5,0.5,1.01,1,0.5,1355.90502802542
"7375",85,0.5,0.5,1.01,1,0.5,1355.90502802542
"7376",110,0.5,0.5,1.01,1,0.5,1355.90502802542
"7377",135,0.5,0.5,1.01,1,0.5,1355.90502802542
"7378",160,0.5,0.5,1.01,1,0.5,1355.90502802542
"7379",10,0.75,0.5,1.01,1,0.5,1355.90502167551
"7380",35,0.75,0.5,1.01,1,0.5,1355.90502802542
"7381",60,0.75,0.5,1.01,1,0.5,1355.90502802542
"7382",85,0.75,0.5,1.01,1,0.5,1355.90502802542
"7383",110,0.75,0.5,1.01,1,0.5,1355.90502802542
"7384",135,0.75,0.5,1.01,1,0.5,1355.90502802542
"7385",160,0.75,0.5,1.01,1,0.5,1355.90502802542
"7386",10,1,0.5,1.01,1,0.5,1355.90502789016
"7387",35,1,0.5,1.01,1,0.5,1355.90502802542
"7388",60,1,0.5,1.01,1,0.5,1355.90502802542
"7389",85,1,0.5,1.01,1,0.5,1355.90502802542
"7390",110,1,0.5,1.01,1,0.5,1355.90502802542
"7391",135,1,0.5,1.01,1,0.5,1355.90502802542
"7392",160,1,0.5,1.01,1,0.5,1355.90502802542
"7393",10,1.25,0.5,1.01,1,0.5,1355.90502802267
"7394",35,1.25,0.5,1.01,1,0.5,1355.90502802542
"7395",60,1.25,0.5,1.01,1,0.5,1355.90502802542
"7396",85,1.25,0.5,1.01,1,0.5,1355.90502802542
"7397",110,1.25,0.5,1.01,1,0.5,1355.90502802542
"7398",135,1.25,0.5,1.01,1,0.5,1355.90502802542
"7399",160,1.25,0.5,1.01,1,0.5,1355.90502802542
"7400",10,1.5,0.5,1.01,1,0.5,1355.90502802538
"7401",35,1.5,0.5,1.01,1,0.5,1355.90502802542
"7402",60,1.5,0.5,1.01,1,0.5,1355.90502802542
"7403",85,1.5,0.5,1.01,1,0.5,1355.90502802542
"7404",110,1.5,0.5,1.01,1,0.5,1355.90502802542
"7405",135,1.5,0.5,1.01,1,0.5,1355.90502802542
"7406",160,1.5,0.5,1.01,1,0.5,1355.90502802542
"7407",10,1.75,0.5,1.01,1,0.5,1355.90502802542
"7408",35,1.75,0.5,1.01,1,0.5,1355.90502802542
"7409",60,1.75,0.5,1.01,1,0.5,1355.90502802542
"7410",85,1.75,0.5,1.01,1,0.5,1355.90502802542
"7411",110,1.75,0.5,1.01,1,0.5,1355.90502802542
"7412",135,1.75,0.5,1.01,1,0.5,1355.90502802542
"7413",160,1.75,0.5,1.01,1,0.5,1355.90502802542
"7414",10,2,0.5,1.01,1,0.5,1355.90502802542
"7415",35,2,0.5,1.01,1,0.5,1355.90502802542
"7416",60,2,0.5,1.01,1,0.5,1355.90502802542
"7417",85,2,0.5,1.01,1,0.5,1355.90502802542
"7418",110,2,0.5,1.01,1,0.5,1355.90502802542
"7419",135,2,0.5,1.01,1,0.5,1355.90502802542
"7420",160,2,0.5,1.01,1,0.5,1355.90502802542
"7421",10,2.25,0.5,1.01,1,0.5,1355.90502802542
"7422",35,2.25,0.5,1.01,1,0.5,1355.90502802542
"7423",60,2.25,0.5,1.01,1,0.5,1355.90502802542
"7424",85,2.25,0.5,1.01,1,0.5,1355.90502802542
"7425",110,2.25,0.5,1.01,1,0.5,1355.90502802542
