"","d","theta","rho","offsets","logsdcounty","logsdyears","gridlikelihood2"
"2063",110,2,0.5,0.01,-1,-2.5,1452.78124957866
"2064",135,2,0.5,0.01,-1,-2.5,1452.78124957866
"2065",160,2,0.5,0.01,-1,-2.5,1452.78124957866
"2066",10,2.25,0.5,0.01,-1,-2.5,1452.78124957866
"2067",35,2.25,0.5,0.01,-1,-2.5,1452.78124957866
"2068",60,2.25,0.5,0.01,-1,-2.5,1452.78124957866
"2069",85,2.25,0.5,0.01,-1,-2.5,1452.78124957866
"2070",110,2.25,0.5,0.01,-1,-2.5,1452.78124957866
"2071",135,2.25,0.5,0.01,-1,-2.5,1452.78124957866
"2072",160,2.25,0.5,0.01,-1,-2.5,1452.78124957866
"2073",10,2.5,0.5,0.01,-1,-2.5,1452.78124957866
"2074",35,2.5,0.5,0.01,-1,-2.5,1452.78124957866
"2075",60,2.5,0.5,0.01,-1,-2.5,1452.78124957866
"2076",85,2.5,0.5,0.01,-1,-2.5,1452.78124957866
"2077",110,2.5,0.5,0.01,-1,-2.5,1452.78124957866
"2078",135,2.5,0.5,0.01,-1,-2.5,1452.78124957866
"2079",160,2.5,0.5,0.01,-1,-2.5,1452.78124957866
"2080",10,0.5,0.75,0.01,-1,-2.5,1451.27169963144
"2081",35,0.5,0.75,0.01,-1,-2.5,1451.27268667885
"2082",60,0.5,0.75,0.01,-1,-2.5,1451.27268668253
"2083",85,0.5,0.75,0.01,-1,-2.5,1451.27268668253
"2084",110,0.5,0.75,0.01,-1,-2.5,1451.27268668253
"2085",135,0.5,0.75,0.01,-1,-2.5,1451.27268668253
"2086",160,0.5,0.75,0.01,-1,-2.5,1451.27268668253
"2087",10,0.75,0.75,0.01,-1,-2.5,1451.27266276372
"2088",35,0.75,0.75,0.01,-1,-2.5,1451.27268668253
"2089",60,0.75,0.75,0.01,-1,-2.5,1451.27268668253
"2090",85,0.75,0.75,0.01,-1,-2.5,1451.27268668253
"2091",110,0.75,0.75,0.01,-1,-2.5,1451.27268668253
"2092",135,0.75,0.75,0.01,-1,-2.5,1451.27268668253
"2093",160,0.75,0.75,0.01,-1,-2.5,1451.27268668253
"2094",10,1,0.75,0.01,-1,-2.5,1451.27268615701
"2095",35,1,0.75,0.01,-1,-2.5,1451.27268668253
"2096",60,1,0.75,0.01,-1,-2.5,1451.27268668253
"2097",85,1,0.75,0.01,-1,-2.5,1451.27268668253
"2098",110,1,0.75,0.01,-1,-2.5,1451.27268668253
"2099",135,1,0.75,0.01,-1,-2.5,1451.27268668253
"2100",160,1,0.75,0.01,-1,-2.5,1451.27268668253
"2101",10,1.25,0.75,0.01,-1,-2.5,1451.27268667151
"2102",35,1.25,0.75,0.01,-1,-2.5,1451.27268668253
"2103",60,1.25,0.75,0.01,-1,-2.5,1451.27268668253
"2104",85,1.25,0.75,0.01,-1,-2.5,1451.27268668253
"2105",110,1.25,0.75,0.01,-1,-2.5,1451.27268668253
"2106",135,1.25,0.75,0.01,-1,-2.5,1451.27268668253
"2107",160,1.25,0.75,0.01,-1,-2.5,1451.27268668253
"2108",10,1.5,0.75,0.01,-1,-2.5,1451.27268668229
"2109",35,1.5,0.75,0.01,-1,-2.5,1451.27268668253
"2110",60,1.5,0.75,0.01,-1,-2.5,1451.27268668253
"2111",85,1.5,0.75,0.01,-1,-2.5,1451.27268668253
"2112",110,1.5,0.75,0.01,-1,-2.5,1451.27268668253
"2113",135,1.5,0.75,0.01,-1,-2.5,1451.27268668253
"2114",160,1.5,0.75,0.01,-1,-2.5,1451.27268668253
"2115",10,1.75,0.75,0.01,-1,-2.5,1451.27268668252
"2116",35,1.75,0.75,0.01,-1,-2.5,1451.27268668253
"2117",60,1.75,0.75,0.01,-1,-2.5,1451.27268668253
"2118",85,1.75,0.75,0.01,-1,-2.5,1451.27268668253
"2119",110,1.75,0.75,0.01,-1,-2.5,1451.27268668253
"2120",135,1.75,0.75,0.01,-1,-2.5,1451.27268668253
"2121",160,1.75,0.75,0.01,-1,-2.5,1451.27268668253
"2122",10,2,0.75,0.01,-1,-2.5,1451.27268668253
"2123",35,2,0.75,0.01,-1,-2.5,1451.27268668253
"2124",60,2,0.75,0.01,-1,-2.5,1451.27268668253
"2125",85,2,0.75,0.01,-1,-2.5,1451.27268668253
"2126",110,2,0.75,0.01,-1,-2.5,1451.27268668253
"2127",135,2,0.75,0.01,-1,-2.5,1451.27268668253
"2128",160,2,0.75,0.01,-1,-2.5,1451.27268668253
"2129",10,2.25,0.75,0.01,-1,-2.5,1451.27268668253
"2130",35,2.25,0.75,0.01,-1,-2.5,1451.27268668253
"2131",60,2.25,0.75,0.01,-1,-2.5,1451.27268668253
"2132",85,2.25,0.75,0.01,-1,-2.5,1451.27268668253
"2133",110,2.25,0.75,0.01,-1,-2.5,1451.27268668253
"2134",135,2.25,0.75,0.01,-1,-2.5,1451.27268668253
"2135",160,2.25,0.75,0.01,-1,-2.5,1451.27268668253
"2136",10,2.5,0.75,0.01,-1,-2.5,1451.27268668253
"2137",35,2.5,0.75,0.01,-1,-2.5,1451.27268668253
"2138",60,2.5,0.75,0.01,-1,-2.5,1451.27268668253
"2139",85,2.5,0.75,0.01,-1,-2.5,1451.27268668253
"2140",110,2.5,0.75,0.01,-1,-2.5,1451.27268668253
"2141",135,2.5,0.75,0.01,-1,-2.5,1451.27268668253
"2142",160,2.5,0.75,0.01,-1,-2.5,1451.27268668253
"2143",10,0.5,1,0.01,-1,-2.5,1449.90918001991
"2144",35,0.5,1,0.01,-1,-2.5,1449.91001790402
"2145",60,0.5,1,0.01,-1,-2.5,1449.91001790714
"2146",85,0.5,1,0.01,-1,-2.5,1449.91001790714
"2147",110,0.5,1,0.01,-1,-2.5,1449.91001790714
"2148",135,0.5,1,0.01,-1,-2.5,1449.91001790714
"2149",160,0.5,1,0.01,-1,-2.5,1449.91001790714
"2150",10,0.75,1,0.01,-1,-2.5,1449.90999759912
"2151",35,0.75,1,0.01,-1,-2.5,1449.91001790714
"2152",60,0.75,1,0.01,-1,-2.5,1449.91001790714
"2153",85,0.75,1,0.01,-1,-2.5,1449.91001790714
"2154",110,0.75,1,0.01,-1,-2.5,1449.91001790714
"2155",135,0.75,1,0.01,-1,-2.5,1449.91001790714
"2156",160,0.75,1,0.01,-1,-2.5,1449.91001790714
"2157",10,1,1,0.01,-1,-2.5,1449.91001746086
"2158",35,1,1,0.01,-1,-2.5,1449.91001790714
"2159",60,1,1,0.01,-1,-2.5,1449.91001790714
"2160",85,1,1,0.01,-1,-2.5,1449.91001790714
"2161",110,1,1,0.01,-1,-2.5,1449.91001790714
"2162",135,1,1,0.01,-1,-2.5,1449.91001790714
"2163",160,1,1,0.01,-1,-2.5,1449.91001790714
"2164",10,1.25,1,0.01,-1,-2.5,1449.91001789778
"2165",35,1.25,1,0.01,-1,-2.5,1449.91001790714
"2166",60,1.25,1,0.01,-1,-2.5,1449.91001790714
"2167",85,1.25,1,0.01,-1,-2.5,1449.91001790714
"2168",110,1.25,1,0.01,-1,-2.5,1449.91001790714
"2169",135,1.25,1,0.01,-1,-2.5,1449.91001790714
"2170",160,1.25,1,0.01,-1,-2.5,1449.91001790714
"2171",10,1.5,1,0.01,-1,-2.5,1449.91001790694
"2172",35,1.5,1,0.01,-1,-2.5,1449.91001790714
"2173",60,1.5,1,0.01,-1,-2.5,1449.91001790714
"2174",85,1.5,1,0.01,-1,-2.5,1449.91001790714
"2175",110,1.5,1,0.01,-1,-2.5,1449.91001790714
"2176",135,1.5,1,0.01,-1,-2.5,1449.91001790714
"2177",160,1.5,1,0.01,-1,-2.5,1449.91001790714
"2178",10,1.75,1,0.01,-1,-2.5,1449.91001790713
"2179",35,1.75,1,0.01,-1,-2.5,1449.91001790714
"2180",60,1.75,1,0.01,-1,-2.5,1449.91001790714
"2181",85,1.75,1,0.01,-1,-2.5,1449.91001790714
"2182",110,1.75,1,0.01,-1,-2.5,1449.91001790714
"2183",135,1.75,1,0.01,-1,-2.5,1449.91001790714
"2184",160,1.75,1,0.01,-1,-2.5,1449.91001790714
"2185",10,2,1,0.01,-1,-2.5,1449.91001790714
"2186",35,2,1,0.01,-1,-2.5,1449.91001790714
"2187",60,2,1,0.01,-1,-2.5,1449.91001790714
"2188",85,2,1,0.01,-1,-2.5,1449.91001790714
"2189",110,2,1,0.01,-1,-2.5,1449.91001790714
"2190",135,2,1,0.01,-1,-2.5,1449.91001790714
"2191",160,2,1,0.01,-1,-2.5,1449.91001790714
"2192",10,2.25,1,0.01,-1,-2.5,1449.91001790714
"2193",35,2.25,1,0.01,-1,-2.5,1449.91001790714
"2194",60,2.25,1,0.01,-1,-2.5,1449.91001790714
"2195",85,2.25,1,0.01,-1,-2.5,1449.91001790714
"2196",110,2.25,1,0.01,-1,-2.5,1449.91001790714
"2197",135,2.25,1,0.01,-1,-2.5,1449.91001790714
"2198",160,2.25,1,0.01,-1,-2.5,1449.91001790714
"2199",10,2.5,1,0.01,-1,-2.5,1449.91001790714
"2200",35,2.5,1,0.01,-1,-2.5,1449.91001790714
"2201",60,2.5,1,0.01,-1,-2.5,1449.91001790714
"2202",85,2.5,1,0.01,-1,-2.5,1449.91001790714
"2203",110,2.5,1,0.01,-1,-2.5,1449.91001790714
"2204",135,2.5,1,0.01,-1,-2.5,1449.91001790714
"2205",160,2.5,1,0.01,-1,-2.5,1449.91001790714
"2206",10,0.5,0,1.01,-1,-2.5,1602.23464861585
"2207",35,0.5,0,1.01,-1,-2.5,1602.2352938142
"2208",60,0.5,0,1.01,-1,-2.5,1602.2352938166
"2209",85,0.5,0,1.01,-1,-2.5,1602.2352938166
"2210",110,0.5,0,1.01,-1,-2.5,1602.2352938166
"2211",135,0.5,0,1.01,-1,-2.5,1602.2352938166
"2212",160,0.5,0,1.01,-1,-2.5,1602.2352938166
"2213",10,0.75,0,1.01,-1,-2.5,1602.2352781997
"2214",35,0.75,0,1.01,-1,-2.5,1602.2352938166
"2215",60,0.75,0,1.01,-1,-2.5,1602.2352938166
"2216",85,0.75,0,1.01,-1,-2.5,1602.2352938166
"2217",110,0.75,0,1.01,-1,-2.5,1602.2352938166
"2218",135,0.75,0,1.01,-1,-2.5,1602.2352938166
"2219",160,0.75,0,1.01,-1,-2.5,1602.2352938166
"2220",10,1,0,1.01,-1,-2.5,1602.23529347378
"2221",35,1,0,1.01,-1,-2.5,1602.2352938166
"2222",60,1,0,1.01,-1,-2.5,1602.2352938166
"2223",85,1,0,1.01,-1,-2.5,1602.2352938166
"2224",110,1,0,1.01,-1,-2.5,1602.2352938166
"2225",135,1,0,1.01,-1,-2.5,1602.2352938166
"2226",160,1,0,1.01,-1,-2.5,1602.2352938166
"2227",10,1.25,0,1.01,-1,-2.5,1602.23529380942
"2228",35,1.25,0,1.01,-1,-2.5,1602.2352938166
"2229",60,1.25,0,1.01,-1,-2.5,1602.2352938166
"2230",85,1.25,0,1.01,-1,-2.5,1602.2352938166
"2231",110,1.25,0,1.01,-1,-2.5,1602.2352938166
"2232",135,1.25,0,1.01,-1,-2.5,1602.2352938166
"2233",160,1.25,0,1.01,-1,-2.5,1602.2352938166
"2234",10,1.5,0,1.01,-1,-2.5,1602.23529381646
"2235",35,1.5,0,1.01,-1,-2.5,1602.2352938166
"2236",60,1.5,0,1.01,-1,-2.5,1602.2352938166
"2237",85,1.5,0,1.01,-1,-2.5,1602.2352938166
"2238",110,1.5,0,1.01,-1,-2.5,1602.2352938166
"2239",135,1.5,0,1.01,-1,-2.5,1602.2352938166
"2240",160,1.5,0,1.01,-1,-2.5,1602.2352938166
"2241",10,1.75,0,1.01,-1,-2.5,1602.2352938166
"2242",35,1.75,0,1.01,-1,-2.5,1602.2352938166
"2243",60,1.75,0,1.01,-1,-2.5,1602.2352938166
"2244",85,1.75,0,1.01,-1,-2.5,1602.2352938166
"2245",110,1.75,0,1.01,-1,-2.5,1602.2352938166
"2246",135,1.75,0,1.01,-1,-2.5,1602.2352938166
"2247",160,1.75,0,1.01,-1,-2.5,1602.2352938166
"2248",10,2,0,1.01,-1,-2.5,1602.2352938166
"2249",35,2,0,1.01,-1,-2.5,1602.2352938166
"2250",60,2,0,1.01,-1,-2.5,1602.2352938166
"2251",85,2,0,1.01,-1,-2.5,1602.2352938166
"2252",110,2,0,1.01,-1,-2.5,1602.2352938166
"2253",135,2,0,1.01,-1,-2.5,1602.2352938166
"2254",160,2,0,1.01,-1,-2.5,1602.2352938166
"2255",10,2.25,0,1.01,-1,-2.5,1602.2352938166
"2256",35,2.25,0,1.01,-1,-2.5,1602.2352938166
"2257",60,2.25,0,1.01,-1,-2.5,1602.2352938166
"2258",85,2.25,0,1.01,-1,-2.5,1602.2352938166
"2259",110,2.25,0,1.01,-1,-2.5,1602.2352938166
"2260",135,2.25,0,1.01,-1,-2.5,1602.2352938166
"2261",160,2.25,0,1.01,-1,-2.5,1602.2352938166
"2262",10,2.5,0,1.01,-1,-2.5,1602.2352938166
"2263",35,2.5,0,1.01,-1,-2.5,1602.2352938166
"2264",60,2.5,0,1.01,-1,-2.5,1602.2352938166
"2265",85,2.5,0,1.01,-1,-2.5,1602.2352938166
"2266",110,2.5,0,1.01,-1,-2.5,1602.2352938166
"2267",135,2.5,0,1.01,-1,-2.5,1602.2352938166
"2268",160,2.5,0,1.01,-1,-2.5,1602.2352938166
"2269",10,0.5,0.25,1.01,-1,-2.5,1600.97466017547
"2270",35,0.5,0.25,1.01,-1,-2.5,1600.97522869463
"2271",60,0.5,0.25,1.01,-1,-2.5,1600.97522869674
"2272",85,0.5,0.25,1.01,-1,-2.5,1600.97522869674
"2273",110,0.5,0.25,1.01,-1,-2.5,1600.97522869674
"2274",135,0.5,0.25,1.01,-1,-2.5,1600.97522869674
"2275",160,0.5,0.25,1.01,-1,-2.5,1600.97522869674
"2276",10,0.75,0.25,1.01,-1,-2.5,1600.97521493488
"2277",35,0.75,0.25,1.01,-1,-2.5,1600.97522869674
"2278",60,0.75,0.25,1.01,-1,-2.5,1600.97522869674
"2279",85,0.75,0.25,1.01,-1,-2.5,1600.97522869674
"2280",110,0.75,0.25,1.01,-1,-2.5,1600.97522869674
"2281",135,0.75,0.25,1.01,-1,-2.5,1600.97522869674
"2282",160,0.75,0.25,1.01,-1,-2.5,1600.97522869674
"2283",10,1,0.25,1.01,-1,-2.5,1600.97522839463
"2284",35,1,0.25,1.01,-1,-2.5,1600.97522869674
"2285",60,1,0.25,1.01,-1,-2.5,1600.97522869674
"2286",85,1,0.25,1.01,-1,-2.5,1600.97522869674
"2287",110,1,0.25,1.01,-1,-2.5,1600.97522869674
"2288",135,1,0.25,1.01,-1,-2.5,1600.97522869674
"2289",160,1,0.25,1.01,-1,-2.5,1600.97522869674
"2290",10,1.25,0.25,1.01,-1,-2.5,1600.97522869042
"2291",35,1.25,0.25,1.01,-1,-2.5,1600.97522869674
"2292",60,1.25,0.25,1.01,-1,-2.5,1600.97522869674
"2293",85,1.25,0.25,1.01,-1,-2.5,1600.97522869674
"2294",110,1.25,0.25,1.01,-1,-2.5,1600.97522869674
"2295",135,1.25,0.25,1.01,-1,-2.5,1600.97522869674
"2296",160,1.25,0.25,1.01,-1,-2.5,1600.97522869674
"2297",10,1.5,0.25,1.01,-1,-2.5,1600.97522869662
"2298",35,1.5,0.25,1.01,-1,-2.5,1600.97522869674
"2299",60,1.5,0.25,1.01,-1,-2.5,1600.97522869674
"2300",85,1.5,0.25,1.01,-1,-2.5,1600.97522869674
"2301",110,1.5,0.25,1.01,-1,-2.5,1600.97522869674
"2302",135,1.5,0.25,1.01,-1,-2.5,1600.97522869674
"2303",160,1.5,0.25,1.01,-1,-2.5,1600.97522869674
"2304",10,1.75,0.25,1.01,-1,-2.5,1600.97522869674
"2305",35,1.75,0.25,1.01,-1,-2.5,1600.97522869674
"2306",60,1.75,0.25,1.01,-1,-2.5,1600.97522869674
"2307",85,1.75,0.25,1.01,-1,-2.5,1600.97522869674
"2308",110,1.75,0.25,1.01,-1,-2.5,1600.97522869674
"2309",135,1.75,0.25,1.01,-1,-2.5,1600.97522869674
"2310",160,1.75,0.25,1.01,-1,-2.5,1600.97522869674
"2311",10,2,0.25,1.01,-1,-2.5,1600.97522869674
"2312",35,2,0.25,1.01,-1,-2.5,1600.97522869674
"2313",60,2,0.25,1.01,-1,-2.5,1600.97522869674
"2314",85,2,0.25,1.01,-1,-2.5,1600.97522869674
"2315",110,2,0.25,1.01,-1,-2.5,1600.97522869674
"2316",135,2,0.25,1.01,-1,-2.5,1600.97522869674
"2317",160,2,0.25,1.01,-1,-2.5,1600.97522869674
"2318",10,2.25,0.25,1.01,-1,-2.5,1600.97522869674
"2319",35,2.25,0.25,1.01,-1,-2.5,1600.97522869674
"2320",60,2.25,0.25,1.01,-1,-2.5,1600.97522869674
"2321",85,2.25,0.25,1.01,-1,-2.5,1600.97522869674
"2322",110,2.25,0.25,1.01,-1,-2.5,1600.97522869674
"2323",135,2.25,0.25,1.01,-1,-2.5,1600.97522869674
"2324",160,2.25,0.25,1.01,-1,-2.5,1600.97522869674
"2325",10,2.5,0.25,1.01,-1,-2.5,1600.97522869674
"2326",35,2.5,0.25,1.01,-1,-2.5,1600.97522869674
"2327",60,2.5,0.25,1.01,-1,-2.5,1600.97522869674
"2328",85,2.5,0.25,1.01,-1,-2.5,1600.97522869674
"2329",110,2.5,0.25,1.01,-1,-2.5,1600.97522869674
"2330",135,2.5,0.25,1.01,-1,-2.5,1600.97522869674
"2331",160,2.5,0.25,1.01,-1,-2.5,1600.97522869674
"2332",10,0.5,0.5,1.01,-1,-2.5,1599.74927098767
"2333",35,0.5,0.5,1.01,-1,-2.5,1599.74976424927
"2334",60,0.5,0.5,1.01,-1,-2.5,1599.7497642511
"2335",85,0.5,0.5,1.01,-1,-2.5,1599.7497642511
"2336",110,0.5,0.5,1.01,-1,-2.5,1599.7497642511
"2337",135,0.5,0.5,1.01,-1,-2.5,1599.7497642511
"2338",160,0.5,0.5,1.01,-1,-2.5,1599.7497642511
"2339",10,0.75,0.5,1.01,-1,-2.5,1599.74975231012
"2340",35,0.75,0.5,1.01,-1,-2.5,1599.7497642511
"2341",60,0.75,0.5,1.01,-1,-2.5,1599.7497642511
"2342",85,0.75,0.5,1.01,-1,-2.5,1599.7497642511
"2343",110,0.75,0.5,1.01,-1,-2.5,1599.7497642511
"2344",135,0.75,0.5,1.01,-1,-2.5,1599.7497642511
"2345",160,0.75,0.5,1.01,-1,-2.5,1599.7497642511
"2346",10,1,0.5,1.01,-1,-2.5,1599.74976398893
"2347",35,1,0.5,1.01,-1,-2.5,1599.7497642511
"2348",60,1,0.5,1.01,-1,-2.5,1599.7497642511
"2349",85,1,0.5,1.01,-1,-2.5,1599.7497642511
"2350",110,1,0.5,1.01,-1,-2.5,1599.7497642511
"2351",135,1,0.5,1.01,-1,-2.5,1599.7497642511
"2352",160,1,0.5,1.01,-1,-2.5,1599.7497642511
"2353",10,1.25,0.5,1.01,-1,-2.5,1599.74976424561
"2354",35,1.25,0.5,1.01,-1,-2.5,1599.7497642511
"2355",60,1.25,0.5,1.01,-1,-2.5,1599.7497642511
"2356",85,1.25,0.5,1.01,-1,-2.5,1599.7497642511
"2357",110,1.25,0.5,1.01,-1,-2.5,1599.7497642511
"2358",135,1.25,0.5,1.01,-1,-2.5,1599.7497642511
"2359",160,1.25,0.5,1.01,-1,-2.5,1599.7497642511
"2360",10,1.5,0.5,1.01,-1,-2.5,1599.74976425099
"2361",35,1.5,0.5,1.01,-1,-2.5,1599.7497642511
"2362",60,1.5,0.5,1.01,-1,-2.5,1599.7497642511
"2363",85,1.5,0.5,1.01,-1,-2.5,1599.7497642511
"2364",110,1.5,0.5,1.01,-1,-2.5,1599.7497642511
"2365",135,1.5,0.5,1.01,-1,-2.5,1599.7497642511
"2366",160,1.5,0.5,1.01,-1,-2.5,1599.7497642511
"2367",10,1.75,0.5,1.01,-1,-2.5,1599.7497642511
"2368",35,1.75,0.5,1.01,-1,-2.5,1599.7497642511
"2369",60,1.75,0.5,1.01,-1,-2.5,1599.7497642511
"2370",85,1.75,0.5,1.01,-1,-2.5,1599.7497642511
"2371",110,1.75,0.5,1.01,-1,-2.5,1599.7497642511
"2372",135,1.75,0.5,1.01,-1,-2.5,1599.7497642511
"2373",160,1.75,0.5,1.01,-1,-2.5,1599.7497642511
"2374",10,2,0.5,1.01,-1,-2.5,1599.7497642511
"2375",35,2,0.5,1.01,-1,-2.5,1599.7497642511
"2376",60,2,0.5,1.01,-1,-2.5,1599.7497642511
"2377",85,2,0.5,1.01,-1,-2.5,1599.7497642511
"2378",110,2,0.5,1.01,-1,-2.5,1599.7497642511
"2379",135,2,0.5,1.01,-1,-2.5,1599.7497642511
"2380",160,2,0.5,1.01,-1,-2.5,1599.7497642511
"2381",10,2.25,0.5,1.01,-1,-2.5,1599.7497642511
"2382",35,2.25,0.5,1.01,-1,-2.5,1599.7497642511
"2383",60,2.25,0.5,1.01,-1,-2.5,1599.7497642511
"2384",85,2.25,0.5,1.01,-1,-2.5,1599.7497642511
"2385",110,2.25,0.5,1.01,-1,-2.5,1599.7497642511
"2386",135,2.25,0.5,1.01,-1,-2.5,1599.7497642511
"2387",160,2.25,0.5,1.01,-1,-2.5,1599.7497642511
"2388",10,2.5,0.5,1.01,-1,-2.5,1599.7497642511
"2389",35,2.5,0.5,1.01,-1,-2.5,1599.7497642511
"2390",60,2.5,0.5,1.01,-1,-2.5,1599.7497642511
"2391",85,2.5,0.5,1.01,-1,-2.5,1599.7497642511
"2392",110,2.5,0.5,1.01,-1,-2.5,1599.7497642511
"2393",135,2.5,0.5,1.01,-1,-2.5,1599.7497642511
"2394",160,2.5,0.5,1.01,-1,-2.5,1599.7497642511
"2395",10,0.5,0.75,1.01,-1,-2.5,1598.59296547251
"2396",35,0.5,0.75,1.01,-1,-2.5,1598.59338708353
"2397",60,0.5,0.75,1.01,-1,-2.5,1598.5933870851
"2398",85,0.5,0.75,1.01,-1,-2.5,1598.5933870851
"2399",110,0.5,0.75,1.01,-1,-2.5,1598.5933870851
"2400",135,0.5,0.75,1.01,-1,-2.5,1598.5933870851
"2401",160,0.5,0.75,1.01,-1,-2.5,1598.5933870851
"2402",10,0.75,0.75,1.01,-1,-2.5,1598.59337687798
"2403",35,0.75,0.75,1.01,-1,-2.5,1598.5933870851
"2404",60,0.75,0.75,1.01,-1,-2.5,1598.5933870851
"2405",85,0.75,0.75,1.01,-1,-2.5,1598.5933870851
"2406",110,0.75,0.75,1.01,-1,-2.5,1598.5933870851
"2407",135,0.75,0.75,1.01,-1,-2.5,1598.5933870851
"2408",160,0.75,0.75,1.01,-1,-2.5,1598.5933870851
"2409",10,1,0.75,1.01,-1,-2.5,1598.593386861
"2410",35,1,0.75,1.01,-1,-2.5,1598.5933870851
"2411",60,1,0.75,1.01,-1,-2.5,1598.5933870851
"2412",85,1,0.75,1.01,-1,-2.5,1598.5933870851
"2413",110,1,0.75,1.01,-1,-2.5,1598.5933870851
"2414",135,1,0.75,1.01,-1,-2.5,1598.5933870851
"2415",160,1,0.75,1.01,-1,-2.5,1598.5933870851
"2416",10,1.25,0.75,1.01,-1,-2.5,1598.59338708042
"2417",35,1.25,0.75,1.01,-1,-2.5,1598.5933870851
"2418",60,1.25,0.75,1.01,-1,-2.5,1598.5933870851
"2419",85,1.25,0.75,1.01,-1,-2.5,1598.5933870851
"2420",110,1.25,0.75,1.01,-1,-2.5,1598.5933870851
"2421",135,1.25,0.75,1.01,-1,-2.5,1598.5933870851
"2422",160,1.25,0.75,1.01,-1,-2.5,1598.5933870851
"2423",10,1.5,0.75,1.01,-1,-2.5,1598.593387085
"2424",35,1.5,0.75,1.01,-1,-2.5,1598.5933870851
"2425",60,1.5,0.75,1.01,-1,-2.5,1598.5933870851
"2426",85,1.5,0.75,1.01,-1,-2.5,1598.5933870851
"2427",110,1.5,0.75,1.01,-1,-2.5,1598.5933870851
"2428",135,1.5,0.75,1.01,-1,-2.5,1598.5933870851
"2429",160,1.5,0.75,1.01,-1,-2.5,1598.5933870851
"2430",10,1.75,0.75,1.01,-1,-2.5,1598.59338708509
"2431",35,1.75,0.75,1.01,-1,-2.5,1598.5933870851
"2432",60,1.75,0.75,1.01,-1,-2.5,1598.5933870851
"2433",85,1.75,0.75,1.01,-1,-2.5,1598.5933870851
"2434",110,1.75,0.75,1.01,-1,-2.5,1598.5933870851
"2435",135,1.75,0.75,1.01,-1,-2.5,1598.5933870851
"2436",160,1.75,0.75,1.01,-1,-2.5,1598.5933870851
"2437",10,2,0.75,1.01,-1,-2.5,1598.59338708509
"2438",35,2,0.75,1.01,-1,-2.5,1598.5933870851
"2439",60,2,0.75,1.01,-1,-2.5,1598.5933870851
"2440",85,2,0.75,1.01,-1,-2.5,1598.5933870851
"2441",110,2,0.75,1.01,-1,-2.5,1598.5933870851
"2442",135,2,0.75,1.01,-1,-2.5,1598.5933870851
"2443",160,2,0.75,1.01,-1,-2.5,1598.5933870851
"2444",10,2.25,0.75,1.01,-1,-2.5,1598.5933870851
"2445",35,2.25,0.75,1.01,-1,-2.5,1598.5933870851
"2446",60,2.25,0.75,1.01,-1,-2.5,1598.5933870851
"2447",85,2.25,0.75,1.01,-1,-2.5,1598.5933870851
"2448",110,2.25,0.75,1.01,-1,-2.5,1598.5933870851
"2449",135,2.25,0.75,1.01,-1,-2.5,1598.5933870851
"2450",160,2.25,0.75,1.01,-1,-2.5,1598.5933870851
"2451",10,2.5,0.75,1.01,-1,-2.5,1598.5933870851
"2452",35,2.5,0.75,1.01,-1,-2.5,1598.5933870851
"2453",60,2.5,0.75,1.01,-1,-2.5,1598.5933870851
"2454",85,2.5,0.75,1.01,-1,-2.5,1598.5933870851
"2455",110,2.5,0.75,1.01,-1,-2.5,1598.5933870851
"2456",135,2.5,0.75,1.01,-1,-2.5,1598.5933870851
"2457",160,2.5,0.75,1.01,-1,-2.5,1598.5933870851
"2458",10,0.5,1,1.01,-1,-2.5,1597.5325138303
"2459",35,0.5,1,1.01,-1,-2.5,1597.53286917294
"2460",60,0.5,1,1.01,-1,-2.5,1597.53286917426
"2461",85,0.5,1,1.01,-1,-2.5,1597.53286917426
"2462",110,0.5,1,1.01,-1,-2.5,1597.53286917426
"2463",135,0.5,1,1.01,-1,-2.5,1597.53286917426
"2464",160,0.5,1,1.01,-1,-2.5,1597.53286917426
"2465",10,0.75,1,1.01,-1,-2.5,1597.53286057094
"2466",35,0.75,1,1.01,-1,-2.5,1597.53286917426
"2467",60,0.75,1,1.01,-1,-2.5,1597.53286917426
"2468",85,0.75,1,1.01,-1,-2.5,1597.53286917426
"2469",110,0.75,1,1.01,-1,-2.5,1597.53286917426
"2470",135,0.75,1,1.01,-1,-2.5,1597.53286917426
"2471",160,0.75,1,1.01,-1,-2.5,1597.53286917426
"2472",10,1,1,1.01,-1,-2.5,1597.53286898536
"2473",35,1,1,1.01,-1,-2.5,1597.53286917426
"2474",60,1,1,1.01,-1,-2.5,1597.53286917426
"2475",85,1,1,1.01,-1,-2.5,1597.53286917426
"2476",110,1,1,1.01,-1,-2.5,1597.53286917426
"2477",135,1,1,1.01,-1,-2.5,1597.53286917426
"2478",160,1,1,1.01,-1,-2.5,1597.53286917426
"2479",10,1.25,1,1.01,-1,-2.5,1597.53286917031
"2480",35,1.25,1,1.01,-1,-2.5,1597.53286917426
"2481",60,1.25,1,1.01,-1,-2.5,1597.53286917426
"2482",85,1.25,1,1.01,-1,-2.5,1597.53286917426
"2483",110,1.25,1,1.01,-1,-2.5,1597.53286917426
"2484",135,1.25,1,1.01,-1,-2.5,1597.53286917426
"2485",160,1.25,1,1.01,-1,-2.5,1597.53286917426
"2486",10,1.5,1,1.01,-1,-2.5,1597.53286917418
"2487",35,1.5,1,1.01,-1,-2.5,1597.53286917426
