"","d","theta","rho","offsets","logsdcounty","logsdyears","gridlikelihood2"
"6038",85,2.25,0,1.01,-1,0.5,1619.53275868047
"6039",110,2.25,0,1.01,-1,0.5,1619.53275868047
"6040",135,2.25,0,1.01,-1,0.5,1619.53275868047
"6041",160,2.25,0,1.01,-1,0.5,1619.53275868047
"6042",10,2.5,0,1.01,-1,0.5,1619.53275868047
"6043",35,2.5,0,1.01,-1,0.5,1619.53275868047
"6044",60,2.5,0,1.01,-1,0.5,1619.53275868047
"6045",85,2.5,0,1.01,-1,0.5,1619.53275868047
"6046",110,2.5,0,1.01,-1,0.5,1619.53275868047
"6047",135,2.5,0,1.01,-1,0.5,1619.53275868047
"6048",160,2.5,0,1.01,-1,0.5,1619.53275868047
"6049",10,0.5,0.25,1.01,-1,0.5,1619.38455968307
"6050",35,0.5,0.25,1.01,-1,0.5,1619.38491430557
"6051",60,0.5,0.25,1.01,-1,0.5,1619.38491430691
"6052",85,0.5,0.25,1.01,-1,0.5,1619.38491430691
"6053",110,0.5,0.25,1.01,-1,0.5,1619.38491430691
"6054",135,0.5,0.25,1.01,-1,0.5,1619.38491430691
"6055",160,0.5,0.25,1.01,-1,0.5,1619.38491430691
"6056",10,0.75,0.25,1.01,-1,0.5,1619.38490587171
"6057",35,0.75,0.25,1.01,-1,0.5,1619.38491430691
"6058",60,0.75,0.25,1.01,-1,0.5,1619.38491430691
"6059",85,0.75,0.25,1.01,-1,0.5,1619.38491430691
"6060",110,0.75,0.25,1.01,-1,0.5,1619.38491430691
"6061",135,0.75,0.25,1.01,-1,0.5,1619.38491430691
"6062",160,0.75,0.25,1.01,-1,0.5,1619.38491430691
"6063",10,1,0.25,1.01,-1,0.5,1619.38491412506
"6064",35,1,0.25,1.01,-1,0.5,1619.38491430691
"6065",60,1,0.25,1.01,-1,0.5,1619.38491430691
"6066",85,1,0.25,1.01,-1,0.5,1619.38491430691
"6067",110,1,0.25,1.01,-1,0.5,1619.38491430691
"6068",135,1,0.25,1.01,-1,0.5,1619.38491430691
"6069",160,1,0.25,1.01,-1,0.5,1619.38491430691
"6070",10,1.25,0.25,1.01,-1,0.5,1619.38491430316
"6071",35,1.25,0.25,1.01,-1,0.5,1619.38491430691
"6072",60,1.25,0.25,1.01,-1,0.5,1619.38491430691
"6073",85,1.25,0.25,1.01,-1,0.5,1619.38491430691
"6074",110,1.25,0.25,1.01,-1,0.5,1619.38491430691
"6075",135,1.25,0.25,1.01,-1,0.5,1619.38491430691
"6076",160,1.25,0.25,1.01,-1,0.5,1619.38491430691
"6077",10,1.5,0.25,1.01,-1,0.5,1619.38491430683
"6078",35,1.5,0.25,1.01,-1,0.5,1619.38491430691
"6079",60,1.5,0.25,1.01,-1,0.5,1619.38491430691
"6080",85,1.5,0.25,1.01,-1,0.5,1619.38491430691
"6081",110,1.5,0.25,1.01,-1,0.5,1619.38491430691
"6082",135,1.5,0.25,1.01,-1,0.5,1619.38491430691
"6083",160,1.5,0.25,1.01,-1,0.5,1619.38491430691
"6084",10,1.75,0.25,1.01,-1,0.5,1619.38491430691
"6085",35,1.75,0.25,1.01,-1,0.5,1619.38491430691
"6086",60,1.75,0.25,1.01,-1,0.5,1619.38491430691
"6087",85,1.75,0.25,1.01,-1,0.5,1619.38491430691
"6088",110,1.75,0.25,1.01,-1,0.5,1619.38491430691
"6089",135,1.75,0.25,1.01,-1,0.5,1619.38491430691
"6090",160,1.75,0.25,1.01,-1,0.5,1619.38491430691
"6091",10,2,0.25,1.01,-1,0.5,1619.38491430691
"6092",35,2,0.25,1.01,-1,0.5,1619.38491430691
"6093",60,2,0.25,1.01,-1,0.5,1619.38491430691
"6094",85,2,0.25,1.01,-1,0.5,1619.38491430691
"6095",110,2,0.25,1.01,-1,0.5,1619.38491430691
"6096",135,2,0.25,1.01,-1,0.5,1619.38491430691
"6097",160,2,0.25,1.01,-1,0.5,1619.38491430691
"6098",10,2.25,0.25,1.01,-1,0.5,1619.38491430691
"6099",35,2.25,0.25,1.01,-1,0.5,1619.38491430691
"6100",60,2.25,0.25,1.01,-1,0.5,1619.38491430691
"6101",85,2.25,0.25,1.01,-1,0.5,1619.38491430691
"6102",110,2.25,0.25,1.01,-1,0.5,1619.38491430691
"6103",135,2.25,0.25,1.01,-1,0.5,1619.38491430691
"6104",160,2.25,0.25,1.01,-1,0.5,1619.38491430691
"6105",10,2.5,0.25,1.01,-1,0.5,1619.38491430691
"6106",35,2.5,0.25,1.01,-1,0.5,1619.38491430691
"6107",60,2.5,0.25,1.01,-1,0.5,1619.38491430691
"6108",85,2.5,0.25,1.01,-1,0.5,1619.38491430691
"6109",110,2.5,0.25,1.01,-1,0.5,1619.38491430691
"6110",135,2.5,0.25,1.01,-1,0.5,1619.38491430691
"6111",160,2.5,0.25,1.01,-1,0.5,1619.38491430691
"6112",10,0.5,0.5,1.01,-1,0.5,1619.25040951813
"6113",35,0.5,0.5,1.01,-1,0.5,1619.25071722119
"6114",60,0.5,0.5,1.01,-1,0.5,1619.25071722231
"6115",85,0.5,0.5,1.01,-1,0.5,1619.25071722231
"6116",110,0.5,0.5,1.01,-1,0.5,1619.25071722231
"6117",135,0.5,0.5,1.01,-1,0.5,1619.25071722231
"6118",160,0.5,0.5,1.01,-1,0.5,1619.25071722231
"6119",10,0.75,0.5,1.01,-1,0.5,1619.25070990223
"6120",35,0.75,0.5,1.01,-1,0.5,1619.25071722231
"6121",60,0.75,0.5,1.01,-1,0.5,1619.25071722231
"6122",85,0.75,0.5,1.01,-1,0.5,1619.25071722231
"6123",110,0.75,0.5,1.01,-1,0.5,1619.25071722231
"6124",135,0.75,0.5,1.01,-1,0.5,1619.25071722231
"6125",160,0.75,0.5,1.01,-1,0.5,1619.25071722231
"6126",10,1,0.5,1.01,-1,0.5,1619.25071706451
"6127",35,1,0.5,1.01,-1,0.5,1619.25071722231
"6128",60,1,0.5,1.01,-1,0.5,1619.25071722231
"6129",85,1,0.5,1.01,-1,0.5,1619.25071722231
"6130",110,1,0.5,1.01,-1,0.5,1619.25071722231
"6131",135,1,0.5,1.01,-1,0.5,1619.25071722231
"6132",160,1,0.5,1.01,-1,0.5,1619.25071722231
"6133",10,1.25,0.5,1.01,-1,0.5,1619.2507172191
"6134",35,1.25,0.5,1.01,-1,0.5,1619.25071722231
"6135",60,1.25,0.5,1.01,-1,0.5,1619.25071722231
"6136",85,1.25,0.5,1.01,-1,0.5,1619.25071722231
"6137",110,1.25,0.5,1.01,-1,0.5,1619.25071722231
"6138",135,1.25,0.5,1.01,-1,0.5,1619.25071722231
"6139",160,1.25,0.5,1.01,-1,0.5,1619.25071722231
"6140",10,1.5,0.5,1.01,-1,0.5,1619.25071722226
"6141",35,1.5,0.5,1.01,-1,0.5,1619.25071722231
"6142",60,1.5,0.5,1.01,-1,0.5,1619.25071722231
"6143",85,1.5,0.5,1.01,-1,0.5,1619.25071722231
"6144",110,1.5,0.5,1.01,-1,0.5,1619.25071722231
"6145",135,1.5,0.5,1.01,-1,0.5,1619.25071722231
"6146",160,1.5,0.5,1.01,-1,0.5,1619.25071722231
"6147",10,1.75,0.5,1.01,-1,0.5,1619.25071722231
"6148",35,1.75,0.5,1.01,-1,0.5,1619.25071722231
"6149",60,1.75,0.5,1.01,-1,0.5,1619.25071722231
"6150",85,1.75,0.5,1.01,-1,0.5,1619.25071722231
"6151",110,1.75,0.5,1.01,-1,0.5,1619.25071722231
"6152",135,1.75,0.5,1.01,-1,0.5,1619.25071722231
"6153",160,1.75,0.5,1.01,-1,0.5,1619.25071722231
"6154",10,2,0.5,1.01,-1,0.5,1619.25071722231
"6155",35,2,0.5,1.01,-1,0.5,1619.25071722231
"6156",60,2,0.5,1.01,-1,0.5,1619.25071722231
"6157",85,2,0.5,1.01,-1,0.5,1619.25071722231
"6158",110,2,0.5,1.01,-1,0.5,1619.25071722231
"6159",135,2,0.5,1.01,-1,0.5,1619.25071722231
"6160",160,2,0.5,1.01,-1,0.5,1619.25071722231
"6161",10,2.25,0.5,1.01,-1,0.5,1619.25071722231
"6162",35,2.25,0.5,1.01,-1,0.5,1619.25071722231
"6163",60,2.25,0.5,1.01,-1,0.5,1619.25071722231
"6164",85,2.25,0.5,1.01,-1,0.5,1619.25071722231
"6165",110,2.25,0.5,1.01,-1,0.5,1619.25071722231
"6166",135,2.25,0.5,1.01,-1,0.5,1619.25071722231
"6167",160,2.25,0.5,1.01,-1,0.5,1619.25071722231
"6168",10,2.5,0.5,1.01,-1,0.5,1619.25071722231
"6169",35,2.5,0.5,1.01,-1,0.5,1619.25071722231
"6170",60,2.5,0.5,1.01,-1,0.5,1619.25071722231
"6171",85,2.5,0.5,1.01,-1,0.5,1619.25071722231
"6172",110,2.5,0.5,1.01,-1,0.5,1619.25071722231
"6173",135,2.5,0.5,1.01,-1,0.5,1619.25071722231
"6174",160,2.5,0.5,1.01,-1,0.5,1619.25071722231
"6175",10,0.5,0.75,1.01,-1,0.5,1619.13278032887
"6176",35,0.5,0.75,1.01,-1,0.5,1619.13304335289
"6177",60,0.5,0.75,1.01,-1,0.5,1619.13304335386
"6178",85,0.5,0.75,1.01,-1,0.5,1619.13304335386
"6179",110,0.5,0.75,1.01,-1,0.5,1619.13304335386
"6180",135,0.5,0.75,1.01,-1,0.5,1619.13304335386
"6181",160,0.5,0.75,1.01,-1,0.5,1619.13304335386
"6182",10,0.75,0.75,1.01,-1,0.5,1619.13303709587
"6183",35,0.75,0.75,1.01,-1,0.5,1619.13304335386
"6184",60,0.75,0.75,1.01,-1,0.5,1619.13304335386
"6185",85,0.75,0.75,1.01,-1,0.5,1619.13304335386
"6186",110,0.75,0.75,1.01,-1,0.5,1619.13304335386
"6187",135,0.75,0.75,1.01,-1,0.5,1619.13304335386
"6188",160,0.75,0.75,1.01,-1,0.5,1619.13304335386
"6189",10,1,0.75,1.01,-1,0.5,1619.13304321893
"6190",35,1,0.75,1.01,-1,0.5,1619.13304335386
"6191",60,1,0.75,1.01,-1,0.5,1619.13304335386
"6192",85,1,0.75,1.01,-1,0.5,1619.13304335386
"6193",110,1,0.75,1.01,-1,0.5,1619.13304335386
"6194",135,1,0.75,1.01,-1,0.5,1619.13304335386
"6195",160,1,0.75,1.01,-1,0.5,1619.13304335386
"6196",10,1.25,0.75,1.01,-1,0.5,1619.1330433511
"6197",35,1.25,0.75,1.01,-1,0.5,1619.13304335386
"6198",60,1.25,0.75,1.01,-1,0.5,1619.13304335386
"6199",85,1.25,0.75,1.01,-1,0.5,1619.13304335386
"6200",110,1.25,0.75,1.01,-1,0.5,1619.13304335386
"6201",135,1.25,0.75,1.01,-1,0.5,1619.13304335386
"6202",160,1.25,0.75,1.01,-1,0.5,1619.13304335386
"6203",10,1.5,0.75,1.01,-1,0.5,1619.13304335382
"6204",35,1.5,0.75,1.01,-1,0.5,1619.13304335386
"6205",60,1.5,0.75,1.01,-1,0.5,1619.13304335386
"6206",85,1.5,0.75,1.01,-1,0.5,1619.13304335386
"6207",110,1.5,0.75,1.01,-1,0.5,1619.13304335386
"6208",135,1.5,0.75,1.01,-1,0.5,1619.13304335386
"6209",160,1.5,0.75,1.01,-1,0.5,1619.13304335386
"6210",10,1.75,0.75,1.01,-1,0.5,1619.13304335385
"6211",35,1.75,0.75,1.01,-1,0.5,1619.13304335386
"6212",60,1.75,0.75,1.01,-1,0.5,1619.13304335386
"6213",85,1.75,0.75,1.01,-1,0.5,1619.13304335386
"6214",110,1.75,0.75,1.01,-1,0.5,1619.13304335386
"6215",135,1.75,0.75,1.01,-1,0.5,1619.13304335386
"6216",160,1.75,0.75,1.01,-1,0.5,1619.13304335386
"6217",10,2,0.75,1.01,-1,0.5,1619.13304335385
"6218",35,2,0.75,1.01,-1,0.5,1619.13304335386
"6219",60,2,0.75,1.01,-1,0.5,1619.13304335386
"6220",85,2,0.75,1.01,-1,0.5,1619.13304335386
"6221",110,2,0.75,1.01,-1,0.5,1619.13304335386
"6222",135,2,0.75,1.01,-1,0.5,1619.13304335386
"6223",160,2,0.75,1.01,-1,0.5,1619.13304335386
"6224",10,2.25,0.75,1.01,-1,0.5,1619.13304335386
"6225",35,2.25,0.75,1.01,-1,0.5,1619.13304335386
"6226",60,2.25,0.75,1.01,-1,0.5,1619.13304335386
"6227",85,2.25,0.75,1.01,-1,0.5,1619.13304335386
"6228",110,2.25,0.75,1.01,-1,0.5,1619.13304335386
"6229",135,2.25,0.75,1.01,-1,0.5,1619.13304335386
"6230",160,2.25,0.75,1.01,-1,0.5,1619.13304335386
"6231",10,2.5,0.75,1.01,-1,0.5,1619.13304335386
"6232",35,2.5,0.75,1.01,-1,0.5,1619.13304335386
"6233",60,2.5,0.75,1.01,-1,0.5,1619.13304335386
"6234",85,2.5,0.75,1.01,-1,0.5,1619.13304335386
"6235",110,2.5,0.75,1.01,-1,0.5,1619.13304335386
"6236",135,2.5,0.75,1.01,-1,0.5,1619.13304335386
"6237",160,2.5,0.75,1.01,-1,0.5,1619.13304335386
"6238",10,0.5,1,1.01,-1,0.5,1619.03279533646
"6239",35,0.5,1,1.01,-1,0.5,1619.03301703099
"6240",60,0.5,1,1.01,-1,0.5,1619.03301703181
"6241",85,0.5,1,1.01,-1,0.5,1619.03301703181
"6242",110,0.5,1,1.01,-1,0.5,1619.03301703181
"6243",135,0.5,1,1.01,-1,0.5,1619.03301703181
"6244",160,0.5,1,1.01,-1,0.5,1619.03301703181
"6245",10,0.75,1,1.01,-1,0.5,1619.03301175651
"6246",35,0.75,1,1.01,-1,0.5,1619.03301703181
"6247",60,0.75,1,1.01,-1,0.5,1619.03301703181
"6248",85,0.75,1,1.01,-1,0.5,1619.03301703181
"6249",110,0.75,1,1.01,-1,0.5,1619.03301703181
"6250",135,0.75,1,1.01,-1,0.5,1619.03301703181
"6251",160,0.75,1,1.01,-1,0.5,1619.03301703181
"6252",10,1,1,1.01,-1,0.5,1619.03301691804
"6253",35,1,1,1.01,-1,0.5,1619.03301703181
"6254",60,1,1,1.01,-1,0.5,1619.03301703181
"6255",85,1,1,1.01,-1,0.5,1619.03301703181
"6256",110,1,1,1.01,-1,0.5,1619.03301703181
"6257",135,1,1,1.01,-1,0.5,1619.03301703181
"6258",160,1,1,1.01,-1,0.5,1619.03301703181
"6259",10,1.25,1,1.01,-1,0.5,1619.03301702947
"6260",35,1.25,1,1.01,-1,0.5,1619.03301703181
"6261",60,1.25,1,1.01,-1,0.5,1619.03301703181
"6262",85,1.25,1,1.01,-1,0.5,1619.03301703181
"6263",110,1.25,1,1.01,-1,0.5,1619.03301703181
"6264",135,1.25,1,1.01,-1,0.5,1619.03301703181
"6265",160,1.25,1,1.01,-1,0.5,1619.03301703181
"6266",10,1.5,1,1.01,-1,0.5,1619.03301703174
"6267",35,1.5,1,1.01,-1,0.5,1619.03301703181
"6268",60,1.5,1,1.01,-1,0.5,1619.03301703181
"6269",85,1.5,1,1.01,-1,0.5,1619.03301703181
"6270",110,1.5,1,1.01,-1,0.5,1619.03301703181
"6271",135,1.5,1,1.01,-1,0.5,1619.03301703181
"6272",160,1.5,1,1.01,-1,0.5,1619.03301703181
"6273",10,1.75,1,1.01,-1,0.5,1619.03301703181
"6274",35,1.75,1,1.01,-1,0.5,1619.03301703181
"6275",60,1.75,1,1.01,-1,0.5,1619.03301703181
"6276",85,1.75,1,1.01,-1,0.5,1619.03301703181
"6277",110,1.75,1,1.01,-1,0.5,1619.03301703181
"6278",135,1.75,1,1.01,-1,0.5,1619.03301703181
"6279",160,1.75,1,1.01,-1,0.5,1619.03301703181
"6280",10,2,1,1.01,-1,0.5,1619.03301703181
"6281",35,2,1,1.01,-1,0.5,1619.03301703181
"6282",60,2,1,1.01,-1,0.5,1619.03301703181
"6283",85,2,1,1.01,-1,0.5,1619.03301703181
"6284",110,2,1,1.01,-1,0.5,1619.03301703181
"6285",135,2,1,1.01,-1,0.5,1619.03301703181
"6286",160,2,1,1.01,-1,0.5,1619.03301703181
"6287",10,2.25,1,1.01,-1,0.5,1619.03301703181
"6288",35,2.25,1,1.01,-1,0.5,1619.03301703181
"6289",60,2.25,1,1.01,-1,0.5,1619.03301703181
"6290",85,2.25,1,1.01,-1,0.5,1619.03301703181
"6291",110,2.25,1,1.01,-1,0.5,1619.03301703181
"6292",135,2.25,1,1.01,-1,0.5,1619.03301703181
"6293",160,2.25,1,1.01,-1,0.5,1619.03301703181
"6294",10,2.5,1,1.01,-1,0.5,1619.03301703181
"6295",35,2.5,1,1.01,-1,0.5,1619.03301703181
"6296",60,2.5,1,1.01,-1,0.5,1619.03301703181
"6297",85,2.5,1,1.01,-1,0.5,1619.03301703181
"6298",110,2.5,1,1.01,-1,0.5,1619.03301703181
"6299",135,2.5,1,1.01,-1,0.5,1619.03301703181
"6300",160,2.5,1,1.01,-1,0.5,1619.03301703181
"6301",10,0.5,0,0.01,0,0.5,1377.32895055384
"6302",35,0.5,0,0.01,0,0.5,1377.32984578669
"6303",60,0.5,0,0.01,0,0.5,1377.32984579003
"6304",85,0.5,0,0.01,0,0.5,1377.32984579003
"6305",110,0.5,0,0.01,0,0.5,1377.32984579003
"6306",135,0.5,0,0.01,0,0.5,1377.32984579003
"6307",160,0.5,0,0.01,0,0.5,1377.32984579003
"6308",10,0.75,0,0.01,0,0.5,1377.32982450328
"6309",35,0.75,0,0.01,0,0.5,1377.32984579003
"6310",60,0.75,0,0.01,0,0.5,1377.32984579003
"6311",85,0.75,0,0.01,0,0.5,1377.32984579003
"6312",110,0.75,0,0.01,0,0.5,1377.32984579003
"6313",135,0.75,0,0.01,0,0.5,1377.32984579003
"6314",160,0.75,0,0.01,0,0.5,1377.32984579003
"6315",10,1,0,0.01,0,0.5,1377.32984533117
"6316",35,1,0,0.01,0,0.5,1377.32984579003
"6317",60,1,0,0.01,0,0.5,1377.32984579003
"6318",85,1,0,0.01,0,0.5,1377.32984579003
"6319",110,1,0,0.01,0,0.5,1377.32984579003
"6320",135,1,0,0.01,0,0.5,1377.32984579003
"6321",160,1,0,0.01,0,0.5,1377.32984579003
"6322",10,1.25,0,0.01,0,0.5,1377.32984578059
"6323",35,1.25,0,0.01,0,0.5,1377.32984579003
"6324",60,1.25,0,0.01,0,0.5,1377.32984579003
"6325",85,1.25,0,0.01,0,0.5,1377.32984579003
"6326",110,1.25,0,0.01,0,0.5,1377.32984579003
"6327",135,1.25,0,0.01,0,0.5,1377.32984579003
"6328",160,1.25,0,0.01,0,0.5,1377.32984579003
"6329",10,1.5,0,0.01,0,0.5,1377.32984578985
"6330",35,1.5,0,0.01,0,0.5,1377.32984579003
"6331",60,1.5,0,0.01,0,0.5,1377.32984579003
"6332",85,1.5,0,0.01,0,0.5,1377.32984579003
"6333",110,1.5,0,0.01,0,0.5,1377.32984579003
"6334",135,1.5,0,0.01,0,0.5,1377.32984579003
"6335",160,1.5,0,0.01,0,0.5,1377.32984579003
"6336",10,1.75,0,0.01,0,0.5,1377.32984579003
"6337",35,1.75,0,0.01,0,0.5,1377.32984579003
"6338",60,1.75,0,0.01,0,0.5,1377.32984579003
"6339",85,1.75,0,0.01,0,0.5,1377.32984579003
"6340",110,1.75,0,0.01,0,0.5,1377.32984579003
"6341",135,1.75,0,0.01,0,0.5,1377.32984579003
"6342",160,1.75,0,0.01,0,0.5,1377.32984579003
"6343",10,2,0,0.01,0,0.5,1377.32984579003
"6344",35,2,0,0.01,0,0.5,1377.32984579003
"6345",60,2,0,0.01,0,0.5,1377.32984579003
"6346",85,2,0,0.01,0,0.5,1377.32984579003
"6347",110,2,0,0.01,0,0.5,1377.32984579003
"6348",135,2,0,0.01,0,0.5,1377.32984579003
"6349",160,2,0,0.01,0,0.5,1377.32984579003
"6350",10,2.25,0,0.01,0,0.5,1377.32984579003
"6351",35,2.25,0,0.01,0,0.5,1377.32984579003
"6352",60,2.25,0,0.01,0,0.5,1377.32984579003
"6353",85,2.25,0,0.01,0,0.5,1377.32984579003
"6354",110,2.25,0,0.01,0,0.5,1377.32984579003
"6355",135,2.25,0,0.01,0,0.5,1377.32984579003
"6356",160,2.25,0,0.01,0,0.5,1377.32984579003
"6357",10,2.5,0,0.01,0,0.5,1377.32984579003
"6358",35,2.5,0,0.01,0,0.5,1377.32984579003
"6359",60,2.5,0,0.01,0,0.5,1377.32984579003
"6360",85,2.5,0,0.01,0,0.5,1377.32984579003
"6361",110,2.5,0,0.01,0,0.5,1377.32984579003
"6362",135,2.5,0,0.01,0,0.5,1377.32984579003
"6363",160,2.5,0,0.01,0,0.5,1377.32984579003
"6364",10,0.5,0.25,0.01,0,0.5,1377.34671985856
"6365",35,0.5,0.25,0.01,0,0.5,1377.3475162783
"6366",60,0.5,0.25,0.01,0,0.5,1377.34751628128
"6367",85,0.5,0.25,0.01,0,0.5,1377.34751628128
"6368",110,0.5,0.25,0.01,0,0.5,1377.34751628128
"6369",135,0.5,0.25,0.01,0,0.5,1377.34751628128
"6370",160,0.5,0.25,0.01,0,0.5,1377.34751628128
"6371",10,0.75,0.25,0.01,0,0.5,1377.34749734056
"6372",35,0.75,0.25,0.01,0,0.5,1377.34751628128
"6373",60,0.75,0.25,0.01,0,0.5,1377.34751628128
"6374",85,0.75,0.25,0.01,0,0.5,1377.34751628128
"6375",110,0.75,0.25,0.01,0,0.5,1377.34751628128
"6376",135,0.75,0.25,0.01,0,0.5,1377.34751628128
"6377",160,0.75,0.25,0.01,0,0.5,1377.34751628128
"6378",10,1,0.25,0.01,0,0.5,1377.34751587291
"6379",35,1,0.25,0.01,0,0.5,1377.34751628128
"6380",60,1,0.25,0.01,0,0.5,1377.34751628128
"6381",85,1,0.25,0.01,0,0.5,1377.34751628128
"6382",110,1,0.25,0.01,0,0.5,1377.34751628128
"6383",135,1,0.25,0.01,0,0.5,1377.34751628128
"6384",160,1,0.25,0.01,0,0.5,1377.34751628128
"6385",10,1.25,0.25,0.01,0,0.5,1377.34751627288
"6386",35,1.25,0.25,0.01,0,0.5,1377.34751628128
"6387",60,1.25,0.25,0.01,0,0.5,1377.34751628128
"6388",85,1.25,0.25,0.01,0,0.5,1377.34751628128
"6389",110,1.25,0.25,0.01,0,0.5,1377.34751628128
"6390",135,1.25,0.25,0.01,0,0.5,1377.34751628128
"6391",160,1.25,0.25,0.01,0,0.5,1377.34751628128
"6392",10,1.5,0.25,0.01,0,0.5,1377.34751628113
"6393",35,1.5,0.25,0.01,0,0.5,1377.34751628128
"6394",60,1.5,0.25,0.01,0,0.5,1377.34751628128
"6395",85,1.5,0.25,0.01,0,0.5,1377.34751628128
"6396",110,1.5,0.25,0.01,0,0.5,1377.34751628128
"6397",135,1.5,0.25,0.01,0,0.5,1377.34751628128
"6398",160,1.5,0.25,0.01,0,0.5,1377.34751628128
"6399",10,1.75,0.25,0.01,0,0.5,1377.34751628128
"6400",35,1.75,0.25,0.01,0,0.5,1377.34751628128
"6401",60,1.75,0.25,0.01,0,0.5,1377.34751628128
"6402",85,1.75,0.25,0.01,0,0.5,1377.34751628128
"6403",110,1.75,0.25,0.01,0,0.5,1377.34751628128
"6404",135,1.75,0.25,0.01,0,0.5,1377.34751628128
"6405",160,1.75,0.25,0.01,0,0.5,1377.34751628128
"6406",10,2,0.25,0.01,0,0.5,1377.34751628128
"6407",35,2,0.25,0.01,0,0.5,1377.34751628128
"6408",60,2,0.25,0.01,0,0.5,1377.34751628128
"6409",85,2,0.25,0.01,0,0.5,1377.34751628128
"6410",110,2,0.25,0.01,0,0.5,1377.34751628128
"6411",135,2,0.25,0.01,0,0.5,1377.34751628128
"6412",160,2,0.25,0.01,0,0.5,1377.34751628128
"6413",10,2.25,0.25,0.01,0,0.5,1377.34751628128
"6414",35,2.25,0.25,0.01,0,0.5,1377.34751628128
"6415",60,2.25,0.25,0.01,0,0.5,1377.34751628128
"6416",85,2.25,0.25,0.01,0,0.5,1377.34751628128
"6417",110,2.25,0.25,0.01,0,0.5,1377.34751628128
"6418",135,2.25,0.25,0.01,0,0.5,1377.34751628128
"6419",160,2.25,0.25,0.01,0,0.5,1377.34751628128
"6420",10,2.5,0.25,0.01,0,0.5,1377.34751628128
"6421",35,2.5,0.25,0.01,0,0.5,1377.34751628128
"6422",60,2.5,0.25,0.01,0,0.5,1377.34751628128
"6423",85,2.5,0.25,0.01,0,0.5,1377.34751628128
"6424",110,2.5,0.25,0.01,0,0.5,1377.34751628128
"6425",135,2.5,0.25,0.01,0,0.5,1377.34751628128
"6426",160,2.5,0.25,0.01,0,0.5,1377.34751628128
"6427",10,0.5,0.5,0.01,0,0.5,1377.38114945001
"6428",35,0.5,0.5,0.01,0,0.5,1377.38184711597
"6429",60,0.5,0.5,0.01,0,0.5,1377.38184711856
"6430",85,0.5,0.5,0.01,0,0.5,1377.38184711856
"6431",110,0.5,0.5,0.01,0,0.5,1377.38184711856
"6432",135,0.5,0.5,0.01,0,0.5,1377.38184711856
"6433",160,0.5,0.5,0.01,0,0.5,1377.38184711856
"6434",10,0.75,0.5,0.01,0,0.5,1377.3818305233
"6435",35,0.75,0.5,0.01,0,0.5,1377.38184711856
"6436",60,0.75,0.5,0.01,0,0.5,1377.38184711856
"6437",85,0.75,0.5,0.01,0,0.5,1377.38184711856
"6438",110,0.75,0.5,0.01,0,0.5,1377.38184711856
"6439",135,0.75,0.5,0.01,0,0.5,1377.38184711856
"6440",160,0.75,0.5,0.01,0,0.5,1377.38184711856
"6441",10,1,0.5,0.01,0,0.5,1377.3818467607
"6442",35,1,0.5,0.01,0,0.5,1377.38184711856
"6443",60,1,0.5,0.01,0,0.5,1377.38184711856
"6444",85,1,0.5,0.01,0,0.5,1377.38184711856
"6445",110,1,0.5,0.01,0,0.5,1377.38184711856
"6446",135,1,0.5,0.01,0,0.5,1377.38184711856
"6447",160,1,0.5,0.01,0,0.5,1377.38184711856
"6448",10,1.25,0.5,0.01,0,0.5,1377.38184711121
"6449",35,1.25,0.5,0.01,0,0.5,1377.38184711856
"6450",60,1.25,0.5,0.01,0,0.5,1377.38184711856
"6451",85,1.25,0.5,0.01,0,0.5,1377.38184711856
"6452",110,1.25,0.5,0.01,0,0.5,1377.38184711856
"6453",135,1.25,0.5,0.01,0,0.5,1377.38184711856
"6454",160,1.25,0.5,0.01,0,0.5,1377.38184711856
"6455",10,1.5,0.5,0.01,0,0.5,1377.38184711842
"6456",35,1.5,0.5,0.01,0,0.5,1377.38184711856
"6457",60,1.5,0.5,0.01,0,0.5,1377.38184711856
"6458",85,1.5,0.5,0.01,0,0.5,1377.38184711856
"6459",110,1.5,0.5,0.01,0,0.5,1377.38184711856
"6460",135,1.5,0.5,0.01,0,0.5,1377.38184711856
"6461",160,1.5,0.5,0.01,0,0.5,1377.38184711856
"6462",10,1.75,0.5,0.01,0,0.5,1377.38184711856
"6463",35,1.75,0.5,0.01,0,0.5,1377.38184711856
"6464",60,1.75,0.5,0.01,0,0.5,1377.38184711856
"6465",85,1.75,0.5,0.01,0,0.5,1377.38184711856
"6466",110,1.75,0.5,0.01,0,0.5,1377.38184711856
"6467",135,1.75,0.5,0.01,0,0.5,1377.38184711856
"6468",160,1.75,0.5,0.01,0,0.5,1377.38184711856
"6469",10,2,0.5,0.01,0,0.5,1377.38184711856
"6470",35,2,0.5,0.01,0,0.5,1377.38184711856
"6471",60,2,0.5,0.01,0,0.5,1377.38184711856
"6472",85,2,0.5,0.01,0,0.5,1377.38184711856
"6473",110,2,0.5,0.01,0,0.5,1377.38184711856
"6474",135,2,0.5,0.01,0,0.5,1377.38184711856
"6475",160,2,0.5,0.01,0,0.5,1377.38184711856
"6476",10,2.25,0.5,0.01,0,0.5,1377.38184711856
"6477",35,2.25,0.5,0.01,0,0.5,1377.38184711856
"6478",60,2.25,0.5,0.01,0,0.5,1377.38184711856
"6479",85,2.25,0.5,0.01,0,0.5,1377.38184711856
