"","d","theta","rho","offsets","logsdcounty","logsdyears","dgr","thetagr","rhogr","offsetsgr","logsdcountygr","logsdyearsgr"
"22",10,1.25,0,0.01,0,0,1.44640768441985e-08,1.80200848036118e-07,-0.73213364921558,15.2179511835695,-42.9425878985113,25.8982129377976
"23",35,1.25,0,0.01,0,0,3.87782459552398e-22,1.25868408956239e-20,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"24",60,1.25,0,0.01,0,0,1.03964627391792e-35,5.45382946026804e-34,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"25",85,1.25,0,0.01,0,0,2.78729568149883e-49,2.01963292401989e-47,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"26",110,1.25,0,0.01,0,0,7.47275050274997e-63,6.9091937813468e-61,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"27",135,1.25,0,0.01,0,0,2.00344730008411e-76,2.25304698512128e-74,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"28",160,1.25,0,0.01,0,0,5.37124996042251e-90,7.11467767348876e-88,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"29",10,1.5,0,0.01,0,0,3.49962594852758e-10,3.65156723921292e-09,-0.732133654160929,15.2179511738934,-42.9425878988059,25.898212934014
"30",35,1.5,0,0.01,0,0,1.81125065962939e-26,4.90863980977051e-25,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"31",60,1.5,0,0.01,0,0,9.37422741820676e-43,4.10286477028143e-41,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"32",85,1.5,0,0.01,0,0,4.85168296398251e-59,2.93207405732625e-57,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"33",110,1.5,0,0.01,0,0,2.51101520508036e-75,1.9360135906577e-73,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"34",135,1.5,0,0.01,0,0,1.29958973142983e-91,1.21859277161453e-89,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"35",160,1.5,0,0.01,0,0,6.72609813999029e-108,7.42791027582865e-106,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"36",10,1.75,0,0.01,0,0,8.10843230955972e-12,7.27319566894864e-11,-0.732133654259409,15.2179511737012,-42.9425878988117,25.8982129339351
"37",35,1.75,0,0.01,0,0,8.10127383541418e-31,1.88400229140794e-29,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"38",60,1.75,0,0.01,0,0,8.094121681079e-50,3.03864211013541e-48,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"39",85,1.75,0,0.01,0,0,8.08697584097447e-69,4.19124172867575e-67,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"40",110,1.75,0,0.01,0,0,8.07983630952598e-88,5.34180384944232e-86,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"41",135,1.75,0,0.01,0,0,8.07270308116423e-107,6.49033117166703e-105,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"42",160,1.75,0,0.01,0,0,8.0655761503246e-126,7.63682639140409e-124,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"43",10,2,0,0.01,0,0,1.82389331506139e-13,1.43399918694447e-12,-0.732133654259564,15.2179511736984,-42.9425878988118,25.8982129339326
"44",35,2,0,0.01,0,0,3.51783395412706e-35,7.16311815645839e-34,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"45",60,2,0,0.01,0,0,6.78502170418486e-57,2.22971401854477e-55,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"46",85,2,0,0.01,0,0,1.30866095803783e-78,5.9363867718184e-77,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"47",110,2,0,0.01,0,0,2.5240796238518e-100,1.46049046134148e-98,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"48",135,2,0,0.01,0,0,4.86831819075300e-122,3.42546052910923e-120,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"49",160,2,0,0.01,0,0,9.38976797025476e-144,7.78057747100763e-142,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"50",10,2.25,0,0.01,0,0,4.01746939044251e-15,2.81044989704169e-14,-0.732133654259512,15.217951173698,-42.9425878988118,25.8982129339326
"51",35,2.25,0,0.01,0,0,1.49584973711349e-39,2.70848781367666e-38,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"52",60,2.25,0,0.01,0,0,5.56959174684862e-64,1.62731189154305e-62,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"53",85,2.25,0,0.01,0,0,2.07376125134224e-88,8.36325225271544e-87,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"54",110,2.25,0,0.01,0,0,7.7213661665628e-113,3.9718720756283e-111,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"55",135,2.25,0,0.01,0,0,2.87494500341122e-137,1.79831053478288e-135,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"56",160,2.25,0,0.01,0,0,1.07044642027622e-161,7.88514803808397e-160,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"57",10,2.5,0,0.01,0,0,8.71526237047243e-17,5.4898411979954e-16,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"58",35,2.5,0,0.01,0,0,6.26434037176074e-44,1.02103184030902e-42,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"59",60,2.5,0,0.01,0,0,4.50267113314046e-71,1.18416251499135e-69,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"60",85,2.5,0,0.01,0,0,3.23642173477834e-98,1.17479234361138e-96,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"61",110,2.5,0,0.01,0,0,2.32626930451399e-125,1.07704202591126e-123,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"62",135,2.5,0,0.01,0,0,1.67207160271238e-152,9.41361460875869e-151,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"63",160,2.5,0,0.01,0,0,1.20184857323786e-179,7.96814929157723e-178,-0.732133654259504,15.217951173698,-42.9425878988118,25.8982129339326
"64",10,0.5,0.25,0.01,0,0,0.000478322002679985,0.0139598031923883,-0.671385323119508,15.1687343596828,-42.8779740292814,26.2136887199777
"65",35,0.5,0.25,0.01,0,0,1.78244891954433e-09,1.41143026304005e-07,-0.671863649515704,15.167901775869,-42.8779997702661,26.2134089060732
"66",60,0.5,0.25,0.01,0,0,6.64256891882001e-15,8.58119552531828e-13,-0.671863651299919,15.1679017727648,-42.8779997703621,26.2134089050306
"67",85,0.5,0.25,0.01,0,0,2.47545505320723e-20,4.43564147906918e-18,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"68",110,0.5,0.25,0.01,0,0,9.22516242637285e-26,2.11426786013626e-23,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"69",135,0.5,0.25,0.01,0,0,3.43789808191829e-31,9.59809206856014e-29,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"70",160,0.5,0.25,0.01,0,0,1.28118537922642e-36,4.21746871493346e-34,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"71",10,0.75,0.25,0.01,0,0,1.71832579068031e-05,0.000347659571870614,-0.671852211841541,15.1679216871718,-42.8779991608487,26.2134159205908
"72",35,0.75,0.25,0.01,0,0,1.23618528658356e-13,6.6217244238289e-12,-0.671863651299645,15.1679017727647,-42.877999770362,26.2134089050305
"73",60,0.75,0.25,0.01,0,0,8.89328140181279e-22,7.72818377345554e-20,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"74",85,0.75,0.25,0.01,0,0,6.39794494807605e-30,7.69240653092931e-28,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"75",110,0.75,0.25,0.01,0,0,4.60276670771567e-38,7.06827515992364e-36,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"76",135,0.75,0.25,0.01,0,0,3.31129160028598e-46,6.18877504630545e-44,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"77",160,0.75,0.25,0.01,0,0,2.38218722746559e-54,5.24634950694315e-52,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"78",10,1,0.25,0.01,0,0,4.97415446354594e-07,7.67768286339939e-06,-0.671863403336473,15.1679022044589,-42.8779997573465,26.2134090641266
"79",35,1,0.25,0.01,0,0,6.90807769442962e-18,2.79329169336134e-16,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"80",60,1,0.25,0.01,0,0,9.5938995235049e-29,6.27778270446352e-27,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"81",85,1,0.25,0.01,0,0,1.33239538028545e-39,1.20495378303167e-37,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"82",110,1,0.25,0.01,0,0,1.85042322473409e-50,2.13603885604547e-48,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"83",135,1,0.25,0.01,0,0,2.56985738715331e-61,3.60898311940244e-59,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"84",160,1,0.25,0.01,0,0,3.56900351337484e-72,5.90438637553021e-70,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"85",10,1.25,0.25,0.01,0,0,1.28708514998729e-08,1.60342470454246e-07,-0.671863646174339,15.1679017816871,-42.8779997700986,26.2134089084644
"86",35,1.25,0.25,0.01,0,0,3.45068026455911e-22,1.12001483627437e-20,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"87",60,1.25,0.25,0.01,0,0,9.25128713576136e-36,4.85302153517682e-34,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"88",85,1.25,0.25,0.01,0,0,2.48027365929363e-49,1.79715168248244e-47,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"89",110,1.25,0.25,0.01,0,0,6.64962327372352e-63,6.14809526647073e-61,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"90",135,1.25,0.25,0.01,0,0,1.78276657161445e-76,2.00486003321278e-74,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"91",160,1.25,0.25,0.01,0,0,4.77960407385039e-90,6.3309583181747e-88,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"92",10,1.5,0.25,0.01,0,0,3.11485898689108e-10,3.24989662233343e-09,-0.671863651195067,15.1679017729448,-42.8779997703569,26.213408905102
"93",35,1.5,0.25,0.01,0,0,1.61211240219322e-26,4.36885587685647e-25,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"94",60,1.5,0.25,0.01,0,0,8.34357641308634e-43,3.65172145915691e-41,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"95",85,1.5,0.25,0.01,0,0,4.31826386710392e-59,2.60967917229073e-57,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"96",110,1.5,0.25,0.01,0,0,2.23494121737635e-75,1.72314401326461e-73,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"97",135,1.5,0.25,0.01,0,0,1.15670612052648e-91,1.08460701577801e-89,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"98",160,1.5,0.25,0.01,0,0,5.98659615233269e-108,6.61120929522661e-106,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"99",10,1.75,0.25,0.01,0,0,7.21873223495633e-12,6.4747212928522e-11,-0.671863651297233,15.1679017727684,-42.877999770362,26.2134089050318
"100",35,1.75,0.25,0.01,0,0,7.21235922645189e-31,1.67723754528345e-29,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"101",60,1.75,0.25,0.01,0,0,7.20599184431466e-50,2.7051842138901e-48,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"102",85,1.75,0.25,0.01,0,0,7.19963008357732e-69,3.73131454383095e-67,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"103",110,1.75,0.25,0.01,0,0,7.19327393927687e-88,4.75563094099641e-86,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"104",135,1.75,0.25,0.01,0,0,7.18692340645489e-107,5.77813580844434e-105,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"105",160,1.75,0.25,0.01,0,0,7.18057848015794e-126,6.79883154640354e-124,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"106",10,2,0.25,0.01,0,0,1.6241933720317e-13,1.27690108440899e-12,-0.671863651299717,15.1679017727647,-42.877999770362,26.2134089050305
"107",35,2,0.25,0.01,0,0,3.13266271937018e-35,6.37865117163158e-34,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"108",60,2,0.25,0.01,0,0,6.04212274370747e-57,1.98554759071334e-55,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"109",85,2,0.25,0.01,0,0,1.16537433233051e-78,5.28634252912665e-77,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"110",110,2,0.25,0.01,0,0,2.24771556630353e-100,1.30056768072176e-98,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"111",135,2,0.25,0.01,0,0,4.33528105677399e-122,3.05037984855556e-120,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"112",160,2,0.25,0.01,0,0,8.36167267913384e-144,6.92862875402553e-142,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"113",10,2.25,0.25,0.01,0,0,3.5785910762736e-15,2.50324679950614e-14,-0.671863651300236,15.1679017727642,-42.877999770362,26.2134089050304
"114",35,2.25,0.25,0.01,0,0,1.33243940412228e-39,2.41253790859475e-38,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"115",60,2.25,0.25,0.01,0,0,4.96115573927608e-64,1.4495149944549e-62,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"116",85,2.25,0.25,0.01,0,0,1.84721843208819e-88,7.44953559932015e-87,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"117",110,2.25,0.25,0.01,0,0,6.87786498785489e-113,3.53793983334038e-111,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"118",135,2.25,0.25,0.01,0,0,2.5608788852158e-137,1.60184556860048e-135,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"119",160,2.25,0.25,0.01,0,0,9.5350820004818e-162,7.0237062724757e-160,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"120",10,2.5,0.25,0.01,0,0,7.76547498086335e-17,4.89118338720879e-16,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"121",35,2.5,0.25,0.01,0,0,5.5816539262585e-44,9.09732978955608e-43,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"122",60,2.5,0.25,0.01,0,0,4.01197101649186e-71,1.05509331100504e-69,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"123",85,2.5,0.25,0.01,0,0,2.88371720099823e-98,1.04674976348457e-96,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"124",110,2.5,0.25,0.01,0,0,2.07275298379509e-125,9.59656181913588e-124,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"125",135,2.5,0.25,0.01,0,0,1.48984960465068e-152,8.38764878478613e-151,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"126",160,2.5,0.25,0.01,0,0,1.07087137822552e-179,7.0997302551199e-178,-0.671863651300242,15.1679017727647,-42.877999770362,26.2134089050304
"127",10,0.5,0.5,0.01,0,0,0.000418871985716735,0.0122241887239117,-0.591763505044407,15.0971733849725,-42.8322392933909,26.5269216825856
"128",35,0.5,0.5,0.01,0,0,1.56091001733985e-09,1.23598372527174e-07,-0.59223394982012,15.0964336443044,-42.8322613852868,26.5266770133691
"129",60,0.5,0.5,0.01,0,0,5.81697026632956e-15,7.51456780268787e-13,-0.592233951571166,15.0964336415471,-42.8322613853691,26.5266770124568
"130",85,0.5,0.5,0.01,0,0,2.16778306949044e-20,3.8843103286139e-18,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"131",110,0.5,0.5,0.01,0,0,8.07857565229498e-26,1.8514765233614e-23,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"132",135,0.5,0.5,0.01,0,0,3.01060495805021e-31,8.40511333783913e-29,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"133",160,0.5,0.5,0.01,0,0,1.12194805167936e-36,3.69326825405357e-34,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"134",10,0.75,0.5,0.01,0,0,1.5050288106765e-05,0.000304488989008153,-0.592222696840389,15.0964513420352,-42.8322608612971,26.5266831480707
"135",35,0.75,0.5,0.01,0,0,1.08273673338172e-13,5.79965460779844e-12,-0.592233951571091,15.0964336415472,-42.8322613853691,26.5266770124569
"136",60,0.75,0.5,0.01,0,0,7.78935209676804e-22,6.76879937676674e-20,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"137",85,0.75,0.5,0.01,0,0,5.60376352041935e-30,6.73748549067734e-28,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"138",110,0.75,0.5,0.01,0,0,4.03142202363814e-38,6.19084403219481e-36,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"139",135,0.75,0.5,0.01,0,0,2.90025863394356e-46,5.42052843174173e-44,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"140",160,0.75,0.5,0.01,0,0,2.08648464349398e-54,4.59509514442581e-52,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"141",10,1,0.5,0.01,0,0,4.35758497676416e-07,6.72563179801618e-06,-0.592233707525724,15.0964340254082,-42.8322613741599,26.5266771516302
"142",35,1,0.5,0.01,0,0,6.05178946372473e-18,2.44699932000609e-16,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"143",60,1,0.5,0.01,0,0,8.40469123547882e-29,5.49955172825479e-27,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"144",85,1,0.5,0.01,0,0,1.16723880080688e-39,1.05558435704639e-37,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"145",110,1,0.5,0.01,0,0,1.62105469426136e-50,1.87125330310481e-48,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"146",135,1,0.5,0.01,0,0,2.25131165959388e-61,3.16161399796319e-59,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"147",160,1,0.5,0.01,0,0,3.12660899509787e-72,5.17248402141431e-70,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"148",10,1.25,0.5,0.01,0,0,1.12779230932293e-08,1.40489857553848e-07,-0.592233946528151,15.0964336494832,-42.8322613851419,26.5266770154617
"149",35,1.25,0.5,0.01,0,0,3.02361554270515e-22,9.81376959942286e-21,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"150",60,1.25,0.5,0.01,0,0,8.10632496467771e-36,4.25234041829276e-34,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"151",85,1.25,0.5,0.01,0,0,2.17330885837966e-49,1.57471588253273e-47,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"152",110,1.25,0.5,0.01,0,0,5.82664945520038e-63,5.38714926276785e-61,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"153",135,1.25,0.5,0.01,0,0,1.56212697256009e-76,1.75672219549183e-74,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"154",160,1.25,0.5,0.01,0,0,4.18806845539999e-90,5.54739269181177e-88,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"155",10,1.5,0.5,0.01,0,0,2.73000236469594e-10,2.84817694765103e-09,-0.592233951471722,15.0964336417069,-42.8322613853646,26.5266770125203
"156",35,1.5,0.5,0.01,0,0,1.41292774044178e-26,3.8289692132815e-25,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"157",60,1.5,0.5,0.01,0,0,7.31268523987986e-43,3.20048495119936e-41,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"158",85,1.5,0.5,0.01,0,0,3.78472046991134e-59,2.28721533600255e-57,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"159",110,1.5,0.5,0.01,0,0,1.95880289736108e-75,1.51022802771965e-73,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"160",135,1.5,0.5,0.01,0,0,1.01378921408162e-91,9.50591691890286e-90,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"161",160,1.5,0.5,0.01,0,0,5.24692184176801e-108,5.79432656306432e-106,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"162",10,1.75,0.5,0.01,0,0,6.32842536536162e-12,5.67579669519599e-11,-0.592233951569277,15.0964336415498,-42.832261385369,26.5266770124583
"163",35,1.75,0.5,0.01,0,0,6.32283835820297e-31,1.47034120828107e-29,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"164",60,1.75,0.5,0.01,0,0,6.31725628349547e-50,2.37150831093311e-48,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"165",85,1.75,0.5,0.01,0,0,6.31167913688454e-69,3.27108308912667e-67,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"166",110,1.75,0.5,0.01,0,0,6.30610691401963e-88,4.16906765202661e-86,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"167",135,1.75,0.5,0.01,0,0,6.30053961055336e-107,5.06546410631508e-105,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"168",160,1.75,0.5,0.01,0,0,6.29497722214309e-126,5.96027455619357e-124,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"169",10,2,0.5,0.01,0,0,1.42426153805186e-13,1.11964030908787e-12,-0.592233951571087,15.0964336415471,-42.8322613853691,26.526677012457
"170",35,2,0.5,0.01,0,0,2.74704422497841e-35,5.59331135715047e-34,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"171",60,2,0.5,0.01,0,0,5.29836113127731e-57,1.74110498438153e-55,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"172",85,2,0.5,0.01,0,0,1.02192132264089e-78,4.63555762721634e-77,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"173",110,2,0.5,0.01,0,0,1.97103059567473e-100,1.14046193133147e-98,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"174",135,2,0.5,0.01,0,0,3.80162496173978e-122,2.67486889688171e-120,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"175",160,2,0.5,0.01,0,0,7.33238356697148e-144,6.07570092405541e-142,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"176",10,2.25,0.5,0.01,0,0,3.13897933291931e-15,2.19557132310905e-14,-0.592233951571139,15.0964336415471,-42.8322613853691,26.5266770124569
"177",35,2.25,0.5,0.01,0,0,1.16875598881286e-39,2.11610869491138e-38,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"178",60,2.25,0.5,0.01,0,0,4.35170294707093e-64,1.2714266572994e-62,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"179",85,2.25,0.5,0.01,0,0,1.62029702699366e-88,6.53431315779198e-87,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"180",110,2.25,0.5,0.01,0,0,6.0329541965902e-113,3.1032903078348e-111,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"181",135,2.25,0.5,0.01,0,0,2.24628791707938e-137,1.40505521516993e-135,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"182",160,2.25,0.5,0.01,0,0,8.36374559128734e-162,6.16083583788563e-160,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"183",10,2.5,0.5,0.01,0,0,6.81358630765008e-17,4.29128576864732e-16,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"184",35,2.5,0.5,0.01,0,0,4.89745712396437e-44,7.98193967246186e-43,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"185",60,2.5,0.5,0.01,0,0,3.52018528834653e-71,9.25742931034722e-70,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"186",85,2.5,0.5,0.01,0,0,2.53023235336877e-98,9.18427048812501e-97,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"187",110,2.5,0.5,0.01,0,0,1.81867579051256e-125,8.42012896062666e-124,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"188",135,2.5,0.5,0.01,0,0,1.30722446363186e-152,7.35942938200491e-151,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"189",160,2.5,0.5,0.01,0,0,9.39604412854693e-180,6.22940162504308e-178,-0.59223395157114,15.0964336415471,-42.8322613853691,26.5266770124569
"190",10,0.5,0.75,0.01,0,0,0.000361277997811538,0.0105429063687855,-0.501912586156637,15.0066765392607,-42.8061009296493,26.8290452036615
"191",35,0.5,0.75,0.01,0,0,1.34628773373119e-09,1.06602021624218e-07,-0.502361509340683,15.0060294568062,-42.8061195890919,26.8288344844073
"192",60,0.5,0.75,0.01,0,0,5.01714745246699e-15,6.48126134581141e-13,-0.502361511014138,15.0060294543914,-42.8061195891614,26.8288344836225
"193",85,0.5,0.75,0.01,0,0,1.86971684685226e-20,3.35019973877008e-18,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
"194",110,0.5,0.75,0.01,0,0,6.96778621821084e-26,1.59689255926899e-23,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
"195",135,0.5,0.75,0.01,0,0,2.59665226124616e-31,7.24939085209175e-29,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
"196",160,0.5,0.75,0.01,0,0,9.67682238615834e-37,3.18543766076649e-34,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
"197",10,0.75,0.75,0.01,0,0,1.29832175728542e-05,0.000262656077223384,-0.502350767553684,15.0060449436116,-42.806119145676,26.8288397688856
"198",35,0.75,0.75,0.01,0,0,9.3402905983572e-14,5.00301110484957e-12,-0.502361511014319,15.0060294543914,-42.8061195891614,26.8288344836226
"199",60,0.75,0.75,0.01,0,0,6.71952931064797e-22,5.8390758475977e-20,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
"200",85,0.75,0.75,0.01,0,0,4.83411877619732e-30,5.81208176757681e-28,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
"201",110,0.75,0.75,0.01,0,0,3.47772935603568e-38,5.34053206058616e-36,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
"202",135,0.75,0.75,0.01,0,0,2.50192476307888e-46,4.67602473068374e-44,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
"203",160,0.75,0.75,0.01,0,0,1.79991795774544e-54,3.96396704914483e-52,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
"204",10,1,0.75,0.01,0,0,3.75984400544533e-07,5.80274615585509e-06,-0.502361277966241,15.0060297904406,-42.8061195796602,26.8288346035339
"205",35,1,0.75,0.01,0,0,5.22165016958697e-18,2.11129465839315e-16,-0.502361511014218,15.0060294543912,-42.8061195891614,26.8288344836226
