"","county","year","foi","incidence","previousyear","previnf"
"3127","Kenora District-Ontario","2013",0.06254394,0,0,0.01648301
"3128","Kenora District-Ontario","2014",0.3209188,0,0,0.06254394
"3129","Kenora District-Ontario","2015",0.5377602,0,0,0.3209188
"3130","Kenora District-Ontario","2016",0.7577735,1,0,0.5377602
"3133","Kent-New Brunswick","2007",0.001977061,0,0,1
"3134","Kent-New Brunswick","2008",0.004967534,0,0,0.001977061
"3135","Kent-New Brunswick","2009",0.007076586,0,0,0.004967534
"3136","Kent-New Brunswick","2010",0.1717729,0,0,0.007076586
"3137","Kent-New Brunswick","2011",0.4283218,0,0,0.1717729
"3138","Kent-New Brunswick","2012",0.6593409,0,0,0.4283218
"3139","Kent-New Brunswick","2013",0.9535622,1,0,0.6593409
"3145","Kerr-Texas","2007",5.775915e-07,0,0,1
"3146","Kerr-Texas","2008",4.994093e-06,0,0,5.775915e-07
"3147","Kerr-Texas","2009",5.519956e-05,0,0,4.994093e-06
"3148","Kerr-Texas","2010",9.913664e-05,0,0,5.519956e-05
"3149","Kerr-Texas","2011",0.0002776367,0,0,9.913664e-05
"3150","Kerr-Texas","2012",0.0005932013,0,0,0.0002776367
"3151","Kerr-Texas","2013",0.001399832,0,0,0.0005932013
"3152","Kerr-Texas","2014",0.003058165,0,0,0.001399832
"3153","Kerr-Texas","2015",0.004147164,0,0,0.003058165
"3154","Kerr-Texas","2016",0.01745371,0,0,0.004147164
"3155","Kerr-Texas","2017",0.2801134,0,0,0.01745371
"3156","Kerr-Texas","2018",1,1,0,0.2801134
"3157","Keweenaw-Michigan","2007",0.0002729514,0,0,1
"3158","Keweenaw-Michigan","2008",0.0007733384,0,0,0.0002729514
"3159","Keweenaw-Michigan","2009",0.003492588,0,0,0.0007733384
"3160","Keweenaw-Michigan","2010",0.01667681,0,0,0.003492588
"3161","Keweenaw-Michigan","2011",0.02264844,0,0,0.01667681
"3162","Keweenaw-Michigan","2012",0.02774177,0,0,0.02264844
"3163","Keweenaw-Michigan","2013",0.1644152,1,0,0.02774177
"3169","King-Texas","2007",1.311087e-06,0,0,1
"3170","King-Texas","2008",9.953518e-06,0,0,1.311087e-06
"3171","King-Texas","2009",0.0001861152,0,0,9.953518e-06
"3172","King-Texas","2010",0.0002851446,0,0,0.0001861152
"3173","King-Texas","2011",0.0007881535,0,0,0.0002851446
"3174","King-Texas","2012",0.001604823,0,0,0.0007881535
"3175","King-Texas","2013",0.004169486,0,0,0.001604823
"3176","King-Texas","2014",0.01030094,0,0,0.004169486
"3177","King-Texas","2015",0.01589168,0,0,0.01030094
"3178","King-Texas","2016",0.6749419,1,0,0.01589168
"3181","Kings-New Brunswick","2007",0.002972576,0,0,1
"3182","Kings-New Brunswick","2008",0.00757086,0,0,0.002972576
"3183","Kings-New Brunswick","2009",0.01054117,0,0,0.00757086
"3184","Kings-New Brunswick","2010",0.4309715,0,0,0.01054117
"3185","Kings-New Brunswick","2011",0.6080594,1,0,0.4309715
"3193","Kings-Nova Scotia","2007",0.002455924,0,0,1
"3194","Kings-Nova Scotia","2008",0.006223347,0,0,0.002455924
"3195","Kings-Nova Scotia","2009",0.008339667,0,0,0.006223347
"3196","Kings-Nova Scotia","2010",0.3473115,1,0,0.008339667
"3205","Kings-Prince Edward","2007",0.000952358,0,0,1
"3206","Kings-Prince Edward","2008",0.00235688,0,0,0.000952358
"3207","Kings-Prince Edward","2009",0.003238571,0,0,0.00235688
"3208","Kings-Prince Edward","2010",0.112885,0,0,0.003238571
"3209","Kings-Prince Edward","2011",0.2699134,0,0,0.112885
"3210","Kings-Prince Edward","2012",0.7565199,1,0,0.2699134
"3217","Kiowa-Kansas","2007",2.976501e-06,0,0,1
"3218","Kiowa-Kansas","2008",1.926532e-05,0,0,2.976501e-06
"3219","Kiowa-Kansas","2009",0.0005862439,0,0,1.926532e-05
"3220","Kiowa-Kansas","2010",0.0007913078,0,0,0.0005862439
"3221","Kiowa-Kansas","2011",0.001965105,0,0,0.0007913078
"3222","Kiowa-Kansas","2012",0.004033404,0,0,0.001965105
"3223","Kiowa-Kansas","2013",0.01296622,0,0,0.004033404
"3224","Kiowa-Kansas","2014",0.02863393,0,0,0.01296622
"3225","Kiowa-Kansas","2015",0.04843135,0,0,0.02863393
"3226","Kiowa-Kansas","2016",0.08345751,0,0,0.04843135
"3227","Kiowa-Kansas","2017",0.8813765,1,0,0.08345751
"3229","L'�rable-Quebec","2007",0.03572017,0,0,1
"3230","L'�rable-Quebec","2008",0.09462102,0,0,0.03572017
"3231","L'�rable-Quebec","2009",0.1805271,0,0,0.09462102
"3232","L'�rable-Quebec","2010",0.3926285,1,0,0.1805271
"3241","La C�te-De-Gasp�-Quebec","2007",0.005240811,0,0,1
"3242","La C�te-De-Gasp�-Quebec","2008",0.01288939,0,0,0.005240811
"3243","La C�te-De-Gasp�-Quebec","2009",0.01921708,0,0,0.01288939
"3244","La C�te-De-Gasp�-Quebec","2010",0.1041928,0,0,0.01921708
"3245","La C�te-De-Gasp�-Quebec","2011",0.2221422,0,0,0.1041928
"3246","La C�te-De-Gasp�-Quebec","2012",0.4705675,0,0,0.2221422
"3247","La C�te-De-Gasp�-Quebec","2013",0.8468478,0,0,0.4705675
"3248","La C�te-De-Gasp�-Quebec","2014",0.9471246,1,0,0.8468478
"3253","La Crosse-Wisconsin","2007",3.558751e-05,0,0,1
"3254","La Crosse-Wisconsin","2008",0.0001418795,0,0,3.558751e-05
"3255","La Crosse-Wisconsin","2009",0.0009806704,0,0,0.0001418795
"3256","La Crosse-Wisconsin","2010",0.001994248,0,0,0.0009806704
"3257","La Crosse-Wisconsin","2011",0.004009678,0,0,0.001994248
"3258","La Crosse-Wisconsin","2012",0.008430902,0,0,0.004009678
"3259","La Crosse-Wisconsin","2013",0.0396615,0,0,0.008430902
"3260","La Crosse-Wisconsin","2014",0.1818914,0,0,0.0396615
"3261","La Crosse-Wisconsin","2015",0.3120828,0,0,0.1818914
"3262","La Crosse-Wisconsin","2016",0.8570116,1,0,0.3120828
"3265","La C̫te-de-Beaupr̩-Qu̩bec","2007",0.01820775,0,0,1
"3266","La C̫te-de-Beaupr̩-Qu̩bec","2008",0.04664425,0,0,0.01820775
"3267","La C̫te-de-Beaupr̩-Qu̩bec","2009",0.07972236,0,0,0.04664425
"3268","La C̫te-de-Beaupr̩-Qu̩bec","2010",0.2561109,1,0,0.07972236
"3277","La Jacques-Cartier (Part 1 Of)-Quebec","2007",0.01831039,0,0,1
"3278","La Jacques-Cartier (Part 1 Of)-Quebec","2008",0.04733468,0,0,0.01831039
"3279","La Jacques-Cartier (Part 1 Of)-Quebec","2009",0.08241142,0,0,0.04733468
"3280","La Jacques-Cartier (Part 1 Of)-Quebec","2010",0.5217465,0,0,0.08241142
"3281","La Jacques-Cartier (Part 1 Of)-Quebec","2011",0.9273915,1,0,0.5217465
"3289","La Vallee-De-L'Or (Part 1 Of)-Quebec","2007",0.03257891,0,0,1
"3290","La Vallee-De-L'Or (Part 1 Of)-Quebec","2008",0.07674119,0,0,0.03257891
"3291","La Vallee-De-L'Or (Part 1 Of)-Quebec","2009",0.3301425,0,0,0.07674119
"3292","La Vallee-De-L'Or (Part 1 Of)-Quebec","2010",0.7549578,1,0,0.3301425
"3301","Lac-Saint-Jean-Est-Quebec","2007",0.02537074,0,0,1
"3302","Lac-Saint-Jean-Est-Quebec","2008",0.06385645,0,0,0.02537074
"3303","Lac-Saint-Jean-Est-Quebec","2009",0.1084694,0,0,0.06385645
"3304","Lac-Saint-Jean-Est-Quebec","2010",0.5339325,0,0,0.1084694
"3305","Lac-Saint-Jean-Est-Quebec","2011",0.8194308,1,0,0.5339325
"3313","Lackawanna-Pennsylvania","2007",0.1528167,0,0,1
"3314","Lackawanna-Pennsylvania","2008",0.4088091,1,0,0.1528167
"3325","Laclede-Missouri","2007",6.231138e-06,0,0,1
"3326","Laclede-Missouri","2008",6.337777e-05,0,0,6.231138e-06
"3327","Laclede-Missouri","2009",0.0192059,0,0,6.337777e-05
"3328","Laclede-Missouri","2010",0.02083949,0,0,0.0192059
"3329","Laclede-Missouri","2011",0.04008809,0,0,0.02083949
"3330","Laclede-Missouri","2012",0.09380311,0,0,0.04008809
"3331","Laclede-Missouri","2013",0.4351501,1,0,0.09380311
"3337","Lafayette-Wisconsin","2007",4.575694e-05,0,0,1
"3338","Lafayette-Wisconsin","2008",0.0002196306,0,0,4.575694e-05
"3339","Lafayette-Wisconsin","2009",0.002034621,0,0,0.0002196306
"3340","Lafayette-Wisconsin","2010",0.00396001,0,0,0.002034621
"3341","Lafayette-Wisconsin","2011",0.008722314,0,0,0.00396001
"3342","Lafayette-Wisconsin","2012",0.02424584,0,0,0.008722314
"3343","Lafayette-Wisconsin","2013",0.1090395,0,0,0.02424584
"3344","Lafayette-Wisconsin","2014",0.3106048,1,0,0.1090395
"3349","Lake-Michigan","2007",0.0009071798,0,0,1
"3350","Lake-Michigan","2008",0.003196757,0,0,0.0009071798
"3351","Lake-Michigan","2009",0.0137869,0,0,0.003196757
"3352","Lake-Michigan","2010",0.03432037,0,0,0.0137869
"3353","Lake-Michigan","2011",0.06169193,0,0,0.03432037
"3354","Lake-Michigan","2012",0.08925318,0,0,0.06169193
"3355","Lake-Michigan","2013",0.1561298,0,0,0.08925318
"3356","Lake-Michigan","2014",0.8345848,0,0,0.1561298
"3357","Lake-Michigan","2015",0.8977882,0,0,0.8345848
"3358","Lake-Michigan","2016",0.9950443,1,0,0.8977882
"3361","Lake-Minnesota","2007",0.0001114037,0,0,1
"3362","Lake-Minnesota","2008",0.0003241642,0,0,0.0001114037
"3363","Lake-Minnesota","2009",0.001325862,0,0,0.0003241642
"3364","Lake-Minnesota","2010",0.004501505,0,0,0.001325862
"3365","Lake-Minnesota","2011",0.006426256,0,0,0.004501505
"3366","Lake-Minnesota","2012",0.008907523,0,0,0.006426256
"3367","Lake-Minnesota","2013",0.07328439,0,0,0.008907523
"3368","Lake-Minnesota","2014",0.3599393,0,0,0.07328439
"3369","Lake-Minnesota","2015",0.7695265,0,0,0.3599393
"3370","Lake-Minnesota","2016",0.9810082,0,0,0.7695265
"3371","Lake-Minnesota","2017",0.9992249,0,0,0.9810082
"3372","Lake-Minnesota","2018",1,1,0,0.9992249
"3373","Lamoille-Vermont","2007",0.2439626,0,0,1
"3374","Lamoille-Vermont","2008",0.6782221,0,0,0.2439626
"3375","Lamoille-Vermont","2009",0.8120307,1,0,0.6782221
"3385","Lancaster-Nebraska","2007",1.647316e-05,0,0,1
"3386","Lancaster-Nebraska","2008",8.918833e-05,0,0,1.647316e-05
"3387","Lancaster-Nebraska","2009",0.003036001,0,0,8.918833e-05
"3388","Lancaster-Nebraska","2010",0.003925505,0,0,0.003036001
"3389","Lancaster-Nebraska","2011",0.008291945,0,0,0.003925505
"3390","Lancaster-Nebraska","2012",0.0173014,0,0,0.008291945
"3391","Lancaster-Nebraska","2013",0.05781645,0,0,0.0173014
"3392","Lancaster-Nebraska","2014",0.1271385,0,0,0.05781645
"3393","Lancaster-Nebraska","2015",0.5039299,0,0,0.1271385
"3394","Lancaster-Nebraska","2016",0.9529345,1,0,0.5039299
"3397","Lancaster-South Carolina","2007",0.0002697463,0,0,1
"3398","Lancaster-South Carolina","2008",0.01954125,0,0,0.0002697463
"3399","Lancaster-South Carolina","2009",0.05817022,0,0,0.01954125
"3400","Lancaster-South Carolina","2010",0.1479412,0,0,0.05817022
"3401","Lancaster-South Carolina","2011",0.1835068,0,0,0.1479412
"3402","Lancaster-South Carolina","2012",0.290424,0,0,0.1835068
"3403","Lancaster-South Carolina","2013",0.421175,0,0,0.290424
"3404","Lancaster-South Carolina","2014",0.4918267,0,0,0.421175
"3405","Lancaster-South Carolina","2015",0.4985804,0,0,0.4918267
"3406","Lancaster-South Carolina","2016",0.6385208,1,0,0.4985804
"3409","LaSalle-Illinois","2007",0.000257555,0,0,1
"3410","LaSalle-Illinois","2008",0.001658196,0,0,0.000257555
"3411","LaSalle-Illinois","2009",0.01660312,0,0,0.001658196
"3412","LaSalle-Illinois","2010",0.04037481,0,0,0.01660312
"3413","LaSalle-Illinois","2011",0.1009189,0,0,0.04037481
"3414","LaSalle-Illinois","2012",0.1716552,1,0,0.1009189
"3421","Lauderdale-Alabama","2007",1.65617e-05,0,0,1
"3422","Lauderdale-Alabama","2008",0.000487508,0,0,1.65617e-05
"3423","Lauderdale-Alabama","2009",0.002420432,0,0,0.000487508
"3424","Lauderdale-Alabama","2010",0.01782887,0,0,0.002420432
"3425","Lauderdale-Alabama","2011",0.0658532,1,0,0.01782887
"3433","Laurens-South Carolina","2007",0.0001182727,0,0,1
"3434","Laurens-South Carolina","2008",0.009744571,0,0,0.0001182727
"3435","Laurens-South Carolina","2009",0.03392429,0,0,0.009744571
"3436","Laurens-South Carolina","2010",0.1235188,0,0,0.03392429
"3437","Laurens-South Carolina","2011",0.172779,0,0,0.1235188
"3438","Laurens-South Carolina","2012",0.3473879,0,0,0.172779
"3439","Laurens-South Carolina","2013",0.5001268,0,0,0.3473879
"3440","Laurens-South Carolina","2014",0.5186332,0,0,0.5001268
"3441","Laurens-South Carolina","2015",0.5327078,0,0,0.5186332
"3442","Laurens-South Carolina","2016",0.7713772,1,0,0.5327078
"3445","Lawrence-Alabama","2007",1.800701e-05,0,0,1
"3446","Lawrence-Alabama","2008",0.0005670816,0,0,1.800701e-05
"3447","Lawrence-Alabama","2009",0.002515737,0,0,0.0005670816
"3448","Lawrence-Alabama","2010",0.01446206,0,0,0.002515737
"3449","Lawrence-Alabama","2011",0.1335402,0,0,0.01446206
"3450","Lawrence-Alabama","2012",0.3258759,0,0,0.1335402
"3451","Lawrence-Alabama","2013",0.5369609,1,0,0.3258759
"3457","Lawrence-Indiana","2007",9.72446e-05,0,0,1
"3458","Lawrence-Indiana","2008",0.001756605,0,0,9.72446e-05
"3459","Lawrence-Indiana","2009",0.007067799,0,0,0.001756605
"3460","Lawrence-Indiana","2010",0.2584145,0,0,0.007067799
"3461","Lawrence-Indiana","2011",0.6678678,1,0,0.2584145
"3469","Lawrence-Ohio","2007",0.0006856377,0,0,1
"3470","Lawrence-Ohio","2008",0.03775268,0,0,0.0006856377
"3471","Lawrence-Ohio","2009",0.121871,0,0,0.03775268
"3472","Lawrence-Ohio","2010",0.2347918,1,0,0.121871
"3481","Lawrence-Pennsylvania","2007",0.003803578,0,0,1
"3482","Lawrence-Pennsylvania","2008",0.03066267,0,0,0.003803578
"3483","Lawrence-Pennsylvania","2009",0.1163491,1,0,0.03066267
"3493","Lawrence-Tennessee","2007",1.667223e-05,0,0,1
"3494","Lawrence-Tennessee","2008",0.0005171281,0,0,1.667223e-05
"3495","Lawrence-Tennessee","2009",0.00243523,0,0,0.0005171281
"3496","Lawrence-Tennessee","2010",0.0218795,0,0,0.00243523
"3497","Lawrence-Tennessee","2011",0.1374123,0,0,0.0218795
"3498","Lawrence-Tennessee","2012",0.4147727,1,0,0.1374123
"3505","Le Flore-Oklahoma","2007",5.5576e-06,0,0,1
"3506","Le Flore-Oklahoma","2008",5.924485e-05,0,0,5.5576e-06
"3507","Le Flore-Oklahoma","2009",0.003074517,0,0,5.924485e-05
"3508","Le Flore-Oklahoma","2010",0.004105903,0,0,0.003074517
"3509","Le Flore-Oklahoma","2011",0.01538001,0,0,0.004105903
"3510","Le Flore-Oklahoma","2012",0.02609584,0,0,0.01538001
"3511","Le Flore-Oklahoma","2013",0.07758807,0,0,0.02609584
"3512","Le Flore-Oklahoma","2014",0.4453056,0,0,0.07758807
"3513","Le Flore-Oklahoma","2015",0.643472,0,0,0.4453056
"3514","Le Flore-Oklahoma","2016",0.906906,0,0,0.643472
"3515","Le Flore-Oklahoma","2017",0.9946425,1,0,0.906906
"3517","Le Granit-Quebec","2007",0.05758509,0,0,1
"3518","Le Granit-Quebec","2008",0.1532241,0,0,0.05758509
"3519","Le Granit-Quebec","2009",0.3093497,0,0,0.1532241
"3520","Le Granit-Quebec","2010",0.5042523,1,0,0.3093497
"3529","Le Haut-Saint-Fran̤ois-Quebec","2007",0.07387958,0,0,1
"3530","Le Haut-Saint-Fran̤ois-Quebec","2008",0.1979857,0,0,0.07387958
"3531","Le Haut-Saint-Fran̤ois-Quebec","2009",0.4438457,0,0,0.1979857
"3532","Le Haut-Saint-Fran̤ois-Quebec","2010",0.8130375,0,0,0.4438457
"3533","Le Haut-Saint-Fran̤ois-Quebec","2011",0.9318934,1,0,0.8130375
"3541","Le Haut-Saint-Laurent-Qu̩bec","2007",0.1908737,0,0,1
"3542","Le Haut-Saint-Laurent-Qu̩bec","2008",0.6697821,0,0,0.1908737
"3543","Le Haut-Saint-Laurent-Qu̩bec","2009",0.8194977,0,0,0.6697821
"3544","Le Haut-Saint-Laurent-Qu̩bec","2010",0.9259161,0,0,0.8194977
"3545","Le Haut-Saint-Laurent-Qu̩bec","2011",0.9715483,0,0,0.9259161
"3546","Le Haut-Saint-Laurent-Qu̩bec","2012",0.9803127,0,0,0.9715483
"3547","Le Haut-Saint-Laurent-Qu̩bec","2013",0.9831794,1,0,0.9803127
"3553","Lee-Kentucky","2007",0.0001688937,0,0,1
"3554","Lee-Kentucky","2008",0.01321858,0,0,0.0001688937
"3555","Lee-Kentucky","2009",0.04520158,0,0,0.01321858
"3556","Lee-Kentucky","2010",0.1170608,0,0,0.04520158
"3557","Lee-Kentucky","2011",0.2156499,0,0,0.1170608
"3558","Lee-Kentucky","2012",0.6646288,0,0,0.2156499
"3559","Lee-Kentucky","2013",0.9569128,1,0,0.6646288
"3565","Lee-Virginia","2007",0.000107439,0,0,1
"3566","Lee-Virginia","2008",0.01754628,0,0,0.000107439
"3567","Lee-Virginia","2009",0.07760876,0,0,0.01754628
"3568","Lee-Virginia","2010",0.1883802,0,0,0.07760876
"3569","Lee-Virginia","2011",0.438439,0,0,0.1883802
"3570","Lee-Virginia","2012",0.7658993,1,0,0.438439
"3577","Les Collines-De-L'Outaouais-Quebec","2007",0.1343422,0,0,1
"3578","Les Collines-De-L'Outaouais-Quebec","2008",0.3233255,0,0,0.1343422
"3579","Les Collines-De-L'Outaouais-Quebec","2009",0.5743286,1,0,0.3233255
"3589","Les Laurentides-Quebec","2007",0.1049809,0,0,1
"3590","Les Laurentides-Quebec","2008",0.2854847,0,0,0.1049809
"3591","Les Laurentides-Quebec","2009",0.5115205,0,0,0.2854847
"3592","Les Laurentides-Quebec","2010",0.6547389,1,0,0.5115205
"3601","Letcher-Kentucky","2007",0.0001858528,0,0,1
"3602","Letcher-Kentucky","2008",0.03317858,0,0,0.0001858528
"3603","Letcher-Kentucky","2009",0.1196349,0,0,0.03317858
"3604","Letcher-Kentucky","2010",0.3328717,0,0,0.1196349
"3605","Letcher-Kentucky","2011",0.4950413,0,0,0.3328717
"3606","Letcher-Kentucky","2012",0.7939198,1,0,0.4950413
"3613","Lewis-New York","2007",0.4294035,0,0,1
"3614","Lewis-New York","2008",0.7342303,1,0,0.4294035
"3625","Lewis-Tennessee","2007",1.746803e-05,0,0,1
"3626","Lewis-Tennessee","2008",0.0005238369,0,0,1.746803e-05
"3627","Lewis-Tennessee","2009",0.002590592,0,0,0.0005238369
"3628","Lewis-Tennessee","2010",0.03179842,0,0,0.002590592
"3629","Lewis-Tennessee","2011",0.1191304,0,0,0.03179842
"3630","Lewis-Tennessee","2012",0.5025239,1,0,0.1191304
"3637","Liberty-Texas","2007",2.855936e-05,0,0,1
"3638","Liberty-Texas","2008",0.0003296051,0,0,2.855936e-05
"3639","Liberty-Texas","2009",0.003162844,0,0,0.0003296051
"3640","Liberty-Texas","2010",0.006464169,0,0,0.003162844
"3641","Liberty-Texas","2011",0.01951375,0,0,0.006464169
"3642","Liberty-Texas","2012",0.04381065,0,0,0.01951375
"3643","Liberty-Texas","2013",0.1169155,0,0,0.04381065
"3644","Liberty-Texas","2014",0.2171903,0,0,0.1169155
"3645","Liberty-Texas","2015",0.264494,0,0,0.2171903
"3646","Liberty-Texas","2016",0.3397456,0,0,0.264494
"3647","Liberty-Texas","2017",0.4926897,0,0,0.3397456
"3648","Liberty-Texas","2018",1,1,0,0.4926897
"3649","Limestone-Alabama","2007",1.766325e-05,0,0,1
"3650","Limestone-Alabama","2008",0.0006028666,0,0,1.766325e-05
"3651","Limestone-Alabama","2009",0.002549292,0,0,0.0006028666
"3652","Limestone-Alabama","2010",0.01556238,0,0,0.002549292
"3653","Limestone-Alabama","2011",0.133229,0,0,0.01556238
"3654","Limestone-Alabama","2012",0.3656982,0,0,0.133229
"3655","Limestone-Alabama","2013",0.6382633,0,0,0.3656982
"3656","Limestone-Alabama","2014",0.8237811,1,0,0.6382633
"3661","Lincoln-Missouri","2007",2.012802e-05,0,0,1
"3662","Lincoln-Missouri","2008",0.0001910328,0,0,2.012802e-05
"3663","Lincoln-Missouri","2009",0.1153981,0,0,0.0001910328
"3664","Lincoln-Missouri","2010",0.1206559,0,0,0.1153981
"3665","Lincoln-Missouri","2011",0.140967,1,0,0.1206559
"3673","Litchfield-Connecticut","2007",0.4095562,1,0,1
"3685","Livingston-New York","2007",0.06876616,0,0,1
"3686","Livingston-New York","2008",0.2074133,0,0,0.06876616
"3687","Livingston-New York","2009",0.5375357,1,0,0.2074133
"3697","Lotbini̬re-Quebec","2007",0.02573403,0,0,1
"3698","Lotbini̬re-Quebec","2008",0.06762037,0,0,0.02573403
"3699","Lotbini̬re-Quebec","2009",0.1244247,0,0,0.06762037
"3700","Lotbini̬re-Quebec","2010",0.5992673,0,0,0.1244247
"3701","Lotbini̬re-Quebec","2011",0.9407054,1,0,0.5992673
"3709","Luzerne-Pennsylvania","2007",0.07238268,0,0,1
"3710","Luzerne-Pennsylvania","2008",0.2722738,1,0,0.07238268
"3721","Lycoming-Pennsylvania","2007",0.03754809,0,0,1
"3722","Lycoming-Pennsylvania","2008",0.2180969,0,0,0.03754809
"3723","Lycoming-Pennsylvania","2009",0.6791069,1,0,0.2180969
"3733","Mackinac-Michigan","2007",0.001159523,0,0,1
"3734","Mackinac-Michigan","2008",0.00318081,0,0,0.001159523
"3735","Mackinac-Michigan","2009",0.01608337,0,0,0.00318081
"3736","Mackinac-Michigan","2010",0.0673969,0,0,0.01608337
"3737","Mackinac-Michigan","2011",0.101242,0,0,0.0673969
"3738","Mackinac-Michigan","2012",0.1197891,0,0,0.101242
"3739","Mackinac-Michigan","2013",0.2591587,1,0,0.1197891
"3745","Macon-Tennessee","2007",3.462384e-05,0,0,1
"3746","Macon-Tennessee","2008",0.001434875,0,0,3.462384e-05
"3747","Macon-Tennessee","2009",0.005490515,0,0,0.001434875
"3748","Macon-Tennessee","2010",0.03575424,0,0,0.005490515
"3749","Macon-Tennessee","2011",0.1330294,0,0,0.03575424
"3750","Macon-Tennessee","2012",0.5439923,0,0,0.1330294
"3751","Macon-Tennessee","2013",0.8613194,1,0,0.5439923
"3757","Madawaska-New Brunswick","2007",0.0102918,0,0,1
"3758","Madawaska-New Brunswick","2008",0.02601307,0,0,0.0102918
"3759","Madawaska-New Brunswick","2009",0.0409892,0,0,0.02601307
"3760","Madawaska-New Brunswick","2010",0.1373449,0,0,0.0409892
"3761","Madawaska-New Brunswick","2011",0.2760977,0,0,0.1373449
"3762","Madawaska-New Brunswick","2012",0.3847125,1,0,0.2760977
"3769","Madison-Alabama","2007",1.919178e-05,0,0,1
"3770","Madison-Alabama","2008",0.0007233939,0,0,1.919178e-05
"3771","Madison-Alabama","2009",0.002893973,0,0,0.0007233939
"3772","Madison-Alabama","2010",0.0148869,0,0,0.002893973
"3773","Madison-Alabama","2011",0.1614475,0,0,0.0148869
"3774","Madison-Alabama","2012",0.3985524,0,0,0.1614475
"3775","Madison-Alabama","2013",0.6322003,0,0,0.3985524
"3776","Madison-Alabama","2014",0.868247,0,0,0.6322003
"3777","Madison-Alabama","2015",0.9403955,0,0,0.868247
"3778","Madison-Alabama","2016",0.9972672,1,0,0.9403955
"3781","Madison-Arkansas","2007",3.811229e-06,0,0,1
"3782","Madison-Arkansas","2008",4.131372e-05,0,0,3.811229e-06
"3783","Madison-Arkansas","2009",0.004647168,0,0,4.131372e-05
"3784","Madison-Arkansas","2010",0.005537379,0,0,0.004647168
"3785","Madison-Arkansas","2011",0.02556302,0,0,0.005537379
"3786","Madison-Arkansas","2012",0.03747937,0,0,0.02556302
"3787","Madison-Arkansas","2013",0.1293211,0,0,0.03747937
"3788","Madison-Arkansas","2014",0.4670734,1,0,0.1293211
"3793","Madison-Illinois","2007",3.954149e-05,0,0,1
"3794","Madison-Illinois","2008",0.000437967,0,0,3.954149e-05
"3795","Madison-Illinois","2009",0.03528311,0,0,0.000437967
"3796","Madison-Illinois","2010",0.05128352,0,0,0.03528311
"3797","Madison-Illinois","2011",0.1530031,0,0,0.05128352
"3798","Madison-Illinois","2012",0.446603,0,0,0.1530031
"3799","Madison-Illinois","2013",0.5618018,0,0,0.446603
"3800","Madison-Illinois","2014",0.9203085,0,0,0.5618018
"3801","Madison-Illinois","2015",0.9829774,1,0,0.9203085
"3805","Madison-North Carolina","2007",8.947549e-05,0,0,1
"3806","Madison-North Carolina","2008",0.01526289,0,0,8.947549e-05
"3807","Madison-North Carolina","2009",0.08054542,0,0,0.01526289
"3808","Madison-North Carolina","2010",0.2636449,0,0,0.08054542
"3809","Madison-North Carolina","2011",0.4159649,0,0,0.2636449
"3810","Madison-North Carolina","2012",0.7322708,0,0,0.4159649
"3811","Madison-North Carolina","2013",0.893256,0,0,0.7322708
"3812","Madison-North Carolina","2014",0.9040254,0,0,0.893256
"3813","Madison-North Carolina","2015",0.9117189,0,0,0.9040254
"3814","Madison-North Carolina","2016",0.9603337,0,0,0.9117189
"3815","Madison-North Carolina","2017",0.9868968,0,0,0.9603337
"3816","Madison-North Carolina","2018",1,1,0,0.9868968
"3817","Madison-Ohio","2007",0.0008507604,0,0,1
"3818","Madison-Ohio","2008",0.01359017,0,0,0.0008507604
"3819","Madison-Ohio","2009",0.04874502,0,0,0.01359017
"3820","Madison-Ohio","2010",0.118242,0,0,0.04874502
"3821","Madison-Ohio","2011",0.2584657,0,0,0.118242
"3822","Madison-Ohio","2012",0.6758942,1,0,0.2584657
"3829","Manistee-Michigan","2007",0.0007159389,0,0,1
"3830","Manistee-Michigan","2008",0.002418109,0,0,0.0007159389
"3831","Manistee-Michigan","2009",0.01048746,0,0,0.002418109
"3832","Manistee-Michigan","2010",0.02703366,0,0,0.01048746
"3833","Manistee-Michigan","2011",0.04692661,0,0,0.02703366
"3834","Manistee-Michigan","2012",0.06613204,0,0,0.04692661
"3835","Manistee-Michigan","2013",0.1406577,0,0,0.06613204
"3836","Manistee-Michigan","2014",0.5663316,1,0,0.1406577
"3841","Manitowoc-Wisconsin","2007",0.0002966982,0,0,1
"3842","Manitowoc-Wisconsin","2008",0.001089796,0,0,0.0002966982
"3843","Manitowoc-Wisconsin","2009",0.00469245,0,0,0.001089796
"3844","Manitowoc-Wisconsin","2010",0.01187564,0,0,0.00469245
"3845","Manitowoc-Wisconsin","2011",0.02222894,0,0,0.01187564
"3846","Manitowoc-Wisconsin","2012",0.03763751,0,0,0.02222894
"3847","Manitowoc-Wisconsin","2013",0.09057116,0,0,0.03763751
"3848","Manitowoc-Wisconsin","2014",0.2913036,0,0,0.09057116
"3849","Manitowoc-Wisconsin","2015",0.3629519,1,0,0.2913036
"3853","Marion-Arkansas","2007",4.68076e-06,0,0,1
"3854","Marion-Arkansas","2008",5.537837e-05,0,0,4.68076e-06
"3855","Marion-Arkansas","2009",0.0111693,0,0,5.537837e-05
"3856","Marion-Arkansas","2010",0.01263636,0,0,0.0111693
"3857","Marion-Arkansas","2011",0.1159948,0,0,0.01263636
"3858","Marion-Arkansas","2012",0.1376009,0,0,0.1159948
