,GC,lat,long,Date,User,county
364,GC3QB8X,45.6053,-65.53818,2012-10-15,Belladan,Kings-New Brunswick
365,GC3QB8X,45.6053,-65.53818,2012-10-14,Q.B.,Kings-New Brunswick
366,GC3QB8X,45.6053,-65.53818,2012-10-14,ZeMartelo,Kings-New Brunswick
367,GC3QB8X,45.6053,-65.53818,2012-10-14,E.B.E 51,Kings-New Brunswick
368,GC3QB8X,45.6053,-65.53818,2012-10-14,mud in the face,Kings-New Brunswick
369,GC3QB8X,45.6053,-65.53818,2012-10-06,K57,Kings-New Brunswick
370,GC3QB8X,45.6053,-65.53818,2012-08-09,TLWTOC,Kings-New Brunswick
371,GC3QB8X,45.6053,-65.53818,2012-08-09,DIGGER_52,Kings-New Brunswick
372,GC3QB8X,45.6053,-65.53818,2012-08-06,Perks19,Kings-New Brunswick
373,GC3QB8X,45.6053,-65.53818,2012-08-06,paulandstacey,Kings-New Brunswick
374,GC3QB8X,45.6053,-65.53818,2012-08-06,Paulie,Kings-New Brunswick
375,GC3QB8X,45.6053,-65.53818,2012-08-02,Folboter JAF,Kings-New Brunswick
376,GC3QB8X,45.6053,-65.53818,2012-08-02,Hillbilly Bob,Kings-New Brunswick
377,GC3QB8X,45.6053,-65.53818,2012-08-02,jim52,Kings-New Brunswick
378,GC3QB8X,45.6053,-65.53818,2012-07-29,sussexace,Kings-New Brunswick
379,GC3QB8X,45.6053,-65.53818,2012-07-29,vfrgirl,Kings-New Brunswick
380,GC3QB8X,45.6053,-65.53818,2012-07-25,ajlong,Kings-New Brunswick
381,GC3QB8X,45.6053,-65.53818,2012-07-24,geoawareCA,Kings-New Brunswick
382,GCK93F,45.05623,-78.19175,2006-07-30,Geofellas,Haliburton County-Ontario
383,GCK93F,45.05623,-78.19175,2006-07-29,Geofellas,Haliburton County-Ontario
384,GCK93F,45.05623,-78.19175,2006-04-29,Hilsrus,Haliburton County-Ontario
385,GCK93F,45.05623,-78.19175,2006-01-02,Family Adventures,Haliburton County-Ontario
386,GCK93F,45.05623,-78.19175,2005-07-03,Geofellas,Haliburton County-Ontario
387,GCK93F,45.05623,-78.19175,2005-05-21,oldnumber7,Haliburton County-Ontario
388,GCK93F,45.05623,-78.19175,2004-11-20,Family Adventures,Haliburton County-Ontario
389,GCK93F,45.05623,-78.19175,2004-08-21,Family Adventures,Haliburton County-Ontario
390,GCK93F,45.05623,-78.19175,2004-08-21,Shelley's Crew,Haliburton County-Ontario
391,GC1GMB4,44.48152,-77.65875,2013-03-15,MMMcacher,Hastings-Ontario
392,GC1GMB4,44.48152,-77.65875,2013-01-04,junglehair,Hastings-Ontario
393,GC1GMB4,44.48152,-77.65875,2012-08-10,alli-oop,Hastings-Ontario
394,GC1GMB4,44.48152,-77.65875,2012-06-19,Babushka_Qc,Hastings-Ontario
395,GC1GMB4,44.48152,-77.65875,2011-10-13,lostinthegarden,Hastings-Ontario
396,GC1GMB4,44.48152,-77.65875,2011-09-16,BEESKEEPER,Hastings-Ontario
397,GC1GMB4,44.48152,-77.65875,2011-06-30,MrPirateCat,Hastings-Ontario
398,GC1GMB4,44.48152,-77.65875,2011-06-26,hubcap33,Hastings-Ontario
399,GC1GMB4,44.48152,-77.65875,2011-06-12,MMMcacher,Hastings-Ontario
400,GC1GMB4,44.48152,-77.65875,2011-06-10,Skyecat,Hastings-Ontario
401,GC1GMB4,44.48152,-77.65875,2011-04-02,denjoa,Hastings-Ontario
402,GC1GMB4,44.48152,-77.65875,2011-03-27,MMMcacher,Hastings-Ontario
403,GC1GMB4,44.48152,-77.65875,2010-11-18,MMMcacher,Hastings-Ontario
404,GC1GMB4,44.48152,-77.65875,2010-11-07,MMMcacher,Hastings-Ontario
405,GC1GMB4,44.48152,-77.65875,2010-11-06,denjoa,Hastings-Ontario
406,GC1GMB4,44.48152,-77.65875,2010-08-10,denjoa,Hastings-Ontario
407,GC1GMB4,44.48152,-77.65875,2010-06-11,cavecats,Hastings-Ontario
408,GC1GMB4,44.48152,-77.65875,2010-05-17,narcissa,Hastings-Ontario
409,GC1GMB4,44.48152,-77.65875,2010-05-10,MMMcacher,Hastings-Ontario
410,GC1GMB4,44.48152,-77.65875,2010-03-30,Kenlaur,Hastings-Ontario
411,GC1GMB4,44.48152,-77.65875,2009-11-10,MMMcacher,Hastings-Ontario
412,GC1GMB4,44.48152,-77.65875,2009-06-05,The red-haired witch,Hastings-Ontario
413,GC1GMB4,44.48152,-77.65875,2009-06-05,bluelamb03,Hastings-Ontario
414,GC1GMB4,44.48152,-77.65875,2009-06-05,Kirok,Hastings-Ontario
415,GC1GMB4,44.48152,-77.65875,2009-03-13,Shelley's Crew,Hastings-Ontario
416,GC1GMB4,44.48152,-77.65875,2008-12-29,MMMcacher,Hastings-Ontario
417,GC1GMB4,44.48152,-77.65875,2008-10-18,Brook22,Hastings-Ontario
418,GC1GMB4,44.48152,-77.65875,2008-10-18,kayakers2,Hastings-Ontario
419,GC1GMB4,44.48152,-77.65875,2008-10-10,bggy,Hastings-Ontario
420,GC1GMB4,44.48152,-77.65875,2008-10-06,kayakers2,Hastings-Ontario
421,GC1GMB4,44.48152,-77.65875,2008-10-04,skyye53,Hastings-Ontario
422,GC1GMB4,44.48152,-77.65875,2008-09-30,MMMcacher,Hastings-Ontario
423,GC1GMB4,44.48152,-77.65875,2008-09-28,Mr. Packrat,Hastings-Ontario
424,GC1GMB4,44.48152,-77.65875,2008-09-28,model12,Hastings-Ontario
425,GC1XCMN,45.84772,-67.0314,2013-04-07,viking43,York-New Brunswick
426,GC1XCMN,45.84772,-67.0314,2012-12-28,Geodimeter,York-New Brunswick
427,GC1XCMN,45.84772,-67.0314,2012-07-02,viking43,York-New Brunswick
428,GC1XCMN,45.84772,-67.0314,2011-10-09,SteveAndDeb,York-New Brunswick
429,GC1XCMN,45.84772,-67.0314,2011-07-13,TLWTOC,York-New Brunswick
430,GC1XCMN,45.84772,-67.0314,2011-07-13,DIGGER_52,York-New Brunswick
431,GC1XCMN,45.84772,-67.0314,2011-01-01,ranger170,York-New Brunswick
432,GC1XCMN,45.84772,-67.0314,2010-09-08,K57,York-New Brunswick
433,GC1XCMN,45.84772,-67.0314,2010-09-08,K57,York-New Brunswick
434,GC1XCMN,45.84772,-67.0314,2009-09-05,jim52,York-New Brunswick
435,GC1XCMN,45.84772,-67.0314,2009-09-05,Hillbilly Bob,York-New Brunswick
436,GC1XCMN,45.84772,-67.0314,2009-09-02,Toadster,York-New Brunswick
437,GC1XCMN,45.84772,-67.0314,2009-08-25,TheRetiredHiker&SpruceGum,York-New Brunswick
438,GC1XCMN,45.84772,-67.0314,2009-08-23,Sportsman01,York-New Brunswick
439,GC1RJGC,45.49283,-63.49693,2018-08-21,cogsweba,Colchester-Nova Scotia
440,GC1RJGC,45.49283,-63.49693,2016-08-16,KD_cachers,Colchester-Nova Scotia
441,GC1RJGC,45.49283,-63.49693,2016-03-11,Riverbugs,Colchester-Nova Scotia
442,GC1RJGC,45.49283,-63.49693,2010-04-01,Newf and the Goof,Colchester-Nova Scotia
443,GC1RJGC,45.49283,-63.49693,2010-04-01,Newf and the Goof,Colchester-Nova Scotia
444,GC1RJGC,45.49283,-63.49693,2009-08-08,THE RED FOX RAIDERS,Colchester-Nova Scotia
445,GC1RJGC,45.49283,-63.49693,2009-05-22,Ron568,Colchester-Nova Scotia
446,GC1RJGC,45.49283,-63.49693,2009-05-22,paulandstacey,Colchester-Nova Scotia
447,GC1RJGC,45.49283,-63.49693,2009-05-19,Cache-tech,Colchester-Nova Scotia
448,GC79EFN,45.0683,-65.01588,2020-02-09,Falach-fead,Annapolis-Nova Scotia
449,GC79EFN,45.0683,-65.01588,2017-12-10,4CeasonS,Annapolis-Nova Scotia
450,GC79EFN,45.0683,-65.01588,2017-08-07,THE RED FOX RAIDERS,Annapolis-Nova Scotia
451,GC79EFN,45.0683,-65.01588,2017-08-03,K57,Annapolis-Nova Scotia
452,GC79EFN,45.0683,-65.01588,2017-07-29,geoawareCA,Annapolis-Nova Scotia
453,GC7FE1,45.30225,-66.06755,2016-05-14,Pen4,Saint John-New Brunswick
454,GC7FE1,45.30225,-66.06755,2014-09-27,Fundy Fog,Saint John-New Brunswick
455,GC7FE1,45.30225,-66.06755,2014-05-20,Sgt Pick,Saint John-New Brunswick
456,GC7FE1,45.30225,-66.06755,2013-12-11,7TNT,Saint John-New Brunswick
457,GC7FE1,45.30225,-66.06755,2011-06-28,ZeMartelo,Saint John-New Brunswick
458,GC7FE1,45.30225,-66.06755,2009-06-14,2 GYPSIES WITH NO MOSS BETWEEN OUR TOES,Saint John-New Brunswick
459,GC7FE1,45.30225,-66.06755,2009-06-07,mud in the face,Saint John-New Brunswick
460,GC7FE1,45.30225,-66.06755,2008-11-18,Team BikeFast,Saint John-New Brunswick
461,GC7FE1,45.30225,-66.06755,2008-09-20,Dreaming Tree & Tigerkiss,Saint John-New Brunswick
462,GC7FE1,45.30225,-66.06755,2007-09-03,DueEast,Saint John-New Brunswick
463,GC7FE1,45.30225,-66.06755,2007-08-06,Olive_Girl,Saint John-New Brunswick
464,GC7FE1,45.30225,-66.06755,2007-04-21,KD_cachers,Saint John-New Brunswick
465,GC7FE1,45.30225,-66.06755,2007-01-07,bayseekers,Saint John-New Brunswick
466,GC7FE1,45.30225,-66.06755,2006-11-26,Marching Team,Saint John-New Brunswick
467,GC7FE1,45.30225,-66.06755,2006-09-14,Triple_Trouble,Saint John-New Brunswick
468,GC7FE1,45.30225,-66.06755,2006-09-04,Ol_eagle_eyes,Saint John-New Brunswick
469,GC7FE1,45.30225,-66.06755,2006-08-31,Acadièn,Saint John-New Brunswick
470,GC7FE1,45.30225,-66.06755,2006-05-28,ACE226,Saint John-New Brunswick
471,GC7FE1,45.30225,-66.06755,2006-05-26,incepit,Saint John-New Brunswick
472,GC7FE1,45.30225,-66.06755,2006-05-19,LongReacher,Saint John-New Brunswick
473,GC7FE1,45.30225,-66.06755,2006-04-15,TLWTOC,Saint John-New Brunswick
474,GC7FE1,45.30225,-66.06755,2006-04-15,DIGGER_52,Saint John-New Brunswick
475,GC7FE1,45.30225,-66.06755,2006-03-27,The Major Family,Saint John-New Brunswick
476,GC7FE1,45.30225,-66.06755,2005-11-23,Ma & Pa,Saint John-New Brunswick
477,GC7FE1,45.30225,-66.06755,2005-11-20,Dreaming Tree & Tigerkiss,Saint John-New Brunswick
478,GC7FE1,45.30225,-66.06755,2005-11-18,Ma & Pa,Saint John-New Brunswick
479,GC7FE1,45.30225,-66.06755,2005-06-14,Doctor Livingstone,Saint John-New Brunswick
480,GC7FE1,45.30225,-66.06755,2005-06-12,Doctor Livingstone,Saint John-New Brunswick
481,GC7FE1,45.30225,-66.06755,2005-06-11,Doctor Livingstone,Saint John-New Brunswick
482,GC7FE1,45.30225,-66.06755,2005-05-25,GeoSlyCa,Saint John-New Brunswick
483,GC7FE1,45.30225,-66.06755,2005-05-14,Sportsman01,Saint John-New Brunswick
484,GC7FE1,45.30225,-66.06755,2005-04-10,Kawboy123,Saint John-New Brunswick
485,GC7FE1,45.30225,-66.06755,2005-04-06,The Lab Rat,Saint John-New Brunswick
486,GC7FE1,45.30225,-66.06755,2004-12-17,markirene,Saint John-New Brunswick
487,GC7FE1,45.30225,-66.06755,2004-11-16,TheRetiredHiker&SpruceGum,Saint John-New Brunswick
488,GC7FE1,45.30225,-66.06755,2004-10-14,jim52,Saint John-New Brunswick
489,GC7FE1,45.30225,-66.06755,2004-10-10,Kawboy123,Saint John-New Brunswick
490,GC7FE1,45.30225,-66.06755,2004-08-07,LongReacher,Saint John-New Brunswick
491,GC7FE1,45.30225,-66.06755,2004-07-05,Boomer&theNudge,Saint John-New Brunswick
492,GC7FE1,45.30225,-66.06755,2004-05-07,Marching Team,Saint John-New Brunswick
493,GC7FE1,45.30225,-66.06755,2004-04-18,PDPPotter,Saint John-New Brunswick
494,GC7FE1,45.30225,-66.06755,2004-04-18,Kawboy123,Saint John-New Brunswick
495,GC7FE1,45.30225,-66.06755,2003-10-07,The Major Family,Saint John-New Brunswick
496,GC7FE1,45.30225,-66.06755,2003-10-04,Doctor Livingstone,Saint John-New Brunswick
497,GC7FE1,45.30225,-66.06755,2003-09-26,The Major Family,Saint John-New Brunswick
498,GC7FE1,45.30225,-66.06755,2003-08-13,PDPPotter,Saint John-New Brunswick
499,GC7FE1,45.30225,-66.06755,2003-07-27,family_circache,Saint John-New Brunswick
500,GC7FE1,45.30225,-66.06755,2003-05-29,aquanut2,Saint John-New Brunswick
501,GC7FE1,45.30225,-66.06755,2003-04-24,'Hawkeye',Saint John-New Brunswick
502,GC7FE1,45.30225,-66.06755,2003-04-22,Trelane,Saint John-New Brunswick
503,GC7FE1,45.30225,-66.06755,2003-04-20,UnclePunk,Saint John-New Brunswick
504,GC7FE1,45.30225,-66.06755,2003-04-18,LegoEggo,Saint John-New Brunswick
505,GC7FE1,45.30225,-66.06755,2002-12-24,DustyWalker,Saint John-New Brunswick
506,GC7FE1,45.30225,-66.06755,2002-09-28,Cache Test Dummy,Saint John-New Brunswick
507,GC7FE1,45.30225,-66.06755,2002-09-28,1492,Saint John-New Brunswick
508,GC7FE1,45.30225,-66.06755,2002-09-28,Jenn Bellyshorts,Saint John-New Brunswick
509,GC7FE1,45.30225,-66.06755,2002-09-10,Eric_F,Saint John-New Brunswick
510,GC7FE1,45.30225,-66.06755,2002-08-31,quispamman,Saint John-New Brunswick
511,GC7FE1,45.30225,-66.06755,2002-08-31,GPComd,Saint John-New Brunswick
512,GC7FE1,45.30225,-66.06755,2002-08-29,Brown Witch,Saint John-New Brunswick
513,GC7FE1,45.30225,-66.06755,2002-08-29,Red Witch,Saint John-New Brunswick
514,GC14EXC,45.93925,-64.47442,2018-08-11,cogsweba,Westmorland-New Brunswick
515,GC14EXC,45.93925,-64.47442,2018-07-26,unoyt,Westmorland-New Brunswick
516,GC14EXC,45.93925,-64.47442,2018-07-26,moumoute,Westmorland-New Brunswick
517,GC14EXC,45.93925,-64.47442,2018-05-18,gnome#4,Westmorland-New Brunswick
518,GC14EXC,45.93925,-64.47442,2017-09-03,Ranger Fox,Westmorland-New Brunswick
519,GC14EXC,45.93925,-64.47442,2017-04-21,OUT FOR A STROLL,Westmorland-New Brunswick
520,GC14EXC,45.93925,-64.47442,2017-04-21,Navig8her,Westmorland-New Brunswick
521,GC14EXC,45.93925,-64.47442,2016-06-30,fingers crossed,Westmorland-New Brunswick
522,GC14EXC,45.93925,-64.47442,2015-10-11,Q.B.,Westmorland-New Brunswick
523,GC14EXC,45.93925,-64.47442,2015-10-11,Pikpik,Westmorland-New Brunswick
524,GC14EXC,45.93925,-64.47442,2015-09-16,sussexace,Westmorland-New Brunswick
525,GC14EXC,45.93925,-64.47442,2015-09-13,vol21ff,Westmorland-New Brunswick
526,GC14EXC,45.93925,-64.47442,2015-08-30,2 GYPSIES WITH NO MOSS BETWEEN OUR TOES,Westmorland-New Brunswick
527,GC14EXC,45.93925,-64.47442,2013-07-14,Paulie,Westmorland-New Brunswick
528,GC14EXC,45.93925,-64.47442,2013-07-14,Perks19,Westmorland-New Brunswick
529,GC14EXC,45.93925,-64.47442,2013-05-19,ranger170,Westmorland-New Brunswick
530,GC14EXC,45.93925,-64.47442,2012-12-22,Geodimeter,Westmorland-New Brunswick
531,GC14EXC,45.93925,-64.47442,2012-10-19,K57,Westmorland-New Brunswick
532,GC14EXC,45.93925,-64.47442,2012-07-08,E.B.E 51,Westmorland-New Brunswick
533,GC14EXC,45.93925,-64.47442,2011-08-11,Nemodidi,Westmorland-New Brunswick
534,GC14EXC,45.93925,-64.47442,2011-06-23,Rev Slippery,Westmorland-New Brunswick
535,GC14EXC,45.93925,-64.47442,2010-08-07,Nemodidi,Westmorland-New Brunswick
536,GC14EXC,45.93925,-64.47442,2009-09-04,Ron568,Westmorland-New Brunswick
537,GC14EXC,45.93925,-64.47442,2009-08-07,usRlost,Westmorland-New Brunswick
538,GC14EXC,45.93925,-64.47442,2009-07-19,El Nimrod,Westmorland-New Brunswick
539,GC14EXC,45.93925,-64.47442,2008-08-21,Belladan,Westmorland-New Brunswick
540,GC14EXC,45.93925,-64.47442,2008-07-22,penguins lament,Westmorland-New Brunswick
541,GC14EXC,45.93925,-64.47442,2008-05-15,KD_cachers,Westmorland-New Brunswick
542,GC14EXC,45.93925,-64.47442,2007-10-30,markirene,Westmorland-New Brunswick
543,GC14EXC,45.93925,-64.47442,2007-09-20,TheRetiredHiker&SpruceGum,Westmorland-New Brunswick
544,GC14EXC,45.93925,-64.47442,2007-09-08,incepit,Westmorland-New Brunswick
545,GC14EXC,45.93925,-64.47442,2007-09-01,Ma & Pa,Westmorland-New Brunswick
546,GC14EXC,45.93925,-64.47442,2007-08-20,Zonker&co,Westmorland-New Brunswick
547,GC14EXC,45.93925,-64.47442,2007-08-19,Ma & Pa,Westmorland-New Brunswick
548,GC14EXC,45.93925,-64.47442,2007-08-01,unknown45,Westmorland-New Brunswick
549,GC14EXC,45.93925,-64.47442,2007-07-28,Hillbilly Bob,Westmorland-New Brunswick
550,GC14EXC,45.93925,-64.47442,2007-07-28,jim52,Westmorland-New Brunswick
551,GC14EXC,45.93925,-64.47442,2007-07-18,geoaware,Westmorland-New Brunswick
552,GC4QYKA,48.54538,-71.154,2019-08-05,TigrePlus,Le Fjord-du-Saguenay-Quebec
553,GC4QYKA,48.54538,-71.154,2017-08-01,unoyt,Le Fjord-du-Saguenay-Quebec
554,GC4QYKA,48.54538,-71.154,2017-08-01,moumoute,Le Fjord-du-Saguenay-Quebec
555,GC4QYKA,48.54538,-71.154,2014-09-06,ORDIMIC,Le Fjord-du-Saguenay-Quebec
556,GC4QYKA,48.54538,-71.154,2013-11-08,geoawareCA,Le Fjord-du-Saguenay-Quebec
557,GC7W3TA,44.7714,-76.25057,2019-10-13,cd.cuts,Lanark-Ontario
558,GC7W3TA,44.7714,-76.25057,2019-09-18,skyye53,Lanark-Ontario
559,GC7W3TA,44.7714,-76.25057,2018-10-14,Mr. Packrat,Lanark-Ontario
560,GC7W3TA,44.7714,-76.25057,2018-10-14,model12,Lanark-Ontario
561,GC7W3TA,44.7714,-76.25057,2018-10-14,CanThai,Lanark-Ontario
562,GC7W3TA,44.7714,-76.25057,2018-10-14,bluelamb03,Lanark-Ontario
563,GC7W3TA,44.7714,-76.25057,2018-08-18,BurscHam,Lanark-Ontario
564,GC7W3TA,44.7714,-76.25057,2018-08-18,BurscHam,Lanark-Ontario
565,GC7W3TA,44.7714,-76.25057,2018-08-14,geoawareCA,Lanark-Ontario
566,GC13V6K,45.24322,-63.52763,2019-08-02,Riverbugs,Hants-Nova Scotia
567,GC13V6K,45.24322,-63.52763,2019-08-02,Riverbugs,Hants-Nova Scotia
568,GC13V6K,45.24322,-63.52763,2017-08-13,4CeasonS,Hants-Nova Scotia
569,GC13V6K,45.24322,-63.52763,2017-08-04,K57,Hants-Nova Scotia
570,GC13V6K,45.24322,-63.52763,2017-06-30,londonwesty,Hants-Nova Scotia
571,GC13V6K,45.24322,-63.52763,2010-08-19,THE RED FOX RAIDERS,Hants-Nova Scotia
572,GC13V6K,45.24322,-63.52763,2010-05-07,Newf and the Goof,Hants-Nova Scotia
573,GC13V6K,45.24322,-63.52763,2008-07-16,penguins lament,Hants-Nova Scotia
574,GC13V6K,45.24322,-63.52763,2008-05-12,Falach-fead,Hants-Nova Scotia
575,GC13V6K,45.24322,-63.52763,2007-08-30,2 GYPSIES WITH NO MOSS BETWEEN OUR TOES,Hants-Nova Scotia
576,GC13V6K,45.24322,-63.52763,2007-07-09,3-Bearss,Hants-Nova Scotia
577,GC13V6K,45.24322,-63.52763,2007-06-22,geoaware,Hants-Nova Scotia
578,GC1HWAZ,45.76955,-71.94145,2017-07-26,jknchacha,Estrie-Quebec
579,GC1HWAZ,45.76955,-71.94145,2017-07-12,jknchacha,Estrie-Quebec
580,GC1HWAZ,45.76955,-71.94145,2017-06-14,Dead Chuffed,Estrie-Quebec
581,GC1HWAZ,45.76955,-71.94145,2016-10-15,Sharks Lady,Estrie-Quebec
582,GC1HWAZ,45.76955,-71.94145,2016-10-14,Sharks Lady,Estrie-Quebec
583,GC1HWAZ,45.76955,-71.94145,2016-10-14,Sharks Lady,Estrie-Quebec
584,GC1HWAZ,45.76955,-71.94145,2012-08-19,ORDIMIC,Estrie-Quebec
585,GC1HWAZ,45.76955,-71.94145,2011-08-26,OpusTerra,Estrie-Quebec
586,GC1HWAZ,45.76955,-71.94145,2010-10-09,cron,Estrie-Quebec
587,GC1HWAZ,45.76955,-71.94145,2010-08-29,Babushka_Qc,Estrie-Quebec
588,GC1HWAZ,45.76955,-71.94145,2010-05-22,jim52,Estrie-Quebec
589,GC1HWAZ,45.76955,-71.94145,2010-05-22,markirene,Estrie-Quebec
590,GC1HWAZ,45.76955,-71.94145,2010-05-22,incepit,Estrie-Quebec
591,GC1HWAZ,45.76955,-71.94145,2009-10-05,OxSling,Estrie-Quebec
592,GC1HWAZ,45.76955,-71.94145,2009-09-07,Ours Curieux,Estrie-Quebec
593,GC1HWAZ,45.76955,-71.94145,2009-09-07,Ours Curieux,Estrie-Quebec
594,GC1HWAZ,45.76955,-71.94145,2009-05-08,Guydes.,Estrie-Quebec
595,GC1HWAZ,45.76955,-71.94145,2008-12-20,joce13,Estrie-Quebec
596,GC1HWAZ,45.76955,-71.94145,2008-11-23,sourismimi,Estrie-Quebec
597,GC1HWAZ,45.76955,-71.94145,2008-11-23,zieubleu,Estrie-Quebec
598,GC1HWAZ,45.76955,-71.94145,2008-11-05,geoaware,Estrie-Quebec
599,GC4M7P4,43.61205,-80.13963,2019-09-08,Joe Loescher,Wellington-Ontario
600,GC4M7P4,43.61205,-80.13963,2019-09-07,Micd,Wellington-Ontario
601,GC4M7P4,43.61205,-80.13963,2019-09-07,CarolynCL,Wellington-Ontario
602,GC4M7P4,43.61205,-80.13963,2018-09-08,GO Geiger,Wellington-Ontario
603,GC4M7P4,43.61205,-80.13963,2018-09-08,Kreamer&BearsKrew,Wellington-Ontario
604,GC4M7P4,43.61205,-80.13963,2018-09-08,Camroo,Wellington-Ontario
605,GC4M7P4,43.61205,-80.13963,2018-09-08,OpalandYugsirap,Wellington-Ontario
606,GC4M7P4,43.61205,-80.13963,2018-06-23,londonwesty,Wellington-Ontario
607,GC4M7P4,43.61205,-80.13963,2018-05-04,yukonshawn,Wellington-Ontario
608,GC4M7P4,43.61205,-80.13963,2017-10-21,gnome#4,Wellington-Ontario
609,GC4M7P4,43.61205,-80.13963,2017-09-09,geob.o.b.,Wellington-Ontario
610,GC4M7P4,43.61205,-80.13963,2017-09-09,indigodave,Wellington-Ontario
611,GC4M7P4,43.61205,-80.13963,2017-09-09,mijojelweslandon,Wellington-Ontario
612,GC4M7P4,43.61205,-80.13963,2017-09-09,KayTeeAre,Wellington-Ontario
613,GC4M7P4,43.61205,-80.13963,2017-09-09,BWJM,Wellington-Ontario
614,GC4M7P4,43.61205,-80.13963,2017-09-09,Star-Runner,Wellington-Ontario
615,GC4M7P4,43.61205,-80.13963,2017-09-09,mmsm,Wellington-Ontario
616,GC4M7P4,43.61205,-80.13963,2017-09-09,zananoelis,Wellington-Ontario
617,GC4M7P4,43.61205,-80.13963,2017-09-09,willipan,Wellington-Ontario
618,GC4M7P4,43.61205,-80.13963,2017-09-09,da Bush Man,Wellington-Ontario
619,GC4M7P4,43.61205,-80.13963,2017-09-08,ktemJohn,Wellington-Ontario
620,GC4M7P4,43.61205,-80.13963,2017-07-02,Paul n Susan,Wellington-Ontario
621,GC4M7P4,43.61205,-80.13963,2017-07-02,Skyecat,Wellington-Ontario
622,GC4M7P4,43.61205,-80.13963,2016-12-04,Zorkmid,Wellington-Ontario
623,GC4M7P4,43.61205,-80.13963,2016-12-04,bestactuary,Wellington-Ontario
624,GC4M7P4,43.61205,-80.13963,2016-10-09,drdrkxz,Wellington-Ontario
625,GC4M7P4,43.61205,-80.13963,2016-09-17,Jake39,Wellington-Ontario
626,GC4M7P4,43.61205,-80.13963,2016-09-11,goldsnoop-,Wellington-Ontario
627,GC4M7P4,43.61205,-80.13963,2016-09-10,booboo_1,Wellington-Ontario
628,GC4M7P4,43.61205,-80.13963,2016-09-10,kguppy,Wellington-Ontario
629,GC4M7P4,43.61205,-80.13963,2016-09-10,KaiteeDee,Wellington-Ontario
630,GC4M7P4,43.61205,-80.13963,2016-09-10,Superkatze,Wellington-Ontario
631,GC4M7P4,43.61205,-80.13963,2016-09-10,Bkitty,Wellington-Ontario
632,GC4M7P4,43.61205,-80.13963,2016-09-10,ohmom50,Wellington-Ontario
633,GC4M7P4,43.61205,-80.13963,2016-09-10,Jake39,Wellington-Ontario
634,GC4M7P4,43.61205,-80.13963,2016-09-10,bd's,Wellington-Ontario
635,GC4M7P4,43.61205,-80.13963,2016-09-10,NFJK,Wellington-Ontario
636,GC4M7P4,43.61205,-80.13963,2016-09-10,By Way,Wellington-Ontario
637,GC4M7P4,43.61205,-80.13963,2016-09-10,sparky500,Wellington-Ontario
638,GC4M7P4,43.61205,-80.13963,2016-09-10,OshawaPathfinder,Wellington-Ontario
639,GC4M7P4,43.61205,-80.13963,2016-09-10,Scouters Fred and Brenda,Wellington-Ontario
640,GC4M7P4,43.61205,-80.13963,2016-09-10,stinger503,Wellington-Ontario
641,GC4M7P4,43.61205,-80.13963,2016-09-10,Terryer,Wellington-Ontario
642,GC4M7P4,43.61205,-80.13963,2016-09-10,Ragtops,Wellington-Ontario
643,GC4M7P4,43.61205,-80.13963,2016-09-10,whyteman,Wellington-Ontario
644,GC4M7P4,43.61205,-80.13963,2016-09-10,paperclips29,Wellington-Ontario
645,GC4M7P4,43.61205,-80.13963,2016-09-10,Inuksuk.,Wellington-Ontario
646,GC4M7P4,43.61205,-80.13963,2016-09-10,jatmo,Wellington-Ontario
647,GC4M7P4,43.61205,-80.13963,2016-09-10,stealthEdge,Wellington-Ontario
648,GC4M7P4,43.61205,-80.13963,2016-09-09,Jake39,Wellington-Ontario
649,GC4M7P4,43.61205,-80.13963,2016-03-09,sebast14n,Wellington-Ontario
650,GC4M7P4,43.61205,-80.13963,2015-10-11,Kreamer&BearsKrew,Wellington-Ontario
651,GC4M7P4,43.61205,-80.13963,2015-10-11,LadyJaime,Wellington-Ontario
652,GC4M7P4,43.61205,-80.13963,2015-10-04,carnigrewal,Wellington-Ontario
653,GC4M7P4,43.61205,-80.13963,2015-10-04,hikerT,Wellington-Ontario
654,GC4M7P4,43.61205,-80.13963,2015-09-19,bggy,Wellington-Ontario
655,GC4M7P4,43.61205,-80.13963,2015-09-19,Pasha88,Wellington-Ontario
656,GC4M7P4,43.61205,-80.13963,2015-09-19,rebel10,Wellington-Ontario
657,GC4M7P4,43.61205,-80.13963,2015-09-19,Buttons.,Wellington-Ontario
658,GC4M7P4,43.61205,-80.13963,2015-09-19,alli-oop,Wellington-Ontario
659,GC4M7P4,43.61205,-80.13963,2015-09-19,Desafio,Wellington-Ontario
660,GC4M7P4,43.61205,-80.13963,2015-09-19,78viper,Wellington-Ontario
661,GC4M7P4,43.61205,-80.13963,2015-09-19,FreeSpirited1,Wellington-Ontario
662,GC4M7P4,43.61205,-80.13963,2015-09-19,Girls Phind Squirrels,Wellington-Ontario
663,GC4M7P4,43.61205,-80.13963,2015-09-19,OutdoorsNut,Wellington-Ontario
664,GC4M7P4,43.61205,-80.13963,2015-09-19,red headed fury,Wellington-Ontario
665,GC4M7P4,43.61205,-80.13963,2015-09-18,Brook22,Wellington-Ontario
666,GC4M7P4,43.61205,-80.13963,2015-09-18,hubcap33,Wellington-Ontario
667,GC4M7P4,43.61205,-80.13963,2015-09-17,DDTKR,Wellington-Ontario
