"","a","dist","rho","theta","loglikelhood"
"1533","0.3","105","0.3","1.4",-1328.88505071468
"1534","0.3","105","0.3","1.6",-1328.92030742708
"1535","0.3","105","0.3","1.8",-1328.93683761296
"1536","0.3","105","0.3","2",-1328.94451310475
"1537","0.3","105","0.4","0.6",-1327.39924206778
"1538","0.3","105","0.4","0.8",-1327.89348138241
"1539","0.3","105","0.4","1",-1328.16399106368
"1540","0.3","105","0.4","1.2",-1328.30135923722
"1541","0.3","105","0.4","1.4",-1328.36836337513
"1542","0.3","105","0.4","1.6",-1328.40027299565
"1543","0.3","105","0.4","1.8",-1328.41524275901
"1544","0.3","105","0.4","2",-1328.42219754785
"1545","0.3","105","0.5","0.6",-1327.08286967609
"1546","0.3","105","0.5","0.8",-1327.5186489062
"1547","0.3","105","0.5","1",-1327.75730804715
"1548","0.3","105","0.5","1.2",-1327.87858155493
"1549","0.3","105","0.5","1.4",-1327.93777555798
"1550","0.3","105","0.5","1.6",-1327.96598531337
"1551","0.3","105","0.5","1.8",-1327.97922872487
"1552","0.3","105","0.5","2",-1327.9853857288
"1553","0.3","105","0.6","0.6",-1326.89087549942
"1554","0.3","105","0.6","0.8",-1327.26159011433
"1555","0.3","105","0.6","1",-1327.46476526264
"1556","0.3","105","0.6","1.2",-1327.56808870897
"1557","0.3","105","0.6","1.4",-1327.61856251688
"1558","0.3","105","0.6","1.6",-1327.64263668408
"1559","0.3","105","0.6","1.8",-1327.65394813638
"1560","0.3","105","0.6","2",-1327.6592112395
"1561","0.3","105","0.7","0.6",-1326.86690695648
"1562","0.3","105","0.7","0.8",-1327.16436239463
"1563","0.3","105","0.7","1",-1327.32753068769
"1564","0.3","105","0.7","1.2",-1327.41058719075
"1565","0.3","105","0.7","1.4",-1327.45120052888
"1566","0.3","105","0.7","1.6",-1327.47059113963
"1567","0.3","105","0.7","1.8",-1327.47971107072
"1568","0.3","105","0.7","2",-1327.48395909432
"1569","0.3","105","0.8","0.6",-1327.08244889158
"1570","0.3","105","0.8","0.8",-1327.29622164128
"1571","0.3","105","0.8","1",-1327.41361146628
"1572","0.3","105","0.8","1.2",-1327.4734341697
"1573","0.3","105","0.8","1.4",-1327.50272163292
"1574","0.3","105","0.8","1.6",-1327.51672201721
"1575","0.3","105","0.8","1.8",-1327.52331497135
"1576","0.3","105","0.8","2",-1327.5263897682
"1577","0.3","105","0.9","0.6",-1327.66228714926
"1578","0.3","105","0.9","0.8",-1327.77865892391
"1579","0.3","105","0.9","1",-1327.84264740092
"1580","0.3","105","0.9","1.2",-1327.87530275926
"1581","0.3","105","0.9","1.4",-1327.891313822
"1582","0.3","105","0.9","1.6",-1327.8989793887
"1583","0.3","105","0.9","1.8",-1327.90259475703
"1584","0.3","105","0.9","2",-1327.90428342942
"1585","0.5","5","0.1","0.6",-1324.59258100856
"1586","0.5","5","0.1","0.8",-1324.88955030035
"1587","0.5","5","0.1","1",-1325.44509568177
"1588","0.5","5","0.1","1.2",-1326.07868509379
"1589","0.5","5","0.1","1.4",-1326.70299738534
"1590","0.5","5","0.1","1.6",-1327.27855320455
"1591","0.5","5","0.1","1.8",-1327.79041244254
"1592","0.5","5","0.1","2",-1328.23603992836
"1593","0.5","5","0.2","0.6",-1324.56549980339
"1594","0.5","5","0.2","0.8",-1324.83741777766
"1595","0.5","5","0.2","1",-1325.34811397735
"1596","0.5","5","0.2","1.2",-1325.93113029363
"1597","0.5","5","0.2","1.4",-1326.50590343589
"1598","0.5","5","0.2","1.6",-1327.03597847031
"1599","0.5","5","0.2","1.8",-1327.50753154364
"1600","0.5","5","0.2","2",-1327.91818228772
"1601","0.5","5","0.3","0.6",-1324.60799874719
"1602","0.5","5","0.3","0.8",-1324.85330495342
"1603","0.5","5","0.3","1",-1325.31617365452
"1604","0.5","5","0.3","1.2",-1325.84521031296
"1605","0.5","5","0.3","1.4",-1326.36708824033
"1606","0.5","5","0.3","1.6",-1326.84859212492
"1607","0.5","5","0.3","1.8",-1327.27709456607
"1608","0.5","5","0.3","2",-1327.65038296987
"1609","0.5","5","0.4","0.6",-1324.72940929911
"1610","0.5","5","0.4","0.8",-1324.94641205832
"1611","0.5","5","0.4","1",-1325.35810828912
"1612","0.5","5","0.4","1.2",-1325.82930355779
"1613","0.5","5","0.4","1.4",-1326.29446074406
"1614","0.5","5","0.4","1.6",-1326.72385591839
"1615","0.5","5","0.4","1.8",-1327.10615438667
"1616","0.5","5","0.4","2",-1327.43932923796
"1617","0.5","5","0.5","0.6",-1324.94246122704
"1618","0.5","5","0.5","0.8",-1325.12930956046
"1619","0.5","5","0.5","1",-1325.48604465281
"1620","0.5","5","0.5","1.2",-1325.89498624902
"1621","0.5","5","0.5","1.4",-1326.29903046178
"1622","0.5","5","0.5","1.6",-1326.67223943155
"1623","0.5","5","0.5","1.8",-1327.00468768825
"1624","0.5","5","0.5","2",-1327.29455832009
"1625","0.5","5","0.6","0.6",-1325.26453987996
"1626","0.5","5","0.6","0.8",-1325.4191904703
"1627","0.5","5","0.6","1",-1325.71663126825
"1628","0.5","5","0.6","1.2",-1326.05823004393
"1629","0.5","5","0.6","1.4",-1326.39607088785
"1630","0.5","5","0.6","1.6",-1326.7083520983
"1631","0.5","5","0.6","1.8",-1326.9866964651
"1632","0.5","5","0.6","2",-1327.22953039219
"1633","0.5","5","0.7","0.6",-1325.71971577875
"1634","0.5","5","0.7","0.8",-1325.83989381754
"1635","0.5","5","0.7","1",-1326.07302706019
"1636","0.5","5","0.7","1.2",-1326.34134472633
"1637","0.5","5","0.7","1.4",-1326.60701483566
"1638","0.5","5","0.7","1.6",-1326.85279025365
"1639","0.5","5","0.7","1.8",-1327.07201209576
"1640","0.5","5","0.7","2",-1327.26339307877
"1641","0.5","5","0.8","0.6",-1326.34214268156
"1642","0.5","5","0.8","0.8",-1326.42529376709
"1643","0.5","5","0.8","1",-1326.58824037229
"1644","0.5","5","0.8","1.2",-1326.77624796639
"1645","0.5","5","0.8","1.4",-1326.96265011507
"1646","0.5","5","0.8","1.6",-1327.13526143114
"1647","0.5","5","0.8","1.8",-1327.28935222376
"1648","0.5","5","0.8","2",-1327.42397821622
"1649","0.5","5","0.9","0.6",-1327.18169086014
"1650","0.5","5","0.9","0.8",-1327.2249205564
"1651","0.5","5","0.9","1",-1327.31066823635
"1652","0.5","5","0.9","1.2",-1327.40989614171
"1653","0.5","5","0.9","1.4",-1327.50843218686
"1654","0.5","5","0.9","1.6",-1327.59978303393
"1655","0.5","5","0.9","1.8",-1327.68141251042
"1656","0.5","5","0.9","2",-1327.75279584732
"1657","0.5","15","0.1","0.6",-1327.57326706213
"1658","0.5","15","0.1","0.8",-1328.30655823751
"1659","0.5","15","0.1","1",-1328.95700609234
"1660","0.5","15","0.1","1.2",-1329.46581810869
"1661","0.5","15","0.1","1.4",-1329.84090883011
"1662","0.5","15","0.1","1.6",-1330.10847294738
"1663","0.5","15","0.1","1.8",-1330.29557220278
"1664","0.5","15","0.1","2",-1330.42474848004
"1665","0.5","15","0.2","0.6",-1327.31318015838
"1666","0.5","15","0.2","0.8",-1327.9879616488
"1667","0.5","15","0.2","1",-1328.58672048367
"1668","0.5","15","0.2","1.2",-1329.0552220709
"1669","0.5","15","0.2","1.4",-1329.40068525375
"1670","0.5","15","0.2","1.6",-1329.64718437222
"1671","0.5","15","0.2","1.8",-1329.81959578554
"1672","0.5","15","0.2","2",-1329.93867219475
"1673","0.5","15","0.3","0.6",-1327.10661331908
"1674","0.5","15","0.3","0.8",-1327.71900458874
"1675","0.5","15","0.3","1",-1328.2626376398
"1676","0.5","15","0.3","1.2",-1328.68814548544
"1677","0.5","15","0.3","1.4",-1329.00200657109
"1678","0.5","15","0.3","1.6",-1329.22602875842
"1679","0.5","15","0.3","1.8",-1329.38277778724
"1680","0.5","15","0.3","2",-1329.4910744474
"1681","0.5","15","0.4","0.6",-1326.96043209482
"1682","0.5","15","0.4","0.8",-1327.50600450103
"1683","0.5","15","0.4","1",-1327.99057108052
"1684","0.5","15","0.4","1.2",-1328.36999687008
"1685","0.5","15","0.4","1.4",-1328.64997515241
"1686","0.5","15","0.4","1.6",-1328.84989309854
"1687","0.5","15","0.4","1.8",-1328.98983448875
"1688","0.5","15","0.4","2",-1329.08656051595
"1689","0.5","15","0.5","0.6",-1326.88438895586
"1690","0.5","15","0.5","0.8",-1327.35805395687
"1691","0.5","15","0.5","1",-1327.77900844467
"1692","0.5","15","0.5","1.2",-1328.10877863539
"1693","0.5","15","0.5","1.4",-1328.35222682174
"1694","0.5","15","0.5","1.6",-1328.52614245013
"1695","0.5","15","0.5","1.8",-1328.64794198339
"1696","0.5","15","0.5","2",-1328.73217098858
"1697","0.5","15","0.6","0.6",-1326.89219096727
"1698","0.5","15","0.6","0.8",-1327.28804949955
"1699","0.5","15","0.6","1",-1327.64010326599
"1700","0.5","15","0.6","1.2",-1327.91604835815
"1701","0.5","15","0.6","1.4",-1328.11986925423
"1702","0.5","15","0.6","1.6",-1328.26555573325
"1703","0.5","15","0.6","1.8",-1328.36764377389
"1704","0.5","15","0.6","2",-1328.43828320297
"1705","0.5","15","0.7","0.6",-1327.00325221633
"1706","0.5","15","0.7","0.8",-1327.31438766762
"1707","0.5","15","0.7","1",-1327.59131903723
"1708","0.5","15","0.7","1.2",-1327.80852017352
"1709","0.5","15","0.7","1.4",-1327.96905057256
"1710","0.5","15","0.7","1.6",-1328.0838676847
"1711","0.5","15","0.7","1.8",-1328.16437772282
"1712","0.5","15","0.7","2",-1328.22012445591
"1713","0.5","15","0.8","0.6",-1327.24567072865
"1714","0.5","15","0.8","0.8",-1327.46385684161
"1715","0.5","15","0.8","1",-1327.65824097538
"1716","0.5","15","0.8","1.2",-1327.81081218152
"1717","0.5","15","0.8","1.4",-1327.92365730243
"1718","0.5","15","0.8","1.6",-1328.00442848058
"1719","0.5","15","0.8","1.8",-1328.06110944188
"1720","0.5","15","0.8","2",-1328.10038788674
"1721","0.5","15","0.9","0.6",-1327.66117666496
"1722","0.5","15","0.9","0.8",-1327.77644997785
"1723","0.5","15","0.9","1",-1327.87926181529
"1724","0.5","15","0.9","1.2",-1327.96002861841
"1725","0.5","15","0.9","1.4",-1328.0198164148
"1726","0.5","15","0.9","1.6",-1328.06264853538
"1727","0.5","15","0.9","1.8",-1328.09273327741
"1728","0.5","15","0.9","2",-1328.11360088404
"1729","0.5","25","0.1","0.6",-1328.40577839399
"1730","0.5","25","0.1","0.8",-1329.11284143895
"1731","0.5","25","0.1","1",-1329.65540592928
"1732","0.5","25","0.1","1.2",-1330.03163304749
"1733","0.5","25","0.1","1.4",-1330.27965330741
"1734","0.5","25","0.1","1.6",-1330.43849563505
"1735","0.5","25","0.1","1.8",-1330.53842560205
"1736","0.5","25","0.1","2",-1330.60057536101
"1737","0.5","25","0.2","0.6",-1328.08014167864
"1738","0.5","25","0.2","0.8",-1328.73085259092
"1739","0.5","25","0.2","1",-1329.23031022002
"1740","0.5","25","0.2","1.2",-1329.57673474526
"1741","0.5","25","0.2","1.4",-1329.80516838669
"1742","0.5","25","0.2","1.6",-1329.95151054311
"1743","0.5","25","0.2","1.8",-1330.04360470876
"1744","0.5","25","0.2","2",-1330.10089904618
"1745","0.5","25","0.3","0.6",-1327.80360006949
"1746","0.5","25","0.3","0.8",-1328.39423372282
"1747","0.5","25","0.3","1",-1328.84773129693
"1748","0.5","25","0.3","1.2",-1329.16237545506
"1749","0.5","25","0.3","1.4",-1329.36992662217
"1750","0.5","25","0.3","1.6",-1329.50293702212
"1751","0.5","25","0.3","1.8",-1329.58667240361
"1752","0.5","25","0.3","2",-1329.63878616029
"1753","0.5","25","0.4","0.6",-1327.58234119759
"1754","0.5","25","0.4","0.8",-1328.10863296849
"1755","0.5","25","0.4","1",-1328.5128916547
"1756","0.5","25","0.4","1.2",-1328.79348009771
"1757","0.5","25","0.4","1.4",-1328.97864118267
"1758","0.5","25","0.4","1.6",-1329.09735307583
"1759","0.5","25","0.4","1.8",-1329.17211980237
"1760","0.5","25","0.4","2",-1329.21867284137
"1761","0.5","25","0.5","0.6",-1327.42530279671
"1762","0.5","25","0.5","0.8",-1327.88234055848
"1763","0.5","25","0.5","1",-1328.23357092726
"1764","0.5","25","0.5","1.2",-1328.47746303942
"1765","0.5","25","0.5","1.4",-1328.63848406677
"1766","0.5","25","0.5","1.6",-1328.74177030465
"1767","0.5","25","0.5","1.8",-1328.80685532167
"1768","0.5","25","0.5","2",-1328.8474013665
"1769","0.5","25","0.6","0.6",-1327.34518894706
"1770","0.5","25","0.6","0.8",-1327.72726565304
"1771","0.5","25","0.6","1",-1328.02105227698
"1772","0.5","25","0.6","1.2",-1328.22516274403
"1773","0.5","25","0.6","1.4",-1328.35999354307
"1774","0.5","25","0.6","1.6",-1328.44653027385
"1775","0.5","25","0.6","1.8",-1328.50109328521
"1776","0.5","25","0.6","2",-1328.53510518207
"1777","0.5","25","0.7","0.6",-1327.36014862975
"1778","0.5","25","0.7","0.8",-1327.66055935516
"1779","0.5","25","0.7","1",-1327.89170039493
"1780","0.5","25","0.7","1.2",-1328.05238585882
"1781","0.5","25","0.7","1.4",-1328.15859872636
"1782","0.5","25","0.7","1.6",-1328.22681351181
"1783","0.5","25","0.7","1.8",-1328.26985431206
"1784","0.5","25","0.7","2",-1328.29670294531
"1785","0.5","25","0.8","0.6",-1327.49664060485
"1786","0.5","25","0.8","0.8",-1327.70739574625
"1787","0.5","25","0.8","1",-1327.86967614482
"1788","0.5","25","0.8","1.2",-1327.98257094849
"1789","0.5","25","0.8","1.4",-1328.05724988947
"1790","0.5","25","0.8","1.6",-1328.10524990092
"1791","0.5","25","0.8","1.8",-1328.13556047304
"1792","0.5","25","0.8","2",-1328.15448380721
"1793","0.5","25","0.9","0.6",-1327.79420102862
"1794","0.5","25","0.9","0.8",-1327.90560498252
"1795","0.5","25","0.9","1",-1327.99146069003
"1796","0.5","25","0.9","1.2",-1328.05123857978
"1797","0.5","25","0.9","1.4",-1328.09081575389
"1798","0.5","25","0.9","1.6",-1328.11627747743
"1799","0.5","25","0.9","1.8",-1328.1323711071
"1800","0.5","25","0.9","2",-1328.14242845042
"1801","0.5","35","0.1","0.6",-1328.82817513587
"1802","0.5","35","0.1","0.8",-1329.48859345149
"1803","0.5","35","0.1","1",-1329.95417214528
"1804","0.5","35","0.1","1.2",-1330.25362778548
"1805","0.5","35","0.1","1.4",-1330.43740032732
"1806","0.5","35","0.1","1.6",-1330.54715103188
"1807","0.5","35","0.1","1.8",-1330.61159546437
"1808","0.5","35","0.1","2",-1330.64902317111
"1809","0.5","35","0.2","0.6",-1328.46919991334
"1810","0.5","35","0.2","0.8",-1329.07699300197
"1811","0.5","35","0.2","1",-1329.50558411125
"1812","0.5","35","0.2","1.2",-1329.78131851441
"1813","0.5","35","0.2","1.4",-1329.95058106663
"1814","0.5","35","0.2","1.6",-1330.05169839784
"1815","0.5","35","0.2","1.8",-1330.11109229526
"1816","0.5","35","0.2","2",-1330.14560003565
"1817","0.5","35","0.3","0.6",-1328.15708496283
"1818","0.5","35","0.3","0.8",-1328.7087815934
"1819","0.5","35","0.3","1",-1329.09793699277
"1820","0.5","35","0.3","1.2",-1329.34838361336
"1821","0.5","35","0.3","1.4",-1329.50217917395
"1822","0.5","35","0.3","1.6",-1329.59408930133
"1823","0.5","35","0.3","1.8",-1329.64809555862
"1824","0.5","35","0.3","2",-1329.67948532397
"1825","0.5","35","0.4","0.6",-1327.89767602263
"1826","0.5","35","0.4","0.8",-1328.38929739502
"1827","0.5","35","0.4","1",-1328.73620960174
"1828","0.5","35","0.4","1.2",-1328.95955693964
"1829","0.5","35","0.4","1.4",-1329.09676841372
"1830","0.5","35","0.4","1.6",-1329.1788035393
"1831","0.5","35","0.4","1.8",-1329.22702912477
"1832","0.5","35","0.4","2",-1329.2550717336
"1833","0.5","35","0.5","0.6",-1327.69950022051
"1834","0.5","35","0.5","0.8",-1328.12645883651
"1835","0.5","35","0.5","1",-1328.42787757819
"1836","0.5","35","0.5","1.2",-1328.62202424519
"1837","0.5","35","0.5","1.4",-1328.74135475764
"1838","0.5","35","0.5","1.6",-1328.81273583754
"1839","0.5","35","0.5","1.8",-1328.85472051015
"1840","0.5","35","0.5","2",-1328.87914718973
"1841","0.5","35","0.6","0.6",-1327.57475661526
"1842","0.5","35","0.6","0.8",-1327.93171824567
"1843","0.5","35","0.6","1",-1328.18385389874
"1844","0.5","35","0.6","1.2",-1328.34634340105
"1845","0.5","35","0.6","1.4",-1328.44627268451
"1846","0.5","35","0.6","1.6",-1328.50608410794
"1847","0.5","35","0.6","1.8",-1328.5412849938
"1848","0.5","35","0.6","2",-1328.56177762505
"1849","0.5","35","0.7","0.6",-1327.54095836867
"1850","0.5","35","0.7","0.8",-1327.82165193552
"1851","0.5","35","0.7","1",-1328.02003750914
"1852","0.5","35","0.7","1.2",-1328.14796684034
"1853","0.5","35","0.7","1.4",-1328.2266936363
"1854","0.5","35","0.7","1.6",-1328.27384708772
"1855","0.5","35","0.7","1.8",-1328.30161815588
"1856","0.5","35","0.7","2",-1328.31779718927
"1857","0.5","35","0.8","0.6",-1327.62374154671
"1858","0.5","35","0.8","0.8",-1327.82068925038
"1859","0.5","35","0.8","1",-1327.95998442954
"1860","0.5","35","0.8","1.2",-1328.04987405532
"1861","0.5","35","0.8","1.4",-1328.10523390067
"1862","0.5","35","0.8","1.6",-1328.1384182209
"1863","0.5","35","0.8","1.8",-1328.15797854053
"1864","0.5","35","0.8","2",-1328.16938367518
"1865","0.5","35","0.9","0.6",-1327.86154251105
"1866","0.5","35","0.9","0.8",-1327.96566378007
"1867","0.5","35","0.9","1",-1328.03936687183
"1868","0.5","35","0.9","1.2",-1328.08696893904
"1869","0.5","35","0.9","1.4",-1328.11631173302
"1870","0.5","35","0.9","1.6",-1328.13391736309
"1871","0.5","35","0.9","1.8",-1328.14430497013
"1872","0.5","35","0.9","2",-1328.15036782733
"1873","0.5","45","0.1","0.6",-1329.09178181485
"1874","0.5","45","0.1","0.8",-1329.70977953633
"1875","0.5","45","0.1","1",-1330.12000113522
"1876","0.5","45","0.1","1.2",-1330.3697620572
"1877","0.5","45","0.1","1.4",-1330.51515077237
"1878","0.5","45","0.1","1.6",-1330.59759212851
"1879","0.5","45","0.1","1.8",-1330.6435808073
"1880","0.5","45","0.1","2",-1330.66896495977
"1881","0.5","45","0.2","0.6",-1328.71197344029
"1882","0.5","45","0.2","0.8",-1329.28072742215
"1883","0.5","45","0.2","1",-1329.6583598591
"1884","0.5","45","0.2","1.2",-1329.88833501409
"1885","0.5","45","0.2","1.4",-1330.0222488312
"1886","0.5","45","0.2","1.6",-1330.09820719307
"1887","0.5","45","0.2","1.8",-1330.14059303515
"1888","0.5","45","0.2","2",-1330.16399611891
"1889","0.5","45","0.3","0.6",-1328.37763428803
"1890","0.5","45","0.3","0.8",-1328.89390101743
"1891","0.5","45","0.3","1",-1329.23678937905
"1892","0.5","45","0.3","1.2",-1329.44567939265
"1893","0.5","45","0.3","1.4",-1329.56735788276
"1894","0.5","45","0.3","1.6",-1329.63640213256
"1895","0.5","45","0.3","1.8",-1329.67494482382
"1896","0.5","45","0.3","2",-1329.6962342698
"1897","0.5","45","0.4","0.6",-1328.09439714572
"1898","0.5","45","0.4","0.8",-1328.5544567429
"1899","0.5","45","0.4","1",-1328.86012913831
"1900","0.5","45","0.4","1.2",-1329.04642116627
"1901","0.5","45","0.4","1.4",-1329.15498252303
"1902","0.5","45","0.4","1.6",-1329.21661148675
"1903","0.5","45","0.4","1.8",-1329.25103032874
"1904","0.5","45","0.4","2",-1329.27005072184
"1905","0.5","45","0.5","0.6",-1327.87053377599
"1906","0.5","45","0.5","0.8",-1328.27009434384
"1907","0.5","45","0.5","1",-1328.53568788547
"1908","0.5","45","0.5","1.2",-1328.69762929138
"1909","0.5","45","0.5","1.4",-1328.79204765826
"1910","0.5","45","0.5","1.6",-1328.84567560992
"1911","0.5","45","0.5","1.8",-1328.87564217516
"1912","0.5","45","0.5","2",-1328.89221097396
"1913","0.5","45","0.6","0.6",-1327.71792998632
"1914","0.5","45","0.6","0.8",-1328.05199860492
"1915","0.5","45","0.6","1",-1328.27417391623
"1916","0.5","45","0.6","1.2",-1328.40971522243
"1917","0.5","45","0.6","1.4",-1328.48878699432
"1918","0.5","45","0.6","1.6",-1328.53372548644
"1919","0.5","45","0.6","1.8",-1328.55885207585
"1920","0.5","45","0.6","2",-1328.5727535179
"1921","0.5","45","0.7","0.6",-1327.65370399183
"1922","0.5","45","0.7","0.8",-1327.9164092197
"1923","0.5","45","0.7","1",-1328.09122828847
"1924","0.5","45","0.7","1.2",-1328.19794663556
"1925","0.5","45","0.7","1.4",-1328.26024543786
"1926","0.5","45","0.7","1.6",-1328.29567633922
"1927","0.5","45","0.7","1.8",-1328.31550124479
"1928","0.5","45","0.7","2",-1328.32647741013
"1929","0.5","45","0.8","0.6",-1327.70298116893
"1930","0.5","45","0.8","0.8",-1327.88731860536
"1931","0.5","45","0.8","1",-1328.01007313153
"1932","0.5","45","0.8","1.2",-1328.08506348673
"1933","0.5","45","0.8","1.4",-1328.12887479489
"1934","0.5","45","0.8","1.6",-1328.15381173666
"1935","0.5","45","0.8","1.8",-1328.16777649586
"1936","0.5","45","0.8","2",-1328.17551479387
"1937","0.5","45","0.9","0.6",-1327.90351643634
"1938","0.5","45","0.9","0.8",-1328.00097820456
"1939","0.5","45","0.9","1",-1328.06593328883
"1940","0.5","45","0.9","1.2",-1328.10564837185
"1941","0.5","45","0.9","1.4",-1328.12887208896
"1942","0.5","45","0.9","1.6",-1328.14210348231
"1943","0.5","45","0.9","1.8",-1328.14952047231
"1944","0.5","45","0.9","2",-1328.15363453927
"1945","0.5","55","0.1","0.6",-1329.27519858474
"1946","0.5","55","0.1","0.8",-1329.85693732348
"1947","0.5","55","0.1","1",-1330.22547035004
"1948","0.5","55","0.1","1.2",-1330.44035271098
"1949","0.5","55","0.1","1.4",-1330.56030684768
"1950","0.5","55","0.1","1.6",-1330.62557884946
"1951","0.5","55","0.1","1.8",-1330.66053284739
"1952","0.5","55","0.1","2",-1330.67905843914
"1953","0.5","55","0.2","0.6",-1328.88088202133
"1954","0.5","55","0.2","0.8",-1329.4162660571
"1955","0.5","55","0.2","1",-1329.75551972901
