"","GC","lat","long","Date","User","countylist2"
"1","GC6RVQP",47.4528,-87.8617,"2017-09-14","ippleh","michigan,keweenaw"
"2","GC6RVQP",47.4528,-87.8617,"2017-07-05","Team MEMILA","michigan,keweenaw"
"3","GC6RVQP",47.4528,-87.8617,"2017-07-03","gcBrady","michigan,keweenaw"
"4","GC6RVQP",47.4528,-87.8617,"2017-07-03","gcLiam","michigan,keweenaw"
"5","GC6RVQP",47.4528,-87.8617,"2017-07-03","bretina","michigan,keweenaw"
"6","GC6RVQP",47.4528,-87.8617,"2016-11-07","up-north","michigan,keweenaw"
"7","GC6RVQP",47.4528,-87.8617,"2016-10-04","sweetlife","michigan,keweenaw"
"8","GC6RVQP",47.4528,-87.8617,"2016-09-30","DrMushroom","michigan,keweenaw"
"9","GC6RVQP",47.4528,-87.8617,"2016-09-18","Gurnee Glenn","michigan,keweenaw"
"10","GC6RVQP",47.4528,-87.8617,"2016-09-17","Angie_9393","michigan,keweenaw"
"11","GC6RVQP",47.4528,-87.8617,"2016-09-17","scott&phyllis","michigan,keweenaw"
"12","GC6RVQP",47.4528,-87.8617,"2016-09-16","Wandering Tracks","michigan,keweenaw"
"13","GC6RVQP",47.4528,-87.8617,"2016-09-16","glweber","michigan,keweenaw"
"14","GC6RVQP",47.4528,-87.8617,"2016-09-11","-Rusty-","michigan,keweenaw"
"15","GC2J3Y3",40.92443,-75.09105,"2014-10-27","Pirate Wallenpaupack","pennsylvania,northampton"
"16","GC2J3Y3",40.92443,-75.09105,"2011-06-13","Pirate Wallenpaupack","pennsylvania,northampton"
"17","GC2J3Y3",40.92443,-75.09105,"2011-05-08","Misty's Shadow","pennsylvania,northampton"
"18","GC2J3Y3",40.92443,-75.09105,"2011-01-14","Old Navy","pennsylvania,northampton"
"19","GC2J3Y3",40.92443,-75.09105,"2011-01-14","BigA800","pennsylvania,northampton"
"20","GC2J3Y3",40.92443,-75.09105,"2010-12-10","keithj999","pennsylvania,northampton"
"21","GC2J3Y3",40.92443,-75.09105,"2010-11-27","walker22","pennsylvania,northampton"
"22","GC2J3Y3",40.92443,-75.09105,"2010-11-23","Misty's Shadow","pennsylvania,northampton"
"23","GC2J3Y3",40.92443,-75.09105,"2010-11-22","rwjfl","pennsylvania,northampton"
"24","GC2J3Y3",40.92443,-75.09105,"2010-11-20","Stellar Jr.","pennsylvania,northampton"
"25","GC2J3Y3",40.92443,-75.09105,"2010-11-20","Gilwell1","pennsylvania,northampton"
"26","GC2J3Y3",40.92443,-75.09105,"2010-11-20","TheJump","pennsylvania,northampton"
"27","GC2J3Y3",40.92443,-75.09105,"2010-11-20","Shoob&Sheeb","pennsylvania,northampton"
"28","GC2J3Y3",40.92443,-75.09105,"2010-11-20","captainmath","pennsylvania,northampton"
"29","GC2J3Y3",40.92443,-75.09105,"2010-11-20","stellarscapes","pennsylvania,northampton"
"30","GC2J3Y3",40.92443,-75.09105,"2010-11-18","latitude55","pennsylvania,northampton"
"31","GC2J3Y3",40.92443,-75.09105,"2010-11-18","Jasper Ralph 13","pennsylvania,northampton"
"32","GC2J3Y3",40.92443,-75.09105,"2010-11-15","OReviewer","pennsylvania,northampton"
"33","GCXVYE",41.44337,-79.6344,"2007-11-26","Keystone","pennsylvania,venango"
"34","GCXVYE",41.44337,-79.6344,"2007-11-10","Keystone","pennsylvania,venango"
"35","GCXVYE",41.44337,-79.6344,"2007-08-30","glorya","pennsylvania,venango"
"36","GCXVYE",41.44337,-79.6344,"2007-08-11","Grandpa and Grandma","pennsylvania,venango"
"37","GCXVYE",41.44337,-79.6344,"2007-04-29","goldsnoop-","pennsylvania,venango"
"38","GCXVYE",41.44337,-79.6344,"2007-04-29","Tprints","pennsylvania,venango"
"39","GCXVYE",41.44337,-79.6344,"2006-10-29","glorya","pennsylvania,venango"
"40","GCXVYE",41.44337,-79.6344,"2006-10-21","Tprints","pennsylvania,venango"
"41","GCXVYE",41.44337,-79.6344,"2006-09-10","glorya","pennsylvania,venango"
"42","GCXVYE",41.44337,-79.6344,"2006-08-30","OReviewer","pennsylvania,venango"
"43","GC14EX8",41.96233,-72.74548,"2019-11-20","schwandt","connecticut,hartford"
"44","GC14EX8",41.96233,-72.74548,"2019-10-13","gpscouts","connecticut,hartford"
"45","GC14EX8",41.96233,-72.74548,"2018-10-28","Tipsy_1","connecticut,hartford"
"46","GC14EX8",41.96233,-72.74548,"2018-07-21","outsiders2","connecticut,hartford"
"47","GC14EX8",41.96233,-72.74548,"2018-07-21","Bkitty","connecticut,hartford"
"48","GC14EX8",41.96233,-72.74548,"2018-06-09","DizJohn","connecticut,hartford"
"49","GC14EX8",41.96233,-72.74548,"2017-11-25","Capt. Bob","connecticut,hartford"
"50","GC14EX8",41.96233,-72.74548,"2017-01-11","geo.duck","connecticut,hartford"
"51","GC14EX8",41.96233,-72.74548,"2015-10-23","Spatial Distortion","connecticut,hartford"
"52","GC14EX8",41.96233,-72.74548,"2015-09-07","sujayne","connecticut,hartford"
"53","GC14EX8",41.96233,-72.74548,"2015-08-15","Geo-mule","connecticut,hartford"
"54","GC14EX8",41.96233,-72.74548,"2013-11-14","foxtrott871","connecticut,hartford"
"55","GC14EX8",41.96233,-72.74548,"2012-06-15","Gilwell1","connecticut,hartford"
"56","GC14EX8",41.96233,-72.74548,"2012-05-19","out12","connecticut,hartford"
"57","GC14EX8",41.96233,-72.74548,"2012-02-09","BGunnells","connecticut,hartford"
"58","GC14EX8",41.96233,-72.74548,"2009-08-16","carels","connecticut,hartford"
"59","GC14EX8",41.96233,-72.74548,"2009-07-05","Mr Echo","connecticut,hartford"
"60","GC14EX8",41.96233,-72.74548,"2009-05-29","mc97","connecticut,hartford"
"61","GC14EX8",41.96233,-72.74548,"2009-05-27","mc97","connecticut,hartford"
"62","GC14EX8",41.96233,-72.74548,"2008-10-16","KDubs","connecticut,hartford"
"63","GC14EX8",41.96233,-72.74548,"2008-05-16","Firefighter Skippy","connecticut,hartford"
"64","GC14EX8",41.96233,-72.74548,"2008-05-10","Tuckerman6288","connecticut,hartford"
"65","GC14EX8",41.96233,-72.74548,"2007-10-25","j2brew","connecticut,hartford"
"66","GC14EX8",41.96233,-72.74548,"2007-09-29","geosliders","connecticut,hartford"
"67","GC14EX8",41.96233,-72.74548,"2007-09-23","snowball's-keepers","connecticut,hartford"
"68","GC14EX8",41.96233,-72.74548,"2007-07-18","geoaware","connecticut,hartford"
"69","GC307XJ",40.88205,-77.6113,"2019-10-12","Team Mumu","pennsylvania,centre"
"70","GC307XJ",40.88205,-77.6113,"2019-07-03","Uncle Fuzzy","pennsylvania,centre"
"71","GC307XJ",40.88205,-77.6113,"2018-07-12","MommyTP","pennsylvania,centre"
"72","GC307XJ",40.88205,-77.6113,"2018-07-12","Tprints","pennsylvania,centre"
"73","GC307XJ",40.88205,-77.6113,"2017-07-31","ST.FU","pennsylvania,centre"
"74","GC307XJ",40.88205,-77.6113,"2017-07-28","GR8Caches","pennsylvania,centre"
"75","GC307XJ",40.88205,-77.6113,"2017-07-28","GEO WALKER","pennsylvania,centre"
"76","GC307XJ",40.88205,-77.6113,"2016-09-04","HowerPower","pennsylvania,centre"
"77","GC307XJ",40.88205,-77.6113,"2016-07-23","UB2011BH","pennsylvania,centre"
"78","GC307XJ",40.88205,-77.6113,"2016-06-29","HappilyEverAfter0818","pennsylvania,centre"
"79","GC307XJ",40.88205,-77.6113,"2016-06-13","ndrw13","pennsylvania,centre"
"80","GC307XJ",40.88205,-77.6113,"2016-04-22","kcepenn","pennsylvania,centre"
"81","GC307XJ",40.88205,-77.6113,"2015-09-26","miatabug","pennsylvania,centre"
"82","GC307XJ",40.88205,-77.6113,"2015-08-30","ST.FU","pennsylvania,centre"
"83","GC307XJ",40.88205,-77.6113,"2015-08-21","harrickson","pennsylvania,centre"
"84","GC307XJ",40.88205,-77.6113,"2015-08-16","GuentherGal","pennsylvania,centre"
"85","GC307XJ",40.88205,-77.6113,"2015-07-21","PaRacers","pennsylvania,centre"
"86","GC307XJ",40.88205,-77.6113,"2015-07-06","Smooch262","pennsylvania,centre"
"87","GC307XJ",40.88205,-77.6113,"2015-06-21","moocher2notyou","pennsylvania,centre"
"88","GC307XJ",40.88205,-77.6113,"2014-08-19","scoof","pennsylvania,centre"
"89","GC307XJ",40.88205,-77.6113,"2014-08-03","ZombieHunters16365","pennsylvania,centre"
"90","GC307XJ",40.88205,-77.6113,"2013-10-05","ted28285","pennsylvania,centre"
"91","GC307XJ",40.88205,-77.6113,"2013-08-26","TeamKruznn","pennsylvania,centre"
"92","GC307XJ",40.88205,-77.6113,"2013-08-19","browneyedgirl789","pennsylvania,centre"
"93","GC307XJ",40.88205,-77.6113,"2013-08-04","Mr Fishy","pennsylvania,centre"
"94","GC307XJ",40.88205,-77.6113,"2013-05-26","3Onions","pennsylvania,centre"
"95","GC307XJ",40.88205,-77.6113,"2013-04-24","ponil","pennsylvania,centre"
"96","GC307XJ",40.88205,-77.6113,"2012-10-14","Jockster","pennsylvania,centre"
"97","GC307XJ",40.88205,-77.6113,"2012-09-23","The Bubba Team","pennsylvania,centre"
"98","GC307XJ",40.88205,-77.6113,"2012-09-02","scheck1","pennsylvania,centre"
"99","GC307XJ",40.88205,-77.6113,"2012-08-06","fuerte24","pennsylvania,centre"
"100","GC307XJ",40.88205,-77.6113,"2012-07-28","daveprenj","pennsylvania,centre"
"101","GC307XJ",40.88205,-77.6113,"2012-04-06","Lumpheimers","pennsylvania,centre"
"102","GC307XJ",40.88205,-77.6113,"2011-10-31","r.e.s.t.seekers","pennsylvania,centre"
"103","GC307XJ",40.88205,-77.6113,"2011-08-30","4CeasonS","pennsylvania,centre"
"104","GC307XJ",40.88205,-77.6113,"2011-08-13","GrayFinders2","pennsylvania,centre"
"105","GC307XJ",40.88205,-77.6113,"2011-08-08","carels","pennsylvania,centre"
"106","GC307XJ",40.88205,-77.6113,"2011-07-22","Stevensons a Searchin","pennsylvania,centre"
"107","GC307XJ",40.88205,-77.6113,"2011-07-20","Lwnam91","pennsylvania,centre"
"108","GC307XJ",40.88205,-77.6113,"2011-07-20","YELBUG","pennsylvania,centre"
"109","GC307XJ",40.88205,-77.6113,"2011-07-19","Mountainfolk.","pennsylvania,centre"
"110","GC307XJ",40.88205,-77.6113,"2011-07-19","TheGeoSleuth","pennsylvania,centre"
"111","GC307XJ",40.88205,-77.6113,"2011-07-19","geoawareCA","pennsylvania,centre"
"112","GCKQXH",45.77832,-65.77532,"2019-06-17","cogsweba",NA
"113","GCKQXH",45.77832,-65.77532,"2016-10-01","Team BikeFast",NA
"114","GCKQXH",45.77832,-65.77532,"2016-06-08","The Major Family",NA
"115","GCKQXH",45.77832,-65.77532,"2015-08-02","Tetagoucher",NA
"116","GCKQXH",45.77832,-65.77532,"2013-08-04","K57",NA
"117","GCKQXH",45.77832,-65.77532,"2012-06-17","sussexace",NA
"118","GCKQXH",45.77832,-65.77532,"2012-06-17","vfrgirl",NA
"119","GCKQXH",45.77832,-65.77532,"2012-01-10","incepit",NA
"120","GCKQXH",45.77832,-65.77532,"2012-01-10","markirene",NA
"121","GCKQXH",45.77832,-65.77532,"2012-01-10","Rev Slippery",NA
"122","GCKQXH",45.77832,-65.77532,"2011-07-15","GEDCanada",NA
"123","GCKQXH",45.77832,-65.77532,"2011-07-15","Team BikeFast",NA
"124","GCKQXH",45.77832,-65.77532,"2011-07-15","KFDCanada&GEDCanada",NA
"125","GCKQXH",45.77832,-65.77532,"2010-08-08","SuperheroInTraining",NA
"126","GCKQXH",45.77832,-65.77532,"2010-07-28","avardmac",NA
"127","GCKQXH",45.77832,-65.77532,"2010-05-26","ajlong",NA
"128","GCKQXH",45.77832,-65.77532,"2009-07-05","mud in the face",NA
"129","GCKQXH",45.77832,-65.77532,"2008-12-13","ZeMartelo",NA
"130","GCKQXH",45.77832,-65.77532,"2008-09-05","The Major Family",NA
"131","GCKQXH",45.77832,-65.77532,"2008-07-20","Olive_Girl",NA
"132","GCKQXH",45.77832,-65.77532,"2008-07-20","Ol_eagle_eyes",NA
"133","GCKQXH",45.77832,-65.77532,"2008-06-10","DueEast",NA
"134","GCKQXH",45.77832,-65.77532,"2007-04-30","TLWTOC",NA
"135","GCKQXH",45.77832,-65.77532,"2007-04-30","DIGGER_52",NA
"136","GCKQXH",45.77832,-65.77532,"2006-12-31","Toadster",NA
"137","GCKQXH",45.77832,-65.77532,"2006-10-17","Creakers",NA
"138","GCKQXH",45.77832,-65.77532,"2006-07-19","KD_cachers",NA
"139","GCKQXH",45.77832,-65.77532,"2006-05-06","Team BikeFast",NA
"140","GCKQXH",45.77832,-65.77532,"2006-04-16","MacRats",NA
"141","GCKQXH",45.77832,-65.77532,"2006-04-13","BEESKEEPER",NA
"142","GCKQXH",45.77832,-65.77532,"2006-04-01","bayseekers",NA
"143","GCKQXH",45.77832,-65.77532,"2005-11-20","The Lab Rat",NA
"144","GCKQXH",45.77832,-65.77532,"2005-11-17","The Major Family",NA
"145","GCKQXH",45.77832,-65.77532,"2005-05-24","The Major Family",NA
"146","GCKQXH",45.77832,-65.77532,"2005-05-14","Marching Team",NA
"147","GCKQXH",45.77832,-65.77532,"2005-04-22","TheRetiredHiker&SpruceGum",NA
"148","GCKQXH",45.77832,-65.77532,"2004-11-06","DustyWalker",NA
"149","GCKQXH",45.77832,-65.77532,"2004-10-25","jim52",NA
"150","GCKQXH",45.77832,-65.77532,"2004-10-24","family_circache",NA
"151","GCKQXH",45.77832,-65.77532,"2004-10-18","Doctor Livingstone",NA
"152","GCKQXH",45.77832,-65.77532,"2004-10-09","The Major Family",NA
"153","GCKQXH",45.77832,-65.77532,"2004-10-09","Red Witch",NA
"154","GCH6N3",41.3233,-73.49687,"2012-02-12","Pi Even","connecticut,fairfield"
"155","GCH6N3",41.3233,-73.49687,"2012-02-04","leenie222","connecticut,fairfield"
"156","GCH6N3",41.3233,-73.49687,"2012-01-07","Pi Even","connecticut,fairfield"
"157","GCH6N3",41.3233,-73.49687,"2011-12-06","RobDJr","connecticut,fairfield"
"158","GCH6N3",41.3233,-73.49687,"2011-12-03","RobDJr","connecticut,fairfield"
"159","GCH6N3",41.3233,-73.49687,"2011-11-27","RobDJr","connecticut,fairfield"
"160","GCH6N3",41.3233,-73.49687,"2011-07-20","leenie222","connecticut,fairfield"
"161","GCH6N3",41.3233,-73.49687,"2010-08-09","Team Bacmac","connecticut,fairfield"
"162","GCH6N3",41.3233,-73.49687,"2010-08-08","Team Bacmac","connecticut,fairfield"
"163","GCH6N3",41.3233,-73.49687,"2008-10-18","Walkaboutlost","connecticut,fairfield"
"164","GCH6N3",41.3233,-73.49687,"2006-11-04","drscholtz","connecticut,fairfield"
"165","GCH6N3",41.3233,-73.49687,"2006-10-07","drscholtz","connecticut,fairfield"
"166","GCH6N3",41.3233,-73.49687,"2006-09-10","NTMOLOGIST","connecticut,fairfield"
"167","GCH6N3",41.3233,-73.49687,"2006-08-25","ridgefield ridgerunner","connecticut,fairfield"
"168","GCH6N3",41.3233,-73.49687,"2006-08-25","Bollechino","connecticut,fairfield"
"169","GCH6N3",41.3233,-73.49687,"2006-06-20","NTMOLOGIST","connecticut,fairfield"
"170","GCH6N3",41.3233,-73.49687,"2006-06-17","DominoCT","connecticut,fairfield"
"171","GCH6N3",41.3233,-73.49687,"2006-05-01","Team Mumu","connecticut,fairfield"
"172","GCH6N3",41.3233,-73.49687,"2006-04-26","Team Mumu","connecticut,fairfield"
"173","GCH6N3",41.3233,-73.49687,"2005-09-04","JPA3&4","connecticut,fairfield"
"174","GCH6N3",41.3233,-73.49687,"2005-05-12","Barefoot","connecticut,fairfield"
"175","GCH6N3",41.3233,-73.49687,"2003-12-29","jonboy","connecticut,fairfield"
"176","GC1RXZ8",37.49775,-84.221,"2010-12-05","Brad_W","kentucky,rockcastle"
"177","GC1RXZ8",37.49775,-84.221,"2010-09-30","mumys pet","kentucky,rockcastle"
"178","GC1RXZ8",37.49775,-84.221,"2010-09-30","N0WNV","kentucky,rockcastle"
"179","GC1RXZ8",37.49775,-84.221,"2010-05-23","dsms99","kentucky,rockcastle"
"180","GC1RXZ8",37.49775,-84.221,"2010-04-24","coolhipwithit","kentucky,rockcastle"
"181","GC1RXZ8",37.49775,-84.221,"2010-04-24","flyboy66","kentucky,rockcastle"
"182","GC1RXZ8",37.49775,-84.221,"2009-06-12","Ammosuperman","kentucky,rockcastle"
"183","GC1RXZ8",37.49775,-84.221,"2009-06-12","geoaware","kentucky,rockcastle"
"184","GC1RXZ8",37.49775,-84.221,"2009-05-27","Cav Scout","kentucky,rockcastle"
"185","GC25B2Q",40.91742,-74.56137,"2019-09-27","Harry Dolphin","new jersey,morris"
"186","GC25B2Q",40.91742,-74.56137,"2019-08-26","junco_","new jersey,morris"
"187","GC25B2Q",40.91742,-74.56137,"2018-12-19","Milek78","new jersey,morris"
"188","GC25B2Q",40.91742,-74.56137,"2018-12-19","JSpeedy","new jersey,morris"
"189","GC25B2Q",40.91742,-74.56137,"2018-11-25","John4863","new jersey,morris"
"190","GC25B2Q",40.91742,-74.56137,"2018-05-06","Gilwell1","new jersey,morris"
"191","GC25B2Q",40.91742,-74.56137,"2018-05-06","captainmath","new jersey,morris"
"192","GC25B2Q",40.91742,-74.56137,"2018-04-11","jaimsjaimison","new jersey,morris"
"193","GC25B2Q",40.91742,-74.56137,"2018-02-18","kcmcacher","new jersey,morris"
"194","GC25B2Q",40.91742,-74.56137,"2017-10-28","moocher2notyou","new jersey,morris"
"195","GC25B2Q",40.91742,-74.56137,"2017-10-28","NoBlueCircles","new jersey,morris"
"196","GC25B2Q",40.91742,-74.56137,"2017-05-01","Pirate_Staples","new jersey,morris"
"197","GC25B2Q",40.91742,-74.56137,"2016-12-26","CacheMoneyHustlas","new jersey,morris"
"198","GC25B2Q",40.91742,-74.56137,"2016-10-20","hop hop hooray","new jersey,morris"
"199","GC25B2Q",40.91742,-74.56137,"2016-06-02","Flyer1957","new jersey,morris"
"200","GC25B2Q",40.91742,-74.56137,"2016-05-26","Rogue Hiker","new jersey,morris"
"201","GC25B2Q",40.91742,-74.56137,"2016-03-27","LCSM","new jersey,morris"
"202","GC25B2Q",40.91742,-74.56137,"2016-01-08","Old Navy","new jersey,morris"
"203","GC25B2Q",40.91742,-74.56137,"2016-01-08","scooter1130","new jersey,morris"
"204","GC25B2Q",40.91742,-74.56137,"2015-09-12","Smooch262","new jersey,morris"
"205","GC25B2Q",40.91742,-74.56137,"2015-09-05","MEMO Machine","new jersey,morris"
"206","GC25B2Q",40.91742,-74.56137,"2015-08-31","swampland'r","new jersey,morris"
"207","GC25B2Q",40.91742,-74.56137,"2015-08-31","Ragtime Fan","new jersey,morris"
"208","GC25B2Q",40.91742,-74.56137,"2015-08-25","BraillerCD","new jersey,morris"
"209","GC25B2Q",40.91742,-74.56137,"2015-06-14","TeamLundr","new jersey,morris"
"210","GC25B2Q",40.91742,-74.56137,"2015-05-17","CacheMoneyHustlas","new jersey,morris"
"211","GC25B2Q",40.91742,-74.56137,"2014-12-30","Rangr Dave","new jersey,morris"
"212","GC25B2Q",40.91742,-74.56137,"2014-12-30","Ranger Lynn","new jersey,morris"
"213","GC25B2Q",40.91742,-74.56137,"2014-10-12","scarhill","new jersey,morris"
"214","GC25B2Q",40.91742,-74.56137,"2014-07-10","WickedLobstah","new jersey,morris"
"215","GC25B2Q",40.91742,-74.56137,"2014-04-09","Rabid_Llamas","new jersey,morris"
"216","GC25B2Q",40.91742,-74.56137,"2013-11-23","TeamBandN","new jersey,morris"
"217","GC25B2Q",40.91742,-74.56137,"2013-10-13","nikcap","new jersey,morris"
"218","GC25B2Q",40.91742,-74.56137,"2013-10-13","Jo.Cap","new jersey,morris"
"219","GC25B2Q",40.91742,-74.56137,"2012-04-09","redgre","new jersey,morris"
"220","GC25B2Q",40.91742,-74.56137,"2012-04-07","NJ-Trekker","new jersey,morris"
"221","GC25B2Q",40.91742,-74.56137,"2012-04-07","04cubtag","new jersey,morris"
"222","GC25B2Q",40.91742,-74.56137,"2012-03-23","Walkin' Ed","new jersey,morris"
"223","GC25B2Q",40.91742,-74.56137,"2011-04-24","mblatch","new jersey,morris"
"224","GC25B2Q",40.91742,-74.56137,"2010-11-14","yankeepride","new jersey,morris"
"225","GC25B2Q",40.91742,-74.56137,"2010-11-14","Flower*Power*","new jersey,morris"
"226","GC25B2Q",40.91742,-74.56137,"2010-11-14","chinster","new jersey,morris"
"227","GC25B2Q",40.91742,-74.56137,"2010-11-11","travelnbhappy21","new jersey,morris"
"228","GC25B2Q",40.91742,-74.56137,"2010-10-29","yankeepride","new jersey,morris"
"229","GC25B2Q",40.91742,-74.56137,"2010-09-28","kenvilguy","new jersey,morris"
"230","GC25B2Q",40.91742,-74.56137,"2010-09-10","vanm","new jersey,morris"
"231","GC25B2Q",40.91742,-74.56137,"2010-09-01","bpp_picnic","new jersey,morris"
"232","GC25B2Q",40.91742,-74.56137,"2010-04-30","BenamBenam3","new jersey,morris"
"233","GC25B2Q",40.91742,-74.56137,"2010-04-30","Spatial Distortion","new jersey,morris"
"234","GC25B2Q",40.91742,-74.56137,"2010-04-24","Uncle Fuzzy","new jersey,morris"
"235","GC25B2Q",40.91742,-74.56137,"2010-04-24","GuentherGal","new jersey,morris"
"236","GC25B2Q",40.91742,-74.56137,"2010-04-22","Gipsie","new jersey,morris"
"237","GC25B2Q",40.91742,-74.56137,"2010-04-21","stevefash","new jersey,morris"
"238","GC25B2Q",40.91742,-74.56137,"2010-04-17","m_mcdonnell","new jersey,morris"
"239","GC25B2Q",40.91742,-74.56137,"2010-04-14","MetsFanInNJ","new jersey,morris"
"240","GC25B2Q",40.91742,-74.56137,"2010-04-02","MetsFanInNJ","new jersey,morris"
"241","GC25B2Q",40.91742,-74.56137,"2010-03-28","Spatial Distortion","new jersey,morris"
"242","GC25B2Q",40.91742,-74.56137,"2010-03-27","camelprodder","new jersey,morris"
"243","GC25B2Q",40.91742,-74.56137,"2010-03-27","trowel32","new jersey,morris"
"244","GC25B2Q",40.91742,-74.56137,"2010-03-27","seam2read","new jersey,morris"
"245","GC25B2Q",40.91742,-74.56137,"2010-03-23","trowel32","new jersey,morris"
"246","GC25B2Q",40.91742,-74.56137,"2010-03-23","Harry Dolphin","new jersey,morris"
"247","GC25B2Q",40.91742,-74.56137,"2010-03-22","BigA800","new jersey,morris"
"248","GC25B2Q",40.91742,-74.56137,"2010-03-22","The Pugnuts","new jersey,morris"
"249","GC25B2Q",40.91742,-74.56137,"2010-03-21","The Pugnuts","new jersey,morris"
"250","GC25B2Q",40.91742,-74.56137,"2010-03-21","OReviewer","new jersey,morris"
"251","GC2D73E",41.82835,-84.48413,"2020-03-29","-allenite-","michigan,hillsdale"
"252","GC2D73E",41.82835,-84.48413,"2019-10-05","yungfelo","michigan,hillsdale"
"253","GC2D73E",41.82835,-84.48413,"2019-08-05","Stumpy75","michigan,hillsdale"
"254","GC2D73E",41.82835,-84.48413,"2019-07-27","Zorkmid","michigan,hillsdale"
"255","GC2D73E",41.82835,-84.48413,"2019-07-26","bestactuary","michigan,hillsdale"
"256","GC2D73E",41.82835,-84.48413,"2019-07-26","jatmo","michigan,hillsdale"
"257","GC2D73E",41.82835,-84.48413,"2018-10-16","Joannvande","michigan,hillsdale"
"258","GC2D73E",41.82835,-84.48413,"2018-10-13","K8tee","michigan,hillsdale"
"259","GC2D73E",41.82835,-84.48413,"2018-07-28","PuzzledLady","michigan,hillsdale"
"260","GC2D73E",41.82835,-84.48413,"2018-07-28","Diggin' Up Bones","michigan,hillsdale"
"261","GC2D73E",41.82835,-84.48413,"2018-07-28","DNStephens","michigan,hillsdale"
"262","GC2D73E",41.82835,-84.48413,"2018-07-28","BWJM","michigan,hillsdale"
"263","GC2D73E",41.82835,-84.48413,"2018-07-25","PROBOB","michigan,hillsdale"
"264","GC2D73E",41.82835,-84.48413,"2018-07-23","XRayShooter","michigan,hillsdale"
"265","GC2D73E",41.82835,-84.48413,"2018-07-14","CritterLover","michigan,hillsdale"
"266","GC2D73E",41.82835,-84.48413,"2017-11-06","IowaBeaver","michigan,hillsdale"
"267","GC2D73E",41.82835,-84.48413,"2017-11-05","y2kcompliant","michigan,hillsdale"
"268","GC2D73E",41.82835,-84.48413,"2017-11-05","rootee2t","michigan,hillsdale"
"269","GC2D73E",41.82835,-84.48413,"2017-10-07","Joannvande","michigan,hillsdale"
"270","GC2D73E",41.82835,-84.48413,"2017-10-07","Joannvande","michigan,hillsdale"
"271","GC2D73E",41.82835,-84.48413,"2017-08-09","allenite","michigan,hillsdale"
"272","GC2D73E",41.82835,-84.48413,"2017-07-18","Drunkin Monkeys","michigan,hillsdale"
"273","GC2D73E",41.82835,-84.48413,"2017-07-15","determined2","michigan,hillsdale"
"274","GC2D73E",41.82835,-84.48413,"2017-06-17","Tjslady","michigan,hillsdale"
"275","GC2D73E",41.82835,-84.48413,"2016-11-10","HelloLola","michigan,hillsdale"
"276","GC2D73E",41.82835,-84.48413,"2016-08-11","Drew136","michigan,hillsdale"
"277","GC2D73E",41.82835,-84.48413,"2016-07-24","rebel10","michigan,hillsdale"
"278","GC2D73E",41.82835,-84.48413,"2016-07-24","Desafio","michigan,hillsdale"
"279","GC2D73E",41.82835,-84.48413,"2016-07-23","Skyecat","michigan,hillsdale"
"280","GC2D73E",41.82835,-84.48413,"2016-07-23","bd's","michigan,hillsdale"
"281","GC2D73E",41.82835,-84.48413,"2016-07-23","TeamGMMP","michigan,hillsdale"
"282","GC2D73E",41.82835,-84.48413,"2016-06-16","fbax","michigan,hillsdale"
"283","GC2D73E",41.82835,-84.48413,"2016-05-06","Skibug9","michigan,hillsdale"
"284","GC2D73E",41.82835,-84.48413,"2016-05-06","ohmom50","michigan,hillsdale"
"285","GC2D73E",41.82835,-84.48413,"2016-04-24","Harley822","michigan,hillsdale"
"286","GC2D73E",41.82835,-84.48413,"2015-10-12","Cteam","michigan,hillsdale"
"287","GC2D73E",41.82835,-84.48413,"2015-07-25","TheGrundalows","michigan,hillsdale"
"288","GC2D73E",41.82835,-84.48413,"2015-07-24","Matkat*","michigan,hillsdale"
"289","GC2D73E",41.82835,-84.48413,"2015-07-24","OHSilky","michigan,hillsdale"
"290","GC2D73E",41.82835,-84.48413,"2015-07-22","petroypa70","michigan,hillsdale"
"291","GC2D73E",41.82835,-84.48413,"2015-07-22","grandfolks","michigan,hillsdale"
"292","GC2D73E",41.82835,-84.48413,"2015-05-12","MrPirateCat","michigan,hillsdale"
"293","GC2D73E",41.82835,-84.48413,"2014-12-15","C and Z's LOOT","michigan,hillsdale"
"294","GC2D73E",41.82835,-84.48413,"2014-09-05","travelnbhappy21","michigan,hillsdale"
"295","GC2D73E",41.82835,-84.48413,"2014-08-25","tiggrrr","michigan,hillsdale"
"296","GC2D73E",41.82835,-84.48413,"2014-08-25","carnigrewal","michigan,hillsdale"
"297","GC2D73E",41.82835,-84.48413,"2014-07-26","CherryCacher","michigan,hillsdale"
"298","GC2D73E",41.82835,-84.48413,"2014-07-26","SpeedCity","michigan,hillsdale"
"299","GC2D73E",41.82835,-84.48413,"2014-07-26","Midnight Faerie","michigan,hillsdale"
"300","GC2D73E",41.82835,-84.48413,"2014-07-02","SnakeHeat","michigan,hillsdale"
"301","GC2D73E",41.82835,-84.48413,"2014-06-30","superjosh92","michigan,hillsdale"
"302","GC2D73E",41.82835,-84.48413,"2014-06-06","Mr. Packrat","michigan,hillsdale"
"303","GC2D73E",41.82835,-84.48413,"2014-06-06","model12","michigan,hillsdale"
"304","GC2D73E",41.82835,-84.48413,"2014-06-06","bluelamb03","michigan,hillsdale"
"305","GC2D73E",41.82835,-84.48413,"2014-04-19","Team MEMILA","michigan,hillsdale"
