"","GC","lat","long","Date","User","countylist2"
"2086","GC1X4DP",37.1932,-86.10345,"2009-08-24","a2arnold","kentucky,edmonson"
"2087","GC1X4DP",37.1932,-86.10345,"2009-08-15","KY Hiker","kentucky,edmonson"
"2088","GC1X4DP",37.1932,-86.10345,"2009-08-15","Folboter JAF","kentucky,edmonson"
"2089","GC1X4DP",37.1932,-86.10345,"2009-08-12","waltzcar","kentucky,edmonson"
"2090","GC1X4DP",37.1932,-86.10345,"2009-08-12","Turtle3863","kentucky,edmonson"
"2091","GC1X4DP",37.1932,-86.10345,"2009-08-12","waltzcar","kentucky,edmonson"
"2092","GC1X4DP",37.1932,-86.10345,"2009-08-12","geoaware","kentucky,edmonson"
"2093","GC13BH1",41.11748,-74.43717,"2020-03-22","Casskat17","new jersey,passaic"
"2094","GC13BH1",41.11748,-74.43717,"2019-06-15","kcmcacher","new jersey,passaic"
"2095","GC13BH1",41.11748,-74.43717,"2018-07-01","Casskat17","new jersey,passaic"
"2096","GC13BH1",41.11748,-74.43717,"2017-07-01","WaylessWood","new jersey,passaic"
"2097","GC13BH1",41.11748,-74.43717,"2017-07-01","weathernowcast","new jersey,passaic"
"2098","GC13BH1",41.11748,-74.43717,"2016-06-12","Harry Dolphin","new jersey,passaic"
"2099","GC13BH1",41.11748,-74.43717,"2015-01-10","Milek78","new jersey,passaic"
"2100","GC13BH1",41.11748,-74.43717,"2015-01-10","HOODFIELD","new jersey,passaic"
"2101","GC13BH1",41.11748,-74.43717,"2013-09-28","hackensack hiker","new jersey,passaic"
"2102","GC13BH1",41.11748,-74.43717,"2013-09-28","BruceF","new jersey,passaic"
"2103","GC13BH1",41.11748,-74.43717,"2012-08-26","polskikrol","new jersey,passaic"
"2104","GC13BH1",41.11748,-74.43717,"2011-12-03","grizzleypark","new jersey,passaic"
"2105","GC13BH1",41.11748,-74.43717,"2010-11-25","BigA800","new jersey,passaic"
"2106","GC13BH1",41.11748,-74.43717,"2009-07-04","geobernd","new jersey,passaic"
"2107","GC13BH1",41.11748,-74.43717,"2008-11-27","macatac1961","new jersey,passaic"
"2108","GC13BH1",41.11748,-74.43717,"2008-07-08","continental drifter","new jersey,passaic"
"2109","GC13BH1",41.11748,-74.43717,"2008-02-02","jeeeper1","new jersey,passaic"
"2110","GC13BH1",41.11748,-74.43717,"2008-01-12","TheSurfcaster","new jersey,passaic"
"2111","GC13BH1",41.11748,-74.43717,"2008-01-12","IMSpider","new jersey,passaic"
"2112","GC13BH1",41.11748,-74.43717,"2007-09-25","continental drifter","new jersey,passaic"
"2113","GC13BH1",41.11748,-74.43717,"2007-08-22","Trophy Cacher","new jersey,passaic"
"2114","GC13BH1",41.11748,-74.43717,"2007-06-30","Walkin' Ed","new jersey,passaic"
"2115","GC13BH1",41.11748,-74.43717,"2007-06-24","wild-wildbill","new jersey,passaic"
"2116","GC13BH1",41.11748,-74.43717,"2007-06-05","Tiffany's Slaves","new jersey,passaic"
"2117","GC13BH1",41.11748,-74.43717,"2007-06-04","Pofe","new jersey,passaic"
"2118","GC7CQM7",39.25343,-84.42625,"2019-12-27","tomturtle","ohio,hamilton"
"2119","GC7CQM7",39.25343,-84.42625,"2019-12-17","cache_n_out","ohio,hamilton"
"2120","GC7CQM7",39.25343,-84.42625,"2019-10-14","SM741","ohio,hamilton"
"2121","GC7CQM7",39.25343,-84.42625,"2019-07-14","brcross95","ohio,hamilton"
"2122","GC7CQM7",39.25343,-84.42625,"2019-07-05","Paulloud20","ohio,hamilton"
"2123","GC7CQM7",39.25343,-84.42625,"2019-07-01","cache_n_out","ohio,hamilton"
"2124","GC7CQM7",39.25343,-84.42625,"2019-06-30","Paulloud20","ohio,hamilton"
"2125","GC7CQM7",39.25343,-84.42625,"2019-06-29","Paulloud20","ohio,hamilton"
"2126","GC7CQM7",39.25343,-84.42625,"2019-06-15","brcross95","ohio,hamilton"
"2127","GC7CQM7",39.25343,-84.42625,"2018-12-01","Paulloud20","ohio,hamilton"
"2128","GC7CQM7",39.25343,-84.42625,"2018-05-29","muggle wife","ohio,hamilton"
"2129","GC7CQM7",39.25343,-84.42625,"2018-05-28","Monkeybrad","ohio,hamilton"
"2130","GC7CQM7",39.25343,-84.42625,"2018-05-28","OrigamiFolder","ohio,hamilton"
"2131","GC7CQM7",39.25343,-84.42625,"2018-02-26","cache_n_out","ohio,hamilton"
"2132","GC7CQM7",39.25343,-84.42625,"2018-01-27","cache_n_out","ohio,hamilton"
"2133","GC7CQM7",39.25343,-84.42625,"2018-01-26","webdogbert","ohio,hamilton"
"2134","GC7CQM7",39.25343,-84.42625,"2018-01-26","Folboter JAF","ohio,hamilton"
"2135","GC7CQM7",39.25343,-84.42625,"2018-01-26","City Slicker","ohio,hamilton"
"2136","GC7CQM7",39.25343,-84.42625,"2017-11-11","go-purdue","ohio,hamilton"
"2137","GC7CQM7",39.25343,-84.42625,"2017-10-06","go-purdue","ohio,hamilton"
"2138","GC7CQM7",39.25343,-84.42625,"2017-10-04","grandfolks","ohio,hamilton"
"2139","GC7CQM7",39.25343,-84.42625,"2017-10-01","Sequoia","ohio,hamilton"
"2140","GC7CQM7",39.25343,-84.42625,"2017-10-01","momcat61","ohio,hamilton"
"2141","GC7CQM7",39.25343,-84.42625,"2017-09-30","brcross95","ohio,hamilton"
"2142","GC7CQM7",39.25343,-84.42625,"2017-09-30","kim--possible","ohio,hamilton"
"2143","GC273MR",37.22758,-80.01305,"2020-02-23","Night-Hawk","virginia,roanoke"
"2144","GC273MR",37.22758,-80.01305,"2019-12-03","Scouter James 1948","virginia,roanoke"
"2145","GC273MR",37.22758,-80.01305,"2018-05-18","ST.FU","virginia,roanoke"
"2146","GC273MR",37.22758,-80.01305,"2017-07-24","Map Reader","virginia,roanoke"
"2147","GC273MR",37.22758,-80.01305,"2015-10-11","schwandt","virginia,roanoke"
"2148","GC273MR",37.22758,-80.01305,"2015-10-11","Keike and Navy LT","virginia,roanoke"
"2149","GC273MR",37.22758,-80.01305,"2015-09-21","Firefrog69","virginia,roanoke"
"2150","GC273MR",37.22758,-80.01305,"2015-09-21","FLtravelers","virginia,roanoke"
"2151","GC273MR",37.22758,-80.01305,"2015-09-21","papermanone & catlover","virginia,roanoke"
"2152","GC273MR",37.22758,-80.01305,"2015-09-21","Ken220","virginia,roanoke"
"2153","GC273MR",37.22758,-80.01305,"2015-08-21","Child ov nature","virginia,roanoke"
"2154","GC273MR",37.22758,-80.01305,"2015-07-16","Dove78","virginia,roanoke"
"2155","GC273MR",37.22758,-80.01305,"2015-05-23","sc-kayaking","virginia,roanoke"
"2156","GC273MR",37.22758,-80.01305,"2015-04-29","j2brew","virginia,roanoke"
"2157","GC273MR",37.22758,-80.01305,"2014-10-08","drgoby D. Yeti","virginia,roanoke"
"2158","GC273MR",37.22758,-80.01305,"2014-08-31","Mesozoic","virginia,roanoke"
"2159","GC273MR",37.22758,-80.01305,"2013-12-28","tbbiker","virginia,roanoke"
"2160","GC273MR",37.22758,-80.01305,"2013-12-16","sewwatt","virginia,roanoke"
"2161","GC273MR",37.22758,-80.01305,"2013-12-16","biblemanrick","virginia,roanoke"
"2162","GC273MR",37.22758,-80.01305,"2013-12-01","GR8CACHERS","virginia,roanoke"
"2163","GC273MR",37.22758,-80.01305,"2013-09-29","ONESPIRIT555","virginia,roanoke"
"2164","GC273MR",37.22758,-80.01305,"2012-11-02","tmberwuf65","virginia,roanoke"
"2165","GC273MR",37.22758,-80.01305,"2011-09-13","PathfinderMark","virginia,roanoke"
"2166","GC273MR",37.22758,-80.01305,"2011-09-01","COPES","virginia,roanoke"
"2167","GC273MR",37.22758,-80.01305,"2011-07-07","OxSling","virginia,roanoke"
"2168","GC273MR",37.22758,-80.01305,"2011-04-17","NCDaywalker","virginia,roanoke"
"2169","GC273MR",37.22758,-80.01305,"2011-04-01","tammy_b","virginia,roanoke"
"2170","GC273MR",37.22758,-80.01305,"2011-02-19","dauphingurl","virginia,roanoke"
"2171","GC273MR",37.22758,-80.01305,"2010-09-04","ohmom50","virginia,roanoke"
"2172","GC273MR",37.22758,-80.01305,"2010-08-08","SportsPhotoGuy","virginia,roanoke"
"2173","GC273MR",37.22758,-80.01305,"2010-04-24","geoawareCA","virginia,roanoke"
"2174","GC2CJVA",45.49327,-65.2084,"2018-06-23","Toadster",NA
"2175","GC2CJVA",45.49327,-65.2084,"2018-05-17","gnome#4",NA
"2176","GC2CJVA",45.49327,-65.2084,"2017-06-03","vol21ff",NA
"2177","GC2CJVA",45.49327,-65.2084,"2016-05-20","4CeasonS",NA
"2178","GC2CJVA",45.49327,-65.2084,"2014-06-17","kballsy",NA
"2179","GC2CJVA",45.49327,-65.2084,"2014-06-17","ponil",NA
"2180","GC2CJVA",45.49327,-65.2084,"2014-06-17","preferida",NA
"2181","GC2CJVA",45.49327,-65.2084,"2014-06-17","team salford",NA
"2182","GC2CJVA",45.49327,-65.2084,"2014-06-17","Nhtravelers5",NA
"2183","GC2CJVA",45.49327,-65.2084,"2013-07-30","Blurman",NA
"2184","GC2CJVA",45.49327,-65.2084,"2013-05-15","K57",NA
"2185","GC2CJVA",45.49327,-65.2084,"2013-05-04","Tetagoucher",NA
"2186","GC2CJVA",45.49327,-65.2084,"2013-05-04","ZeMartelo",NA
"2187","GC2CJVA",45.49327,-65.2084,"2012-12-17","mud in the face",NA
"2188","GC2CJVA",45.49327,-65.2084,"2012-07-06","Hillbilly Bob",NA
"2189","GC2CJVA",45.49327,-65.2084,"2012-07-06","jim52",NA
"2190","GC2CJVA",45.49327,-65.2084,"2011-07-20","stcar",NA
"2191","GC2CJVA",45.49327,-65.2084,"2011-07-20","Rev Slippery",NA
"2192","GC2CJVA",45.49327,-65.2084,"2011-07-20","paulandstacey",NA
"2193","GC2CJVA",45.49327,-65.2084,"2011-07-20","Zonker&co",NA
"2194","GC2CJVA",45.49327,-65.2084,"2010-11-16","KD_cachers",NA
"2195","GC2CJVA",45.49327,-65.2084,"2010-08-02","avardmac",NA
"2196","GC2CJVA",45.49327,-65.2084,"2010-08-01","TheRetiredHiker&SpruceGum",NA
"2197","GC2CJVA",45.49327,-65.2084,"2010-07-31","geoawareCA",NA
"2198"," GC1B2EF",39.69217,-91.3325,"2010-12-05","Brad_W","missouri,marion"
"2199"," GC1B2EF",39.69217,-91.3325,"2010-09-26","Xplorer and Ramblin' Rose","missouri,marion"
"2200"," GC1B2EF",39.69217,-91.3325,"2010-06-30","swateam","missouri,marion"
"2201"," GC1B2EF",39.69217,-91.3325,"2010-05-29","morts01","missouri,marion"
"2202"," GC1B2EF",39.69217,-91.3325,"2010-04-11","trista74","missouri,marion"
"2203"," GC1B2EF",39.69217,-91.3325,"2010-04-11","mojedo","missouri,marion"
"2204"," GC1B2EF",39.69217,-91.3325,"2010-04-11","dragonfly44","missouri,marion"
"2205"," GC1B2EF",39.69217,-91.3325,"2010-04-11","PeoriaBill","missouri,marion"
"2206"," GC1B2EF",39.69217,-91.3325,"2010-04-09","Repmul","missouri,marion"
"2207"," GC1B2EF",39.69217,-91.3325,"2010-04-09","lagrac","missouri,marion"
"2208"," GC1B2EF",39.69217,-91.3325,"2010-04-09","louie69","missouri,marion"
"2209"," GC1B2EF",39.69217,-91.3325,"2010-04-09","MsJules","missouri,marion"
"2210"," GC1B2EF",39.69217,-91.3325,"2010-04-09","Nicooole","missouri,marion"
"2211"," GC1B2EF",39.69217,-91.3325,"2010-04-09","I hunt for fun","missouri,marion"
"2212"," GC1B2EF",39.69217,-91.3325,"2010-04-08","XRayShooter","missouri,marion"
"2213"," GC1B2EF",39.69217,-91.3325,"2010-04-07","kalkavekkian","missouri,marion"
"2214"," GC1B2EF",39.69217,-91.3325,"2010-04-07","kalkavekkian","missouri,marion"
"2215"," GC1B2EF",39.69217,-91.3325,"2010-04-07","Moldslug","missouri,marion"
"2216"," GC1B2EF",39.69217,-91.3325,"2010-04-07","Tsmola","missouri,marion"
"2217"," GC1B2EF",39.69217,-91.3325,"2009-11-11","N0WNV","missouri,marion"
"2218"," GC1B2EF",39.69217,-91.3325,"2009-10-02","myotis","missouri,marion"
"2219"," GC1B2EF",39.69217,-91.3325,"2009-10-02","K-TEAM","missouri,marion"
"2220"," GC1B2EF",39.69217,-91.3325,"2009-09-02","ArtieD","missouri,marion"
"2221"," GC1B2EF",39.69217,-91.3325,"2009-08-09","the cachingbears","missouri,marion"
"2222"," GC1B2EF",39.69217,-91.3325,"2009-07-21","RGS","missouri,marion"
"2223"," GC1B2EF",39.69217,-91.3325,"2009-07-18","carolea60","missouri,marion"
"2224"," GC1B2EF",39.69217,-91.3325,"2009-03-30","ZROZRO7","missouri,marion"
"2225"," GC1B2EF",39.69217,-91.3325,"2009-03-29","Wulfen","missouri,marion"
"2226"," GC1B2EF",39.69217,-91.3325,"2009-03-29","chadh88","missouri,marion"
"2227"," GC1B2EF",39.69217,-91.3325,"2009-03-29","grcarlson","missouri,marion"
"2228"," GC1B2EF",39.69217,-91.3325,"2009-03-29","Sapper489","missouri,marion"
"2229"," GC1B2EF",39.69217,-91.3325,"2009-03-28","Tagalong Lynn","missouri,marion"
"2230"," GC1B2EF",39.69217,-91.3325,"2009-03-28","FRIED OKRA","missouri,marion"
"2231"," GC1B2EF",39.69217,-91.3325,"2009-03-28","Gredgeman","missouri,marion"
"2232"," GC1B2EF",39.69217,-91.3325,"2009-03-26","racer2814","missouri,marion"
"2233"," GC1B2EF",39.69217,-91.3325,"2009-03-25","TEAM GEOCHEF","missouri,marion"
"2234"," GC1B2EF",39.69217,-91.3325,"2009-01-10","beladi1","missouri,marion"
"2235"," GC1B2EF",39.69217,-91.3325,"2009-01-10","SWAseeker","missouri,marion"
"2236"," GC1B2EF",39.69217,-91.3325,"2008-10-30","Mongo travelers","missouri,marion"
"2237"," GC1B2EF",39.69217,-91.3325,"2008-10-26","Crowesfeat30","missouri,marion"
"2238"," GC1B2EF",39.69217,-91.3325,"2008-10-26","Strider","missouri,marion"
"2239"," GC1B2EF",39.69217,-91.3325,"2008-10-26","L Frank","missouri,marion"
"2240"," GC1B2EF",39.69217,-91.3325,"2008-10-26","Team DLADL","missouri,marion"
"2241"," GC1B2EF",39.69217,-91.3325,"2008-10-25","roelsch","missouri,marion"
"2242"," GC1B2EF",39.69217,-91.3325,"2008-10-25","Mean Gene","missouri,marion"
"2243"," GC1B2EF",39.69217,-91.3325,"2008-09-26","2~Sherlocks","missouri,marion"
"2244"," GC1B2EF",39.69217,-91.3325,"2008-09-26","Hunster","missouri,marion"
"2245"," GC1B2EF",39.69217,-91.3325,"2008-07-24","MutherAndSun","missouri,marion"
"2246"," GC1B2EF",39.69217,-91.3325,"2008-07-23","Cyclops","missouri,marion"
"2247"," GC1B2EF",39.69217,-91.3325,"2008-06-01","luckycharmer","missouri,marion"
"2248"," GC1B2EF",39.69217,-91.3325,"2008-05-31","geoaware","missouri,marion"
"2249"," GC1B2EF",39.69217,-91.3325,"2008-05-31","geoaware","missouri,marion"
"2250"," GC1B2EF",39.69217,-91.3325,"2008-05-30","geoaware","missouri,marion"
"2251"," GC1B2EF",39.69217,-91.3325,"2008-04-26","3 Men And A Mommy","missouri,marion"
"2252"," GC1B2EF",39.69217,-91.3325,"2008-04-09","joranda","missouri,marion"
"2253"," GC1B2EF",39.69217,-91.3325,"2008-04-09","geoaware","missouri,marion"
"2254","GC38XE3",44.31327,-70.78212,"2017-10-30","rogbarn","maine,oxford"
"2255","GC38XE3",44.31327,-70.78212,"2017-08-29","travelnbhappy21","maine,oxford"
"2256","GC38XE3",44.31327,-70.78212,"2017-07-18","BeeMagnet","maine,oxford"
"2257","GC38XE3",44.31327,-70.78212,"2017-07-08","TAT","maine,oxford"
"2258","GC38XE3",44.31327,-70.78212,"2017-05-27","SC-Cruiser","maine,oxford"
"2259","GC38XE3",44.31327,-70.78212,"2014-06-20","dat603","maine,oxford"
"2260","GC38XE3",44.31327,-70.78212,"2013-08-29","cwgray","maine,oxford"
"2261","GC38XE3",44.31327,-70.78212,"2013-08-12","JEM3","maine,oxford"
"2262","GC38XE3",44.31327,-70.78212,"2012-08-04","paccc","maine,oxford"
"2263","GC38XE3",44.31327,-70.78212,"2012-06-21","Macfriends","maine,oxford"
"2264","GC38XE3",44.31327,-70.78212,"2011-12-10","MainePublisher","maine,oxford"
"2265"," GC1B2F4",39.6884,-91.33172,"2020-02-14","looking4gems","missouri,marion"
"2266"," GC1B2F4",39.6884,-91.33172,"2019-09-08","FLtravelers","missouri,marion"
"2267"," GC1B2F4",39.6884,-91.33172,"2019-06-23","Aunt Dot","missouri,marion"
"2268"," GC1B2F4",39.6884,-91.33172,"2019-04-08","North Coast Cacher","missouri,marion"
"2269"," GC1B2F4",39.6884,-91.33172,"2019-04-07","Sequoia","missouri,marion"
"2270"," GC1B2F4",39.6884,-91.33172,"2019-04-07","kim--possible","missouri,marion"
"2271"," GC1B2F4",39.6884,-91.33172,"2019-04-06","PuzzledLady","missouri,marion"
"2272"," GC1B2F4",39.6884,-91.33172,"2019-04-06","Firemnky","missouri,marion"
"2273"," GC1B2F4",39.6884,-91.33172,"2019-04-06","Diggin' Up Bones","missouri,marion"
"2274"," GC1B2F4",39.6884,-91.33172,"2019-04-05","tasmo","missouri,marion"
"2275"," GC1B2F4",39.6884,-91.33172,"2019-04-05","el-mo","missouri,marion"
"2276"," GC1B2F4",39.6884,-91.33172,"2018-10-27","steve.n.erin","missouri,marion"
"2277"," GC1B2F4",39.6884,-91.33172,"2018-09-29","C3GPS","missouri,marion"
"2278"," GC1B2F4",39.6884,-91.33172,"2018-07-12","PathfinderMark","missouri,marion"
"2279"," GC1B2F4",39.6884,-91.33172,"2018-05-28","dc2swhill","missouri,marion"
"2280"," GC1B2F4",39.6884,-91.33172,"2018-05-28","MSU-E-KID#9","missouri,marion"
"2281"," GC1B2F4",39.6884,-91.33172,"2018-05-27","topgun5403 & Co-Pilot Marty","missouri,marion"
"2282"," GC1B2F4",39.6884,-91.33172,"2018-05-21","captphil","missouri,marion"
"2283"," GC1B2F4",39.6884,-91.33172,"2018-04-05","Blue Moonstone","missouri,marion"
"2284"," GC1B2F4",39.6884,-91.33172,"2018-04-05","XR509","missouri,marion"
"2285"," GC1B2F4",39.6884,-91.33172,"2018-04-05","DougPeterson","missouri,marion"
"2286"," GC1B2F4",39.6884,-91.33172,"2017-10-19","go-purdue","missouri,marion"
"2287"," GC1B2F4",39.6884,-91.33172,"2017-09-10","slamere72","missouri,marion"
"2288"," GC1B2F4",39.6884,-91.33172,"2017-09-09","+mo","missouri,marion"
"2289"," GC1B2F4",39.6884,-91.33172,"2017-09-09","andiwr","missouri,marion"
"2290"," GC1B2F4",39.6884,-91.33172,"2017-08-25","lostinthegarden","missouri,marion"
"2291"," GC1B2F4",39.6884,-91.33172,"2017-08-13","mezacate","missouri,marion"
"2292"," GC1B2F4",39.6884,-91.33172,"2017-07-20","train1904","missouri,marion"
"2293"," GC1B2F4",39.6884,-91.33172,"2017-07-15","InxtricablFate","missouri,marion"
"2294"," GC1B2F4",39.6884,-91.33172,"2017-07-15","skeletor10","missouri,marion"
"2295"," GC1B2F4",39.6884,-91.33172,"2017-07-15","magtfplanner","missouri,marion"
"2296"," GC1B2F4",39.6884,-91.33172,"2017-07-10","nan-d1955","missouri,marion"
"2297"," GC1B2F4",39.6884,-91.33172,"2017-07-09","spiritwolf922","missouri,marion"
"2298"," GC1B2F4",39.6884,-91.33172,"2017-07-01","sokrkx","missouri,marion"
"2299"," GC1B2F4",39.6884,-91.33172,"2016-11-21","Forest-Ghost","missouri,marion"
"2300"," GC1B2F4",39.6884,-91.33172,"2016-10-14","lostcheq","missouri,marion"
"2301"," GC1B2F4",39.6884,-91.33172,"2016-09-22","Gray Bat","missouri,marion"
"2302"," GC1B2F4",39.6884,-91.33172,"2016-07-09","NRL","missouri,marion"
"2303"," GC1B2F4",39.6884,-91.33172,"2016-07-09","Talks2Dinosaurs","missouri,marion"
"2304"," GC1B2F4",39.6884,-91.33172,"2016-06-28","marlin01","missouri,marion"
"2305"," GC1B2F4",39.6884,-91.33172,"2016-06-28","Mr. & Mrs. Magic","missouri,marion"
"2306"," GC1B2F4",39.6884,-91.33172,"2016-06-28","LCSM","missouri,marion"
"2307"," GC1B2F4",39.6884,-91.33172,"2016-06-22","bretina","missouri,marion"
"2308"," GC1B2F4",39.6884,-91.33172,"2016-06-22","gcBrady","missouri,marion"
"2309"," GC1B2F4",39.6884,-91.33172,"2016-06-22","gcLiam","missouri,marion"
"2310"," GC1B2F4",39.6884,-91.33172,"2016-04-07","dat603","missouri,marion"
"2311"," GC1B2F4",39.6884,-91.33172,"2016-04-02","handel huntress","missouri,marion"
"2312"," GC1B2F4",39.6884,-91.33172,"2016-04-02","handel huntress","missouri,marion"
"2313"," GC1B2F4",39.6884,-91.33172,"2016-04-02","handel huntress","missouri,marion"
"2314"," GC1B2F4",39.6884,-91.33172,"2016-02-28","TerriBikes+","missouri,marion"
"2315"," GC1B2F4",39.6884,-91.33172,"2016-02-28","StaceyBassoon","missouri,marion"
"2316"," GC1B2F4",39.6884,-91.33172,"2015-11-27","Ozark Sweetheart","missouri,marion"
"2317"," GC1B2F4",39.6884,-91.33172,"2015-11-27","dnkleimbach","missouri,marion"
"2318"," GC1B2F4",39.6884,-91.33172,"2015-11-27","ozarkxtreme","missouri,marion"
"2319"," GC1B2F4",39.6884,-91.33172,"2015-09-27","NashvilleJoe","missouri,marion"
"2320"," GC1B2F4",39.6884,-91.33172,"2015-09-27","AbbysGrammy","missouri,marion"
"2321"," GC1B2F4",39.6884,-91.33172,"2015-09-15","ByeTheWay","missouri,marion"
"2322"," GC1B2F4",39.6884,-91.33172,"2015-04-03","Jay Kay El Em","missouri,marion"
"2323"," GC1B2F4",39.6884,-91.33172,"2015-02-15","schrempa","missouri,marion"
"2324"," GC1B2F4",39.6884,-91.33172,"2014-10-08","Geeohcrash and Snoopy","missouri,marion"
"2325"," GC1B2F4",39.6884,-91.33172,"2014-08-24","swelgus","missouri,marion"
"2326"," GC1B2F4",39.6884,-91.33172,"2014-08-06","Candyce54","missouri,marion"
"2327"," GC1B2F4",39.6884,-91.33172,"2014-08-02","Karen-Lonnie","missouri,marion"
"2328"," GC1B2F4",39.6884,-91.33172,"2014-07-21","How-D","missouri,marion"
"2329"," GC1B2F4",39.6884,-91.33172,"2014-07-07","hortcacher","missouri,marion"
"2330"," GC1B2F4",39.6884,-91.33172,"2014-06-01","JP Billy","missouri,marion"
"2331"," GC1B2F4",39.6884,-91.33172,"2014-05-25","Buckeye1020","missouri,marion"
"2332"," GC1B2F4",39.6884,-91.33172,"2014-05-25","OrigamiFolder","missouri,marion"
"2333"," GC1B2F4",39.6884,-91.33172,"2014-05-25","muggle wife","missouri,marion"
"2334"," GC1B2F4",39.6884,-91.33172,"2014-05-23","OxSling","missouri,marion"
"2335"," GC1B2F4",39.6884,-91.33172,"2014-05-22","magpup","missouri,marion"
"2336"," GC1B2F4",39.6884,-91.33172,"2014-05-22","rubberpaws","missouri,marion"
"2337"," GC1B2F4",39.6884,-91.33172,"2014-05-21","WN1E","missouri,marion"
"2338"," GC1B2F4",39.6884,-91.33172,"2014-05-16","yoyoteacher","missouri,marion"
"2339"," GC1B2F4",39.6884,-91.33172,"2014-04-05","Boreal Walker","missouri,marion"
"2340"," GC1B2F4",39.6884,-91.33172,"2013-11-30","Unitzoid","missouri,marion"
"2341"," GC1B2F4",39.6884,-91.33172,"2013-09-19","Mesozoic","missouri,marion"
"2342"," GC1B2F4",39.6884,-91.33172,"2013-08-08","Razor's Wife","missouri,marion"
"2343"," GC1B2F4",39.6884,-91.33172,"2013-07-07","rainman-rwb","missouri,marion"
"2344"," GC1B2F4",39.6884,-91.33172,"2013-06-15","Autumn Rise","missouri,marion"
"2345"," GC1B2F4",39.6884,-91.33172,"2013-06-10","WadeLori","missouri,marion"
"2346"," GC1B2F4",39.6884,-91.33172,"2013-04-10","LadyCache","missouri,marion"
"2347"," GC1B2F4",39.6884,-91.33172,"2013-04-09","Trekkie79","missouri,marion"
"2348"," GC1B2F4",39.6884,-91.33172,"2013-04-08","Funwalt & Birdie","missouri,marion"
"2349"," GC1B2F4",39.6884,-91.33172,"2013-04-04","royalsfan","missouri,marion"
"2350"," GC1B2F4",39.6884,-91.33172,"2012-12-29","The Mowry Militia","missouri,marion"
"2351"," GC1B2F4",39.6884,-91.33172,"2012-07-20","Outdoors Duo","missouri,marion"
"2352"," GC1B2F4",39.6884,-91.33172,"2012-06-11","LouinLiberty","missouri,marion"
"2353"," GC1B2F4",39.6884,-91.33172,"2012-04-27","Cerberus","missouri,marion"
"2354"," GC1B2F4",39.6884,-91.33172,"2012-03-24","trekto","missouri,marion"
"2355"," GC1B2F4",39.6884,-91.33172,"2012-03-14","Trekkin' and birdin'","missouri,marion"
"2356"," GC1B2F4",39.6884,-91.33172,"2012-01-08","87preludea20a3","missouri,marion"
"2357"," GC1B2F4",39.6884,-91.33172,"2011-06-11","RicknJoy","missouri,marion"
"2358"," GC1B2F4",39.6884,-91.33172,"2011-04-02","Atomic Goats Breath","missouri,marion"
"2359"," GC1B2F4",39.6884,-91.33172,"2011-03-19","Keike and Navy LT","missouri,marion"
"2360"," GC1B2F4",39.6884,-91.33172,"2010-10-21","Walkabout46","missouri,marion"
"2361"," GC1B2F4",39.6884,-91.33172,"2010-09-26","Xplorer and Ramblin' Rose","missouri,marion"
"2362"," GC1B2F4",39.6884,-91.33172,"2010-05-29","morts01","missouri,marion"
"2363"," GC1B2F4",39.6884,-91.33172,"2010-04-11","trista74","missouri,marion"
"2364"," GC1B2F4",39.6884,-91.33172,"2010-04-11","dragonfly44","missouri,marion"
"2365"," GC1B2F4",39.6884,-91.33172,"2010-04-11","PeoriaBill","missouri,marion"
"2366"," GC1B2F4",39.6884,-91.33172,"2010-04-09","Repmul","missouri,marion"
"2367"," GC1B2F4",39.6884,-91.33172,"2010-04-09","lagrac","missouri,marion"
"2368"," GC1B2F4",39.6884,-91.33172,"2010-04-09","louie69","missouri,marion"
"2369"," GC1B2F4",39.6884,-91.33172,"2010-04-09","Nicooole","missouri,marion"
"2370"," GC1B2F4",39.6884,-91.33172,"2010-04-09","MsJules","missouri,marion"
"2371"," GC1B2F4",39.6884,-91.33172,"2010-04-09","I hunt for fun","missouri,marion"
"2372"," GC1B2F4",39.6884,-91.33172,"2010-04-08","XRayShooter","missouri,marion"
"2373"," GC1B2F4",39.6884,-91.33172,"2010-04-07","kalkavekkian","missouri,marion"
"2374"," GC1B2F4",39.6884,-91.33172,"2010-04-07","Moldslug","missouri,marion"
"2375"," GC1B2F4",39.6884,-91.33172,"2010-04-07","Tsmola","missouri,marion"
"2376"," GC1B2F4",39.6884,-91.33172,"2009-10-20","N0WNV","missouri,marion"
"2377"," GC1B2F4",39.6884,-91.33172,"2009-10-02","K-TEAM","missouri,marion"
"2378"," GC1B2F4",39.6884,-91.33172,"2009-10-02","myotis","missouri,marion"
"2379"," GC1B2F4",39.6884,-91.33172,"2009-09-02","ArtieD","missouri,marion"
"2380"," GC1B2F4",39.6884,-91.33172,"2009-07-18","carolea60","missouri,marion"
"2381"," GC1B2F4",39.6884,-91.33172,"2009-05-30","bourbon7","missouri,marion"
"2382"," GC1B2F4",39.6884,-91.33172,"2009-03-30","ZROZRO7","missouri,marion"
"2383"," GC1B2F4",39.6884,-91.33172,"2009-03-29","Wulfen","missouri,marion"
"2384"," GC1B2F4",39.6884,-91.33172,"2009-03-29","chadh88","missouri,marion"
"2385"," GC1B2F4",39.6884,-91.33172,"2009-03-29","racer2814","missouri,marion"
"2386"," GC1B2F4",39.6884,-91.33172,"2009-03-29","grcarlson","missouri,marion"
"2387"," GC1B2F4",39.6884,-91.33172,"2009-03-29","Sapper489","missouri,marion"
