"","county","year","shareduserfoi","incidence","previousyear","previnf"
"2247","Grant-Wisconsin","2009",0.000516665373806314,0,0,0
"2248","Grant-Wisconsin","2010",0.000518253027000378,0,0,0.000516665373806314
"2249","Grant-Wisconsin","2011",0.00425732742721092,0,0,0.000518253027000378
"2250","Grant-Wisconsin","2012",0.0202106037031203,0,0,0.00425732742721092
"2251","Grant-Wisconsin","2013",0.0929928974257868,1,0,0.0202106037031203
"2257","Green-Wisconsin","2007",0,0,0,0.0214161815316658
"2258","Green-Wisconsin","2008",0,0,0,0
"2259","Green-Wisconsin","2009",0.00101064424421696,0,0,0
"2260","Green-Wisconsin","2010",0.00100085717671518,0,0,0.00101064424421696
"2261","Green-Wisconsin","2011",0.00868133302217349,0,0,0.00100085717671518
"2262","Green-Wisconsin","2012",0.0311912665970008,0,0,0.00868133302217349
"2263","Green-Wisconsin","2013",0.102861629512758,0,0,0.0311912665970008
"2264","Green-Wisconsin","2014",0.118276980808993,0,0,0.102861629512758
"2265","Green-Wisconsin","2015",0.841315178033275,1,0,0.118276980808993
"2269","Greenbrier-West Virginia","2007",0,0,0,0.0303768198598957
"2270","Greenbrier-West Virginia","2008",0,0,0,0
"2271","Greenbrier-West Virginia","2009",0.698625455506689,1,0,0
"2281","Greene-Indiana","2007",0,0,0,1.14602378636137
"2282","Greene-Indiana","2008",0,0,0,0
"2283","Greene-Indiana","2009",0.00649828837844428,0,0,0
"2284","Greene-Indiana","2010",0.00824261480607996,0,0,0.00649828837844428
"2285","Greene-Indiana","2011",0.23837366210676,1,0,0.00824261480607996
"2293","Greene-Missouri","2007",0,0,0,0.208243962423879
"2294","Greene-Missouri","2008",0,0,0,0
"2295","Greene-Missouri","2009",0.000734856875435207,0,0,0
"2296","Greene-Missouri","2010",0.000626757413666102,0,0,0.000734856875435207
"2297","Greene-Missouri","2011",0.0339825589050809,0,0,0.000626757413666102
"2298","Greene-Missouri","2012",0.00683783793463279,0,0,0.0339825589050809
"2299","Greene-Missouri","2013",0.0120868485199577,1,0,0.00683783793463279
"2305","Greene-Tennessee","2007",0,0,0,0.0346218466707454
"2306","Greene-Tennessee","2008",0,0,0,0
"2307","Greene-Tennessee","2009",0.02228260845516,0,0,0
"2308","Greene-Tennessee","2010",0.00650701070920796,0,0,0.02228260845516
"2309","Greene-Tennessee","2011",1.02723697279517,0,0,0.00650701070920796
"2310","Greene-Tennessee","2012",2.96731907761485,1,0,1.02723697279517
"2317","Greenville-South Carolina","2007",0,0,0,0.976597265778379
"2318","Greenville-South Carolina","2008",0,0,0,0
"2319","Greenville-South Carolina","2009",0.015702947691775,0,0,0
"2320","Greenville-South Carolina","2010",0.0037878816389423,0,0,0.015702947691775
"2321","Greenville-South Carolina","2011",0.198933262031093,0,0,0.0037878816389423
"2322","Greenville-South Carolina","2012",0.578882757999867,0,0,0.198933262031093
"2323","Greenville-South Carolina","2013",0.509484283363464,0,0,0.578882757999867
"2324","Greenville-South Carolina","2014",0.525676544391226,0,0,0.509484283363464
"2325","Greenville-South Carolina","2015",0.384167685262829,0,0,0.525676544391226
"2326","Greenville-South Carolina","2016",0.705093641297907,1,0,0.384167685262829
"2329","Grey-Ontario","2007",0,0,0,0.345494024757475
"2330","Grey-Ontario","2008",0,0,0,0
"2331","Grey-Ontario","2009",0.15147542729725,1,0,0
"2341","Grundy-Tennessee","2007",0,0,0,0.111373100841539
"2342","Grundy-Tennessee","2008",0,0,0,0
"2343","Grundy-Tennessee","2009",0.0411071242496664,0,0,0
"2344","Grundy-Tennessee","2010",0.00128218253092272,0,0,0.0411071242496664
"2345","Grundy-Tennessee","2011",0.214278604387567,0,0,0.00128218253092272
"2346","Grundy-Tennessee","2012",0.202849478722474,1,0,0.214278604387567
"2353","Guysborough-Nova Scotia","2007",0,0,0,0.311731016869208
"2354","Guysborough-Nova Scotia","2008",0,0,0,0
"2355","Guysborough-Nova Scotia","2009",0.0840934929772578,0,0,0
"2356","Guysborough-Nova Scotia","2010",0.118684112653582,0,0,0.0840934929772578
"2357","Guysborough-Nova Scotia","2011",0.330568508386781,0,0,0.118684112653582
"2358","Guysborough-Nova Scotia","2012",0.509725148309178,1,0,0.330568508386781
"2365","Habersham-Georgia","2007",0,0,0,0.34744735340521
"2366","Habersham-Georgia","2008",0,0,0,0
"2367","Habersham-Georgia","2009",0.0168891092925272,0,0,0
"2368","Habersham-Georgia","2010",0.00213419977405091,0,0,0.0168891092925272
"2369","Habersham-Georgia","2011",0.186906210707293,0,0,0.00213419977405091
"2370","Habersham-Georgia","2012",0.462251231220638,0,0,0.186906210707293
"2371","Habersham-Georgia","2013",0.701657010031484,0,0,0.462251231220638
"2372","Habersham-Georgia","2014",0.705906597955121,0,0,0.701657010031484
"2373","Habersham-Georgia","2015",0.700239399226702,0,0,0.705906597955121
"2374","Habersham-Georgia","2016",1.08359997067218,1,0,0.700239399226702
"2377","Haldimand-Norfolk Rgnl Municipal-Ontario","2007",0,0,0,0.529763300652801
"2378","Haldimand-Norfolk Rgnl Municipal-Ontario","2008",0,0,0,0
"2379","Haldimand-Norfolk Rgnl Municipal-Ontario","2009",0.685989785114745,0,0,0
"2380","Haldimand-Norfolk Rgnl Municipal-Ontario","2010",0.812253175906999,0,0,0.685989785114745
"2381","Haldimand-Norfolk Rgnl Municipal-Ontario","2011",0.729088423030705,1,0,0.812253175906999
"2389","Haliburton-Ontario","2007",0,0,0,0.351201298419029
"2390","Haliburton-Ontario","2008",0,0,0,0
"2391","Haliburton-Ontario","2009",0.180607355854417,0,0,0
"2392","Haliburton-Ontario","2010",0.206818160800872,1,0,0.180607355854417
"2401","Halifax-Nova Scotia","2007",0,0,0,0.0946185622025206
"2402","Halifax-Nova Scotia","2008",0,0,0,0
"2403","Halifax-Nova Scotia","2009",0.24961508602151,0,0,0
"2404","Halifax-Nova Scotia","2010",0.437447851902158,1,0,0.24961508602151
"2413","Halton Regional Municipality-Ontario","2007",0,0,0,1.53970780482483
"2414","Halton Regional Municipality-Ontario","2008",0,0,0,0
"2415","Halton Regional Municipality-Ontario","2009",0.440201800496438,0,0,0
"2416","Halton Regional Municipality-Ontario","2010",0.524360338670594,1,0,0.440201800496438
"2425","Hamblen-Tennessee","2007",0,0,0,0.173661942025878
"2426","Hamblen-Tennessee","2008",0,0,0,0
"2427","Hamblen-Tennessee","2009",0.0174546201957597,0,0,0
"2428","Hamblen-Tennessee","2010",0.00477362936325799,0,0,0.0174546201957597
"2429","Hamblen-Tennessee","2011",0.828081821262177,0,0,0.00477362936325799
"2430","Hamblen-Tennessee","2012",3.01039997895783,0,0,0.828081821262177
"2431","Hamblen-Tennessee","2013",1.65310210167238,1,0,3.01039997895783
"2437","Hamilton-New York","2007",0,0,0,1.26671844484313
"2438","Hamilton-New York","2008",0,1,0,0
"2449","Hamilton-Tennessee","2007",0,0,0,0.0238546227017599
"2450","Hamilton-Tennessee","2008",0,0,0,0
"2451","Hamilton-Tennessee","2009",0.00822296419518473,0,0,0
"2452","Hamilton-Tennessee","2010",0.00126160586360176,0,0,0.00822296419518473
"2453","Hamilton-Tennessee","2011",0.0550029048463362,1,0,0.00126160586360176
"2461","Hampden-Massachusetts","2007",0,1,0,0.346214055751211
"2473","Hancock-Maine","2007",0,0,0,0.0112124451484627
"2474","Hancock-Maine","2008",0,0,0,0
"2475","Hancock-Maine","2009",0.0318345572459156,0,0,0
"2476","Hancock-Maine","2010",0.0426952892078365,0,0,0.0318345572459156
"2477","Hancock-Maine","2011",0.198759862641739,1,0,0.0426952892078365
"2485","Hancock-Tennessee","2007",0,0,0,0.458408401882134
"2486","Hancock-Tennessee","2008",0,0,0,0
"2487","Hancock-Tennessee","2009",0.01920314949325,0,0,0
"2488","Hancock-Tennessee","2010",0.0058425899247129,0,0,0.01920314949325
"2489","Hancock-Tennessee","2011",1.12279048415077,1,0,0.0058425899247129
"2497","Hants-Nova Scotia","2007",0,0,0,1.40133285908535
"2498","Hants-Nova Scotia","2008",0,0,0,0
"2499","Hants-Nova Scotia","2009",0.0664697858917689,0,0,0
"2500","Hants-Nova Scotia","2010",0.0666760564046938,1,0,0.0664697858917689
"2509","Hardeman-Texas","2007",0,0,0,0.349677820406875
"2510","Hardeman-Texas","2008",0,0,0,0
"2511","Hardeman-Texas","2009",9.42491481284789e-05,0,0,0
"2512","Hardeman-Texas","2010",3.69538438976851e-05,0,0,9.42491481284789e-05
"2513","Hardeman-Texas","2011",0.00039601624870346,0,0,3.69538438976851e-05
"2514","Hardeman-Texas","2012",0.00916806836121465,0,0,0.00039601624870346
"2515","Hardeman-Texas","2013",0.00775685249131455,0,0,0.00916806836121465
"2516","Hardeman-Texas","2014",0.00432079994638973,0,0,0.00775685249131455
"2517","Hardeman-Texas","2015",0.00235654385296688,0,0,0.00432079994638973
"2518","Hardeman-Texas","2016",0.0946463733082582,1,0,0.00235654385296688
"2521","Hardin-Illinois","2007",0,0,0,0.465135368531727
"2522","Hardin-Illinois","2008",0,0,0,0
"2523","Hardin-Illinois","2009",0.011087883194097,0,0,0
"2524","Hardin-Illinois","2010",0.140467826719886,0,0,0.011087883194097
"2525","Hardin-Illinois","2011",0.0764624271702281,0,0,0.140467826719886
"2526","Hardin-Illinois","2012",0.346151202495717,1,0,0.0764624271702281
"2533","Hardin-Kentucky","2007",0,0,0,0.436234515264897
"2534","Hardin-Kentucky","2008",0,0,0,0
"2535","Hardin-Kentucky","2009",0.0096635674920438,0,0,0
"2536","Hardin-Kentucky","2010",0.00547276325534423,0,0,0.0096635674920438
"2537","Hardin-Kentucky","2011",0.130330184931849,0,0,0.00547276325534423
"2538","Hardin-Kentucky","2012",0.3755866766433,0,0,0.130330184931849
"2539","Hardin-Kentucky","2013",0.339708369068189,1,0,0.3755866766433
"2545","Hardy-West Virginia","2007",0,0,0,0.337976073605064
"2546","Hardy-West Virginia","2008",0,0,0,0
"2547","Hardy-West Virginia","2009",0.0858887264383851,1,0,0
"2557","Harrison-Indiana","2007",0,0,0,0.166217458645452
"2558","Harrison-Indiana","2008",0,0,0,0
"2559","Harrison-Indiana","2009",0.00733818161418946,0,0,0
"2560","Harrison-Indiana","2010",0.00543431102522917,0,0,0.00733818161418946
"2561","Harrison-Indiana","2011",0.214135479259445,1,0,0.00543431102522917
"2569","Hart-Kentucky","2007",0,0,0,0.391276821104082
"2570","Hart-Kentucky","2008",0,0,0,0
"2571","Hart-Kentucky","2009",0.0111413161596972,0,0,0
"2572","Hart-Kentucky","2010",0.00466373589850989,0,0,0.0111413161596972
"2573","Hart-Kentucky","2011",0.101666278557287,0,0,0.00466373589850989
"2574","Hart-Kentucky","2012",0.364908609788292,1,0,0.101666278557287
"2581","Hartford-Connecticut","2007",0,0,0,0.322393826088851
"2582","Hartford-Connecticut","2008",0,1,0,0
"2593","Hastings-Ontario","2007",0,0,0,0.0120917652211864
"2594","Hastings-Ontario","2008",0,0,0,0
"2595","Hastings-Ontario","2009",0.21149968989053,1,0,0
"2605","Hawkins-Tennessee","2007",0,0,0,0.0890017548245902
"2606","Hawkins-Tennessee","2008",0,0,0,0
"2607","Hawkins-Tennessee","2009",0.0228604834744757,0,0,0
"2608","Hawkins-Tennessee","2010",0.00704160057488713,0,0,0.0228604834744757
"2609","Hawkins-Tennessee","2011",0.154512963230618,1,0,0.00704160057488713
"2617","Hays-Texas","2007",0,0,0,0.718583793820964
"2618","Hays-Texas","2008",0,0,0,0
"2619","Hays-Texas","2009",8.66191895769818e-05,0,0,0
"2620","Hays-Texas","2010",1.95066178279049e-05,0,0,8.66191895769818e-05
"2621","Hays-Texas","2011",0.000193345367876141,0,0,1.95066178279049e-05
"2622","Hays-Texas","2012",0.000401734507023867,0,0,0.000193345367876141
"2623","Hays-Texas","2013",0.000760265537130198,0,0,0.000401734507023867
"2624","Hays-Texas","2014",0.00130297218594963,0,0,0.000760265537130198
"2625","Hays-Texas","2015",0.00129095783610222,0,0,0.00130297218594963
"2626","Hays-Texas","2016",0.00294033734309428,0,0,0.00129095783610222
"2627","Hays-Texas","2017",0.00610009267626445,0,0,0.00294033734309428
"2628","Hays-Texas","2018",0.00949217429066839,1,0,0.00610009267626445
"2629","Haywood-North Carolina","2007",0,0,0,0.00949217429066839
"2630","Haywood-North Carolina","2008",0,0,0,0
"2631","Haywood-North Carolina","2009",0.0166740278624967,0,0,0
"2632","Haywood-North Carolina","2010",0.00395712962924974,0,0,0.0166740278624967
"2633","Haywood-North Carolina","2011",0.315931951878794,1,0,0.00395712962924974
"2641","Hennepin-Minnesota","2007",0,0,0,0.682756968552972
"2642","Hennepin-Minnesota","2008",0,0,0,0
"2643","Hennepin-Minnesota","2009",0.000204969660305677,0,0,0
"2644","Hennepin-Minnesota","2010",0.000197221220756387,0,0,0.000204969660305677
"2645","Hennepin-Minnesota","2011",0.00100301022221436,0,0,0.000197221220756387
"2646","Hennepin-Minnesota","2012",0.0364461509617885,0,0,0.00100301022221436
"2647","Hennepin-Minnesota","2013",0.010531045100921,0,0,0.0364461509617885
"2648","Hennepin-Minnesota","2014",0.0325140777656198,0,0,0.010531045100921
"2649","Hennepin-Minnesota","2015",0.057287322849631,0,0,0.0325140777656198
"2650","Hennepin-Minnesota","2016",0.0661712111807842,1,0,0.057287322849631
"2653","Hickman-Tennessee","2007",0,0,0,0.0382167595224461
"2654","Hickman-Tennessee","2008",0,0,0,0
"2655","Hickman-Tennessee","2009",0.0756285115053559,0,0,0
"2656","Hickman-Tennessee","2010",0.00446815804833585,0,0,0.0756285115053559
"2657","Hickman-Tennessee","2011",0.0391200300604904,0,0,0.00446815804833585
"2658","Hickman-Tennessee","2012",0.0868750982243741,1,0,0.0391200300604904
"2665","Hickory-Missouri","2007",0,0,0,0.589715699390503
"2666","Hickory-Missouri","2008",0,0,0,0
"2667","Hickory-Missouri","2009",0.000689711353310063,0,0,0
"2668","Hickory-Missouri","2010",0.000722880723044892,0,0,0.000689711353310063
"2669","Hickory-Missouri","2011",0.0458471172096894,0,0,0.000722880723044892
"2670","Hickory-Missouri","2012",0.00816227208507071,0,0,0.0458471172096894
"2671","Hickory-Missouri","2013",0.0139801405936567,0,0,0.00816227208507071
"2672","Hickory-Missouri","2014",0.0202470894169099,1,0,0.0139801405936567
"2677","Highland-Virginia","2007",0,0,0,0.0282851245077356
"2678","Highland-Virginia","2008",0,0,0,0
"2679","Highland-Virginia","2009",0.171510353937017,1,0,0
"2689","Hocking-Ohio","2007",0,0,0,0.358188206142727
"2690","Hocking-Ohio","2008",0,0,0,0
"2691","Hocking-Ohio","2009",0.0553436370544136,0,0,0
"2692","Hocking-Ohio","2010",0.0309218143215298,0,0,0.0553436370544136
"2693","Hocking-Ohio","2011",0.13576389521219,0,0,0.0309218143215298
"2694","Hocking-Ohio","2012",0.522598099290671,0,0,0.13576389521219
"2695","Hocking-Ohio","2013",0.278229097038504,1,0,0.522598099290671
"2701","Houghton-Michigan","2007",0,0,0,0.238970467401798
"2702","Houghton-Michigan","2008",0,0,0,0
"2703","Houghton-Michigan","2009",0.000934264460683596,0,0,0
"2704","Houghton-Michigan","2010",0.000968407941289177,0,0,0.000934264460683596
"2705","Houghton-Michigan","2011",0.0021567467647001,0,0,0.000968407941289177
"2706","Houghton-Michigan","2012",1.2503421945252,0,0,0.0021567467647001
"2707","Houghton-Michigan","2013",0.14463190375953,0,0,1.2503421945252
"2708","Houghton-Michigan","2014",0.624630699709549,1,0,0.14463190375953
"2713","Houston-Tennessee","2007",0,0,0,1.31249390733288
"2714","Houston-Tennessee","2008",0,0,0,0
"2715","Houston-Tennessee","2009",0.0372468031106577,0,0,0
"2716","Houston-Tennessee","2010",0.0098077497084325,0,0,0.0372468031106577
"2717","Houston-Tennessee","2011",0.0376442752321442,0,0,0.0098077497084325
"2718","Houston-Tennessee","2012",0.145423521359541,1,0,0.0376442752321442
"2725","Howell-Missouri","2007",0,0,0,0.549518042897971
"2726","Howell-Missouri","2008",0,0,0,0
"2727","Howell-Missouri","2009",0.00224578989759522,0,0,0
"2728","Howell-Missouri","2010",0.00193980959102461,0,0,0.00224578989759522
"2729","Howell-Missouri","2011",0.0231564911465943,0,0,0.00193980959102461
"2730","Howell-Missouri","2012",0.017450539267767,0,0,0.0231564911465943
"2731","Howell-Missouri","2013",0.0336327805905427,0,0,0.017450539267767
"2732","Howell-Missouri","2014",0.0465385638089874,0,0,0.0336327805905427
"2733","Howell-Missouri","2015",0.107117135132795,1,0,0.0465385638089874
"2737","Humphreys-Tennessee","2007",0,0,0,0.0681223413364291
"2738","Humphreys-Tennessee","2008",0,0,0,0
"2739","Humphreys-Tennessee","2009",0.0586212925428648,0,0,0
"2740","Humphreys-Tennessee","2010",0.0076349335719389,0,0,0.0586212925428648
"2741","Humphreys-Tennessee","2011",0.0364744329638664,0,0,0.0076349335719389
"2742","Humphreys-Tennessee","2012",0.166467300878225,0,0,0.0364744329638664
"2743","Humphreys-Tennessee","2013",0.668683781380695,1,0,0.166467300878225
"2749","Huntingdon-Pennsylvania","2007",0,0,0,0.793620153094963
"2750","Huntingdon-Pennsylvania","2008",0,0,0,0
"2751","Huntingdon-Pennsylvania","2009",0.402766700100844,1,0,0
"2761","Independence-Arkansas","2007",0,0,0,0.361874600215763
"2762","Independence-Arkansas","2008",0,0,0,0
"2763","Independence-Arkansas","2009",0.00718364511629857,0,0,0
"2764","Independence-Arkansas","2010",0.00295944648518391,0,0,0.00718364511629857
"2765","Independence-Arkansas","2011",0.0157431521374357,0,0,0.00295944648518391
"2766","Independence-Arkansas","2012",0.0291662615892776,0,0,0.0157431521374357
"2767","Independence-Arkansas","2013",0.0722444494309517,0,0,0.0291662615892776
"2768","Independence-Arkansas","2014",0.113776712648746,1,0,0.0722444494309517
"2773","Inverness-Nova Scotia","2007",0,0,0,0.138234870004441
"2774","Inverness-Nova Scotia","2008",0,0,0,0
"2775","Inverness-Nova Scotia","2009",0.0589590825651598,0,0,0
"2776","Inverness-Nova Scotia","2010",0.070618521204875,0,0,0.0589590825651598
"2777","Inverness-Nova Scotia","2011",0.122108454321016,0,0,0.070618521204875
"2778","Inverness-Nova Scotia","2012",0.357654562002921,0,0,0.122108454321016
"2779","Inverness-Nova Scotia","2013",0.0726699982020633,1,0,0.357654562002921
"2785","Iowa-Wisconsin","2007",0,0,0,0.161897870979439
"2786","Iowa-Wisconsin","2008",0,0,0,0
"2787","Iowa-Wisconsin","2009",0.000598222965012702,0,0,0
"2788","Iowa-Wisconsin","2010",0.000591917963021147,0,0,0.000598222965012702
"2789","Iowa-Wisconsin","2011",0.00459222734702108,0,0,0.000591917963021147
"2790","Iowa-Wisconsin","2012",0.0227769264691484,0,0,0.00459222734702108
"2791","Iowa-Wisconsin","2013",0.0104317113992101,0,0,0.0227769264691484
"2792","Iowa-Wisconsin","2014",0.181280651969574,0,0,0.0104317113992101
"2793","Iowa-Wisconsin","2015",0.26019786927231,1,0,0.181280651969574
"2797","Iron-Missouri","2007",0,0,0,0.0233641245815324
"2798","Iron-Missouri","2008",0,0,0,0
"2799","Iron-Missouri","2009",0.00313694996455202,0,0,0
"2800","Iron-Missouri","2010",0.00639238580273857,0,0,0.00313694996455202
"2801","Iron-Missouri","2011",0.0219310885627298,0,0,0.00639238580273857
"2802","Iron-Missouri","2012",0.0499508932656256,0,0,0.0219310885627298
"2803","Iron-Missouri","2013",0.082531275888535,1,0,0.0499508932656256
"2809","Iron-Wisconsin","2007",0,0,0,0.158167623062771
"2810","Iron-Wisconsin","2008",0,0,0,0
"2811","Iron-Wisconsin","2009",0.000892753367757257,0,0,0
"2812","Iron-Wisconsin","2010",0.000902832849989381,0,0,0.000892753367757257
"2813","Iron-Wisconsin","2011",0.00257762022024488,0,0,0.000902832849989381
"2814","Iron-Wisconsin","2012",2.84658980297888,0,0,0.00257762022024488
"2815","Iron-Wisconsin","2013",0.289316059584537,0,0,2.84658980297888
"2816","Iron-Wisconsin","2014",1.17754840022932,0,0,0.289316059584537
"2817","Iron-Wisconsin","2015",1.48415345102508,1,0,1.17754840022932
"2821","Itasca-Minnesota","2007",0,0,0,3.05305186222971
"2822","Itasca-Minnesota","2008",0,0,0,0
"2823","Itasca-Minnesota","2009",0.000537956511795417,0,0,0
"2824","Itasca-Minnesota","2010",0.000529185236339028,0,0,0.000537956511795417
"2825","Itasca-Minnesota","2011",0.00166624983756038,0,0,0.000529185236339028
