"","year","county1","county2","num.shared","incidence","date","inf.counties"
"4098","2014-01-01","Houghton","Kings County",1,0,2014-01-01,486
"4099","2014-01-01","Houghton","Nipissing District (Part 1 Of)",1,0,2014-01-01,486
"4100","2014-01-01","Houghton","Halton Regional Municipality",1,0,2014-01-01,486
"4101","2014-01-01","Houghton","Oxford",1,0,2014-01-01,486
"4102","2014-01-01","Houghton","Saint John County",1,0,2014-01-01,486
"4103","2014-01-01","Houghton","Roanoke",1,0,2014-01-01,486
"4104","2014-01-01","Houghton","Crawford",1,0,2014-01-01,486
"4105","2014-01-01","Houghton","Monroe",1,0,2014-01-01,486
"4106","2014-01-01","Houghton","Montgomery",1,0,2014-01-01,486
"4107","2014-01-01","Houghton","Smyth",1,0,2014-01-01,486
"4108","2014-01-01","Houghton","Luzerne",1,0,2014-01-01,486
"4109","2014-01-01","Houghton","Centre",1,0,2014-01-01,486
"4110","2014-01-01","Houghton","Putnam",1,0,2014-01-01,486
"4111","2014-01-01","Houghton","Giles",1,0,2014-01-01,486
"4112","2014-01-01","Houghton","Hartford",1,0,2014-01-01,486
"4113","2014-01-01","Houghton","Hamilton",1,0,2014-01-01,486
"4114","2014-01-01","Houghton","Morris",1,0,2014-01-01,486
"4115","2014-01-01","Houghton","Orange",1,0,2014-01-01,486
"4116","2014-01-01","Houghton","Blair",1,0,2014-01-01,486
"4117","2014-01-01","Houghton","Les Collines-De-L'Outaouais",1,0,2014-01-01,486
"4118","2014-01-01","Houghton","Greenbrier",1,0,2014-01-01,486
"4119","2014-01-01","Houghton","Sullivan",1,0,2014-01-01,486
"4120","2014-01-01","Houghton","Hastings County",1,0,2014-01-01,486
"4121","2014-01-01","Houghton","Huntingdon",1,0,2014-01-01,486
"4122","2014-01-01","Houghton","Hancock",1,0,2014-01-01,486
"4123","2014-01-01","Houghton","Clearfield",1,0,2014-01-01,486
"4124","2014-01-01","Houghton","Colchester County",1,0,2014-01-01,486
"4125","2014-01-01","Houghton","Cuyahoga",1,0,2014-01-01,486
"4126","2014-01-01","Houghton","Westmorland County",1,0,2014-01-01,486
"4127","2014-01-01","Houghton","Franklin",1,0,2014-01-01,486
"4128","2014-01-01","Houghton","Ulster",1,0,2014-01-01,486
"4129","2014-01-01","Houghton","Bennington",1,0,2014-01-01,486
"4130","2014-01-01","Houghton","Rowan",1,0,2014-01-01,486
"4131","2014-01-01","Taney","Ontonagon",1,0,2014-01-01,486
"4132","2014-01-01","Taney","Keweenaw",1,0,2014-01-01,486
"4133","2014-01-01","Taney","Maury",1,0,2014-01-01,486
"4134","2014-01-01","Taney","York County",1,0,2014-01-01,486
"4135","2014-01-01","Taney","Hardin",1,0,2014-01-01,486
"4136","2014-01-01","Taney","Hocking",1,0,2014-01-01,486
"4137","2014-01-01","Taney","Marion",1,0,2014-01-01,486
"4138","2014-01-01","Taney","Houghton",1,0,2014-01-01,486
"4139","2014-01-01","Taney","La Côte-De-Gaspé",1,0,2014-01-01,486
"4140","2014-01-01","Taney","Phelps",1,0,2014-01-01,486
"4141","2014-01-01","Taney","St. Louis County",1,0,2014-01-01,486
"4142","2014-01-01","Taney","Taney",1,0,2014-01-01,486
"4143","2014-01-01","Taney","Newton",1,0,2014-01-01,486
"4144","2014-01-01","Taney","Pulaski",1,0,2014-01-01,486
"4145","2014-01-01","Taney","Lewis",1,0,2014-01-01,486
"4146","2014-01-01","Taney","Warren",1,0,2014-01-01,486
"4147","2014-01-01","Taney","Edmonson",1,0,2014-01-01,486
"4148","2014-01-01","Taney","Lee",1,0,2014-01-01,486
"4149","2014-01-01","Taney","Rockcastle",1,0,2014-01-01,486
"4150","2014-01-01","Taney","Carter",1,0,2014-01-01,486
"4151","2014-01-01","Taney","Letcher",1,0,2014-01-01,486
"4152","2014-01-01","Taney","Meade",1,0,2014-01-01,486
"4153","2014-01-01","Taney","Washington",1,0,2014-01-01,486
"4154","2014-01-01","Taney","Haliburton County",1,0,2014-01-01,486
"4155","2014-01-01","Taney","Fairfield",1,0,2014-01-01,486
"4156","2014-01-01","Taney","Wise",1,0,2014-01-01,486
"4157","2014-01-01","Taney","Kings County",1,0,2014-01-01,486
"4158","2014-01-01","Taney","Nipissing District (Part 1 Of)",1,0,2014-01-01,486
"4159","2014-01-01","Taney","Halton Regional Municipality",1,0,2014-01-01,486
"4160","2014-01-01","Taney","Oxford",1,0,2014-01-01,486
"4161","2014-01-01","Taney","Saint John County",1,0,2014-01-01,486
"4162","2014-01-01","Taney","Roanoke",1,0,2014-01-01,486
"4163","2014-01-01","Taney","Crawford",1,0,2014-01-01,486
"4164","2014-01-01","Taney","Monroe",1,0,2014-01-01,486
"4165","2014-01-01","Taney","Montgomery",1,0,2014-01-01,486
"4166","2014-01-01","Taney","Smyth",1,0,2014-01-01,486
"4167","2014-01-01","Taney","Luzerne",1,0,2014-01-01,486
"4168","2014-01-01","Taney","Centre",1,0,2014-01-01,486
"4169","2014-01-01","Taney","Putnam",1,0,2014-01-01,486
"4170","2014-01-01","Taney","Giles",1,0,2014-01-01,486
"4171","2014-01-01","Taney","Hartford",1,0,2014-01-01,486
"4172","2014-01-01","Taney","Hamilton",1,0,2014-01-01,486
"4173","2014-01-01","Taney","Morris",1,0,2014-01-01,486
"4174","2014-01-01","Taney","Orange",1,0,2014-01-01,486
"4175","2014-01-01","Taney","Blair",1,0,2014-01-01,486
"4176","2014-01-01","Taney","Les Collines-De-L'Outaouais",1,0,2014-01-01,486
"4177","2014-01-01","Taney","Greenbrier",1,0,2014-01-01,486
"4178","2014-01-01","Taney","Sullivan",1,0,2014-01-01,486
"4179","2014-01-01","Taney","Hastings County",1,0,2014-01-01,486
"4180","2014-01-01","Taney","Huntingdon",1,0,2014-01-01,486
"4181","2014-01-01","Taney","Hancock",1,0,2014-01-01,486
"4182","2014-01-01","Taney","Clearfield",1,0,2014-01-01,486
"4183","2014-01-01","Taney","Colchester County",1,0,2014-01-01,486
"4184","2014-01-01","Taney","Cuyahoga",1,0,2014-01-01,486
"4185","2014-01-01","Taney","Westmorland County",1,0,2014-01-01,486
"4186","2014-01-01","Taney","Franklin",1,0,2014-01-01,486
"4187","2014-01-01","Taney","Ulster",1,0,2014-01-01,486
"4188","2014-01-01","Taney","Bennington",1,0,2014-01-01,486
"4189","2014-01-01","Taney","Rowan",1,0,2014-01-01,486
"4190","2014-01-01","Newton","Ontonagon",1,0,2014-01-01,486
"4191","2014-01-01","Newton","Keweenaw",1,0,2014-01-01,486
"4192","2014-01-01","Newton","Maury",1,0,2014-01-01,486
"4193","2014-01-01","Newton","York County",1,0,2014-01-01,486
"4194","2014-01-01","Newton","Hardin",1,0,2014-01-01,486
"4195","2014-01-01","Newton","Hocking",1,0,2014-01-01,486
"4196","2014-01-01","Newton","Marion",1,0,2014-01-01,486
"4197","2014-01-01","Newton","Houghton",1,0,2014-01-01,486
"4198","2014-01-01","Newton","La Côte-De-Gaspé",1,0,2014-01-01,486
"4199","2014-01-01","Newton","Phelps",1,0,2014-01-01,486
"4200","2014-01-01","Newton","St. Louis County",1,0,2014-01-01,486
"4201","2014-01-01","Newton","Taney",1,0,2014-01-01,486
"4202","2014-01-01","Newton","Newton",1,0,2014-01-01,486
"4203","2014-01-01","Newton","Pulaski",1,0,2014-01-01,486
"4204","2014-01-01","Newton","Lewis",1,0,2014-01-01,486
"4205","2014-01-01","Newton","Warren",1,0,2014-01-01,486
"4206","2014-01-01","Newton","Edmonson",1,0,2014-01-01,486
"4207","2014-01-01","Newton","Lee",1,0,2014-01-01,486
"4208","2014-01-01","Newton","Rockcastle",1,0,2014-01-01,486
"4209","2014-01-01","Newton","Carter",1,0,2014-01-01,486
"4210","2014-01-01","Newton","Letcher",1,0,2014-01-01,486
"4211","2014-01-01","Newton","Meade",1,0,2014-01-01,486
"4212","2014-01-01","Newton","Washington",1,0,2014-01-01,486
"4213","2014-01-01","Newton","Haliburton County",1,0,2014-01-01,486
"4214","2014-01-01","Newton","Fairfield",1,0,2014-01-01,486
"4215","2014-01-01","Newton","Wise",1,0,2014-01-01,486
"4216","2014-01-01","Newton","Kings County",1,0,2014-01-01,486
"4217","2014-01-01","Newton","Nipissing District (Part 1 Of)",1,0,2014-01-01,486
"4218","2014-01-01","Newton","Halton Regional Municipality",1,0,2014-01-01,486
"4219","2014-01-01","Newton","Oxford",1,0,2014-01-01,486
"4220","2014-01-01","Newton","Saint John County",1,0,2014-01-01,486
"4221","2014-01-01","Newton","Roanoke",1,0,2014-01-01,486
"4222","2014-01-01","Newton","Crawford",1,0,2014-01-01,486
"4223","2014-01-01","Newton","Monroe",1,0,2014-01-01,486
"4224","2014-01-01","Newton","Montgomery",1,0,2014-01-01,486
"4225","2014-01-01","Newton","Smyth",1,0,2014-01-01,486
"4226","2014-01-01","Newton","Luzerne",1,0,2014-01-01,486
"4227","2014-01-01","Newton","Centre",1,0,2014-01-01,486
"4228","2014-01-01","Newton","Putnam",1,0,2014-01-01,486
"4229","2014-01-01","Newton","Giles",1,0,2014-01-01,486
"4230","2014-01-01","Newton","Hartford",1,0,2014-01-01,486
"4231","2014-01-01","Newton","Hamilton",1,0,2014-01-01,486
"4232","2014-01-01","Newton","Morris",1,0,2014-01-01,486
"4233","2014-01-01","Newton","Orange",1,0,2014-01-01,486
"4234","2014-01-01","Newton","Blair",1,0,2014-01-01,486
"4235","2014-01-01","Newton","Les Collines-De-L'Outaouais",1,0,2014-01-01,486
"4236","2014-01-01","Newton","Greenbrier",1,0,2014-01-01,486
"4237","2014-01-01","Newton","Sullivan",1,0,2014-01-01,486
"4238","2014-01-01","Newton","Hastings County",1,0,2014-01-01,486
"4239","2014-01-01","Newton","Huntingdon",1,0,2014-01-01,486
"4240","2014-01-01","Newton","Hancock",1,0,2014-01-01,486
"4241","2014-01-01","Newton","Clearfield",1,0,2014-01-01,486
"4242","2014-01-01","Newton","Colchester County",1,0,2014-01-01,486
"4243","2014-01-01","Newton","Cuyahoga",1,0,2014-01-01,486
"4244","2014-01-01","Newton","Westmorland County",1,0,2014-01-01,486
"4245","2014-01-01","Newton","Franklin",1,0,2014-01-01,486
"4246","2014-01-01","Newton","Ulster",1,0,2014-01-01,486
"4247","2014-01-01","Newton","Bennington",1,0,2014-01-01,486
"4248","2014-01-01","Newton","Rowan",1,0,2014-01-01,486
"4249","2014-01-01","Washington","Ontonagon",1,0,2014-01-01,486
"4250","2014-01-01","Washington","Keweenaw",1,0,2014-01-01,486
"4251","2014-01-01","Washington","Maury",1,0,2014-01-01,486
"4252","2014-01-01","Washington","York County",1,0,2014-01-01,486
"4253","2014-01-01","Washington","Hardin",1,0,2014-01-01,486
"4254","2014-01-01","Washington","Hocking",1,0,2014-01-01,486
"4255","2014-01-01","Washington","Marion",1,0,2014-01-01,486
"4256","2014-01-01","Washington","Houghton",1,0,2014-01-01,486
"4257","2014-01-01","Washington","La Côte-De-Gaspé",1,0,2014-01-01,486
"4258","2014-01-01","Washington","Phelps",1,0,2014-01-01,486
"4259","2014-01-01","Washington","St. Louis County",1,0,2014-01-01,486
"4260","2014-01-01","Washington","Taney",1,0,2014-01-01,486
"4261","2014-01-01","Washington","Newton",1,0,2014-01-01,486
"4262","2014-01-01","Washington","Pulaski",1,0,2014-01-01,486
"4263","2014-01-01","Washington","Lewis",1,0,2014-01-01,486
"4264","2014-01-01","Washington","Warren",1,0,2014-01-01,486
"4265","2014-01-01","Washington","Edmonson",1,0,2014-01-01,486
"4266","2014-01-01","Washington","Lee",1,0,2014-01-01,486
"4267","2014-01-01","Washington","Rockcastle",1,0,2014-01-01,486
"4268","2014-01-01","Washington","Carter",1,0,2014-01-01,486
"4269","2014-01-01","Washington","Letcher",1,0,2014-01-01,486
"4270","2014-01-01","Washington","Meade",1,0,2014-01-01,486
"4271","2014-01-01","Washington","Washington",1,0,2014-01-01,486
"4272","2014-01-01","Washington","Haliburton County",1,0,2014-01-01,486
"4273","2014-01-01","Washington","Fairfield",1,0,2014-01-01,486
"4274","2014-01-01","Washington","Wise",1,0,2014-01-01,486
"4275","2014-01-01","Washington","Kings County",1,0,2014-01-01,486
"4276","2014-01-01","Washington","Nipissing District (Part 1 Of)",1,0,2014-01-01,486
"4277","2014-01-01","Washington","Halton Regional Municipality",1,0,2014-01-01,486
"4278","2014-01-01","Washington","Oxford",1,0,2014-01-01,486
"4279","2014-01-01","Washington","Saint John County",1,0,2014-01-01,486
"4280","2014-01-01","Washington","Roanoke",1,0,2014-01-01,486
"4281","2014-01-01","Washington","Crawford",1,0,2014-01-01,486
"4282","2014-01-01","Washington","Monroe",1,0,2014-01-01,486
"4283","2014-01-01","Washington","Montgomery",1,0,2014-01-01,486
"4284","2014-01-01","Washington","Smyth",1,0,2014-01-01,486
"4285","2014-01-01","Washington","Luzerne",1,0,2014-01-01,486
"4286","2014-01-01","Washington","Centre",1,0,2014-01-01,486
"4287","2014-01-01","Washington","Putnam",1,0,2014-01-01,486
"4288","2014-01-01","Washington","Giles",1,0,2014-01-01,486
"4289","2014-01-01","Washington","Hartford",1,0,2014-01-01,486
"4290","2014-01-01","Washington","Hamilton",1,0,2014-01-01,486
"4291","2014-01-01","Washington","Morris",1,0,2014-01-01,486
"4292","2014-01-01","Washington","Orange",1,0,2014-01-01,486
"4293","2014-01-01","Washington","Blair",1,0,2014-01-01,486
"4294","2014-01-01","Washington","Les Collines-De-L'Outaouais",1,0,2014-01-01,486
"4295","2014-01-01","Washington","Greenbrier",1,0,2014-01-01,486
"4296","2014-01-01","Washington","Sullivan",1,0,2014-01-01,486
"4297","2014-01-01","Washington","Hastings County",1,0,2014-01-01,486
"4298","2014-01-01","Washington","Huntingdon",1,0,2014-01-01,486
"4299","2014-01-01","Washington","Hancock",1,0,2014-01-01,486
"4300","2014-01-01","Washington","Clearfield",1,0,2014-01-01,486
"4301","2014-01-01","Washington","Colchester County",1,0,2014-01-01,486
"4302","2014-01-01","Washington","Cuyahoga",1,0,2014-01-01,486
"4303","2014-01-01","Washington","Westmorland County",1,0,2014-01-01,486
"4304","2014-01-01","Washington","Franklin",1,0,2014-01-01,486
"4305","2014-01-01","Washington","Ulster",1,0,2014-01-01,486
"4306","2014-01-01","Washington","Bennington",1,0,2014-01-01,486
"4307","2014-01-01","Washington","Rowan",1,0,2014-01-01,486
"4308","2014-01-01","Meade","Ontonagon",1,0,2014-01-01,486
"4309","2014-01-01","Meade","Keweenaw",1,0,2014-01-01,486
"4310","2014-01-01","Meade","Maury",1,0,2014-01-01,486
"4311","2014-01-01","Meade","York County",1,0,2014-01-01,486
"4312","2014-01-01","Meade","Hardin",1,0,2014-01-01,486
"4313","2014-01-01","Meade","Hocking",1,0,2014-01-01,486
"4314","2014-01-01","Meade","Marion",1,0,2014-01-01,486
"4315","2014-01-01","Meade","Houghton",1,0,2014-01-01,486
"4316","2014-01-01","Meade","La Côte-De-Gaspé",1,0,2014-01-01,486
"4317","2014-01-01","Meade","Phelps",1,0,2014-01-01,486
"4318","2014-01-01","Meade","St. Louis County",1,0,2014-01-01,486
"4319","2014-01-01","Meade","Taney",1,0,2014-01-01,486
"4320","2014-01-01","Meade","Newton",1,0,2014-01-01,486
"4321","2014-01-01","Meade","Pulaski",1,0,2014-01-01,486
"4322","2014-01-01","Meade","Lewis",1,0,2014-01-01,486
"4323","2014-01-01","Meade","Warren",1,0,2014-01-01,486
"4324","2014-01-01","Meade","Edmonson",1,0,2014-01-01,486
"4325","2014-01-01","Meade","Lee",1,0,2014-01-01,486
"4326","2014-01-01","Meade","Rockcastle",1,0,2014-01-01,486
"4327","2014-01-01","Meade","Carter",1,0,2014-01-01,486
"4328","2014-01-01","Meade","Letcher",1,0,2014-01-01,486
"4329","2014-01-01","Meade","Meade",1,0,2014-01-01,486
"4330","2014-01-01","Meade","Washington",1,0,2014-01-01,486
"4331","2014-01-01","Meade","Haliburton County",1,0,2014-01-01,486
"4332","2014-01-01","Meade","Fairfield",1,0,2014-01-01,486
"4333","2014-01-01","Meade","Wise",1,0,2014-01-01,486
"4334","2014-01-01","Meade","Kings County",1,0,2014-01-01,486
"4335","2014-01-01","Meade","Nipissing District (Part 1 Of)",1,0,2014-01-01,486
"4336","2014-01-01","Meade","Halton Regional Municipality",1,0,2014-01-01,486
"4337","2014-01-01","Meade","Oxford",1,0,2014-01-01,486
"4338","2014-01-01","Meade","Saint John County",1,0,2014-01-01,486
"4339","2014-01-01","Meade","Roanoke",1,0,2014-01-01,486
"4340","2014-01-01","Meade","Crawford",1,0,2014-01-01,486
"4341","2014-01-01","Meade","Monroe",1,0,2014-01-01,486
"4342","2014-01-01","Meade","Montgomery",1,0,2014-01-01,486
"4343","2014-01-01","Meade","Smyth",1,0,2014-01-01,486
"4344","2014-01-01","Meade","Luzerne",1,0,2014-01-01,486
"4345","2014-01-01","Meade","Centre",1,0,2014-01-01,486
"4346","2014-01-01","Meade","Putnam",1,0,2014-01-01,486
"4347","2014-01-01","Meade","Giles",1,0,2014-01-01,486
"4348","2014-01-01","Meade","Hartford",1,0,2014-01-01,486
"4349","2014-01-01","Meade","Hamilton",1,0,2014-01-01,486
"4350","2014-01-01","Meade","Morris",1,0,2014-01-01,486
"4351","2014-01-01","Meade","Orange",1,0,2014-01-01,486
"4352","2014-01-01","Meade","Blair",1,0,2014-01-01,486
"4353","2014-01-01","Meade","Les Collines-De-L'Outaouais",1,0,2014-01-01,486
"4354","2014-01-01","Meade","Greenbrier",1,0,2014-01-01,486
"4355","2014-01-01","Meade","Sullivan",1,0,2014-01-01,486
"4356","2014-01-01","Meade","Hastings County",1,0,2014-01-01,486
"4357","2014-01-01","Meade","Huntingdon",1,0,2014-01-01,486
"4358","2014-01-01","Meade","Hancock",1,0,2014-01-01,486
"4359","2014-01-01","Meade","Clearfield",1,0,2014-01-01,486
"4360","2014-01-01","Meade","Colchester County",1,0,2014-01-01,486
"4361","2014-01-01","Meade","Cuyahoga",1,0,2014-01-01,486
"4362","2014-01-01","Meade","Westmorland County",1,0,2014-01-01,486
"4363","2014-01-01","Meade","Franklin",1,0,2014-01-01,486
"4364","2014-01-01","Meade","Ulster",1,0,2014-01-01,486
"4365","2014-01-01","Meade","Bennington",1,0,2014-01-01,486
"4366","2014-01-01","Meade","Rowan",1,0,2014-01-01,486
"4367","2014-01-01","Letcher","Ontonagon",1,0,2014-01-01,486
"4368","2014-01-01","Letcher","Keweenaw",1,0,2014-01-01,486
"4369","2014-01-01","Letcher","Maury",1,0,2014-01-01,486
"4370","2014-01-01","Letcher","York County",1,0,2014-01-01,486
"4371","2014-01-01","Letcher","Hardin",1,0,2014-01-01,486
"4372","2014-01-01","Letcher","Hocking",1,0,2014-01-01,486
"4373","2014-01-01","Letcher","Marion",1,0,2014-01-01,486
"4374","2014-01-01","Letcher","Houghton",1,0,2014-01-01,486
"4375","2014-01-01","Letcher","La Côte-De-Gaspé",1,0,2014-01-01,486
"4376","2014-01-01","Letcher","Phelps",1,0,2014-01-01,486
"4377","2014-01-01","Letcher","St. Louis County",1,0,2014-01-01,486
"4378","2014-01-01","Letcher","Taney",1,0,2014-01-01,486
"4379","2014-01-01","Letcher","Newton",1,0,2014-01-01,486
"4380","2014-01-01","Letcher","Pulaski",1,0,2014-01-01,486
"4381","2014-01-01","Letcher","Lewis",1,0,2014-01-01,486
"4382","2014-01-01","Letcher","Warren",1,0,2014-01-01,486
"4383","2014-01-01","Letcher","Edmonson",1,0,2014-01-01,486
"4384","2014-01-01","Letcher","Lee",1,0,2014-01-01,486
"4385","2014-01-01","Letcher","Rockcastle",1,0,2014-01-01,486
"4386","2014-01-01","Letcher","Carter",1,0,2014-01-01,486
"4387","2014-01-01","Letcher","Letcher",1,0,2014-01-01,486
"4388","2014-01-01","Letcher","Meade",1,0,2014-01-01,486
"4389","2014-01-01","Letcher","Washington",1,0,2014-01-01,486
"4390","2014-01-01","Letcher","Haliburton County",1,0,2014-01-01,486
"4391","2014-01-01","Letcher","Fairfield",1,0,2014-01-01,486
"4392","2014-01-01","Letcher","Wise",1,0,2014-01-01,486
"4393","2014-01-01","Letcher","Kings County",1,0,2014-01-01,486
"4394","2014-01-01","Letcher","Nipissing District (Part 1 Of)",1,0,2014-01-01,486
"4395","2014-01-01","Letcher","Halton Regional Municipality",1,0,2014-01-01,486
"4396","2014-01-01","Letcher","Oxford",1,0,2014-01-01,486
"4397","2014-01-01","Letcher","Saint John County",1,0,2014-01-01,486
"4398","2014-01-01","Letcher","Roanoke",1,0,2014-01-01,486
"4399","2014-01-01","Letcher","Crawford",1,0,2014-01-01,486
"4400","2014-01-01","Letcher","Monroe",1,0,2014-01-01,486
"4401","2014-01-01","Letcher","Montgomery",1,0,2014-01-01,486
"4402","2014-01-01","Letcher","Smyth",1,0,2014-01-01,486
"4403","2014-01-01","Letcher","Luzerne",1,0,2014-01-01,486
"4404","2014-01-01","Letcher","Centre",1,0,2014-01-01,486
"4405","2014-01-01","Letcher","Putnam",1,0,2014-01-01,486
"4406","2014-01-01","Letcher","Giles",1,0,2014-01-01,486
"4407","2014-01-01","Letcher","Hartford",1,0,2014-01-01,486
"4408","2014-01-01","Letcher","Hamilton",1,0,2014-01-01,486
"4409","2014-01-01","Letcher","Morris",1,0,2014-01-01,486
"4410","2014-01-01","Letcher","Orange",1,0,2014-01-01,486
"4411","2014-01-01","Letcher","Blair",1,0,2014-01-01,486
"4412","2014-01-01","Letcher","Les Collines-De-L'Outaouais",1,0,2014-01-01,486
"4413","2014-01-01","Letcher","Greenbrier",1,0,2014-01-01,486
"4414","2014-01-01","Letcher","Sullivan",1,0,2014-01-01,486
"4415","2014-01-01","Letcher","Hastings County",1,0,2014-01-01,486
"4416","2014-01-01","Letcher","Huntingdon",1,0,2014-01-01,486
"4417","2014-01-01","Letcher","Hancock",1,0,2014-01-01,486
"4418","2014-01-01","Letcher","Clearfield",1,0,2014-01-01,486
"4419","2014-01-01","Letcher","Colchester County",1,0,2014-01-01,486
"4420","2014-01-01","Letcher","Cuyahoga",1,0,2014-01-01,486
"4421","2014-01-01","Letcher","Westmorland County",1,0,2014-01-01,486
"4422","2014-01-01","Letcher","Franklin",1,0,2014-01-01,486
"4423","2014-01-01","Letcher","Ulster",1,0,2014-01-01,486
"4424","2014-01-01","Letcher","Bennington",1,0,2014-01-01,486
"4425","2014-01-01","Letcher","Rowan",1,0,2014-01-01,486
"4426","2014-01-01","Carter","Ontonagon",1,0,2014-01-01,486
"4427","2014-01-01","Carter","Keweenaw",1,0,2014-01-01,486
"4428","2014-01-01","Carter","Maury",1,0,2014-01-01,486
"4429","2014-01-01","Carter","York County",1,0,2014-01-01,486
"4430","2014-01-01","Carter","Hardin",1,0,2014-01-01,486
"4431","2014-01-01","Carter","Hocking",1,0,2014-01-01,486
"4432","2014-01-01","Carter","Marion",1,0,2014-01-01,486
"4433","2014-01-01","Carter","Houghton",1,0,2014-01-01,486
"4434","2014-01-01","Carter","La Côte-De-Gaspé",1,0,2014-01-01,486
"4435","2014-01-01","Carter","Phelps",1,0,2014-01-01,486
"4436","2014-01-01","Carter","St. Louis County",1,0,2014-01-01,486
"4437","2014-01-01","Carter","Taney",1,0,2014-01-01,486
"4438","2014-01-01","Carter","Newton",1,0,2014-01-01,486
"4439","2014-01-01","Carter","Pulaski",1,0,2014-01-01,486
"4440","2014-01-01","Carter","Lewis",1,0,2014-01-01,486
"4441","2014-01-01","Carter","Warren",1,0,2014-01-01,486
"4442","2014-01-01","Carter","Edmonson",1,0,2014-01-01,486
"4443","2014-01-01","Carter","Lee",1,0,2014-01-01,486
"4444","2014-01-01","Carter","Rockcastle",1,0,2014-01-01,486
"4445","2014-01-01","Carter","Carter",1,0,2014-01-01,486
"4446","2014-01-01","Carter","Letcher",1,0,2014-01-01,486
"4447","2014-01-01","Carter","Meade",1,0,2014-01-01,486
"4448","2014-01-01","Carter","Washington",1,0,2014-01-01,486
"4449","2014-01-01","Carter","Haliburton County",1,0,2014-01-01,486
"4450","2014-01-01","Carter","Fairfield",1,0,2014-01-01,486
"4451","2014-01-01","Carter","Wise",1,0,2014-01-01,486
"4452","2014-01-01","Carter","Kings County",1,0,2014-01-01,486
"4453","2014-01-01","Carter","Nipissing District (Part 1 Of)",1,0,2014-01-01,486
"4454","2014-01-01","Carter","Halton Regional Municipality",1,0,2014-01-01,486
"4455","2014-01-01","Carter","Oxford",1,0,2014-01-01,486
"4456","2014-01-01","Carter","Saint John County",1,0,2014-01-01,486
"4457","2014-01-01","Carter","Roanoke",1,0,2014-01-01,486
"4458","2014-01-01","Carter","Crawford",1,0,2014-01-01,486
"4459","2014-01-01","Carter","Monroe",1,0,2014-01-01,486
"4460","2014-01-01","Carter","Montgomery",1,0,2014-01-01,486
"4461","2014-01-01","Carter","Smyth",1,0,2014-01-01,486
"4462","2014-01-01","Carter","Luzerne",1,0,2014-01-01,486
"4463","2014-01-01","Carter","Centre",1,0,2014-01-01,486
"4464","2014-01-01","Carter","Putnam",1,0,2014-01-01,486
"4465","2014-01-01","Carter","Giles",1,0,2014-01-01,486
"4466","2014-01-01","Carter","Hartford",1,0,2014-01-01,486
"4467","2014-01-01","Carter","Hamilton",1,0,2014-01-01,486
"4468","2014-01-01","Carter","Morris",1,0,2014-01-01,486
"4469","2014-01-01","Carter","Orange",1,0,2014-01-01,486
"4470","2014-01-01","Carter","Blair",1,0,2014-01-01,486
"4471","2014-01-01","Carter","Les Collines-De-L'Outaouais",1,0,2014-01-01,486
"4472","2014-01-01","Carter","Greenbrier",1,0,2014-01-01,486
"4473","2014-01-01","Carter","Sullivan",1,0,2014-01-01,486
"4474","2014-01-01","Carter","Hastings County",1,0,2014-01-01,486
"4475","2014-01-01","Carter","Huntingdon",1,0,2014-01-01,486
"4476","2014-01-01","Carter","Hancock",1,0,2014-01-01,486
"4477","2014-01-01","Carter","Clearfield",1,0,2014-01-01,486
"4478","2014-01-01","Carter","Colchester County",1,0,2014-01-01,486
"4479","2014-01-01","Carter","Cuyahoga",1,0,2014-01-01,486
"4480","2014-01-01","Carter","Westmorland County",1,0,2014-01-01,486
"4481","2014-01-01","Carter","Franklin",1,0,2014-01-01,486
"4482","2014-01-01","Carter","Ulster",1,0,2014-01-01,486
"4483","2014-01-01","Carter","Bennington",1,0,2014-01-01,486
"4484","2014-01-01","Carter","Rowan",1,0,2014-01-01,486
"4485","2014-01-01","Rockcastle","Ontonagon",1,0,2014-01-01,486
"4486","2014-01-01","Rockcastle","Keweenaw",1,0,2014-01-01,486
"4487","2014-01-01","Rockcastle","Maury",1,0,2014-01-01,486
"4488","2014-01-01","Rockcastle","York County",1,0,2014-01-01,486
"4489","2014-01-01","Rockcastle","Hardin",1,0,2014-01-01,486
"4490","2014-01-01","Rockcastle","Hocking",1,0,2014-01-01,486
"4491","2014-01-01","Rockcastle","Marion",1,0,2014-01-01,486
"4492","2014-01-01","Rockcastle","Houghton",1,0,2014-01-01,486
"4493","2014-01-01","Rockcastle","La Côte-De-Gaspé",1,0,2014-01-01,486
"4494","2014-01-01","Rockcastle","Phelps",1,0,2014-01-01,486
"4495","2014-01-01","Rockcastle","St. Louis County",1,0,2014-01-01,486
"4496","2014-01-01","Rockcastle","Taney",1,0,2014-01-01,486
"4497","2014-01-01","Rockcastle","Newton",1,0,2014-01-01,486
"4498","2014-01-01","Rockcastle","Pulaski",1,0,2014-01-01,486
"4499","2014-01-01","Rockcastle","Lewis",1,0,2014-01-01,486
"4500","2014-01-01","Rockcastle","Warren",1,0,2014-01-01,486
"4501","2014-01-01","Rockcastle","Edmonson",1,0,2014-01-01,486
"4502","2014-01-01","Rockcastle","Lee",1,0,2014-01-01,486
"4503","2014-01-01","Rockcastle","Rockcastle",1,0,2014-01-01,486
"4504","2014-01-01","Rockcastle","Carter",1,0,2014-01-01,486
"4505","2014-01-01","Rockcastle","Letcher",1,0,2014-01-01,486
