Loglikelihood,theta,ID
-1265.8035498995962,1.6,112
-1265.8318392640385,1.6,113
-1265.8605025580177,1.6,114
-1265.8895189315701,1.6,115
-1265.9188684346184,1.6,116
-1265.9485320155495,1.6,117
-1265.9784915082398,1.6,118
-1266.00872962362,1.6,119
-1266.0392299386576,1.6,120
-1266.069976886562,1.6,121
-1266.100955742249,1.6,122
-1266.132152610407,1.6,123
-1266.1635544120925,1.6,124
-1266.1951488677068,1.6,125
-1266.2269244844645,1.6,126
-1266.25887053907,1.6,127
-1266.2909770608503,1.6,128
-1266.3232348146635,1.6,129
-1266.3556352833102,1.6,130
-1266.388170649285,1.6,131
-1266.4208337756293,1.6,132
-1266.45361818746,1.6,133
-1266.4865180506317,1.6,134
-1266.5195281556391,1.6,135
-1266.552643890353,1.6,136
-1266.585861229074,1.6,137
-1266.6191767032406,1.6,138
-1266.6525873834369,1.6,139
-1266.6860908601982,1.6,140
-1266.7196852211453,1.6,141
-1266.7533690274213,1.6,142
-1266.78714129524,1.6,143
-1266.8210014747674,1.6,144
-1266.8549494250583,1.6,145
-1266.8889853963615,1.6,146
-1266.9231100063146,1.6,147
-1266.9573242200559,1.6,148
-1266.9916293295378,1.6,149
-1267.0260269303317,1.6,150
-1267.0605189035932,1.6,151
-1267.0951073937451,1.6,152
-1267.1297947896205,1.6,153
-1267.1645837041435,1.6,154
-1267.1994769542596,1.6,155
-1267.2344775425943,1.6,156
-1267.2695886379122,1.6,157
-1267.3048135583128,1.6,158
-1267.3401557506172,1.6,159
-1267.3756187764675,1.6,160
-1267.4112062922886,1.6,161
-1267.4469220340825,1.6,162
-1267.4827698017934,1.6,163
-1267.5187534435242,1.6,164
-1267.5548768404672,1.6,165
-1267.5911438936937,1.6,166
-1267.6275585087974,1.6,167
-1267.6641245842056,1.6,168
-1267.700845998343,1.6,169
-1267.7377265973405,1.6,170
-1267.7747701838614,1.6,171
-1267.8119805069543,1.6,172
-1267.849361250002,1.6,173
-1267.886916026033,1.6,174
-1267.9246483599393,1.6,175
-1267.9625616923968,1.6,176
-1268.000659362406,1.6,177
-1268.0389446032832,1.6,178
-1268.0774205372054,1.6,179
-1268.1160901684038,1.6,180
-1268.1549563775288,1.6,181
-1268.1940219178452,1.6,182
-1268.2332894102592,1.6,183
-1268.2727613391824,1.6,184
-1268.3124400505233,1.6,185
-1268.3523277491245,1.6,186
-1268.392426494841,1.6,187
-1268.4327382019862,1.6,188
-1268.4732646378657,1.6,189
-1268.5140074213905,1.6,190
-1268.5549680240126,1.6,191
-1268.5961477694264,1.6,192
-1268.63754783159,1.6,193
-1268.6791692387496,1.6,194
-1268.7210128715374,1.6,195
-1268.7630794667225,1.6,196
-1268.8053696182956,1.6,197
-1268.8478837766663,1.6,198
-1268.8906222557728,1.6,199
-1268.9335852334561,1.6,200
NA,1.5,1
-1283.876227439065,1.5,2
-1281.1010881910115,1.5,3
-1280.1095554517287,1.5,4
-1277.8768765742502,1.5,5
-1276.9929304920815,1.5,6
-1276.2096964715722,1.5,7
-1275.251051305637,1.5,8
-1274.5069473656529,1.5,9
-1273.8413520446638,1.5,10
-1273.061982459223,1.5,11
-1272.5467793039077,1.5,12
-1272.0907130157566,1.5,13
-1271.6815101439593,1.5,14
-1271.3090956168865,1.5,15
-1270.9659914808253,1.5,16
-1270.6470191428768,1.5,17
-1270.3487489862878,1.5,18
-1270.0689372669897,1.5,19
-1269.8060576282858,1.5,20
-1269.5589593379805,1.5,21
-1269.32664637791,1.5,22
-1269.1081551805319,1.5,23
-1268.902504175465,1.5,24
-1268.7086896864034,1.5,25
-1268.5257070453488,1.5,26
-1268.3525811382365,1.5,27
-1268.188395914033,1.5,28
-1268.0323170158354,1.5,29
-1267.8836052870352,1.5,30
-1267.741621350468,1.5,31
-1267.605822873635,1.5,32
-1267.4757566922726,1.5,33
-1267.351047935832,1.5,34
-1267.2313879387218,1.5,35
-1267.1165222625414,1.5,36
-1267.0062396519843,1.5,37
-1266.9003623827043,1.5,38
-1266.7987381820062,1.5,39
-1266.701233694982,1.5,40
-1266.6077293915405,1.5,41
-1266.5181157244976,1.5,42
-1266.432290350503,1.5,43
-1266.3501562237632,1.5,44
-1266.2716203542507,1.5,45
-1266.1965930922518,1.5,46
-1266.1249877635823,1.5,47
-1266.056720565785,1.5,48
-1265.991710580117,1.5,49
-1265.9298798593888,1.5,50
-1265.871153510317,1.5,51
-1265.8154597298276,1.5,52
-1265.7627297911265,1.5,53
-1265.7128979341667,1.5,54
-1265.6659011941374,1.5,55
-1265.6216791563338,1.5,56
-1265.5801736587089,1.5,57
-1265.5413284600686,1.5,58
-1265.5050888845064,1.5,59
-1265.471401469782,1.5,60
-1265.4402136290937,1.5,61
-1265.4114733384242,1.5,62
-1265.3851288664696,1.5,63
-1265.3611285430127,1.5,64
-1265.3394205782402,1.5,65
-1265.3199529276885,1.5,66
-1265.302673203665,1.5,67
-1265.2875286240965,1.5,68
-1265.27446601445,1.5,69
-1265.2634318168198,1.5,70
-1265.2543721438922,1.5,71
-1265.2472328451258,1.5,72
-1265.2419595913564,1.5,73
-1265.2384979641236,1.5,74
-1265.2367935546222,1.5,75
-1265.2367920686436,1.5,76
-1265.2384394174505,1.5,77
-1265.2416818280394,1.5,78
-1265.2464659275377,1.5,79
-1265.252738834848,1.5,80
-1265.2604482462664,1.5,81
-1265.2695425082488,1.5,82
-1265.2799706941933,1.5,83
-1265.2916826619992,1.5,84
-1265.3046291194885,1.5,85
-1265.3187616736873,1.5,86
-1265.334032880068,1.5,87
-1265.3503962859454,1.5,88
-1265.367806463698,1.5,89
-1265.3862190543366,1.5,90
-1265.4055907865936,1.5,91
-1265.4258795083642,1.5,92
-1265.4470442057793,1.5,93
-1265.4690450253167,1.5,94
-1265.4918432858917,1.5,95
-1265.5154014937134,1.5,96
-1265.5396833470122,1.5,97
-1265.5646537526027,1.5,98
-1265.5902788188375,1.5,99
-1265.6165258676385,1.5,100
-1265.643363425267,1.5,101
-1265.6707612283285,1.5,102
-1265.6986902096291,1.5,103
-1265.7271225022714,1.5,104
-1265.7560314222155,1.5,105
-1265.7853914626075,1.5,106
-1265.8151782800287,1.5,107
-1265.8453686822443,1.5,108
-1265.8759406120441,1.5,109
-1265.9068731317243,1.5,110
-1265.938146404678,1.5,111
-1265.9697416763697,1.5,112
-1266.001641254569,1.5,113
-1266.033828488052,1.5,114
-1266.0662877436328,1.5,115
-1266.09900438363,1.5,116
-1266.131964743442,1.5,117
-1266.1651561035374,1.5,118
-1266.1985666667808,1.5,119
-1266.2321855311727,1.5,120
-1266.2660026639028,1.5,121
-1266.3000088735757,1.5,122
-1266.3341957842783,1.5,123
-1266.368555805906,1.5,124
-1266.4030821060212,1.5,125
-1266.4377685857864,1.5,126
-1266.4726098455062,1.5,127
-1266.5076011594645,1.5,128
-1266.5427384466486,1.5,129
-1266.5780182432368,1.5,130
-1266.6134376720038,1.5,131
-1266.6489944145349,1.5,132
-1266.6846866833398,1.5,133
-1266.7205131945948,1.5,134
-1266.7564731378266,1.5,135
-1266.792566150762,1.5,136
-1266.8287922896309,1.5,137
-1266.8651520046521,1.5,138
-1266.901646112662,1.5,139
-1266.938275766262,1.5,140
-1266.9750424400013,1.5,141
-1267.011947892437,1.5,142
-1267.0489941485719,1.5,143
-1267.0861834740494,1.5,144
-1267.123518351661,1.5,145
-1267.161001458752,1.5,146
-1267.1986356452392,1.5,147
-1267.2364239115414,1.5,148
-1267.2743693883324,1.5,149
-1267.3124753168925,1.5,150
-1267.3507450271718,1.5,151
-1267.3891819231528,1.5,152
-1267.4277894615461,1.5,153
-1267.4665711374062,1.5,154
-1267.505530464957,1.5,155
-1267.5446709640748,1.5,156
-1267.5839961453837,1.5,157
-1267.6235094953518,1.5,158
-1267.663214463861,1.5,159
-1267.7031144509886,1.5,160
-1267.7432127966238,1.5,161
-1267.7835127673795,1.5,162
-1267.8240175503693,1.5,163
-1267.8647302388938,1.5,164
-1267.9056538275793,1.5,165
-1267.9467912032492,1.5,166
-1267.9881451377362,1.5,167
-1268.0297182811798,1.5,168
-1268.0715131564648,1.5,169
-1268.113532154401,1.5,170
-1268.1557775293215,1.5,171
-1268.198251395025,1.5,172
-1268.2409557199844,1.5,173
-1268.2838923286488,1.5,174
-1268.3270628951277,1.5,175
-1268.3704689442682,1.5,176
-1268.414111849699,1.5,177
-1268.4579928333508,1.5,178
-1268.502112965656,1.5,179
-1268.546473166226,1.5,180
-1268.5910742038911,1.5,181
-1268.6359166983088,1.5,182
-1268.681001122118,1.5,183
-1268.7263278014282,1.5,184
-1268.7718969211312,1.5,185
-1268.817708522613,1.5,186
-1268.8637625114663,1.5,187
-1268.910058659056,1.5,188
-1268.95659660425,1.5,189
-1269.0033758581947,1.5,190
-1269.0503958099714,1.5,191
-1269.097655726312,1.5,192
-1269.145154760612,1.5,193
-1269.1928919543213,1.5,194
-1269.2408662397777,1.5,195
-1269.289076449123,1.5,196
-1269.3375213173624,1.5,197
-1269.3861994828842,1.5,198
-1269.4351094979393,1.5,199
-1269.4842498307737,1.5,200
NA,1.4,1
-1283.8953227821296,1.4,2
-1280.1889761545608,1.4,3
-1277.918339129459,1.4,4
-1276.9367180439515,1.4,5
-1275.894095155138,1.4,6
-1275.021932810921,1.4,7
-1274.2345049570115,1.4,8
-1273.354368555558,1.4,9
-1272.7577242119967,1.4,10
-1272.2375390029574,1.4,11
-1271.7772349287056,1.4,12
-1271.3632482235234,1.4,13
-1270.985720731754,1.4,14
-1270.6379826567825,1.4,15
-1270.315671120608,1.4,16
-1270.0158934605818,1.4,17
-1269.736586362108,1.4,18
-1269.4760912859938,1.4,19
-1269.2329114992533,1.4,20
-1269.0056003148945,1.4,21
-1268.7927324763912,1.4,22
-1268.5929201380413,1.4,23
-1268.4048458971995,1.4,24
-1268.2272957159912,1.4,25
-1268.0591827698036,1.4,26
-1267.8995592523179,1.4,27
-1267.7476168867524,1.4,28
-1267.602678758059,1.4,29
-1267.4641856244368,1.4,30
-1267.3316795398152,1.4,31
-1267.2047869880307,1.4,32
-1267.0832029592661,1.4,33
-1266.9666767807746,1.4,34
-1266.8550000435507,1.4,35
-1266.7479966534947,1.4,36
-1266.6455148752555,1.4,37
-1266.5474211301253,1.4,38
-1266.4535952877875,1.4,39
-1266.363927202977,1.4,40
-1266.2783142269448,1.4,41
-1266.1966594912428,1.4,42
-1266.1188707507897,1.4,43
-1266.0448596440308,1.4,44
-1265.9745412030284,1.4,45
-1265.9078335368329,1.4,46
-1265.8446575872729,1.4,47
-1265.7849369092967,1.4,48
-1265.7285974497952,1.4,49
-1265.6755672820605,1.4,50
-1265.6257763281021,1.4,51
-1265.5791560375542,1.4,52
-1265.535639068141,1.4,53
-1265.4951589520479,1.4,54
-1265.4576497861772,1.4,55
-1265.42304594823,1.4,56
-1265.3912818495187,1.4,57
-1265.3622917376044,1.4,58
-1265.3360095438145,1.4,59
-1265.3123687858006,1.4,60
-1265.2913025156618,1.4,61
-1265.272743314668,1.4,62
-1265.2566233247167,1.4,63
-1265.2428743131343,1.4,64
-1265.2314277636535,1.4,65
-1265.2222149871861,1.4,66
-1265.215167244605,1.4,67
-1265.2102158768987,1.4,68
-1265.2072924467734,1.4,69
-1265.2063288667387,1.4,70
-1265.2072575371337,1.4,71
-1265.2100114713924,1.4,72
-1265.2145244202652,1.4,73
-1265.2207309817875,1.4,74
-1265.2285667112576,1.4,75
-1265.2379682140822,1.4,76
-1265.2488732379247,1.4,77
-1265.2612207521838,1.4,78
-1265.2749510180959,1.4,79
-1265.2900056562967,1.4,80
-1265.3063276980815,1.4,81
-1265.323861642451,1.4,82
-1265.342553491354,1.4,83
-1265.3623507902873,1.4,84
-1265.383202656763,1.4,85
-1265.405059805226,1.4,86
-1265.4278745660035,1.4,87
-1265.4516008983157,1.4,88
-1265.4761944008437,1.4,89
-1265.5016123146065,1.4,90
-1265.527813523897,1.4,91
-1265.554758554301,1.4,92
-1265.5824095608725,1.4,93
-1265.6107303204678,1.4,94
-1265.6396862188158,1.4,95
-1265.6692442285905,1.4,96
-1265.699372893555,1.4,97
-1265.73004230186,1.4,98
-1265.7612240656606,1.4,99
-1265.7928912896548,1.4,100
-1265.8250185442955,1.4,101
-1265.8575818326563,1.4,102
-1265.890558559715,1.4,103
-1265.9239274967938,1.4,104
-1265.9576687465392,1.4,105
-1265.9917637050662,1.4,106
-1266.026195027379,1.4,107
-1266.0609465852704,1.4,108
-1266.0960034304142,1.4,109
-1266.1313517536826,1.4,110
-1266.1669788453041,1.4,111
-1266.2028730546242,1.4,112
-1266.2390237482705,1.4,113
-1266.275421270535,1.4,114
-1266.3120569027506,1.4,115
-1266.3489228171684,1.4,116
-1266.3860120479385,1.4,117
-1266.4233184357424,1.4,118
-1266.4608366012737,1.4,119
-1266.4985618964545,1.4,120
-1266.5364903676937,1.4,121
-1266.5746187189918,1.4,122
-1266.6129442709864,1.4,123
-1266.6514649246715,1.4,124
-1266.69017912456,1.4,125
-1266.729085821332,1.4,126
-1266.7681844377073,1.4,127
-1266.8074748330735,1.4,128
-1266.8469572697738,1.4,129
-1266.8866323798416,1.4,130
-1266.926501134014,1.4,131
-1266.9665648081927,1.4,132
-1267.0068249577728,1.4,133
-1267.047283384077,1.4,134
-1267.0879421085542,1.4,135
-1267.1288033453461,1.4,136
-1267.1698694750055,1.4,137
-1267.2111430201371,1.4,138
-1267.2526266211244,1.4,139
-1267.2943230129333,1.4,140
-1267.3362350046352,1.4,141
-1267.3783654573692,1.4,142
-1267.4207172660374,1.4,143
-1267.463293339893,1.4,144
-1267.5060965863395,1.4,145
-1267.5491298932668,1.4,146
-1267.592396114705,1.4,147
-1267.6358980559444,1.4,148
-1267.6796384614017,1.4,149
-1267.7236200009852,1.4,150
-1267.7678452600042,1.4,151
-1267.812316729609,1.4,152
-1267.8570367948237,1.4,153
-1267.902007728599,1.4,154
-1267.9472316843694,1.4,155
-1267.992710687625,1.4,156
-1268.038446631275,1.4,157
-1268.084441271365,1.4,158
-1268.1306962215338,1.4,159
-1268.1772129501917,1.4,160
-1268.223992778311,1.4,161
-1268.271036875048,1.4,162
-1268.3183462603954,1.4,163
-1268.3659218008213,1.4,164
-1268.4137642101946,1.4,165
-1268.4618740507965,1.4,166
-1268.510251733431,1.4,167
-1268.5588975190938,1.4,168
-1268.6078115196694,1.4,169
-1268.6569937032646,1.4,170
-1268.706443892499,1.4,171
-1268.7561617713766,1.4,172
-1268.8061468861665,1.4,173
-1268.8563986491588,1.4,174
-1268.906916344236,1.4,175
-1268.957699129471,1.4,176
-1269.0087460416644,1.4,177
-1269.0600560011183,1.4,178
-1269.1116278168668,1.4,179
-1269.1634601901553,1.4,180
-1269.2155517207839,1.4,181
-1269.2679009113251,1.4,182
-1269.3205061730484,1.4,183
-1269.3733658292633,1.4,184
-1269.4264781233599,1.4,185
-1269.4798412216003,1.4,186
-1269.5334532202553,1.4,187
-1269.5873121495758,1.4,188
-1269.6414159795233,1.4,189
-1269.6957626231876,1.4,190
-1269.750349946173,1.4,191
-1269.8051757673268,1.4,192
-1269.8602378654612,1.4,193
-1269.9155339838526,1.4,194
-1269.9710618364018,1.4,195
-1270.0268191107202,1.4,196
-1270.0828034730152,1.4,197
-1270.1390125720545,1.4,198
-1270.1954440446489,1.4,199
-1270.2520955200382,1.4,200
NA,1.3,1
-1280.31194997398,1.3,2
-1277.8422939134578,1.3,3
-1276.9290153384839,1.3,4
-1275.7389847821848,1.3,5
-1274.7716498980872,1.3,6
-1273.7377956452458,1.3,7
-1273.0196708814265,1.3,8
-1272.407310599292,1.3,9
-1271.87645665988,1.3,10
-1271.407215282063,1.3,11
-1270.9855093463727,1.3,12
-1270.6020861933089,1.3,13
-1270.2509650723098,1.3,14
-1269.928098892158,1.3,15
-1269.6304562903665,1.3,16
-1269.3554885922008,1.3,17
-1269.1008735146888,1.3,18
-1268.8644278699296,1.3,19
-1268.644106590544,1.3,20
-1268.4380334307416,1.3,21
-1268.2445324340654,1.3,22
-1268.0621461245298,1.3,23
-1267.8896372202803,1.3,24
-1267.7259763858533,1.3,25
-1267.5703207396846,1.3,26
-1267.4219878497895,1.3,27
-1267.2804289077567,1.3,28
-1267.145203498109,1.3,29
-1267.0159572629861,1.3,30
-1266.8924029306088,1.3,31
-1266.77430471728,1.3,32
-1266.6614657927246,1.3,33
-1266.5537184483887,1.3,34
-1266.4509165245577,1.3,35
-1266.352929714077,1.3,36
-1266.2596393450442,1.3,37
-1266.1709353339008,1.3,38
-1266.0867140123999,1.3,39
-1266.006876593159,1.3,40
-1265.9313280792146,1.3,41
-1265.8599764670737,1.3,42
-1265.7927321296672,1.3,43
-1265.729507314114,1.3,44
-1265.6702156942752,1.3,45
-1265.6147719581336,1.3,46
-1265.563091431151,1.3,47
-1265.5150897211984,1.3,48
-1265.4706824070015,1.3,49
-1265.4297847716762,1.3,50
-1265.3923115891332,1.3,51
-1265.3581769783436,1.3,52
-1265.3272943088314,1.3,53
-1265.299576178332,1.3,54
-1265.2749344403771,1.3,55
-1265.2532802838696,1.3,56
-1265.2345243570153,1.3,57
-1265.2185769227654,1.3,58
-1265.20534803886,1.3,59
-1265.1947477553917,1.3,60
-1265.1866863263704,1.3,61
-1265.1810744143181,1.3,62
-1265.1778233026505,1.3,63
-1265.176845097286,1.3,64
-1265.1780529206476,1.3,65
-1265.181361092396,1.3,66
-1265.1866852984467,1.3,67
-1265.193942747388,1.3,68
-1265.2030523085373,1.3,69
-1265.2139346397325,1.3,70
-1265.2265122981373,1.3,71
-1265.2407098388524,1.3,72
-1265.2564538974848,1.3,73
-1265.2736732628593,1.3,74
-1265.292298935869,1.3,75
-1265.312264176435,1.3,76
-1265.3335045408332,1.3,77
-1265.3559579081636,1.3,78
-1265.3795644969246,1.3,79
-1265.4042668727438,1.3,80
-1265.430009949942,1.3,81
-1265.456740980326,1.3,82
-1265.4844095415056,1.3,83
-1265.51296751667,1.3,84
-1265.542369063315,1.3,85
-1265.5725705835825,1.3,86
-1265.603530686505,1.3,87
-1265.635210148116,1.3,88
-1265.6675718628112,1.3,89
-1265.7005807976595,1.3,90
-1265.7342039393025,1.3,91
-1265.7684102402984,1.3,92
-1265.8031705625096,1.3,93
-1265.8384576178755,1.3,94
-1265.8742459110574,1.3,95
-1265.9105116762164,1.3,96
-1265.9472328164925,1.3,97
-1265.9843888388616,1.3,98
-1266.0219607961453,1.3,99
-1266.0599312192023,1.3,100
-1266.0982840554773,1.3,101
-1266.137004606758,1.3,102
-1266.176079466288,1.3,103
-1266.215496454925,1.3,104
-1266.2552445618692,1.3,105
-1266.295313885603,1.3,106
-1266.335695569654,1.3,107
-1266.3763817477397,1.3,108
-1266.4173654841168,1.3,109
-1266.4586407190725,1.3,110
-1266.500202212482,1.3,111
-1266.5420454910882,1.3,112
-1266.584166794657,1.3,113
-1266.6265630277123,1.3,114
-1266.66923170686,1.3,115
-1266.712170915828,1.3,116
-1266.7553792578162,1.3,117
-1266.798855810893,1.3,118
-1266.8426000853772,1.3,119
-1266.886611982267,1.3,120
-1266.9308917529859,1.3,121
-1266.9754399622068,1.3,122
-1267.0202574507052,1.3,123
-1267.0653453003981,1.3,124
-1267.110704802862,1.3,125
-1267.1563374254129,1.3,126
-1267.2022447843933,1.3,127
-1267.248428613341,1.3,128
-1267.294890739697,1.3,129
-1267.3416330581504,1.3,130
-1267.388657508018,1.3,131
-1267.4359660517143,1.3,132
-1267.483560652777,1.3,133
-1267.5314432592384,1.3,134
-1267.5796157851958,1.3,135
-1267.6280800942955,1.3,136
-1267.6768379868008,1.3,137
-1267.7258911845342,1.3,138
-1267.7752413211858,1.3,139
-1267.824889929503,1.3,140
-1267.8748384326736,1.3,141
-1267.9250881367982,1.3,142
-1267.975640221646,1.3,143
-1268.026495736916,1.3,144
-1268.0776555957073,1.3,145
-1268.1291205711648,1.3,146
-1268.1808912917966,1.3,147
-1268.2329682408035,1.3,148
-1268.2853517535243,1.3,149
-1268.338042016392,1.3,150
-1268.391039068729,1.3,151
-1268.4443428013442,1.3,152
-1268.4979529581085,1.3,153
-1268.5518691370746,1.3,154
-1268.6060907962772,1.3,155
-1268.6606172525558,1.3,156
-1268.7154476867076,1.3,157
-1268.7705811463147,1.3,158
-1268.8260165504703,1.3,159
-1268.8817526947707,1.3,160
-1268.9377882539718,1.3,161
-1268.9941217885423,1.3,162
-1269.050751749346,1.3,163
-1269.1076764828854,1.3,164
-1269.164894236552,1.3,165
-1269.2224031641906,1.3,166
-1269.2802013316143,1.3,167
-1269.3382867242694,1.3,168
-1269.396657249819,1.3,169
-1269.4553107450326,1.3,170
-1269.514244983543,1.3,171
-1269.5734576794914,1.3,172
-1269.6329464932892,1.3,173
-1269.6927090379618,1.3,174
-1269.752742883919,1.3,175
-1269.8130455667786,1.3,176
-1269.8736145881103,1.3,177
-1269.9344474247337,1.3,178
-1269.9955415335849,1.3,179
-1270.0568943532724,1.3,180
-1270.1185033141242,1.3,181
-1270.1803658362774,1.3,182
-1270.2424793397627,1.3,183
-1270.3048412463925,1.3,184
-1270.3674489840482,1.3,185
-1270.4302999909694,1.3,186
-1270.4933917183919,1.3,187
-1270.556721636604,1.3,188
-1270.620287233158,1.3,189
-1270.6840860230327,1.3,190
-1270.7481155475193,1.3,191
-1270.8123733758014,1.3,192
-1270.8768571103553,1.3,193
-1270.9415643877915,1.3,194
-1271.0064928822148,1.3,195
-1271.0716403062227,1.3,196
-1271.1370044110893,1.3,197
-1271.2025829944039,1.3,198
-1271.26837389364,1.3,199
-1271.3343749924181,1.3,200
NA,1.2,1
-1278.2339134327929,1.2,2
-1276.988029395461,1.2,3
-1275.6079785168733,1.2,4
-1274.3182330694383,1.2,5
-1273.397992458538,1.2,6
-1272.6390597237437,1.2,7
-1272.0022263212115,1.2,8
-1271.4543369552548,1.2,9
-1270.972682881943,1.2,10
-1270.5429020078745,1.2,11
-1270.1558629221981,1.2,12
-1269.8052863583998,1.2,13
-1269.4863312349594,1.2,14
-1269.1948990079413,1.2,15
-1268.9273602249903,1.2,16
-1268.680484118832,1.2,17
-1268.45144006263,1.2,18
-1268.2378055902177,1.2,19
-1268.0375566268758,1.2,20
-1267.849037288378,1.2,21
-1267.6709156553777,1.2,22
-1267.5021336014536,1.2,23
-1267.3418571759835,1.2,24
-1267.1894314801336,1.2,25
-1267.0443418365005,1.2,26
-1266.9061815678974,1.2,27
-1266.7746259767741,1.2,28
-1266.649411710483,1.2,29
-1266.5303207074192,1.2,30
-1266.4171678946411,1.2,31
-1266.309791930694,1.2,32
-1266.2080483338787,1.2,33
-1266.1118044644518,1.2,34
-1266.0209358963737,1.2,35
-1265.935323798823,1.2,36
-1265.8548530298965,1.2,37
-1265.7794107365742,1.2,38
-1265.7088852876534,1.2,39
-1265.6431654491876,1.2,40
-1265.5821397338068,1.2,41
-1265.525695893104,1.2,42
-1265.473720534345,1.2,43
-1265.4260988535323,1.2,44
-1265.382714482075,1.2,45
-1265.3434494401674,1.2,46
-1265.3081841896724,1.2,47
-1265.2767977774306,1.2,48
-1265.2491680532717,1.2,49
-1265.2251719516112,1.2,50
-1265.2046858166298,1.2,51
-1265.1875857586067,1.2,52
-1265.173748029115,1.2,53
-1265.1630494015253,1.2,54
-1265.1553675434589,1.2,55
-1265.150581375729,1.2,56
-1265.1485714200824,1.2,57
-1265.1492201093645,1.2,58
-1265.1524120796237,1.2,59
-1265.15803443291,1.2,60
-1265.1659769665962,1.2,61
-1265.1761323739627,1.2,62
-1265.1883964202343,1.2,63
-1265.2026680838685,1.2,64
-1265.2188496764766,1.2,65
-1265.2368469353555,1.2,66
-1265.2565690925258,1.2,67
-1265.2779289232217,1.2,68
-1265.3008427745258,1.2,69
-1265.325230573102,1.2,70
-1265.3510158199351,1.2,71
-1265.3781255673832,1.2,72
-1265.4064903833967,1.2,73
-1265.4360443056407,1.2,74
-1265.466724781932,1.2,75
-1265.4984726023595,1.2,76
-1265.5312318252763,1.2,77
-1265.5649496938354,1.2,78
-1265.5995765476653,1.2,79
-1265.6350657286323,1.2,80
-1265.6713734875943,1.2,81
-1265.7084588786136,1.2,82
-1265.746283659674,1.2,83
-1265.784812186387,1.2,84
-1265.8240113074664,1.2,85
-1265.8638502595775,1.2,86
-1265.9043005563533,1.2,87
-1265.94533589084,1.2,88
-1265.9869320229,1.2,89
-1266.0290666790447,1.2,90
-1266.0717194508013,1.2,91
-1266.114871691234,1.2,92
-1266.1585064190338,1.2,93
-1266.2026082232483,1.2,94
-1266.2471631647509,1.2,95
-1266.2921586870048,1.2,96
-1266.3375835309982,1.2,97
-1266.3834276414718,1.2,98
-1266.4296820899115,1.2,99
-1266.4763389908708,1.2,100
-1266.5233914231549,1.2,101
-1266.5708333593286,1.2,102
-1266.61865958963,1.2,103
-1266.6668656552438,1.2,104
-1266.7154477806741,1.2,105
-1266.764402813918,1.2,106
-1266.8137281633817,1.2,107
-1266.8634217414508,1.2,108
-1266.913481910974,1.2,109
-1266.9639074346828,1.2,110
-1267.0146974245358,1.2,111
-1267.0658512973823,1.2,112
-1267.1173687320975,1.2,113
-1267.1692496294138,1.2,114
-1267.2214940722956,1.2,115
-1267.274102292665,1.2,116
-1267.3270746397384,1.2,117
-1267.3804115467078,1.2,118
-1267.434113505025,1.2,119
-1267.48818103798,1.2,120
-1267.542614677848,1.2,121
-1267.5974149442397,1.2,122
-1267.6525823243858,1.2,123
-1267.7081172569103,1.2,124
-1267.7640201140212,1.2,125
-1267.8202911921805,1.2,126
-1267.8769306953075,1.2,127
-1267.9339387273783,1.2,128
-1267.9913152821246,1.2,129
-1268.0490602364669,1.2,130
-1268.107173344693,1.2,131
-1268.165654233333,1.2,132
-1268.2245023962878,1.2,133
-1268.2837171939184,1.2,134
-1268.3432978529677,1.2,135
-1268.4032434618705,1.2,136
-1268.4635529751565,1.2,137
-1268.5242252141893,1.2,138
-1268.5852588651412,1.2,139
-1268.6466524877005,1.2,140
-1268.7084045136285,1.2,141
-1268.7705132523613,1.2,142
-1268.8329768954632,1.2,143
-1268.895793520859,1.2,144
-1268.9589610976743,1.2,145
-1269.0224774918224,1.2,146
-1269.0863404717077,1.2,147
-1269.1505477129265,1.2,148
-1269.215096808406,1.2,149
-1269.2799852669816,1.2,150
-1269.3452105287417,1.2,151
-1269.410769961841,1.2,152
-1269.4766608766452,1.2,153
-1269.54288052926,1.2,154
-1269.6094261244853,1.2,155
-1269.6762948274345,1.2,156
-1269.7434837668743,1.2,157
-1269.8109900363515,1.2,158
-1269.8788107130479,1.2,159
-1269.9469428498567,1.2,160
-1270.0153834863672,1.2,161
-1270.0841296561468,1.2,162
-1270.1531783885332,1.2,163
-1270.2225267147855,1.2,164
-1270.2921716716444,1.2,165
-1270.3621103078037,1.2,166
-1270.432339687278,1.2,167
-1270.502856892646,1.2,168
-1270.5736590273173,1.2,169
-1270.6447432254981,1.2,170
-1270.7161066473236,1.2,171
-1270.7877464854387,1.2,172
-1270.859659968983,1.2,173
-1270.9318443640832,1.2,174
-1271.004296975894,1.2,175
-1271.077015153282,1.2,176
-1271.1499962875255,1.2,177
-1271.2232378162198,1.2,178
-1271.296737223888,1.2,179
-1271.3704920395417,1.2,180
-1271.4444998432598,1.2,181
-1271.518758266882,1.2,182
-1271.593264988499,1.2,183
-1271.6680177379421,1.2,184
-1271.7430142947499,1.2,185
-1271.8182524880733,1.2,186
-1271.893730199841,1.2,187
-1271.9694453591128,1.2,188
-1272.0453959443118,1.2,189
-1272.1215799834695,1.2,190
-1272.1979955517472,1.2,191
-1272.2746407711315,1.2,192
-1272.3515138102573,1.2,193
-1272.428612877735,1.2,194
-1272.5059362323648,1.2,195
-1272.5834821700753,1.2,196
-1272.6612490289297,1.2,197
-1272.7392351858032,1.2,198
-1272.8174390532538,1.2,199
