Loglikelihood,theta,ID
-1265.8037889242667,1.9,124
-1265.8282116189416,1.9,125
-1265.8530236954955,1.9,126
-1265.8782061209713,1.9,127
-1265.9037403469893,1.9,128
-1265.92960830239,1.9,129
-1265.9557924169578,1.9,130
-1265.9822756043854,1.9,131
-1266.0090412734048,1.9,132
-1266.0360733272887,1.9,133
-1266.0633561666436,1.9,134
-1266.090874691221,1.9,135
-1266.1186142971978,1.9,136
-1266.1465608832293,1.9,137
-1266.1747008456691,1.9,138
-1266.2030210806788,1.9,139
-1266.2315089842473,1.9,140
-1266.2601524500265,1.9,141
-1266.2889398690468,1.9,142
-1266.3178601286875,1.9,143
-1266.3469026095547,1.9,144
-1266.3760571844064,1.9,145
-1266.4053142147975,1.9,146
-1266.4346645488379,1.9,147
-1266.4640995180225,1.9,148
-1266.4936109311916,1.9,149
-1266.5231910751045,1.9,150
-1266.5528327055881,1.9,151
-1266.582529044344,1.9,152
-1266.6122737737883,1.9,153
-1266.6420610330886,1.9,154
-1266.6718854036174,1.9,155
-1266.701741918755,1.9,156
-1266.7316260412165,1.9,157
-1266.7615336660708,1.9,158
-1266.7914610997502,1.9,159
-1266.8214050756471,1.9,160
-1266.851362722268,1.9,161
-1266.881331566877,1.9,162
-1266.9113095226817,1.9,163
-1266.941294881558,1.9,164
-1266.971286302739,1.9,165
-1267.0012828036233,1.9,166
-1267.0312837496106,1.9,167
-1267.0612888428047,1.9,168
-1267.091298112025,1.9,169
-1267.1213119024264,1.9,170
-1267.1513308627582,1.9,171
-1267.1813559338939,1.9,172
-1267.2113883389875,1.9,173
-1267.2414295705144,1.9,174
-1267.2714813772163,1.9,175
-1267.301545755735,1.9,176
-1267.3316249330846,1.9,177
-1267.3617213592242,1.9,178
-1267.3918376921247,1.9,179
-1267.4219767862514,1.9,180
-1267.4521416800035,1.9,181
-1267.4823355836188,1.9,182
-1267.5125618661862,1.9,183
-1267.5428240439778,1.9,184
-1267.5731257682805,1.9,185
-1267.6034708124105,1.9,186
-1267.6338630609623,1.9,187
-1267.6643064970144,1.9,188
-1267.6948051906647,1.9,189
-1267.7253632874647,1.9,190
-1267.7559849969464,1.9,191
-1267.7866745821893,1.9,192
-1267.817436347171,1.9,193
-1267.8482746284294,1.9,194
-1267.8791937829055,1.9,195
-1267.910198178354,1.9,196
-1267.941292183661,1.9,197
-1267.9724801586099,1.9,198
-1268.0037664454428,1.9,199
-1268.0351553611372,1.9,200
NA,1.8,1
-1304.7354940807354,1.8,2
-1286.9364759627686,1.8,3
-1284.3749295271866,1.8,4
-1282.9453015053782,1.8,5
-1280.5426309589031,1.8,6
-1279.9441813212813,1.8,7
-1278.9086502804414,1.8,8
-1277.3572304006257,1.8,9
-1276.5721804341258,1.8,10
-1275.9266386042932,1.8,11
-1275.2810061250125,1.8,12
-1274.6797769678046,1.8,13
-1273.9523709319208,1.8,14
-1273.4380922195423,1.8,15
-1272.9768233702052,1.8,16
-1272.5634665194661,1.8,17
-1272.1910728412333,1.8,18
-1271.852474781779,1.8,19
-1271.3391279752266,1.8,20
-1271.048685564213,1.8,21
-1270.776250854548,1.8,22
-1270.5188525125898,1.8,23
-1270.2744593082716,1.8,24
-1270.041753202218,1.8,25
-1269.8199075704758,1.8,26
-1269.6083944252837,1.8,27
-1269.4068327021785,1.8,28
-1269.2148809666335,1.8,29
-1269.0321717395993,1.8,30
-1268.858280736279,1.8,31
-1268.6927224009532,1.8,32
-1268.5349628432543,1.8,33
-1268.3844421372864,1.8,34
-1268.2405994812198,1.8,35
-1268.1028965672317,1.8,36
-1267.9708362745516,1.8,37
-1267.8439753660364,1.8,38
-1267.721931061248,1.8,39
-1267.6043821840606,1.8,40
-1267.491066032997,1.8,41
-1267.3817722763254,1.8,42
-1267.2763351316937,1.8,43
-1267.17462486649,1.8,44
-1267.0765394278728,1.8,45
-1266.9819967422775,1.8,46
-1266.8909280075516,1.8,47
-1266.8032721288314,1.8,48
-1266.7189713174623,1.8,49
-1266.6379678005223,1.8,50
-1266.5602015312766,1.8,51
-1266.485608768143,1.8,52
-1266.4141213820392,1.8,53
-1266.3456667570995,1.8,54
-1266.280168144107,1.8,55
-1266.2175453408777,1.8,56
-1266.157715602262,1.8,57
-1266.100594674008,1.8,58
-1266.0460978634019,1.8,59
-1265.9941411143438,1.8,60
-1265.9446419707374,1.8,61
-1265.8975204584003,1.8,62
-1265.8526998077543,1.8,63
-1265.8101070398598,1.8,64
-1265.769673373204,1.8,65
-1265.7313344833321,1.8,66
-1265.6950306091437,1.8,67
-1265.6607065238386,1.8,68
-1265.6283113859852,1.8,69
-1265.5977984934225,1.8,70
-1265.569124958418,1.8,71
-1265.542251328576,1.8,72
-1265.5171411669726,1.8,73
-1265.4937606185297,1.8,74
-1265.4720779752492,1.8,75
-1265.4520632517329,1.8,76
-1265.4336877859182,1.8,77
-1265.4169238760314,1.8,78
-1265.4017444532992,1.8,79
-1265.3881227981062,1.8,80
-1265.3760323050037,1.8,81
-1265.365446284861,1.8,82
-1265.3563378152837,1.8,83
-1265.3486796283514,1.8,84
-1265.3424440354843,1.8,85
-1265.337602881544,1.8,86
-1265.334127529121,1.8,87
-1265.3319888638805,1.8,88
-1265.3311573181254,1.8,89
-1265.3316029101027,1.8,90
-1265.3332952930737,1.8,91
-1265.3362038118673,1.8,92
-1265.3402975629606,1.8,93
-1265.34554546304,1.8,94
-1265.3519163045019,1.8,95
-1265.3593788300518,1.8,96
-1265.3679017850163,1.8,97
-1265.3774539758808,1.8,98
-1265.3880043327956,1.8,99
-1265.3995219489696,1.8,100
-1265.4119761378918,1.8,101
-1265.4253364686735,1.8,102
-1265.4395728089319,1.8,103
-1265.454655355911,1.8,104
-1265.470554675046,1.8,105
-1265.4872417192632,1.8,106
-1265.5046878604571,1.8,107
-1265.522864911074,1.8,108
-1265.5417451432463,1.8,109
-1265.5613013051886,1.8,110
-1265.5815066425441,1.8,111
-1265.602334905588,1.8,112
-1265.623760366302,1.8,113
-1265.6457578288941,1.8,114
-1265.6683026390347,1.8,115
-1265.691370693134,1.8,116
-1265.7149384463419,1.8,117
-1265.738982918825,1.8,118
-1265.7634817036642,1.8,119
-1265.788412968606,1.8,120
-1265.8137554649552,1.8,121
-1265.8394885301093,1.8,122
-1265.865592090455,1.8,123
-1265.8920466576667,1.8,124
-1265.9188333497796,1.8,125
-1265.9459338719266,1.8,126
-1265.9733305282891,1.8,127
-1266.0010062193733,1.8,128
-1266.02894444637,1.8,129
-1266.0571293054745,1.8,130
-1266.0855454900968,1.8,131
-1266.114178288601,1.8,132
-1266.1430135823357,1.8,133
-1266.172037844389,1.8,134
-1266.2012381348507,1.8,135
-1266.2306020992994,1.8,136
-1266.2601179641426,1.8,137
-1266.289774532087,1.8,138
-1266.3195611779183,1.8,139
-1266.3494678435518,1.8,140
-1266.3794850292259,1.8,141
-1266.409603793319,1.8,142
-1266.4398157393305,1.8,143
-1266.4701130131016,1.8,144
-1266.5004882928208,1.8,145
-1266.53093478176,1.8,146
-1266.5614461994805,1.8,147
-1266.5920167742975,1.8,148
-1266.6226412307706,1.8,149
-1266.6533147837984,1.8,150
-1266.6840331254832,1.8,151
-1266.7147924162823,1.8,152
-1266.7455892715445,1.8,153
-1266.776420754957,1.8,154
-1266.8072843616928,1.8,155
-1266.8381780113054,1.8,156
-1266.8691000273845,1.8,157
-1266.9000491382346,1.8,158
-1266.931024451634,1.8,159
-1266.9620254471088,1.8,160
-1266.9930519622367,1.8,161
-1267.0241041795982,1.8,162
-1267.0551826122353,1.8,163
-1267.0862880895568,1.8,164
-1267.117421744377,1.8,165
-1267.1485849980988,1.8,166
-1267.1797795469731,1.8,167
-1267.2110073470558,1.8,168
-1267.242270601904,1.8,169
-1267.273571744378,1.8,170
-1267.3049134281682,1.8,171
-1267.3362985070414,1.8,172
-1267.367730025837,1.8,173
-1267.3992112035828,1.8,174
-1267.4307454204597,1.8,175
-1267.462336203827,1.8,176
-1267.4939872138655,1.8,177
-1267.525702231287,1.8,178
-1267.557485142309,1.8,179
-1267.5893399271756,1.8,180
-1267.621270646244,1.8,181
-1267.6532814276438,1.8,182
-1267.685376454879,1.8,183
-1267.7175599546358,1.8,184
-1267.7498361854548,1.8,185
-1267.7822094261016,1.8,186
-1267.8146839639933,1.8,187
-1267.8472640856203,1.8,188
-1267.8799540646035,1.8,189
-1267.9127581532382,1.8,190
-1267.9456805723896,1.8,191
-1267.978725501951,1.8,192
-1268.0118970713659,1.8,193
-1268.045199352732,1.8,194
-1268.0786363548698,1.8,195
-1268.1122120100727,1.8,196
-1268.145930171522,1.8,197
-1268.179794605085,1.8,198
-1268.2138089835505,1.8,199
-1268.2479768806616,1.8,200
NA,1.7,1
-1295.1789463194884,1.7,2
-1283.8518175208771,1.7,3
-1283.8190999077895,1.7,4
-1280.5905064833507,1.7,5
-1279.9973078117903,1.7,6
-1277.8702927313125,1.7,7
-1277.1225119003866,1.7,8
-1276.4664691769829,1.7,9
-1275.7776274685375,1.7,10
-1275.1167050507574,1.7,11
-1274.3258421439211,1.7,12
-1273.7521840732907,1.7,13
-1273.2389450360213,1.7,14
-1272.7817253051064,1.7,15
-1272.372796844545,1.7,16
-1271.8037392279493,1.7,17
-1271.4652094790954,1.7,18
-1271.1523639728507,1.7,19
-1270.8602908164714,1.7,20
-1270.5854715244727,1.7,21
-1270.3255206913573,1.7,22
-1270.0788894842601,1.7,23
-1269.8445881605494,1.7,24
-1269.6219556840363,1.7,25
-1269.4104869177027,1.7,26
-1269.2097168171597,1.7,27
-1269.019154332401,1.7,28
-1268.8382554184566,1.7,29
-1268.666423556356,1.7,30
-1268.5030269723488,1.7,31
-1268.3474235071567,1.7,32
-1268.1989863693605,1.7,33
-1268.0571263283202,1.7,34
-1267.9213079656708,1.7,35
-1267.7910592611781,1.7,36
-1267.66597494698,1.7,37
-1267.5457147697125,1.7,38
-1267.4299980725984,1.7,39
-1267.318596123892,1.7,40
-1267.2113234195747,1.7,41
-1267.108028905226,1.7,42
-1267.008587767534,1.7,43
-1266.9128942036532,1.7,44
-1266.8208553443217,1.7,45
-1266.7323863878673,1.7,46
-1266.6474068835887,1.7,47
-1266.5658380597285,1.7,48
-1266.487601055755,1.7,49
-1266.4126159079003,1.7,50
-1266.3408011406827,1.7,51
-1266.2720738331882,1.7,52
-1266.2063500003785,1.7,53
-1266.1435452199555,1.7,54
-1266.08357537159,1.7,55
-1266.026357425875,1.7,56
-1265.9718102086872,1.7,57
-1265.9198551002187,1.7,58
-1265.8704166180723,1.7,59
-1265.8234228809788,1.7,60
-1265.778805930942,1.7,61
-1265.736501904742,1.7,62
-1265.6964510800979,1.7,63
-1265.6585977921593,1.7,64
-1265.622890246642,1.7,65
-1265.5892802425208,1.7,66
-1265.5577228331977,1.7,67
-1265.5281759360846,1.7,68
-1265.500599920464,1.7,69
-1265.4749571894913,1.7,70
-1265.4512117677557,1.7,71
-1265.429328913709,1.7,72
-1265.409274760766,1.7,73
-1265.3910160028497,1.7,74
-1265.3745196187847,1.7,75
-1265.3597526446245,1.7,76
-1265.3466819954633,1.7,77
-1265.3352743233022,1.7,78
-1265.3254959227622,1.7,79
-1265.317312671284,1.7,80
-1265.3106900005412,1.7,81
-1265.3055928951876,1.7,82
-1265.3019859158953,1.7,83
-1265.2998332373725,1.7,84
-1265.299098700786,1.7,85
-1265.2997458769544,1.7,86
-1265.3017381297623,1.7,87
-1265.3050386957225,1.7,88
-1265.3096107466245,1.7,89
-1265.3154174661713,1.7,90
-1265.3224221172177,1.7,91
-1265.3305881059591,1.7,92
-1265.3398790466485,1.7,93
-1265.3502588153428,1.7,94
-1265.3616916042777,1.7,95
-1265.3741419699634,1.7,96
-1265.3875748766316,1.7,97
-1265.4019557356792,1.7,98
-1265.4172504400487,1.7,99
-1265.43342539929,1.7,100
-1265.450447568271,1.7,101
-1265.468284465738,1.7,102
-1265.4869042065084,1.7,103
-1265.5062755150539,1.7,104
-1265.5263677488958,1.7,105
-1265.5471509096403,1.7,106
-1265.568595659289,1.7,107
-1265.5906733341728,1.7,108
-1265.6133559541368,1.7,109
-1265.6366162332029,1.7,110
-1265.6604275884047,1.7,111
-1265.6847641438674,1.7,112
-1265.7096007438302,1.7,113
-1265.7349129497943,1.7,114
-1265.7606770513203,1.7,115
-1265.7868700636047,1.7,116
-1265.8134697359194,1.7,117
-1265.8404545470164,1.7,118
-1265.8678037110517,1.7,119
-1265.8954971743603,1.7,120
-1265.9235156136642,1.7,121
-1265.9518404390851,1.7,122
-1265.9804537869727,1.7,123
-1266.0093385187279,1.7,124
-1266.038478216304,1.7,125
-1266.0678571795981,1.7,126
-1266.097460418286,1.7,127
-1266.1272736475423,1.7,128
-1266.157283281492,1.7,129
-1266.1874764256181,1.7,130
-1266.2178408684035,1.7,131
-1266.2483650732113,1.7,132
-1266.279038170752,1.7,133
-1266.3098499463176,1.7,134
-1266.3407908316294,1.7,135
-1266.3718518938445,1.7,136
-1266.4030248234653,1.7,137
-1266.434301923426,1.7,138
-1266.4656760960575,1.7,139
-1266.497140830373,1.7,140
-1266.5286901888367,1.7,141
-1266.5603187940965,1.7,142
-1266.5920218139204,1.7,143
-1266.623794948725,1.7,144
-1266.6556344132446,1.7,145
-1266.687536924475,1.7,146
-1266.7194996856788,1.7,147
-1266.7515203697922,1.7,148
-1266.7835971030606,1.7,149
-1266.815728449845,1.7,150
-1266.8479133955261,1.7,151
-1266.8801513307753,1.7,152
-1266.9124420320204,1.7,153
-1266.9447856487795,1.7,154
-1266.9771826832668,1.7,155
-1267.0096339746178,1.7,156
-1267.042140681297,1.7,157
-1267.0747042649803,1.7,158
-1267.107326472096,1.7,159
-1267.1400093172851,1.7,160
-1267.1727550672292,1.7,161
-1267.2055662227635,1.7,162
-1267.2384455024194,1.7,163
-1267.2713958258503,1.7,164
-1267.30442029748,1.7,165
-1267.3375221904812,1.7,166
-1267.3707049306017,1.7,167
-1267.4039720809171,1.7,168
-1267.43732732494,1.7,169
-1267.470774454293,1.7,170
-1267.5043173510294,1.7,171
-1267.537959975032,1.7,172
-1267.571706349476,1.7,173
-1267.6055605471502,1.7,174
-1267.6395266770505,1.7,175
-1267.6736088722255,1.7,176
-1267.7078112764284,1.7,177
-1267.7421380328062,1.7,178
-1267.7765932727011,1.7,179
-1267.8111811040753,1.7,180
-1267.8459056002782,1.7,181
-1267.8807707917483,1.7,182
-1267.9157806571548,1.7,183
-1267.9509391080946,1.7,184
-1267.9862499892142,1.7,185
-1268.0217170644582,1.7,186
-1268.0573440136955,1.7,187
-1268.093134420184,1.7,188
-1268.1290917680706,1.7,189
-1268.1652194364729,1.7,190
-1268.201520688426,1.7,191
-1268.237998676181,1.7,192
-1268.274656425527,1.7,193
-1268.3114968384211,1.7,194
-1268.3485226881598,1.7,195
-1268.3857366130171,1.7,196
-1268.4231411185344,1.7,197
-1268.4607385707113,1.7,198
-1268.4985311957369,1.7,199
-1268.5365210781936,1.7,200
NA,1.6,1
-1287.4646387048115,1.6,2
-1284.7867380895464,1.6,3
-1280.6477719129366,1.6,4
-1280.0446446433539,1.6,5
-1277.8665944194634,1.6,6
-1277.058965588014,1.6,7
-1276.3398359169612,1.6,8
-1275.6147666787951,1.6,9
-1274.7477014725803,1.6,10
-1274.0998932641414,1.6,11
-1273.5211286720514,1.6,12
-1273.0088428102733,1.6,13
-1272.3571136004794,1.6,14
-1271.9488921571376,1.6,15
-1271.5789295907655,1.6,16
-1271.2393125421247,1.6,17
-1270.9240717409011,1.6,18
-1270.6289945872493,1.6,19
-1270.3512564320006,1.6,20
-1270.0890202020687,1.6,21
-1269.8410810629343,1.6,22
-1269.606587799799,1.6,23
-1269.3848466671122,1.6,24
-1269.1751996130577,1.6,25
-1268.9769623659513,1.6,26
-1268.7894057826093,1.6,27
-1268.6117648900306,1.6,28
-1268.443262388838,1.6,29
-1268.2831366211528,1.6,30
-1268.1306672655196,1.6,31
-1267.9851949646422,1.6,32
-1267.8461334319572,1.6,33
-1267.7129742622028,1.6,34
-1267.5852856616655,1.6,35
-1267.462706765653,1.6,36
-1267.3449392288292,1.6,37
-1267.2317375532434,1.6,38
-1267.1228992728918,1.6,39
-1267.018255759329,1.6,40
-1266.9176640972134,1.6,41
-1266.8210002239346,1.6,42
-1266.728153415629,1.6,43
-1266.6390219845703,1.6,44
-1266.5535101218156,1.6,45
-1266.4715256875145,1.6,46
-1266.3929788039497,1.6,47
-1266.3177810741686,1.6,48
-1266.2458452783653,1.6,49
-1266.1770854216854,1.6,50
-1266.1114169955952,1.6,51
-1266.048757390768,1.6,52
-1265.9890263261025,1.6,53
-1265.9321462835837,1.6,54
-1265.878042875804,1.6,55
-1265.826645114428,1.6,56
-1265.7778855861025,1.6,57
-1265.731700495514,1.6,58
-1265.6880296059946,1.6,59
-1265.6468160850893,1.6,60
-1265.6080062512235,1.6,61
-1265.571549268474,1.6,62
-1265.5373967857688,1.6,63
-1265.505502555372,1.6,64
-1265.4758220380627,1.6,65
-1265.4483120268058,1.6,66
-1265.4229302830797,1.6,67
-1265.3996352126974,1.6,68
-1265.378385582345,1.6,69
-1265.3591402783206,1.6,70
-1265.341858114357,1.6,71
-1265.32649768471,1.6,72
-1265.313017262165,1.6,73
-1265.3013747360455,1.6,74
-1265.2915275849,1.6,75
-1265.2834328786578,1.6,76
-1265.2770473072771,1.6,77
-1265.272327227275,1.6,78
-1265.2692287251537,1.6,79
-1265.2677076856653,1.6,80
-1265.267719877671,1.6,81
-1265.2692210282394,1.6,82
-1265.2721669109426,1.6,83
-1265.2765134242372,1.6,84
-1265.2822166717624,1.6,85
-1265.2892330364627,1.6,86
-1265.2975192485226,1.6,87
-1265.3070324561068,1.6,88
-1265.3177302775098,1.6,89
-1265.3295708640449,1.6,90
-1265.3425129428033,1.6,91
-1265.356515866987,1.6,92
-1265.3715396523946,1.6,93
-1265.387545018701,1.6,94
-1265.4044934181893,1.6,95
-1265.4223470644208,1.6,96
-1265.441068962241,1.6,97
-1265.4606229295973,1.6,98
-1265.4809736148786,1.6,99
-1265.5020865176734,1.6,100
-1265.52392800389,1.6,101
-1265.546465318853,1.6,102
-1265.5696665988194,1.6,103
-1265.593500881599,1.6,104
-1265.617938113163,1.6,105
-1265.6429491555648,1.6,106
-1265.668505789502,1.6,107
-1265.6945807211368,1.6,108
-1265.7211475798313,1.6,109
-1265.7481809206915,1.6,110
-1265.7756562259433,1.6,111
