"","county","year","foi","incidence","previousyear","yhat","eresid","rawred","predictedval","pearsonres","lon","lat","obs"
"1","Adair-Oklahoma","2007",0,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.00592278219288146,-94.6540383173421,35.8921614071829,292
"2","Adair-Oklahoma","2008",0,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0119081600226998,-94.6540383173421,35.8921614071829,292
"3","Adair-Oklahoma","2009",1.26200128581215e-20,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.021622689003129,-94.6540383173421,35.8921614071829,292
"4","Adair-Oklahoma","2010",1.26200128581215e-20,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0383120241478393,-94.6540383173421,35.8921614071829,292
"5","Adair-Oklahoma","2011",2.47570797419382e-11,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0619391725940289,-94.6540383173421,35.8921614071829,292
"6","Adair-Oklahoma","2012",2.47570797419383e-11,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.112362602883802,-94.6540383173421,35.8921614071829,292
"7","Adair-Oklahoma","2013",5.65689765236156e-09,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.187344708619457,-94.6540383173421,35.8921614071829,292
"8","Adair-Oklahoma","2014",0.00810738803594242,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.310897230700248,-94.6540383173421,35.8921614071829,292
"9","Adair-Oklahoma","2015",0.685063627409664,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.434776368447628,-94.6540383173421,35.8921614071829,292
"10","Adair-Oklahoma","2016",0.999738570267936,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.857712919514043,-94.6540383173421,35.8921614071829,292
"11","Adair-Oklahoma","2017",1,1,0,0.461767362201214,1.24313640421378,0.538232637798786,0.461767362201214,0.602249486954485,-94.6540383173421,35.8921614071829,292
"12","Adair-Oklahoma","2018",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.0184088103631723,-94.6540383173421,35.8921614071829,292
"13","Adams-Illinois","2007",0,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0215110161440719,-91.1951440598007,39.9911828955868,113
"14","Adams-Illinois","2008",0,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0432634422875525,-91.1951440598007,39.9911828955868,113
"15","Adams-Illinois","2009",0.0361670712901873,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0786352613049255,-91.1951440598007,39.9911828955868,113
"16","Adams-Illinois","2010",0.0361670712901873,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.139755247309838,-91.1951440598007,39.9911828955868,113
"17","Adams-Illinois","2011",0.0369748831015757,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.2275852548785,-91.1951440598007,39.9911828955868,113
"18","Adams-Illinois","2012",0.0369749212563104,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.424188783964449,-91.1951440598007,39.9911828955868,113
"19","Adams-Illinois","2013",0.552965655449307,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.758991979717133,-91.1951440598007,39.9911828955868,113
"20","Adams-Illinois","2014",0.999985957208048,1,0,0.461767362201214,1.24313640421378,0.538232637798786,0.461767362201214,0.648695887221851,-91.1951440598007,39.9911828955868,113
"21","Adams-Illinois","2015",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.102477055123451,-91.1951440598007,39.9911828955868,113
"22","Adams-Illinois","2016",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.000694885114696799,-91.1951440598007,39.9911828955868,113
"23","Adams-Illinois","2017",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,2.58095682795179e-08,-91.1951440598007,39.9911828955868,113
"24","Adams-Illinois","2018",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-91.1951440598007,39.9911828955868,113
"25","Albany-New York","2007",0.996258880906593,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.652712730537197,-73.970115452099,42.5985908865562,43
"26","Albany-New York","2008",0.999988736750008,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.087340504200192,-73.970115452099,42.5985908865562,43
"27","Albany-New York","2009",0.999999331420467,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.000319320730160497,-73.970115452099,42.5985908865562,43
"28","Albany-New York","2010",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-73.970115452099,42.5985908865562,43
"29","Albany-New York","2011",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-73.970115452099,42.5985908865562,43
"30","Albany-New York","2012",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-73.970115452099,42.5985908865562,43
"31","Albany-New York","2013",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-73.970115452099,42.5985908865562,43
"32","Albany-New York","2014",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-73.970115452099,42.5985908865562,43
"33","Albany-New York","2015",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-73.970115452099,42.5985908865562,43
"34","Albany-New York","2016",0.487410277533435,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-73.970115452099,42.5985908865562,43
"35","Albany-New York","2017",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-73.970115452099,42.5985908865562,43
"36","Albany-New York","2018",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-73.970115452099,42.5985908865562,43
"49","Alexander-Illinois","2007",0,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0215110161440719,-89.3383202683868,37.1952404541532,227
"50","Alexander-Illinois","2008",0,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0432634422875525,-89.3383202683868,37.1952404541532,227
"51","Alexander-Illinois","2009",6.65956254715567e-09,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0786352613049255,-89.3383202683868,37.1952404541532,227
"52","Alexander-Illinois","2010",8.77604457565037e-06,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.139755247309838,-89.3383202683868,37.1952404541532,227
"53","Alexander-Illinois","2011",0.0233090846961529,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.2275852548785,-89.3383202683868,37.1952404541532,227
"54","Alexander-Illinois","2012",0.0453384005396456,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.424188783964449,-89.3383202683868,37.1952404541532,227
"55","Alexander-Illinois","2013",0.0453531098421537,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.758991979717133,-89.3383202683868,37.1952404541532,227
"56","Alexander-Illinois","2014",0.999999996757693,1,0,0.461767362201214,1.24313640421378,0.538232637798786,0.461767362201214,0.648695887221851,-89.3383202683868,37.1952404541532,227
"57","Alexander-Illinois","2015",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.102477055123451,-89.3383202683868,37.1952404541532,227
"58","Alexander-Illinois","2016",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.000694885114696799,-89.3383202683868,37.1952404541532,227
"59","Alexander-Illinois","2017",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,2.58095682795179e-08,-89.3383202683868,37.1952404541532,227
"60","Alexander-Illinois","2018",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-89.3383202683868,37.1952404541532,227
"61","Alger-Michigan","2007",0,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0215110161440719,-86.5932162935306,46.4123089406863,377
"62","Alger-Michigan","2008",0,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0432634422875525,-86.5932162935306,46.4123089406863,377
"63","Alger-Michigan","2009",9.04728780784771e-39,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.0786352613049255,-86.5932162935306,46.4123089406863,377
"64","Alger-Michigan","2010",1.26183261489024e-11,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.139755247309838,-86.5932162935306,46.4123089406863,377
"65","Alger-Michigan","2011",1.26183261912661e-11,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.2275852548785,-86.5932162935306,46.4123089406863,377
"66","Alger-Michigan","2012",1.26183261913099e-11,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.424188783964449,-86.5932162935306,46.4123089406863,377
"67","Alger-Michigan","2013",0.900437429578857,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.758991979717133,-86.5932162935306,46.4123089406863,377
"68","Alger-Michigan","2014",0.999992815331138,1,0,0.461767362201214,1.24313640421378,0.538232637798786,0.461767362201214,0.648695887221851,-86.5932162935306,46.4123089406863,377
"69","Alger-Michigan","2015",0.999992815331756,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.102477055123451,-86.5932162935306,46.4123089406863,377
"70","Alger-Michigan","2016",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,0.000694885114696799,-86.5932162935306,46.4123089406863,377
"71","Alger-Michigan","2017",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,2.58095682795179e-08,-86.5932162935306,46.4123089406863,377
"72","Alger-Michigan","2018",1,1,1,0.710305627608161,0.827115397207389,0.289694372391839,0.710305627608161,1.49011611938477e-08,-86.5932162935306,46.4123089406863,377
"73","Algoma Dist. (Part 1 Of)-Ontario","2007",0,0,0,0.461767362201214,-1.11307178566182,-0.461767362201214,0.461767362201214,-0.150091578270111,-84.4528835140385,47.7594823935914,486
